,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
314,IV-IV,M_i_B,As,SiSn,0.700873,0.839193157305975,0.03825335802166471
315,III-V,M_B,Hg,BSb,0.339262,0.43450622802002864,0.0893672766108157
316,II-VI,M_i_neut,Pb,CdTe,1.8255599999999998,1.6765974595572142,0.029881240875712017
317,III-V,M_i_A,La,AlSb,1.354481,1.4946551059493594,0.08764314471433107
318,II-VI,M_i_A,N,CdTe,0.7571060000000001,0.8663429194093407,0.049501747752928565
319,II-VI,M_i_B,Sr,CdTe,2.008769,1.9145604816114505,0.035325942363303144
320,II-VI,M_B,Ge,CdSe,0.7790819999999999,1.5151257595611014,0.08017243805500297
321,II-VI,M_i_A,Ba,CdTe,1.9698349999999998,2.013052985591412,0.03198903696779231
322,II-VI,M_i_neut,V,CdTe,1.708655,1.7428711301654984,0.036349324837320285
323,IV-IV,M_B,I,SiGe,0.9791209999999999,1.0506335105512092,0.06429569491174383
324,III-V,M_i_neut,Ru,AlAs,1.0753030000000001,1.476317527653789,0.059963876836829154
325,II-VI,M_A,Ba,ZnS,3.2140470000000003,3.3699372227490185,0.083078105810128
326,II-VI,M_i_neut,Al,CdTe,1.7946419999999998,1.8253651899371441,0.02665919199482833
327,II-VI,M_i_A,Fe,CdTe,1.608174,1.6141251981248366,0.025655876296374936
328,III-V,M_i_A,Cl,AlAs,0.253145,0.9562464931986667,0.09083193401387257
329,II-VI,M_i_B,Be,ZnTe,1.9888029999999999,1.7892813421226588,0.0792565778152889
330,II-VI,M_B,Zn,ZnTe,1.074327,1.1123016040769367,0.07175160858857724
331,III-V,M_B,O,AlAs,1.17303,0.5841549851101236,0.10001391160164776
332,II-VI,M_i_A,S,CdS,0.995384,1.4861213978414536,0.03706205997019944
333,II-VI,M_i_A,Bi,CdTe,1.505536,1.7609194185478487,0.033637690930818
334,IV-IV,M_i_neut,Tl,SiSn,0.737875,0.714878722042591,0.054375202850696774
335,III-V,M_i_A,Ir,GaSb,0.387849,0.5757882714452465,0.05490501064638471
336,II-VI,M_A,Bi,ZnS,2.672657,2.539178331766391,0.09774284296013225
337,IV-IV,M_i_B,K,SiGe,1.0391489999999999,0.7277173783185809,0.045094623053122056
338,II-VI,M_i_neut,Be,CdTe,1.771791,1.6361856456908483,0.04790819838335692
339,IV-IV,M_i_B,Hf,GeSn,0.665804,0.7415604600978721,0.0420120497681791
340,IV-IV,M_i_A,Zr,SiGe,0.81881,0.8968704141368399,0.039576224292801616
341,IV-IV,M_i_neut,As,Si,1.043857,0.9703477779774221,0.04663216851752746
342,III-V,M_i_A,Rh,AlP,1.60735,1.5795493908987452,0.06415208491949986
343,III-V,M_i_A,Tc,GaAs,1.005187,1.0974686347832532,0.043241337566977046
344,II-VI,M_i_B,Fe,CdTe,1.5890360000000001,1.6271371080278194,0.023567093637945968
345,III-V,M_B,Tl,AlAs,1.128107,1.2468118692529968,0.06191305078395659
346,II-VI,M_A,S,CdS,1.295927,1.2391246976439754,0.059433679212254786
347,II-VI,M_B,Ga,CdTe,0.8243540000000001,1.0940566616810188,0.03798506249452926
348,IV-IV,M_i_B,V,SiC,2.113858,2.257598872358917,0.047681405394399835
349,IV-IV,M_A,O,Si,0.715314,-0.25144720732489156,0.08544440649733377
350,IV-IV,M_i_neut,K,SiSn,0.909066,0.6017579343349584,0.03253150835591751
351,II-VI,M_B,Cu,CdTe,1.186036,1.0060920863820986,0.04558241560665018
352,II-VI,M_B,Cd,CdTe,1.243495,1.0026241969256389,0.03169902878853977
353,II-VI,M_B,In,CdTe,0.990399,1.210272777491519,0.03629669378434059
354,II-VI,M_i_neut,Bi,CdTe,1.7153919999999998,1.7294598600929365,0.03710809274408059
355,III-V,M_A,Cr,BSb,0.7901199999999999,0.7289845269422062,0.08215556267763321
356,II-VI,M_i_A,Be,CdTe,1.655111,1.6306071156489117,0.050158196511578435
357,II-VI,M_i_B,Pb,CdTe,1.9620959999999998,1.7998140287044933,0.02928765231393106
358,IV-IV,M_i_A,Tc,SiSn,0.343856,0.6038705356077788,0.03443099160342595
359,II-VI,M_i_A,Co,CdTe,1.623744,1.5162783430545956,0.025482644379002037
360,IV-IV,M_i_B,Ge,SiGe,0.952039,0.9523348806785108,0.03494505439187746
361,III-V,M_i_A,W,AlSb,1.211884,1.3025564308209696,0.08824476961868351
362,II-VI,M_A,N,CdTe,0.930174,0.7448850293626806,0.05938487363609968
363,II-VI,M_i_B,Pd,ZnS,2.973016,2.7041549124348716,0.048538418792630975
364,II-VI,M_i_neut,S,CdS,1.450972,1.4921168733259302,0.04423074288167514
365,II-VI,M_i_neut,Rb,CdTe,1.892882,1.7151919211180797,0.04038826724671389
366,II-VI,M_A,O,CdTe,0.028641000000000003,0.38972292227320143,0.0594635793995368
367,II-VI,M_i_B,Sn,CdTe,1.942437,1.7114573641932154,0.023397536057187824
368,II-VI,M_i_B,Co,CdTe,1.6972939999999999,1.5412466260649815,0.027149216003334774
369,II-VI,M_i_neut,Sn,CdTe,1.7853729999999999,1.6344968769863921,0.021252693351105453
370,II-VI,M_B,Pb,CdTe,0.760235,0.8030641557227043,0.06264151739907253
371,IV-IV,M_i_neut,Na,Ge,0.7640140000000001,0.6220955344935538,0.054380633611150454
372,II-VI,M_i_A,Cl,ZnSe,0.311681,0.9160087987472412,0.06380616850103325
373,II-VI,M_A,La,ZnO,2.4410830000000003,2.3507693231544478,0.06394919239390154
374,II-VI,M_i_B,P,CdTe,1.363149,1.3419848153656513,0.046272210906735965
375,III-V,M_i_neut,Y,InSb,0.8650110000000001,0.9870598009604972,0.0382990086336914
376,II-VI,M_i_neut,Cs,CdTe,1.88956,1.6867951378404868,0.07371801656737485
377,II-VI,M_i_neut,Ir,CdTe,1.112934,1.3239379475263757,0.03635748528532226
378,III-V,M_i_neut,Ba,InAs,1.269485,1.2155616063097292,0.06172276845472506
379,II-VI,M_i_A,Cs,CdTe,1.86537,1.718850221782088,0.07332269558231215
380,IV-IV,M_A,Be,SnC,-0.064592,0.7684408727017669,0.07933342918448918
381,III-V,M_A,Rb,InP,0.603766,0.979644073005099,0.08236170118938657
382,IV-IV,M_i_neut,Rb,GeSn,0.759096,0.5073508542294247,0.046153239477002006
383,IV-IV,M_i_B,Zr,GeSn,0.647012,0.7774145588440546,0.03958862586341224
384,III-V,M_B,Pd,AlP,1.8916009999999999,1.9398729167919704,0.09651455184151041
385,II-VI,M_i_B,Si,CdTe,1.866626,1.4864080481582824,0.03266158891634189
386,II-VI,M_i_A,P,ZnTe,1.153145,1.4575401988951966,0.060963961098009035
387,II-VI,M_A,W,CdTe,1.406326,1.393308680902252,0.05473788584211414
388,II-VI,M_i_A,Si,CdTe,1.447969,1.4648940428939308,0.033370915687085834
389,II-VI,M_B,Tl,CdTe,1.094026,1.1310898056952516,0.06490531315490103
390,IV-IV,M_i_A,Mo,SiSn,0.508555,0.5317278315436976,0.03621141294277326
391,II-VI,M_i_neut,Hf,CdTe,1.7572310000000002,1.8478655486150075,0.029704696922123505
392,II-VI,M_i_B,Ca,CdTe,1.940007,1.9279171887124762,0.03503455961107956
393,II-VI,M_A,Hf,ZnTe,1.959446,1.8840631488146353,0.0714302661650661
394,II-VI,M_i_neut,Mg,CdTe,1.8769939999999998,1.7532849769845478,0.05562254422005047
395,II-VI,M_i_B,I,CdTe,0.676196,0.9571882381294156,0.04518115327755836
396,II-VI,M_A,Re,CdTe,1.203086,1.3634060901732834,0.04232898023274448
397,IV-IV,M_i_neut,Ru,SiSn,0.27528400000000003,0.5319960231551876,0.04065298654979227
398,IV-IV,M_i_A,Sn,Ge,0.812285,0.7991417581137502,0.038022153744563844
399,II-VI,M_i_A,Sr,CdTe,1.9582970000000002,1.880001813397271,0.035544611714083296
400,II-VI,M_i_B,O,CdTe,0.825624,0.56064033582592,0.054350753830125526
401,IV-IV,M_B,Cl,GeSn,0.332014,-0.4416332898960911,0.07991199472043856
402,II-VI,M_i_neut,In,CdTe,1.82657,1.8607823295402306,0.028354669765183554
403,II-VI,M_i_neut,P,CdSe,1.780491,1.4116166008355435,0.04782682277280277
404,II-VI,M_i_B,Be,CdTe,1.6964569999999999,1.6404663555849823,0.04874721869623288
405,II-VI,M_i_neut,Fe,CdTe,1.677745,1.587205103586513,0.022497708893762493
406,IV-IV,M_A,Sr,GeSn,0.497884,0.23628138678144367,0.09063849178803024
407,II-VI,M_i_neut,F,ZnO,0.46433100000000005,1.163743332110053,0.07724600627412456
408,II-VI,M_A,F,CdTe,0.41592399999999996,0.30978452951515745,0.10295329900946197
409,IV-IV,M_i_A,Mo,Sn,0.345972,0.28222781960288834,0.042611214719647295
410,IV-IV,M_A,Co,SiGe,0.186449,0.29969533815590044,0.05267047647109696
411,II-VI,M_i_neut,Li,CdS,2.181914,2.3063910571598747,0.05466387979021261
412,IV-IV,M_i_neut,Si,SiGe,0.841934,0.8476580518207243,0.03608696920532673
413,II-VI,M_i_A,Mn,CdTe,1.745055,1.7232913957810148,0.03214998802565128
414,IV-IV,M_A,Hf,SiGe,0.768648,0.6431557753477837,0.0614455486276124
415,II-VI,M_i_A,Hf,CdTe,1.780995,1.9206357211369387,0.03577563831523639
416,III-V,M_B,Li,InAs,0.688187,0.22220186722174393,0.08648551298976735
417,II-VI,M_i_neut,Si,CdTe,1.69459,1.4620294114860641,0.03253789000265548
418,IV-IV,M_i_A,Cl,Si,0.16321,0.12293942772320055,0.08645196786464801
419,II-VI,M_i_A,Ni,CdTe,1.49952,1.3260171493833992,0.023977688457604833
420,II-VI,M_i_B,Al,CdTe,1.783757,1.845629699708386,0.02736810704679607
421,II-VI,M_i_A,Pb,CdTe,1.853018,1.7047572931144406,0.029848894775430214
422,IV-IV,M_A,Ca,SiGe,0.49163100000000004,0.5159754357297859,0.0560851351513336
423,III-V,M_i_A,Zr,InSb,0.8943399999999999,0.9407093314780874,0.0499339592608929
424,IV-IV,M_i_A,Tc,SiGe,0.63958,0.7565508759004173,0.03718740844783583
425,II-VI,M_i_B,Te,CdTe,1.060625,1.458616700798655,0.04199693498007354
426,II-VI,M_i_A,Sn,CdTe,1.794978,1.6574270593415563,0.017908451568233896
427,IV-IV,M_i_neut,I,Sn,0.373222,0.059274868588288385,0.03990851031322609
428,II-VI,M_i_B,As,CdTe,1.41034,1.5168863584921346,0.025210945078063915
429,IV-IV,M_i_neut,Hg,SiGe,0.90775,1.102633956470914,0.05425576229103884
430,III-V,M_i_B,Pt,GaAs,0.8430469999999999,0.797789030894775,0.05830611199989133
431,II-VI,M_i_B,S,CdTe,0.7742640000000001,0.9825629360864994,0.03157886893099202
432,II-VI,M_i_B,Cl,CdSe,0.348989,0.5513004988726049,0.06063657668703614
433,III-V,M_i_neut,Na,AlSb,1.5227549999999999,1.3860971393094077,0.0762968016782868
434,II-VI,M_i_A,Al,CdTe,1.7683349999999998,1.8370420958752482,0.028371046777149543
435,II-VI,M_i_neut,Co,CdTe,1.59849,1.5007398211477583,0.023499795950569873
436,II-VI,M_i_neut,Hg,ZnSe,2.516495,2.286955157510038,0.0511079670750146
437,II-VI,M_i_A,Ca,CdTe,1.925844,1.920386310066791,0.030955007445032556
438,II-VI,M_B,Pt,CdTe,1.356133,0.8461901788300497,0.0522559823224413
439,II-VI,M_i_B,Mg,CdO,1.7957419999999997,1.8750595656488875,0.05541149589203019
440,II-VI,M_i_A,Mg,CdTe,1.845868,1.7641685090742545,0.05242294014749208
441,II-VI,M_i_A,Cr,CdTe,1.740795,1.6723070503097808,0.03086119208906521
442,II-VI,M_B,Sn,CdTe,0.603038,1.1699793571639263,0.03188999685310805
443,II-VI,M_A,Os,ZnTe,1.059268,1.1618095070708285,0.0815962650262594
444,II-VI,M_i_A,P,CdTe,1.111709,1.3217174012468988,0.04415249976472275
445,II-VI,M_i_B,Se,CdTe,0.859032,1.1844589749622343,0.026940755795999725
446,II-VI,M_i_B,Rb,CdTe,1.9038380000000001,1.7663702144945574,0.04318561825351115
447,II-VI,M_A,Mo,ZnTe,1.64431,1.3048975032260928,0.07204962058054916
448,II-VI,M_i_A,Pt,CdTe,1.338084,1.1921375047707332,0.030330639309873918
449,II-VI,M_i_B,Ge,CdTe,1.877673,1.533039203294311,0.02194008301902955
450,II-VI,M_A,Ru,CdSe,1.103703,0.9352815928108964,0.04468568941299628
451,III-V,M_B,Ru,GaSb,-0.149473,0.1288649772787494,0.059725293104664054
452,II-VI,M_i_neut,Cd,CdSe,1.9933450000000001,1.893158714505639,0.037368303858608495
453,II-VI,M_i_neut,I,CdTe,0.9500860000000001,0.8849509558929736,0.044804469334937126
454,II-VI,M_i_A,Ge,CdTe,1.550802,1.4951007196618007,0.02370341373258754
455,II-VI,M_B,Si,CdTe,0.28277399999999997,1.1804959544995968,0.049934264727247206
456,II-VI,M_i_neut,Cr,CdTe,1.748098,1.657566973335672,0.030246340368659093
457,II-VI,M_i_B,Se,CdSe,1.045999,1.2753350367899086,0.04258880953319972
458,IV-IV,M_i_neut,Ru,GeSn,0.26764499999999997,0.5134966774492508,0.0382874305816622
459,IV-IV,M_A,Y,Ge,0.07689,0.3017264332489438,0.07989268847823078
460,II-VI,M_i_A,I,CdTe,0.49721000000000004,0.8975865925905797,0.04232932774927097
461,II-VI,M_A,Ru,ZnSe,1.3537700000000001,1.37458804867417,0.07706885673638665
462,II-VI,M_i_neut,Ge,CdTe,1.727524,1.4796555783482759,0.022069975659246583
463,II-VI,M_B,Pd,CdTe,1.3576409999999999,0.9239682537474723,0.03980708224510971
464,II-VI,M_A,Os,CdTe,1.000199,0.9853431017551462,0.04113888271082826
465,II-VI,M_A,Mo,CdTe,1.210581,1.0965409794755976,0.030784498993744226
466,II-VI,M_i_neut,Ga,CdTe,1.7872580000000002,1.7173061707530646,0.02292723202057837
467,II-VI,M_i_neut,P,CdTe,1.473722,1.3206502435544052,0.04163979061080539
468,III-V,M_A,Ta,AlAs,1.7288830000000002,1.4553924050173577,0.0921038500019835
469,II-VI,M_i_B,Mg,CdTe,1.8455439999999999,1.7693412974783662,0.05467261321399255
470,II-VI,M_B,Hg,CdTe,1.3493709999999999,0.8679221211030249,0.05167988639667469
471,II-VI,M_i_neut,Mn,CdTe,1.724664,1.6943149472080699,0.034166374365456095
472,II-VI,M_i_B,Mn,CdTe,1.825103,1.7354789382317066,0.03502406160749025
473,III-V,M_i_neut,Se,GaSb,0.63558,0.7025642508165347,0.04568206551046707
474,II-VI,M_A,Cl,CdTe,0.8134060000000001,0.16256923049197686,0.07710377493164344
475,II-VI,M_i_neut,K,CdTe,1.864067,1.8062472614494205,0.027174551566720002
476,II-VI,M_i_neut,Tl,ZnTe,2.202178,1.9111269851744779,0.07103625523021713
477,II-VI,M_B,Ge,CdTe,0.393108,1.1601151349733354,0.04082832684053374
478,II-VI,M_A,Nb,CdTe,1.626989,1.2015990774260847,0.03543626298200892
479,IV-IV,M_i_B,Pt,SiSn,0.485043,0.41557832037543607,0.04996508673169747
480,II-VI,M_i_B,Cr,CdTe,1.760562,1.6984267728764728,0.03329362940018348
481,II-VI,M_i_neut,Tl,CdTe,1.8506189999999998,1.7570597544371362,0.037567386275518706
482,II-VI,M_i_A,Te,CdTe,0.9773059999999999,1.4038551423889494,0.03232679612244302
483,II-VI,M_A,Ru,CdTe,0.802909,0.8147794471779047,0.031885139781645026
484,II-VI,M_i_A,O,ZnO,0.839873,1.35577624284949,0.06130586766434564
485,IV-IV,M_A,Hf,Ge,0.286283,0.29644305483752786,0.06813627580611713
486,II-VI,M_i_A,As,CdTe,1.240135,1.4839944743486906,0.025386387522790498
487,II-VI,M_B,Ag,CdTe,1.351348,1.0790885464073312,0.04125277317651904
488,II-VI,M_i_B,Ni,CdTe,1.591451,1.3520932457971058,0.023819013737128684
489,II-VI,M_i_B,Au,ZnSe,1.964794,1.8308954986742905,0.039053612325760906
490,II-VI,M_i_neut,O,CdO,0.7316779999999999,0.6189175146010057,0.061741147226086035
491,II-VI,M_i_B,Pt,CdTe,1.48764,1.264862071695812,0.03155043217642528
492,II-VI,M_A,Zr,CdTe,1.6487150000000002,1.4399797542211914,0.044947840005460704
493,II-VI,M_i_neut,Co,CdSe,1.8085759999999997,1.610828766290176,0.03582848048564752
494,IV-IV,M_B,Ca,SiSn,0.144873,0.30779746302007316,0.05062826212071977
495,II-VI,M_i_neut,Zn,CdTe,1.70409,1.5989344153170086,0.023756463720482533
496,IV-IV,M_i_A,W,Si,0.7283390000000001,1.0605961809423081,0.0667300929772774
497,II-VI,M_A,S,CdTe,0.459255,0.7178379762376245,0.046318729189076896
498,IV-IV,M_i_A,Sr,SiSn,1.015958,0.6829823730354707,0.0352417836725799
499,III-V,M_i_neut,Sc,GaAs,1.323703,1.3905402810526455,0.04363400647389683
500,II-VI,M_i_B,In,CdTe,1.84027,1.93259164919056,0.03115570085875619
501,IV-IV,M_i_neut,Tl,GeSn,0.6,0.6931969978797377,0.04616801144228494
502,II-VI,M_i_neut,Cd,CdTe,1.775882,1.732413056105918,0.027784613407402767
503,II-VI,M_i_B,Ti,ZnTe,1.8933779999999998,2.068023885746031,0.06266305992390503
504,II-VI,M_A,Br,CdTe,0.958765,0.6227197140471733,0.1151492872415169
505,II-VI,M_i_B,Cd,CdSe,1.939482,1.946023800140658,0.040271515062850614
506,IV-IV,M_A,Li,Si,0.3752,0.5469465801339417,0.09650901362498315
507,II-VI,M_A,Sn,ZnS,3.161837,2.4207078102880324,0.061312631239079915
508,III-V,M_B,Au,BAs,0.9651040000000001,1.0299914626503892,0.0765705620257939
509,III-V,M_i_A,O,InSb,-0.108605,-0.11934782983750687,0.07460950718733006
510,IV-IV,M_i_neut,Fe,SiC,1.64874,2.3050596111556345,0.037236787587948135
511,II-VI,M_B,Ge,ZnTe,0.34276799999999996,1.2895741057871528,0.05490868707958295
512,II-VI,M_i_neut,O,CdTe,0.244062,0.5332971452770942,0.060110825469540274
513,II-VI,M_i_A,Cd,CdSe,1.963014,1.9181879138992641,0.03741783254538186
514,II-VI,M_i_A,Au,ZnSe,1.9377419999999999,1.7735506562710897,0.05051307851736089
515,II-VI,M_i_neut,Te,CdTe,1.262213,1.3817213439014573,0.031739956101794746
516,II-VI,M_i_B,Br,CdTe,0.391815,0.724849881821172,0.05554255932773396
517,II-VI,M_i_A,S,CdTe,0.456686,0.9656460443893394,0.03177439550001425
518,II-VI,M_i_neut,As,CdTe,1.564689,1.4706990720971422,0.027242730523101822
519,IV-IV,M_A,Os,GeSn,0.141448,0.0697472904900576,0.06737999173653754
520,IV-IV,M_i_neut,K,GeSn,0.724179,0.5915750264455105,0.03812822957786625
521,II-VI,M_A,I,CdTe,1.199398,0.5669628681544022,0.05625327371601187
522,II-VI,M_i_A,Se,CdTe,0.673499,1.1440081089483414,0.025435766215862233
523,II-VI,M_i_A,Se,CdSe,0.955257,1.2375863599269377,0.04188950520200042
524,III-V,M_i_A,Rb,GaSb,0.9950120000000001,0.7846060964829296,0.06236871407969146
525,II-VI,M_i_A,O,CdTe,0.062677,0.528218708105662,0.05303230557850123
526,IV-IV,M_B,Y,SiSn,0.035059,0.3376770307317498,0.04845870588787113
527,II-VI,M_i_A,Rb,CdTe,1.854744,1.7373230851095993,0.039215742557945105
528,II-VI,M_A,Ir,CdTe,0.983417,1.0436492313559853,0.04140084937975709
529,IV-IV,M_A,Rb,Sn,0.44811000000000006,0.27950491720048,0.07369583074222905
530,II-VI,M_A,B,CdO,0.980928,0.8243899433600943,0.08586455189639114
531,II-VI,M_i_neut,S,CdTe,0.900697,0.9623223133028038,0.03392735027042951
532,IV-IV,M_i_A,K,Ge,0.788121,0.5397535002418478,0.0447427799716623
533,IV-IV,M_i_B,Co,GeSn,0.458679,0.6876505860644462,0.02813687555985204
534,III-V,M_B,V,BP,0.945852,1.2401950127009822,0.0941225301409113
535,II-VI,M_B,N,CdTe,-0.051176,0.49665930635446287,0.07783912107489861
536,III-V,M_A,Hf,AlP,2.056479,1.675125807746064,0.13333344914211387
537,II-VI,M_i_neut,Se,CdSe,1.348761,1.2385254017281218,0.04329577672967802
538,II-VI,M_i_neut,Se,CdTe,1.073784,1.137643619845137,0.02612682230774408
539,II-VI,M_A,Se,CdS,1.498109,1.3439520216310619,0.056652694458540626
540,II-VI,M_i_A,In,CdTe,1.809203,1.8983444889617354,0.02440664155231137
541,IV-IV,M_i_neut,Ag,Si,1.0155049999999999,0.9421330248819008,0.04654891071991566
542,II-VI,M_B,Ni,ZnSe,1.9358369999999998,1.6703121992402479,0.09678685607281973
543,II-VI,M_i_B,Zn,CdTe,1.638775,1.6495522021254907,0.024320894446693775
544,III-V,M_i_A,Cu,BAs,1.725327,1.3751868150564923,0.06024453389643733
545,II-VI,M_i_B,Cd,CdTe,1.735544,1.8096655469112661,0.03055440100120344
546,IV-IV,M_i_A,P,GeSn,0.424597,0.6212840663774651,0.04088530884822721
547,IV-IV,M_A,Ga,GeC,0.234078,1.19723776913257,0.083741921355007
548,III-V,M_i_neut,Ti,GaP,1.733684,1.744702079498029,0.06919253781215437
549,IV-IV,M_i_B,In,SiSn,0.9377620000000001,0.8825042748361387,0.04067739086407127
550,III-V,M_i_B,Pt,InSb,0.478066,0.402875891419998,0.0400464823679458
551,II-VI,M_i_neut,Ni,CdTe,1.5649629999999999,1.3096811344934767,0.025754998818395113
552,II-VI,M_A,Se,CdTe,1.197233,0.817546489459744,0.039405742539771735
553,III-V,M_A,Cd,BSb,0.507414,0.8965268118298397,0.06790384375075924
554,II-VI,M_i_B,Ga,CdTe,1.778644,1.7650706169103643,0.024371900944898255
555,II-VI,M_i_B,K,CdTe,1.83666,1.8252967753501625,0.03225790398227017
556,IV-IV,M_B,Li,SiSn,-0.060160000000000005,-0.175623748150619,0.10449107593423629
557,II-VI,M_i_B,Cl,CdTe,0.2471,0.4636515681918332,0.05182699459523807
558,III-V,M_i_A,Pb,InAs,1.26652,1.1314864082877378,0.052533121474767214
559,II-VI,M_B,Au,CdTe,1.348008,1.0063852830735485,0.06205985911285195
560,II-VI,M_i_B,Tl,CdTe,1.8781700000000001,1.8790306496956535,0.041156383661766126
561,II-VI,M_i_A,Cu,CdTe,1.446223,1.3798233787969625,0.023776031652659235
562,III-V,M_A,Hf,GaAs,1.124727,1.19498463309354,0.05339606546964548
563,II-VI,M_i_A,Zn,CdTe,1.675766,1.6320598127972517,0.025590767587716428
564,IV-IV,M_i_neut,Sc,SiSn,0.820428,0.8774969774806337,0.03908535654793173
565,II-VI,M_i_neut,Pt,CdTe,1.557488,1.1472881536870856,0.03189049752269416
566,III-V,M_B,Cu,GaP,1.025074,1.289978182509952,0.09952438296855849
567,II-VI,M_A,La,CdTe,1.8881,1.671093831153576,0.045671036380350964
568,IV-IV,M_i_A,Be,SiGe,0.818399,0.9539156065136009,0.06533507348957514
569,IV-IV,M_i_A,Mg,SiGe,0.996655,0.9599689681350736,0.05809635255148392
570,II-VI,M_i_A,Cd,CdTe,1.740722,1.7816183776607324,0.025136092560001974
571,II-VI,M_B,Bi,CdTe,0.309424,0.9430493510810655,0.049554494356209046
572,II-VI,M_A,Pt,ZnSe,1.163707,1.4028835143064189,0.08323487184899772
573,II-VI,M_i_A,Ga,CdTe,1.759161,1.7457031325586034,0.021509728935962154
574,II-VI,M_i_neut,Pt,ZnTe,1.877117,1.3112204621190906,0.06711529986303102
575,II-VI,M_A,B,CdTe,1.4244379999999999,0.7562289238381454,0.0740899782091488
576,II-VI,M_i_A,Br,CdTe,0.20832699999999998,0.6773130792214633,0.04951637964331449
577,II-VI,M_i_neut,Br,CdTe,0.255833,0.6684855603149975,0.05156569669895593
578,IV-IV,M_i_B,Cr,SiC,2.107253,2.2159474453304497,0.04476958617489218
579,II-VI,M_i_A,Ni,CdO,1.512889,1.4638809045504577,0.04266323888194095
580,III-V,M_i_neut,Se,InSb,0.47137299999999993,0.56784799199033,0.04354656806417709
581,IV-IV,M_i_A,Be,Si,0.8463649999999999,0.9492000622775144,0.058661800895380756
582,II-VI,M_i_neut,Cl,CdTe,0.453539,0.4461644374717098,0.05032367872997874
583,II-VI,M_A,Rh,CdTe,0.867022,0.7757385756983887,0.03429125999263654
584,IV-IV,M_i_B,Al,SiSn,0.895446,1.0034699244138419,0.03833337169991716
585,III-V,M_B,Se,BP,1.756,1.540464758460177,0.13762779137285822
586,III-V,M_i_neut,F,AlSb,1.90208,0.44155875713736475,0.08857117553184939
587,IV-IV,M_i_neut,Rh,Sn,0.076475,0.1624946764833596,0.0490141210715905
588,IV-IV,M_B,Y,GeSn,0.06878,0.3248480676174697,0.049136154758573324
589,III-V,M_i_neut,Zn,GaAs,1.020097,1.3700590824766183,0.03716440651697625
590,II-VI,M_i_A,K,CdSe,1.90071,1.9191509018524138,0.034128954184533475
591,IV-IV,M_i_A,Si,Sn,0.34528000000000003,0.44148381951032345,0.0446261360275801
592,II-VI,M_A,B,ZnSe,2.168184,1.5112372909439635,0.09648899652506851
593,IV-IV,M_i_neut,Bi,Sn,0.5030279999999999,0.7298276233619451,0.04407099659960222
594,III-V,M_B,Zn,InAs,0.503292,0.7570557718027473,0.06695934782949857
595,II-VI,M_i_neut,Hg,CdTe,1.7071880000000001,1.6629073803280285,0.04175719988450595
596,IV-IV,M_i_neut,Sn,Sn,0.366163,0.5468531001261703,0.04452989156642276
597,IV-IV,M_i_A,Co,Sn,0.21300500000000003,0.3980392339540426,0.0472742776187736
598,III-V,M_B,F,InP,1.332025,0.32639342485049744,0.12609545647651213
599,II-VI,M_A,Se,CdSe,1.345604,0.9097657533316894,0.05701133849748905
600,II-VI,M_A,Cs,CdTe,0.495329,1.3307632358998718,0.06537977938944561
601,II-VI,M_A,Tc,CdTe,1.3275290000000002,1.143594906408622,0.03364638870623225
602,III-V,M_i_A,Li,InN,1.484849,1.7463523984523306,0.060837076570738266
603,IV-IV,M_i_neut,Pt,Ge,0.328988,0.301870475285231,0.0528444572052396
604,II-VI,M_i_B,Pd,ZnSe,2.253762,2.0323384985877246,0.04842401012053726
605,II-VI,M_A,Rb,CdO,0.29149200000000003,1.0417943366712143,0.07519434107780289
606,III-V,M_A,Se,GaSb,0.735129,0.3651046075451065,0.06416619523273111
607,IV-IV,M_A,Tl,Si,0.368315,0.7358722898316721,0.06303902741416725
608,II-VI,M_i_B,Fe,ZnSe,2.354993,2.139646412941985,0.05062067799998093
609,II-VI,M_i_B,Cu,CdTe,1.700553,1.4017078066577267,0.02458142939316237
610,II-VI,M_A,Ta,CdTe,1.6673529999999999,1.4365794519404056,0.04250007314666337
611,II-VI,M_i_B,Ag,ZnTe,2.045464,1.7017579027611773,0.06588797981050108
612,II-VI,M_A,As,ZnSe,2.3534900000000003,1.564432895028813,0.0633614494631577
613,III-V,M_B,S,AlSb,1.276114,0.6304093726944391,0.09238416617253083
614,II-VI,M_A,Te,CdTe,1.386001,0.9928523519923628,0.04873072205663117
615,II-VI,M_i_A,K,CdTe,1.838296,1.8065374612188645,0.030578092810176462
616,II-VI,M_i_A,Tl,CdTe,1.82827,1.8132121301201838,0.026653184320059572
617,II-VI,M_A,P,CdTe,1.581749,0.9466412426116673,0.03954273172252452
618,II-VI,M_A,Pt,CdTe,0.613059,0.89411677774296,0.04906157897310755
619,III-V,M_i_neut,Be,InN,1.953991,2.0428245103885407,0.0674626717081529
620,II-VI,M_B,F,CdTe,1.082319,0.269809335243809,0.110795483149047
621,II-VI,M_i_neut,Cu,CdTe,1.743516,1.3618074753921365,0.023516115604175297
622,II-VI,M_i_A,Au,CdSe,1.458927,1.37599600111186,0.04376936389541497
623,III-V,M_i_B,Ag,GaAs,1.350133,1.1546156074486036,0.051346381327999006
624,IV-IV,M_A,S,Ge,0.453683,-0.044633455539570106,0.052827707721219884
625,III-V,M_i_A,Tl,InAs,1.186801,1.13691544433568,0.0392973166219733
