,Type,Site,Impurity,AB,(+2/+1)_DFT,train_mean,train_std
308,II-VI,M_i_A,V,CdTe,0.676433,0.47975657327921944,0.026453350463207344
309,II-VI,M_i_B,Sr,CdSe,1.022044,1.1390931611768071,0.052476600759755236
310,II-VI,M_i_B,V,CdTe,0.702453,0.49309426282129615,0.027328198854209784
311,IV-IV,M_A,Na,GeSn,-0.191588,0.04016381132276682,0.10799744270770621
312,II-VI,M_i_neut,Tc,CdTe,0.396549,0.3770785467052952,0.030569603998821016
313,IV-IV,M_A,Os,SiC,-0.194599,-0.6775438985977562,0.08149425271177067
314,IV-IV,M_i_B,As,SiSn,0.050245,0.13924240565280285,0.04678517080212539
315,III-V,M_B,Hg,BSb,-0.667543,-0.4762293461941621,0.07402086610652722
316,II-VI,M_i_neut,Pb,CdTe,0.7434350000000001,0.5075381784897137,0.033440992985532006
317,III-V,M_i_A,La,AlSb,0.666837,0.6468582328794508,0.07373333084383085
318,II-VI,M_i_A,N,CdTe,-0.471689,-0.38581623841713186,0.05798448561081099
319,II-VI,M_i_B,Sr,CdTe,1.147617,1.0081332008858706,0.05822014676177449
320,II-VI,M_B,Ge,CdSe,-0.26885,0.06575574300803325,0.052052334809965385
321,II-VI,M_i_A,Ba,CdTe,1.117284,0.9069156868987435,0.05892387463029675
322,II-VI,M_i_neut,V,CdTe,0.632821,0.4872645252496854,0.026310685249177505
323,IV-IV,M_B,I,SiGe,0.137759,-0.03991356139499631,0.07366117183854974
324,III-V,M_i_neut,Ru,AlAs,-0.087575,0.09972653244881272,0.03077748297528864
325,II-VI,M_A,Ba,ZnS,-0.473812,0.6460982793950165,0.08526080056518856
326,II-VI,M_i_neut,Al,CdTe,0.797241,0.4192095363441338,0.03146345721151365
327,II-VI,M_i_A,Fe,CdTe,0.121928,0.48406663381345627,0.02756978601778461
328,III-V,M_i_A,Cl,AlAs,-0.45405,0.08957059194992063,0.06619555112490663
329,II-VI,M_i_B,Be,ZnTe,0.984655,1.175296624766288,0.07720804189223816
330,II-VI,M_B,Zn,ZnTe,0.64236,0.3910448574083541,0.04287838394628014
331,III-V,M_B,O,AlAs,-0.5826979999999999,-0.5093675558455791,0.07677643320148886
332,II-VI,M_i_A,S,CdS,-0.3032,0.3692630127563132,0.05521264677248955
333,II-VI,M_i_A,Bi,CdTe,0.865251,0.6128315329398518,0.035430384151102584
334,IV-IV,M_i_neut,Tl,SiSn,-0.208112,-0.16434609859296043,0.04162109697451823
335,III-V,M_i_A,Ir,GaSb,-0.193454,-0.19329419253862953,0.05189211921859116
336,II-VI,M_A,Bi,ZnS,-0.561779,0.09873200801949975,0.06820503838928439
337,IV-IV,M_i_B,K,SiGe,-0.283092,0.018311183733582294,0.0802192515727615
338,II-VI,M_i_neut,Be,CdTe,1.0688520000000001,0.5132301692720733,0.05871203734845339
339,IV-IV,M_i_B,Hf,GeSn,0.260139,0.13070365345684617,0.0445974053233099
340,IV-IV,M_i_A,Zr,SiGe,0.14014400000000002,0.16704820196037576,0.035699499127562415
341,IV-IV,M_i_neut,As,Si,-0.337325,0.0984553635917919,0.05713711609012765
342,III-V,M_i_A,Rh,AlP,0.038396,0.3277367183212922,0.04215828169908703
343,III-V,M_i_A,Tc,GaAs,-0.29594299999999996,0.09744130857484919,0.057124698325660826
344,II-VI,M_i_B,Fe,CdTe,0.42006899999999997,0.5009761129721136,0.026990012371148307
345,III-V,M_B,Tl,AlAs,0.21781999999999999,-0.26433393735042304,0.06060379390320716
346,II-VI,M_A,S,CdS,0.433191,0.19841028598268418,0.05691530233944374
347,II-VI,M_B,Ga,CdTe,0.069225,-0.06208023112812575,0.036820606917612346
348,IV-IV,M_i_B,V,SiC,0.651275,0.6800035064641448,0.0427070129392979
349,IV-IV,M_A,O,Si,-0.609916,-0.8731195066210841,0.07926713197970774
350,IV-IV,M_i_neut,K,SiSn,-0.205249,-0.11768608803286593,0.0887203280134066
351,II-VI,M_B,Cu,CdTe,-0.502077,-0.3377737447789554,0.043728769292922805
352,II-VI,M_B,Cd,CdTe,0.771103,0.31074872554096145,0.035691772998168086
353,II-VI,M_B,In,CdTe,0.292601,0.11813335234106963,0.03251551370285522
354,II-VI,M_i_neut,Bi,CdTe,0.454215,0.6527229903542257,0.03493106954184469
355,III-V,M_A,Cr,BSb,-0.456296,-0.44098129996756247,0.0881447322311939
356,II-VI,M_i_A,Be,CdTe,0.209222,0.50348271761238,0.05690025229784246
357,II-VI,M_i_B,Pb,CdTe,1.109086,0.5178678432711772,0.0360262365466989
358,IV-IV,M_i_A,Tc,SiSn,-0.24700300000000003,-0.2974446584443129,0.036164943348109664
359,II-VI,M_i_A,Co,CdTe,-0.330203,0.15991123378196345,0.026308448572501832
360,IV-IV,M_i_B,Ge,SiGe,0.296725,0.14986381828753642,0.02824728008801367
361,III-V,M_i_A,W,AlSb,-0.051703,-0.05230764843047704,0.05900000019436824
362,II-VI,M_A,N,CdTe,-0.718108,-0.5830607544375984,0.16671367998892447
363,II-VI,M_i_B,Pd,ZnS,-0.48657,0.5954517976033193,0.040219583471032556
364,II-VI,M_i_neut,S,CdS,0.803221,0.3753866065527207,0.05221229436224613
365,II-VI,M_i_neut,Rb,CdTe,-0.23824099999999998,-0.02948860845338507,0.05907761571331426
366,II-VI,M_A,O,CdTe,-0.5109319999999999,-0.9436486970146163,0.05186983258745552
367,II-VI,M_i_B,Sn,CdTe,1.080336,0.5744807718202554,0.019580608366705835
368,II-VI,M_i_B,Co,CdTe,0.411492,0.17690888015320438,0.026100163282687716
369,II-VI,M_i_neut,Sn,CdTe,1.0775620000000001,0.5686302594621344,0.023326249482384844
370,II-VI,M_B,Pb,CdTe,-0.13936400000000002,0.03478703484598681,0.04105451355569421
371,IV-IV,M_i_neut,Na,Ge,-0.240202,-0.1944819536256583,0.11962285708857573
372,II-VI,M_i_A,Cl,ZnSe,-0.5160100000000001,-0.4715231902036594,0.050440465744026504
373,II-VI,M_A,La,ZnO,-0.7334689999999999,-0.02003196847547627,0.08795731496638134
374,II-VI,M_i_B,P,CdTe,0.564652,0.36404629520990694,0.03865088374345363
375,III-V,M_i_neut,Y,InSb,0.58155,0.5106047280886571,0.0452828760534139
376,II-VI,M_i_neut,Cs,CdTe,-0.22399699999999997,-0.023315403498628456,0.08838460812795143
377,II-VI,M_i_neut,Ir,CdTe,0.007209999999999999,0.2183123955978683,0.031669526952282465
378,III-V,M_i_neut,Ba,InAs,0.6408689999999999,0.48397506015480574,0.08425331842138345
379,II-VI,M_i_A,Cs,CdTe,-0.248356,-0.03874264606344322,0.0828417589312797
380,IV-IV,M_A,Be,SnC,-0.811423,-0.3291571575770705,0.09337122069381856
381,III-V,M_A,Rb,InP,-0.21775500000000003,-0.12910835808980772,0.09605919313098421
382,IV-IV,M_i_neut,Rb,GeSn,-0.011652,-0.15366075946073196,0.058631982075810184
383,IV-IV,M_i_B,Zr,GeSn,0.19609300000000002,0.08737635209835493,0.04366182248695938
384,III-V,M_B,Pd,AlP,-0.586266,-0.1508389039136616,0.06142288126555819
385,II-VI,M_i_B,Si,CdTe,0.9487120000000001,0.3436499152867375,0.033253894728844824
386,II-VI,M_i_A,P,ZnTe,0.156063,0.5128935382041886,0.03415447856787882
387,II-VI,M_A,W,CdTe,0.48576800000000003,0.06378099833708055,0.043548019452554314
388,II-VI,M_i_A,Si,CdTe,0.9137370000000001,0.3315941652383464,0.039926953440641504
389,II-VI,M_B,Tl,CdTe,0.47841000000000006,0.04282621445800098,0.046384368752865585
390,IV-IV,M_i_A,Mo,SiSn,-0.144539,-0.23010865587496973,0.04373553533185982
391,II-VI,M_i_neut,Hf,CdTe,0.984008,0.8224200507020821,0.03234562099295806
392,II-VI,M_i_B,Ca,CdTe,1.09018,0.8974006894901606,0.04129473362120535
393,II-VI,M_A,Hf,ZnTe,0.7117140000000001,0.34968008367351533,0.05397537832270223
394,II-VI,M_i_neut,Mg,CdTe,1.047531,0.7109715650899823,0.04318150286021982
395,II-VI,M_i_B,I,CdTe,-0.188737,-0.06887268952074761,0.03454769377790972
396,II-VI,M_A,Re,CdTe,0.44094099999999997,0.39771859297466633,0.04597816940028978
397,IV-IV,M_i_neut,Ru,SiSn,-0.333246,-0.3239672081457886,0.03925585305214902
398,IV-IV,M_i_A,Sn,Ge,0.039419,0.17943249789581328,0.02951423340616195
399,II-VI,M_i_A,Sr,CdTe,1.099113,0.9918184219447888,0.05486535737412129
400,II-VI,M_i_B,O,CdTe,-0.413312,-0.6191593580312583,0.054934572610172885
401,IV-IV,M_B,Cl,GeSn,-0.29073499999999997,-0.6849019084564334,0.07368414527419055
402,II-VI,M_i_neut,In,CdTe,0.20863600000000002,0.58160410141839,0.02710891295426626
403,II-VI,M_i_neut,P,CdSe,0.301527,0.5107726614232962,0.0431970704119293
404,II-VI,M_i_B,Be,CdTe,0.996348,0.5074251907726393,0.060866208926426885
405,II-VI,M_i_neut,Fe,CdTe,0.329624,0.4988995019039856,0.02620607233738898
406,IV-IV,M_A,Sr,GeSn,0.148208,-0.020001319278862763,0.07052882453948547
407,II-VI,M_i_neut,F,ZnO,0.160923,-0.5325970251014657,0.09664128548285209
408,II-VI,M_A,F,CdTe,-0.530087,-0.8742338851071512,0.10636455048222647
409,IV-IV,M_i_A,Mo,Sn,-0.197161,-0.07017014123772163,0.05555818631967373
410,IV-IV,M_A,Co,SiGe,-0.679967,-0.844712069327359,0.05151223107210525
411,II-VI,M_i_neut,Li,CdS,-0.45393500000000003,0.15447360851818878,0.06780592537977781
412,IV-IV,M_i_neut,Si,SiGe,0.21148499999999998,0.16927179780430746,0.04043342080124968
413,II-VI,M_i_A,Mn,CdTe,0.787445,0.3374034816193749,0.029251164017635806
414,IV-IV,M_A,Hf,SiGe,-0.594888,-0.7148327307131483,0.06845521408950929
415,II-VI,M_i_A,Hf,CdTe,0.9305110000000001,0.7970571662323916,0.02757369900069777
416,III-V,M_B,Li,InAs,0.257289,-0.4060564829027703,0.13189773904008895
417,II-VI,M_i_neut,Si,CdTe,0.176921,0.33542836750141203,0.037809359683297517
418,IV-IV,M_i_A,Cl,Si,-0.445254,0.013554354979068645,0.07143953510148598
419,II-VI,M_i_A,Ni,CdTe,-0.20614200000000002,0.0502523679473756,0.030579790134147095
420,II-VI,M_i_B,Al,CdTe,0.476171,0.42074051728156636,0.03147013346956679
421,II-VI,M_i_A,Pb,CdTe,1.07466,0.4700347092903698,0.031069282908786754
422,IV-IV,M_A,Ca,SiGe,-0.112321,0.07319450229722557,0.08247442781014802
423,III-V,M_i_A,Zr,InSb,0.23740999999999998,0.21089546068730938,0.04033397015139813
424,IV-IV,M_i_A,Tc,SiGe,-0.324346,-0.1678995852644937,0.03512540432839056
425,II-VI,M_i_B,Te,CdTe,0.21499899999999997,0.29454870437806435,0.030781700268957147
426,II-VI,M_i_A,Sn,CdTe,1.0268899999999999,0.5453501110185061,0.021394178146017347
427,IV-IV,M_i_neut,I,Sn,-0.089068,-0.16575827469867901,0.052245294541860436
428,II-VI,M_i_B,As,CdTe,0.7351479999999999,0.4228429404545159,0.02005063377444594
429,IV-IV,M_i_neut,Hg,SiGe,-0.204492,0.1521861600011271,0.07463078842109282
430,III-V,M_i_B,Pt,GaAs,-0.423041,-0.066642161369262,0.05051073395260956
431,II-VI,M_i_B,S,CdTe,-0.250341,-0.08709358690321431,0.04692750177546145
432,II-VI,M_i_B,Cl,CdSe,-0.35506,-0.1333669000476824,0.03554122259558673
433,III-V,M_i_neut,Na,AlSb,-0.286308,-0.3297416907176216,0.1326790084167815
434,II-VI,M_i_A,Al,CdTe,-0.15883699999999998,0.41312963447894546,0.027131242901063553
435,II-VI,M_i_neut,Co,CdTe,0.154861,0.17593784069600005,0.025574095887194354
436,II-VI,M_i_neut,Hg,ZnSe,0.453812,0.8875971249092146,0.04008020675503981
437,II-VI,M_i_A,Ca,CdTe,1.088822,0.889382142642841,0.03873613394186644
438,II-VI,M_B,Pt,CdTe,-0.551478,-0.37053331890194635,0.03902343979786369
439,II-VI,M_i_B,Mg,CdO,0.26345,0.802099653298594,0.06681692874127856
440,II-VI,M_i_A,Mg,CdTe,0.925182,0.7051903214072065,0.0441407025574119
441,II-VI,M_i_A,Cr,CdTe,-0.029301999999999998,0.41819215251106545,0.02759176436353628
442,II-VI,M_B,Sn,CdTe,-0.272305,0.017152548167439666,0.02803623108934721
443,II-VI,M_A,Os,ZnTe,0.043804,-0.26898624516510533,0.07116076126490123
444,II-VI,M_i_A,P,CdTe,0.070309,0.3538437665773581,0.03735476893030427
445,II-VI,M_i_B,Se,CdTe,-0.089768,0.0671200045938892,0.02641270425593501
446,II-VI,M_i_B,Rb,CdTe,-0.271728,-0.03269629501107889,0.05820423568123598
447,II-VI,M_A,Mo,ZnTe,0.22287300000000002,-0.12247011132430755,0.05405676803617352
448,II-VI,M_i_A,Pt,CdTe,-0.264241,0.07825242212179069,0.042339116801621106
449,II-VI,M_i_B,Ge,CdTe,1.042659,0.3870064830237817,0.026319393591884167
450,II-VI,M_A,Ru,CdSe,0.221435,-0.1790532489406594,0.038644939728028876
451,III-V,M_B,Ru,GaSb,-0.593845,-0.5306506737900888,0.052454655342756104
452,II-VI,M_i_neut,Cd,CdSe,0.877749,0.7442203290333355,0.03262418777494261
453,II-VI,M_i_neut,I,CdTe,0.033344,-0.06845398738251547,0.03396613568318158
454,II-VI,M_i_A,Ge,CdTe,0.932572,0.36950221412244644,0.02478868117390718
455,II-VI,M_B,Si,CdTe,-0.45626099999999997,-0.2382225629006217,0.039635113626897624
456,II-VI,M_i_neut,Cr,CdTe,-0.12576800000000002,0.4265262712446657,0.026835504231494427
457,II-VI,M_i_B,Se,CdSe,0.064844,0.2201030850470161,0.027795323478753586
458,IV-IV,M_i_neut,Ru,GeSn,-0.182953,-0.3238033391140539,0.027964647256250426
459,IV-IV,M_A,Y,Ge,-0.37468,-0.3158123969831725,0.06114586994511554
460,II-VI,M_i_A,I,CdTe,-0.184023,-0.09965447491809183,0.03578829839919318
461,II-VI,M_A,Ru,ZnSe,0.09688,-0.284370084291324,0.06811568208972801
462,II-VI,M_i_neut,Ge,CdTe,0.339735,0.3827991549522545,0.02759663004306688
463,II-VI,M_B,Pd,CdTe,-0.5667399999999999,-0.3056222984167236,0.028931887431241744
464,II-VI,M_A,Os,CdTe,0.12994,-0.07266320748558668,0.03578059317270077
465,II-VI,M_A,Mo,CdTe,0.28391,-0.032761478081316506,0.033400470426291594
466,II-VI,M_i_neut,Ga,CdTe,0.245968,0.39041127737476866,0.02203474207745387
467,II-VI,M_i_neut,P,CdTe,0.08201900000000001,0.3552793616235781,0.03781877692643567
468,III-V,M_A,Ta,AlAs,0.258801,-0.3507406070810365,0.06266466884078255
469,II-VI,M_i_B,Mg,CdTe,1.030263,0.71207149468013,0.0450053703513199
470,II-VI,M_B,Hg,CdTe,0.8512959999999999,0.23728341479609377,0.04400264744303977
471,II-VI,M_i_neut,Mn,CdTe,0.701542,0.34844904912725994,0.0321591363430011
472,II-VI,M_i_B,Mn,CdTe,0.9671069999999999,0.34397027905067645,0.02943728537511863
473,III-V,M_i_neut,Se,GaSb,0.10191,-0.21350589800530467,0.041837302057814586
474,II-VI,M_A,Cl,CdTe,-0.38965500000000003,-0.5937199129239007,0.04720253510126304
475,II-VI,M_i_neut,K,CdTe,-0.28991100000000003,-0.1337264889439592,0.05632407957776665
476,II-VI,M_i_neut,Tl,ZnTe,-0.292873,0.5117453629625099,0.04584937656474979
477,II-VI,M_B,Ge,CdTe,-0.410708,-0.17472079426678516,0.032158037841974144
478,II-VI,M_A,Nb,CdTe,-0.015472,0.1319683041373407,0.03432883687652473
479,IV-IV,M_i_B,Pt,SiSn,-0.470735,-0.07675315993930087,0.05242752416458932
480,II-VI,M_i_B,Cr,CdTe,-0.046537,0.42941799232714517,0.030700412288251155
481,II-VI,M_i_neut,Tl,CdTe,-0.14541400000000002,0.42190278128453845,0.03203495071424861
482,II-VI,M_i_A,Te,CdTe,0.071342,0.26639631331300206,0.03252108614397566
483,II-VI,M_A,Ru,CdTe,-0.045637,-0.3233086614402391,0.03073985984625182
484,II-VI,M_i_A,O,ZnO,-0.740165,-0.584441177362239,0.07701043579582417
485,IV-IV,M_A,Hf,Ge,-0.5435439999999999,-0.6427554990331021,0.05848826080010015
486,II-VI,M_i_A,As,CdTe,0.325023,0.40372108141304575,0.02283704615457121
487,II-VI,M_B,Ag,CdTe,-0.484183,-0.3246147026063786,0.045903511357701314
488,II-VI,M_i_B,Ni,CdTe,-0.08909199999999999,0.06312826284239068,0.030543704396037093
489,II-VI,M_i_B,Au,ZnSe,-0.434025,-0.11841510259990788,0.05233765181124602
490,II-VI,M_i_neut,O,CdO,-0.444679,-0.4262552573127737,0.060041197554789524
491,II-VI,M_i_B,Pt,CdTe,-0.19096,0.11884483979043976,0.034246301267859366
492,II-VI,M_A,Zr,CdTe,0.600264,0.23928310128440033,0.04400212965099657
493,II-VI,M_i_neut,Co,CdSe,-0.354667,0.31729181587306654,0.02633364394798377
494,IV-IV,M_B,Ca,SiSn,-0.381936,-0.37819287762903564,0.06823283499526776
495,II-VI,M_i_neut,Zn,CdTe,1.00843,0.5294335430214252,0.03570441993311005
496,IV-IV,M_i_A,W,Si,-0.20764699999999997,-0.26694981941037976,0.060053178496286316
497,II-VI,M_A,S,CdTe,-1.530045,-0.2709027310555433,0.03840230975443344
498,IV-IV,M_i_A,Sr,SiSn,0.27862600000000004,0.22675763118091666,0.07012719150481302
499,III-V,M_i_neut,Sc,GaAs,0.7546010000000001,0.6232553633519761,0.05712406261885865
500,II-VI,M_i_B,In,CdTe,0.184071,0.5857271234480985,0.030885203564775362
501,IV-IV,M_i_neut,Tl,GeSn,0.359298,-0.0720010425903447,0.03362499727998479
502,II-VI,M_i_neut,Cd,CdTe,0.759624,0.601158298312019,0.034374139663544676
503,II-VI,M_i_B,Ti,ZnTe,0.979826,1.0113420871286827,0.054117797882413596
504,II-VI,M_A,Br,CdTe,-0.790354,-0.43731093408759875,0.05095636599791724
505,II-VI,M_i_B,Cd,CdSe,0.9509860000000001,0.727611426475766,0.031098911585338583
506,IV-IV,M_A,Li,Si,-0.32551599999999997,0.1503237545506841,0.15068523240668855
507,II-VI,M_A,Sn,ZnS,0.6140329999999999,0.29910030039593344,0.0572852719540319
508,III-V,M_B,Au,BAs,-0.331987,-0.6309932178583766,0.0721377783775182
509,III-V,M_i_A,O,InSb,-0.46819799999999995,-0.7272441021394073,0.08244830290293524
510,IV-IV,M_i_neut,Fe,SiC,0.09185,0.7114790265091294,0.047202040609236606
511,II-VI,M_B,Ge,ZnTe,-0.479473,-0.14186107557202615,0.03611624462056988
512,II-VI,M_i_neut,O,CdTe,-0.479494,-0.6192469866373067,0.05534293368797604
513,II-VI,M_i_A,Cd,CdSe,0.762993,0.7209154809510218,0.0336710516883425
514,II-VI,M_i_A,Au,ZnSe,-0.46138900000000005,-0.1541722434018234,0.04868061078526861
515,II-VI,M_i_neut,Te,CdTe,0.630445,0.2911820168221165,0.032356551855728256
516,II-VI,M_i_B,Br,CdTe,-0.310994,-0.14018313861843215,0.05212316007309373
517,II-VI,M_i_A,S,CdTe,-0.38043699999999997,-0.09478502244944624,0.04847308778756581
518,II-VI,M_i_neut,As,CdTe,0.049163,0.415429622360681,0.022669721690196057
519,IV-IV,M_A,Os,GeSn,-0.432095,-1.1086537685626083,0.06919254447952099
520,IV-IV,M_i_neut,K,GeSn,-0.056697000000000004,-0.21753392090595006,0.06083578953687455
521,II-VI,M_A,I,CdTe,-0.230496,-0.2360560943037731,0.048358446066099514
522,II-VI,M_i_A,Se,CdTe,-0.271466,0.04679401418676428,0.027209704009051695
523,II-VI,M_i_A,Se,CdSe,-0.151831,0.21202359641096344,0.028805745939640023
524,III-V,M_i_A,Rb,GaSb,-0.175394,-0.5440217718164353,0.0667619748674814
525,II-VI,M_i_A,O,CdTe,-0.49910299999999996,-0.6253680307428233,0.05483341577809248
526,IV-IV,M_B,Y,SiSn,-0.534239,-0.4546665072615875,0.04619141649118356
527,II-VI,M_i_A,Rb,CdTe,-0.298361,-0.046584937936038205,0.062479149051785976
528,II-VI,M_A,Ir,CdTe,-0.179732,-0.2969611511781099,0.04183956006161482
529,IV-IV,M_A,Rb,Sn,-0.108204,-0.4717182190340873,0.10509413111104879
530,II-VI,M_A,B,CdO,-0.842406,-0.36052636642637476,0.07518249220425882
531,II-VI,M_i_neut,S,CdTe,0.371442,-0.07868155873620215,0.041673340298729274
532,IV-IV,M_i_A,K,Ge,-0.209542,-0.1617614760211108,0.07165095221539063
533,IV-IV,M_i_B,Co,GeSn,-0.149056,-0.2778519234502362,0.04439932984634204
534,III-V,M_B,V,BP,-1.015514,-0.42804633467939396,0.06801150834151898
535,II-VI,M_B,N,CdTe,-0.643199,-0.6269894182301323,0.06676811205451481
536,III-V,M_A,Hf,AlP,-0.5544,0.002541351360805297,0.06997056116767267
537,II-VI,M_i_neut,Se,CdSe,0.70204,0.2293338459494994,0.029485487758348528
538,II-VI,M_i_neut,Se,CdTe,0.418813,0.0679981134783613,0.022524397489589627
539,II-VI,M_A,Se,CdS,0.614618,0.16553753034964264,0.050354867456702535
540,II-VI,M_i_A,In,CdTe,-0.230634,0.5591871075541057,0.0277557000765263
541,IV-IV,M_i_neut,Ag,Si,-0.268472,-0.2755007232612754,0.07627555022308737
542,II-VI,M_B,Ni,ZnSe,-0.669704,-0.35979638400438774,0.07090134535053332
543,II-VI,M_i_B,Zn,CdTe,0.6851470000000001,0.5236586553943544,0.03331954556947293
544,III-V,M_i_A,Cu,BAs,-0.5512560000000001,-0.7526084357588552,0.06695091098041821
545,II-VI,M_i_B,Cd,CdTe,0.8096909999999999,0.6084467745398655,0.03384018061224309
546,IV-IV,M_i_A,P,GeSn,-0.099202,0.13214950551517685,0.04769722576619123
547,IV-IV,M_A,Ga,GeC,-0.9050540000000001,-0.22930956702788685,0.0635618931813085
548,III-V,M_i_neut,Ti,GaP,0.6819029999999999,0.8143673634846911,0.06362228340433283
549,IV-IV,M_i_B,In,SiSn,-0.208054,0.022681932937785483,0.042455095380405816
550,III-V,M_i_B,Pt,InSb,-0.27119899999999997,-0.11709498834453318,0.04491387302810526
551,II-VI,M_i_neut,Ni,CdTe,-0.176924,0.05777993250614018,0.03160013035016358
552,II-VI,M_A,Se,CdTe,0.157633,-0.2671655402734368,0.03650125494636009
553,III-V,M_A,Cd,BSb,-0.259083,0.040479158674998225,0.08613673756336157
554,II-VI,M_i_B,Ga,CdTe,-0.08441900000000001,0.3924781509552141,0.02399629114677941
555,II-VI,M_i_B,K,CdTe,-0.374829,-0.1374713504656325,0.0528567237003823
556,IV-IV,M_B,Li,SiSn,-0.6825640000000001,-0.23495456068039955,0.14410949208376767
557,II-VI,M_i_B,Cl,CdTe,-0.337623,-0.2996592098476023,0.03477585116134902
558,III-V,M_i_A,Pb,InAs,0.6130359999999999,0.23939667003756085,0.04336711899212423
559,II-VI,M_B,Au,CdTe,-0.47929399999999994,-0.4245606570478454,0.0481710735753845
560,II-VI,M_i_B,Tl,CdTe,-0.250873,0.4236179498129767,0.034003058200411405
561,II-VI,M_i_A,Cu,CdTe,-0.414896,-0.12818416438138552,0.034183774430794484
562,III-V,M_A,Hf,GaAs,-0.524927,0.07420995287844523,0.07506228835614351
563,II-VI,M_i_A,Zn,CdTe,0.06776,0.5069983257304175,0.03638142534992396
564,IV-IV,M_i_neut,Sc,SiSn,0.7290979999999999,0.16498967404550055,0.04120287929129975
565,II-VI,M_i_neut,Pt,CdTe,-0.245525,0.10637110337795455,0.034649362574332716
566,III-V,M_B,Cu,GaP,0.257878,-0.35496903019559584,0.05702427087899716
567,II-VI,M_A,La,CdTe,-0.415365,-0.011213959057920678,0.04797402283685126
568,IV-IV,M_i_A,Be,SiGe,-0.078585,0.03170400727553993,0.07411133220576284
569,IV-IV,M_i_A,Mg,SiGe,0.265588,0.08707565204585371,0.0639477977575723
570,II-VI,M_i_A,Cd,CdTe,0.42955,0.5806565143754313,0.033193221432160754
571,II-VI,M_B,Bi,CdTe,-0.35073699999999997,0.042830843707869555,0.04666969387174623
572,II-VI,M_A,Pt,ZnSe,-0.444263,-0.6284546931707181,0.08411906945066588
573,II-VI,M_i_A,Ga,CdTe,-0.376463,0.37393543298484344,0.02175064857341811
574,II-VI,M_i_neut,Pt,ZnTe,-0.307336,-0.05195444723352125,0.05547298967787353
575,II-VI,M_A,B,CdTe,-0.631655,-0.4687572604766225,0.07783386645769513
576,II-VI,M_i_A,Br,CdTe,-0.360256,-0.15490637876771565,0.05812880682559843
577,II-VI,M_i_neut,Br,CdTe,-0.342287,-0.13946550560135038,0.04964948440579228
578,IV-IV,M_i_B,Cr,SiC,0.19434200000000001,0.6924422646660187,0.0517315999635128
579,II-VI,M_i_A,Ni,CdO,0.250904,0.18644202871297605,0.05084120828451888
580,III-V,M_i_neut,Se,InSb,0.14771900000000002,-0.16410216057630791,0.04047653260342995
581,IV-IV,M_i_A,Be,Si,0.026257,-0.11306264399768418,0.06838129652929636
582,II-VI,M_i_neut,Cl,CdTe,-0.34544,-0.30067448164899485,0.031882124071926476
583,II-VI,M_A,Rh,CdTe,-0.29540500000000003,-0.4942026278870726,0.032869952814751496
584,IV-IV,M_i_B,Al,SiSn,-0.260326,-0.003199210398795665,0.0700137729222234
585,III-V,M_B,Se,BP,-0.6950149999999999,-0.3025498589999537,0.0650304641608683
586,III-V,M_i_neut,F,AlSb,1.2685879999999998,0.04524637088049725,0.08520704762541073
587,IV-IV,M_i_neut,Rh,Sn,-0.29399899999999995,-0.14412755400271504,0.04305600927494348
588,IV-IV,M_B,Y,GeSn,-0.351704,-0.39549814923507015,0.05065714586259714
589,III-V,M_i_neut,Zn,GaAs,0.073282,0.25186996392158795,0.04901403833816807
590,II-VI,M_i_A,K,CdSe,-0.31796599999999997,0.007716256403840186,0.052283585500783755
591,IV-IV,M_i_A,Si,Sn,-0.151661,0.02272465047136541,0.05200812560230955
592,II-VI,M_A,B,ZnSe,-0.7663439999999999,-0.31506452209236413,0.09548664686780857
593,IV-IV,M_i_neut,Bi,Sn,-0.146721,0.29404041673059433,0.0448149264030533
594,III-V,M_B,Zn,InAs,0.049507,-0.3811273973344145,0.05359819414372334
595,II-VI,M_i_neut,Hg,CdTe,0.499461,0.5522963911607393,0.03959019424585666
596,IV-IV,M_i_neut,Sn,Sn,-0.145043,0.20264955834561707,0.04759475137233042
597,IV-IV,M_i_A,Co,Sn,-0.291769,-0.17023613768759224,0.039121502954026666
598,III-V,M_B,F,InP,0.481525,-0.48011669012064895,0.11416457285443726
599,II-VI,M_A,Se,CdSe,0.360479,-0.10997116649468053,0.03780433825291829
600,II-VI,M_A,Cs,CdTe,-0.207596,-0.4357614789519905,0.09703623359817798
601,II-VI,M_A,Tc,CdTe,0.160854,0.13720807739525792,0.04460822410334311
602,III-V,M_i_A,Li,InN,-0.41926499999999994,0.12590425559308777,0.09705479929278216
603,IV-IV,M_i_neut,Pt,Ge,-0.29096900000000003,-0.07788419681000543,0.058362572656350774
604,II-VI,M_i_B,Pd,ZnSe,-0.402659,0.369457940331998,0.03355639338102914
605,II-VI,M_A,Rb,CdO,-0.485649,-0.3149821059063992,0.0815013605822623
606,III-V,M_A,Se,GaSb,-0.297863,-0.44032113659970695,0.07460967947941528
607,IV-IV,M_A,Tl,Si,-0.338834,-0.982172353366971,0.06779059772733029
608,II-VI,M_i_B,Fe,ZnSe,0.5291170000000001,0.8952523323159811,0.0372667193479515
609,II-VI,M_i_B,Cu,CdTe,-0.397744,-0.11453784112349834,0.03441301225297447
610,II-VI,M_A,Ta,CdTe,0.257261,0.3640330654526917,0.04461048702322628
611,II-VI,M_i_B,Ag,ZnTe,-0.367782,-0.12984826956316436,0.03951019775594341
