,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
318,IV-IV,M_i_B,K,SiGe,4.201773,3.7875664204243593,0.17652299234125268
319,II-VI,M_i_neut,Be,CdTe,3.3939999999999997,2.3838246060213857,0.13895451996569888
320,IV-IV,M_i_B,Hf,GeSn,3.989793,4.366860213119435,0.17158355311313353
321,IV-IV,M_i_A,Zr,SiGe,4.126623,4.5620223106932425,0.1813017973774023
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.410706588568498,0.2117950077511683
323,III-V,M_i_A,Rh,AlP,4.370868,4.433391672203821,0.2601766968586444
324,III-V,M_i_A,Tc,GaAs,3.588685,4.693725609642876,0.19937958245506604
325,II-VI,M_i_B,Fe,CdTe,2.699,1.9156210969472447,0.07987931342024916
326,III-V,M_B,Tl,AlAs,3.061966,1.1280331333458062,0.25081347248843194
327,II-VI,M_A,S,CdS,6.666434,5.020184376091275,0.14234476193140733
328,II-VI,M_B,Ga,CdTe,2.157,2.4350584936184574,0.1142125192106783
329,IV-IV,M_i_B,V,SiC,3.712846,6.99970037822448,0.2115443253213028
330,IV-IV,M_A,O,Si,4.056335,1.115535152509345,0.3906071443122244
331,IV-IV,M_i_neut,K,SiSn,4.864369,3.5218328335315876,0.18105424708895196
332,II-VI,M_B,Cu,CdTe,3.3710000000000004,2.4313269928810626,0.13726622168745292
333,II-VI,M_B,Cd,CdTe,2.1390000000000002,1.8464598551622475,0.14124711824538844
334,II-VI,M_B,In,CdTe,2.792,2.5578431115840403,0.10741609677457582
335,II-VI,M_i_neut,Bi,CdTe,3.429,3.5846849766912525,0.11974798951414496
336,II-VI,M_i_A,Be,CdTe,3.31,2.38506502158015,0.15492929933427638
337,II-VI,M_i_B,Pb,CdTe,3.062,3.283220106218095,0.13044085059939733
338,IV-IV,M_i_A,Tc,SiSn,3.6643220000000003,3.0401321504622296,0.21108158925566872
339,III-V,M_i_neut,Li,AlN,2.6927779999999997,3.9557489676984785,0.3528209470813273
340,II-VI,M_i_A,Co,CdTe,2.57,2.2548045299565636,0.0755877734055372
341,IV-IV,M_i_B,Ge,SiGe,3.939014,3.7790052277000745,0.10777089803850698
342,III-V,M_i_A,W,AlSb,4.9381900000000005,5.625873093351417,0.2757171288340747
343,II-VI,M_A,N,CdTe,5.083,4.774821699700572,0.20877724393457214
344,II-VI,M_i_B,Pd,ZnS,3.222827,3.8651859694110926,0.16236764591359554
345,II-VI,M_i_neut,S,CdS,5.273183,5.319659295425484,0.11702295052956571
346,II-VI,M_i_neut,Rb,CdTe,3.1060000000000003,3.518967244636677,0.10024645392166727
347,II-VI,M_A,O,CdTe,5.596,4.889186027894125,0.17668954448966975
348,II-VI,M_i_B,Sn,CdTe,3.168,3.4165353715101197,0.08298480567156241
349,II-VI,M_i_B,Co,CdTe,2.477,2.2744302368297094,0.08383236039974888
350,II-VI,M_i_neut,Sn,CdTe,3.155,3.3178370193237514,0.07910941889954393
351,II-VI,M_B,Pb,CdTe,2.004,0.9913709222928752,0.16556503057394117
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,2.9680424965630876,0.1685294209678393
353,II-VI,M_i_A,Cl,ZnSe,4.7853330000000005,4.655237648245513,0.11278249772570319
354,II-VI,M_A,La,ZnO,2.231621,2.939197053757482,0.25891230910036905
355,II-VI,M_i_B,P,CdTe,4.146,4.270699420943988,0.0961054023368379
356,III-V,M_i_neut,Y,InSb,3.5700309999999997,3.9013967697687106,0.18143206164154033
357,II-VI,M_i_neut,Cs,CdTe,2.9160000000000004,3.780385370601709,0.15087101495148286
358,II-VI,M_i_neut,Ir,CdTe,3.515,3.5290693023676036,0.0948814612823061
359,III-V,M_i_neut,Ba,InAs,3.033867,3.547902765316136,0.21222398822757155
360,II-VI,M_i_A,Cs,CdTe,2.8989999999999996,3.7455082870558614,0.18049994160832014
361,IV-IV,M_A,Be,SnC,3.071617,5.134705441176735,0.5580688251770828
362,III-V,M_A,Rb,InP,3.774511,3.7250898505563486,0.2686222593769761
363,IV-IV,M_i_neut,Rb,GeSn,3.937272,3.8520370068311394,0.21586156140110166
364,IV-IV,M_i_B,Zr,GeSn,3.706325,3.748368624238934,0.15050124940437465
365,III-V,M_B,Pd,AlP,3.2030689999999997,1.9941118422186832,0.32870826336840014
366,II-VI,M_i_B,Si,CdTe,3.806,3.564838193292,0.09364636265477574
367,II-VI,M_i_A,P,ZnTe,4.2622599999999995,4.748975246501086,0.13632277552091668
368,II-VI,M_A,W,CdTe,4.735,5.172380299438636,0.13717318410565651
369,II-VI,M_i_A,Si,CdTe,3.784,3.541621993434885,0.10105156156391365
370,II-VI,M_B,Tl,CdTe,2.359,1.9111432156735986,0.2050950561982667
371,IV-IV,M_i_A,Mo,SiSn,3.485148,3.1793260418827822,0.19276524060991124
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,4.7286236671578035,0.08499975812935207
373,II-VI,M_i_B,Ca,CdTe,2.8160000000000003,2.7059560086161634,0.10884147967056162
374,II-VI,M_A,Hf,ZnTe,3.145241,2.266302303886179,0.20029306427921495
375,II-VI,M_i_neut,Mg,CdTe,3.1889999999999996,2.5453582510899344,0.1500647809977499
376,II-VI,M_i_B,I,CdTe,4.231,4.645044437501747,0.09896739286508356
377,II-VI,M_A,Re,CdTe,4.7,3.83375430057229,0.11769103944424072
378,IV-IV,M_i_neut,Ru,SiSn,3.4078470000000003,3.3767399809680763,0.1738450545221775
379,IV-IV,M_i_A,Sn,Ge,3.737711,4.16887756646639,0.18058087013878865
380,II-VI,M_i_A,Sr,CdTe,2.78,3.276905728229628,0.12496510584802525
381,II-VI,M_i_B,O,CdTe,4.422,3.195004256576308,0.13639468081469067
382,IV-IV,M_B,Cl,GeSn,3.795554,4.637461551516769,0.24360034127817254
383,II-VI,M_i_neut,In,CdTe,3.4139999999999997,3.0659233060277584,0.09598221862216949
384,II-VI,M_i_neut,P,CdSe,3.734378,3.973461673304482,0.1393408161479971
385,II-VI,M_i_B,Be,CdTe,2.975,2.371928244752573,0.15020118642874403
386,II-VI,M_i_neut,Fe,CdTe,2.303,1.8722079355708836,0.09736582581815821
387,IV-IV,M_A,Sr,GeSn,3.80559,3.295311543305771,0.25557803430850146
388,II-VI,M_i_neut,F,ZnO,5.300539,6.94741548438881,0.24723696393267092
389,II-VI,M_A,F,CdTe,5.079,4.96740254441883,0.1577961453887758
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,2.6902486624935436,0.2195880549938523
391,IV-IV,M_A,Co,SiGe,3.458103,0.6378505289653207,0.21985682234127035
392,II-VI,M_i_neut,Li,CdS,1.5866200000000001,1.8594989018796078,0.11305443684203496
393,IV-IV,M_i_neut,Si,SiGe,3.687325,4.358112704417368,0.13154649026053641
394,II-VI,M_i_A,Mn,CdTe,2.49,1.9525104928750232,0.13138504841405071
395,IV-IV,M_A,Hf,SiGe,3.428728,3.6729122570548967,0.302097386141182
396,II-VI,M_i_A,Hf,CdTe,3.614,4.798975755484141,0.07611300368593796
397,III-V,M_B,Li,InAs,2.90212,0.5740188889367851,0.33098602777615266
398,II-VI,M_i_neut,Si,CdTe,3.611,3.5378160278175814,0.09439555008358723
399,IV-IV,M_i_A,Cl,Si,3.609683,4.478024849635835,0.3293998745491807
400,II-VI,M_i_A,Ni,CdTe,3.1630000000000003,2.038657538592891,0.07245112378620562
401,II-VI,M_i_B,Al,CdTe,2.443,2.773560931671173,0.08998830823312155
402,II-VI,M_i_A,Pb,CdTe,2.638,3.197023525267886,0.12677773372760973
403,IV-IV,M_A,Ca,SiGe,3.674119,3.737143081065266,0.3269212750118636
404,III-V,M_i_A,Zr,InSb,3.041588,3.5737594819064284,0.21462943345098529
405,IV-IV,M_i_A,Tc,SiGe,3.470046,3.936182445282674,0.18209604801074433
406,II-VI,M_i_B,Te,CdTe,4.513999999999999,4.037049492567581,0.0751786109228671
407,II-VI,M_i_A,Sn,CdTe,2.8080000000000003,3.3497852739093252,0.08385502388190823
408,IV-IV,M_i_neut,I,Sn,3.554494,3.9540375466233932,0.26244760279200896
409,II-VI,M_i_B,As,CdTe,4.046,3.731734317645227,0.08791777137254966
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,3.4199235802534127,0.20882761223036736
411,III-V,M_i_B,Pt,GaAs,3.805564,4.492734719265998,0.1617921090529408
412,II-VI,M_i_B,S,CdTe,4.482,4.248087104645847,0.11042924298429375
413,II-VI,M_i_B,Cl,CdSe,4.1629309999999995,3.675774925782241,0.10829622782254833
414,III-V,M_i_neut,Na,AlSb,3.3243440000000004,2.5445649165625035,0.174724604671652
415,II-VI,M_i_A,Al,CdTe,2.371,2.732791901402865,0.08746733741965855
416,II-VI,M_i_neut,Co,CdTe,2.084,2.207000627522099,0.07872533271223157
417,II-VI,M_i_neut,Hg,ZnSe,3.082651,3.7157796035043957,0.13496534674716634
418,II-VI,M_i_A,Ca,CdTe,2.5469999999999997,2.6433826796103874,0.10073586933735884
419,II-VI,M_B,Pt,CdTe,2.182,3.008799706295894,0.12747870481920373
420,II-VI,M_i_B,Mg,CdO,1.450407,2.595108590315575,0.275446353447773
421,II-VI,M_i_A,Mg,CdTe,2.9010000000000002,2.559248503600669,0.1507771187684239
422,II-VI,M_i_A,Cr,CdTe,2.065,2.094146927723069,0.07293908789402982
423,II-VI,M_B,Sn,CdTe,1.7690000000000001,1.9966016724317535,0.08461367394340362
424,II-VI,M_A,Os,ZnTe,4.565462,4.966858448164002,0.23883807007261687
425,II-VI,M_i_A,P,CdTe,3.747,4.2676677844359965,0.09042288990514151
426,II-VI,M_i_B,Se,CdTe,4.391,3.8402970923342084,0.06810796469857848
427,II-VI,M_i_B,Rb,CdTe,2.576,3.5332356747915967,0.11022189909674708
428,II-VI,M_A,Mo,ZnTe,4.152243,2.8319268992848325,0.16599638644009218
429,II-VI,M_i_A,Pt,CdTe,3.077,3.0891089434869867,0.12513113626346314
430,II-VI,M_i_B,Ge,CdTe,3.123,3.006978045129233,0.05400490977682337
431,II-VI,M_A,Ru,CdSe,3.426153,3.12969073869388,0.1483968540251568
432,III-V,M_B,Ru,GaSb,3.8535510000000004,3.1041206812658126,0.2229795131667142
433,II-VI,M_i_neut,Cd,CdSe,2.147385,1.841935531861856,0.08694669373456496
434,II-VI,M_i_neut,I,CdTe,3.87,4.5835552460702536,0.10022125695672979
435,II-VI,M_i_A,Ge,CdTe,3.071,2.991359865008056,0.06478482279703157
436,II-VI,M_B,Si,CdTe,2.435,2.7368817927252502,0.11172619932328896
437,II-VI,M_i_neut,Cr,CdTe,1.9780000000000002,2.0841245450865187,0.09284986990976468
438,II-VI,M_i_B,Se,CdSe,4.6343309999999995,4.024856578765256,0.12008299411991136
439,IV-IV,M_i_neut,Ru,GeSn,3.287093,3.736199030410142,0.1479273092198495
440,IV-IV,M_A,Y,Ge,3.3618069999999998,2.3954191562642335,0.22661281584105303
441,II-VI,M_i_A,I,CdTe,3.8110000000000004,4.553283196333185,0.11039092716900865
442,II-VI,M_A,Ru,ZnSe,4.797187999999999,3.2531930789055936,0.19802897003403908
443,II-VI,M_i_neut,Ge,CdTe,3.017,2.9277311931196586,0.06763011016356477
444,II-VI,M_B,Pd,CdTe,2.388,3.5577801966886797,0.16588627188418573
445,II-VI,M_A,Os,CdTe,4.274,5.241384086304484,0.11024059003995668
446,II-VI,M_A,Mo,CdTe,3.513,3.324353006407621,0.13705376408231484
447,II-VI,M_i_neut,Ga,CdTe,2.36,2.6442576149212744,0.09148602801069383
448,II-VI,M_i_neut,P,CdTe,3.602,4.273299143446127,0.09429046860561492
449,III-V,M_A,Ta,AlAs,4.155157,3.9388328120471194,0.3425354954418368
450,II-VI,M_i_B,Mg,CdTe,2.7319999999999998,2.557033791912155,0.15652858786922647
451,II-VI,M_B,Hg,CdTe,2.367,1.71324275381451,0.21090812100154677
452,II-VI,M_i_neut,Mn,CdTe,2.144,1.9160012281480732,0.12595905047908532
453,II-VI,M_i_B,Mn,CdTe,2.142,1.9629670237802888,0.1336476318996218
454,III-V,M_i_neut,Se,GaSb,3.614697,4.063854333520065,0.15765525989597226
455,II-VI,M_A,Cl,CdTe,4.694,5.1551905065463774,0.18047734760088419
456,II-VI,M_i_neut,K,CdTe,2.533,2.614021531790359,0.11311048663731124
457,II-VI,M_i_neut,Tl,ZnTe,2.781252,3.4878993538473337,0.15429098750171577
458,II-VI,M_B,Ge,CdTe,1.994,2.084262019244181,0.09861045679810868
459,II-VI,M_A,Nb,CdTe,2.654,2.666394007635622,0.12826928982889074
460,IV-IV,M_i_B,Pt,SiSn,4.3328,3.0692125427297072,0.17956951928700873
461,II-VI,M_i_B,Cr,CdTe,1.83,2.12556827916079,0.08622314562414644
462,II-VI,M_i_neut,Tl,CdTe,2.738,2.5513056734271844,0.10351331618513031
463,II-VI,M_i_A,Te,CdTe,4.159,4.0204556059721686,0.10439807473968633
464,II-VI,M_A,Ru,CdTe,3.139,3.444298314507031,0.1194419504930538
465,II-VI,M_i_A,O,ZnO,6.456946,6.410532138394325,0.2749074547364903
466,IV-IV,M_A,Hf,Ge,3.190334,3.049406378096074,0.28154158465532125
467,II-VI,M_i_A,As,CdTe,3.6830000000000003,3.720344710079496,0.09208895191606994
468,II-VI,M_B,Ag,CdTe,2.484,2.744326812242169,0.16472145977469024
469,II-VI,M_i_B,Ni,CdTe,2.745,2.0625459378932196,0.06801837802163647
470,II-VI,M_i_B,Au,ZnSe,3.589525,3.1865813630545206,0.12051338158165845
471,II-VI,M_i_neut,O,CdO,5.210194,4.703096430364856,0.24820268775218504
472,II-VI,M_i_B,Pt,CdTe,2.8080000000000003,3.161003757894983,0.09780487399140828
473,II-VI,M_A,Zr,CdTe,2.094,1.95041410909687,0.08716564774248509
474,II-VI,M_i_neut,Co,CdSe,2.293972,2.036366425114498,0.10058202434751098
475,IV-IV,M_B,Ca,SiSn,4.538626,1.1181823218018008,0.3343620697956898
476,II-VI,M_i_neut,Zn,CdTe,2.211,1.7637305168473234,0.08193538189396918
477,IV-IV,M_i_A,W,Si,3.148873,4.723096579672406,0.36166925159518926
478,II-VI,M_A,S,CdTe,5.043,4.174659652024461,0.16679138072093344
479,IV-IV,M_i_A,Sr,SiSn,4.472933,4.681482891646369,0.20368499815829358
480,III-V,M_i_neut,Sc,GaAs,2.425089,2.8660586448731644,0.21555925681950555
481,II-VI,M_i_B,In,CdTe,2.842,3.162578814945447,0.09932560281683599
482,IV-IV,M_i_neut,Tl,GeSn,3.132533,3.0314790429654637,0.2125760015658975
483,II-VI,M_i_neut,Cd,CdTe,2.178,2.0646768754124443,0.08685617710880662
484,II-VI,M_i_B,Ti,ZnTe,1.77682,2.828730097311916,0.12232870709492744
485,II-VI,M_A,Br,CdTe,4.532,5.017933928379712,0.1940295078186148
486,II-VI,M_i_B,Cd,CdSe,1.83939,1.9792012942874564,0.09975846296875644
487,IV-IV,M_A,Li,Si,3.083728,3.8255033793793096,0.36012360069845706
488,II-VI,M_A,Sn,ZnS,2.612925,2.92484874384087,0.1673750268573943
489,III-V,M_B,Au,BAs,2.99713,5.167317668402241,0.3856583384982088
490,III-V,M_i_A,O,InSb,3.256997,1.4903312664514075,0.2300274894669189
491,IV-IV,M_i_neut,Fe,SiC,3.480406,5.700374935023573,0.2381208691352091
492,II-VI,M_B,Ge,ZnTe,1.5407799999999998,2.0296302764107472,0.13839467426962157
493,II-VI,M_i_neut,O,CdTe,3.745,3.1768643900520592,0.1453985678851802
494,II-VI,M_i_A,Cd,CdSe,1.7946330000000001,1.8559900387445196,0.08724057999807705
495,II-VI,M_i_A,Au,ZnSe,3.461649,3.1674489122461424,0.13834250623300376
496,II-VI,M_i_neut,Te,CdTe,3.9930000000000003,3.941939446150573,0.09824727041267095
497,II-VI,M_i_B,Br,CdTe,3.513,3.3442286288646406,0.12290864984563096
498,II-VI,M_i_A,S,CdTe,3.986,4.221261686338518,0.10011669842038322
499,II-VI,M_i_neut,As,CdTe,3.53,3.6478095878676213,0.08726860165986866
500,IV-IV,M_A,Os,GeSn,2.8532830000000002,2.1467899027512316,0.30535327242641547
501,IV-IV,M_i_neut,K,GeSn,3.1275619999999997,2.8818886361445246,0.16782662824959255
502,II-VI,M_A,I,CdTe,4.436,4.754529814681185,0.15727975101428693
503,II-VI,M_i_A,Se,CdTe,3.95,3.781186941282205,0.08641166418333966
504,II-VI,M_i_A,Se,CdSe,4.25249,3.9217041593235473,0.12809513064459224
505,III-V,M_i_A,Rb,GaSb,2.741339,3.419704505528666,0.3238157165824162
506,II-VI,M_i_A,O,CdTe,3.6639999999999997,3.1682600200732836,0.15308611797178992
507,IV-IV,M_B,Y,SiSn,3.942791,1.4572820000309938,0.3027541720251721
508,II-VI,M_i_A,Rb,CdTe,2.07,3.42475129864485,0.11775745445580746
509,II-VI,M_A,Ir,CdTe,3.5260000000000002,4.014607132295114,0.10995290053551017
510,IV-IV,M_A,Rb,Sn,2.905567,1.496166391649815,0.39330655653340807
511,II-VI,M_A,B,CdO,1.8839849999999998,2.5180665686229418,0.28758364660445274
512,II-VI,M_i_neut,S,CdTe,3.8489999999999998,4.234782120139807,0.09332577837121336
513,IV-IV,M_i_A,K,Ge,2.888969,3.2319221236513314,0.19210358964860139
514,IV-IV,M_i_B,Co,GeSn,2.766082,1.9428559098576563,0.16694129073321617
515,III-V,M_B,V,BP,2.44623,3.037728599697734,0.36506218725355905
516,II-VI,M_B,N,CdTe,2.086,3.053227272390608,0.1923866469840418
517,III-V,M_i_neut,Li,GaN,1.9394349999999998,3.596890763947099,0.3299294288132808
518,III-V,M_A,Hf,AlP,2.9206630000000002,4.183368113401174,0.24515164776858336
519,II-VI,M_i_neut,Se,CdSe,4.123703,3.9602046733743874,0.1355779224523845
520,II-VI,M_i_neut,Se,CdTe,3.8139999999999996,3.7722464003936125,0.07340243700043708
521,II-VI,M_A,Se,CdS,5.4148879999999995,4.523735238824509,0.11366020426203484
522,II-VI,M_i_A,In,CdTe,2.553,3.05438670623795,0.10321099160513972
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.314440242507657,0.2761994991074889
524,II-VI,M_B,Ni,ZnSe,0.915118,2.7898887189219925,0.1485434945930024
525,II-VI,M_i_B,Zn,CdTe,1.8869999999999998,1.8095389660842678,0.08305720373569873
526,III-V,M_i_A,Cu,BAs,2.827323,5.416692857247282,0.1982513364629437
527,II-VI,M_i_B,Cd,CdTe,1.871,2.205825813089936,0.0834339223486856
528,IV-IV,M_i_A,P,GeSn,2.89297,2.428048690854408,0.2331606612029639
529,IV-IV,M_A,Ga,GeC,0.8417309999999999,3.8510404440165145,0.2809672435800291
530,III-V,M_i_neut,Ti,GaP,1.9048599999999998,3.5845863246396816,0.28171520890365476
531,IV-IV,M_i_B,In,SiSn,3.936836,3.791389204897777,0.15263927058296708
532,III-V,M_i_B,Pt,InSb,2.769104,3.006836474181209,0.1358224385090504
533,II-VI,M_i_neut,Ni,CdTe,2.295,1.9983352129166778,0.05771475696147036
534,II-VI,M_A,Se,CdTe,4.609,3.9415361620542604,0.11647156269783857
535,III-V,M_A,Cd,BSb,3.2059900000000003,2.7989964942871652,0.35892034762301456
536,II-VI,M_i_B,Ga,CdTe,1.742,2.69839701149501,0.09494273113191215
537,II-VI,M_i_B,K,CdTe,1.96,2.6378233393240538,0.11183549176632032
538,IV-IV,M_B,Li,SiSn,3.819722,2.752064067594276,0.2743814000234509
539,II-VI,M_i_B,Cl,CdTe,3.1319999999999997,3.3613430075577653,0.11503870979493812
540,III-V,M_i_A,Pb,InAs,2.6664220000000003,3.9613103420964677,0.25064674569289497
541,II-VI,M_B,Au,CdTe,2.562,2.1177912652150397,0.19497933602584996
542,II-VI,M_i_B,Tl,CdTe,2.178,2.7667865108518317,0.11818298459769941
543,II-VI,M_i_A,Cu,CdTe,2.932,1.8517252340886152,0.10423301295347061
544,III-V,M_A,Hf,GaAs,2.587166,3.84509345433962,0.26329902382551224
545,II-VI,M_i_A,Zn,CdTe,1.6740000000000002,1.7988879761134107,0.08555452922860955
546,IV-IV,M_i_neut,Sc,SiSn,2.694643,2.981781977160091,0.15692745136363334
547,II-VI,M_i_neut,Pt,CdTe,2.251,2.8924765617070793,0.11470890087963939
548,III-V,M_B,Cu,GaP,1.7221090000000001,1.0576708024258141,0.296037593634274
549,II-VI,M_A,La,CdTe,1.8419999999999999,1.383485786558438,0.1791055374375536
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.1431605067012172,0.21665300576504984
551,IV-IV,M_i_A,Mg,SiGe,2.632718,2.653408834925753,0.19582960528215068
552,II-VI,M_i_A,Cd,CdTe,1.635,2.125122841500565,0.09965848960047086
553,II-VI,M_B,Bi,CdTe,1.038,0.5045337006838131,0.1863710564532314
554,II-VI,M_A,Pt,ZnSe,4.7564779999999995,3.763925507147056,0.20098297447021862
555,II-VI,M_i_A,Ga,CdTe,1.617,2.6776041716213275,0.09743741889988317
556,II-VI,M_i_neut,Pt,ZnTe,2.903403,3.0349195708639547,0.14315888035722704
557,II-VI,M_A,B,CdTe,3.478,2.89254265457559,0.18043342126918405
558,II-VI,M_i_A,Br,CdTe,2.9989999999999997,3.326880069465928,0.13941749870943643
559,II-VI,M_i_neut,Br,CdTe,2.998,3.268897812635502,0.12982394352220006
560,IV-IV,M_i_B,Cr,SiC,2.929965,5.99106177787191,0.2137381414098193
561,II-VI,M_i_A,Ni,CdO,0.677798,2.38482900093891,0.13794329858717963
562,III-V,M_i_neut,Se,InSb,2.796793,3.102733869877452,0.142384730470675
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,0.7001471461434391,0.2851086577726609
564,II-VI,M_i_neut,Cl,CdTe,2.966,3.332451543807946,0.11352459722463551
565,II-VI,M_A,Rh,CdTe,2.0180000000000002,2.5285352323498733,0.11285231904036203
566,IV-IV,M_i_B,Al,SiSn,2.473005,3.267685604359248,0.13555832969257048
567,III-V,M_B,Se,BP,1.701285,6.719241474747601,0.29789859984832723
568,III-V,M_i_neut,F,AlSb,2.5851319999999998,1.7474973623686219,0.21811880856965044
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.4911670422371817,0.24036620692562874
570,IV-IV,M_B,Y,GeSn,2.41792,1.2794746053291461,0.313598374365745
571,III-V,M_i_neut,Zn,GaAs,1.952663,2.3618686582736026,0.13841430593007198
572,II-VI,M_i_A,K,CdSe,1.429719,2.5181377948085713,0.14011129845488704
573,IV-IV,M_i_A,Si,Sn,2.435457,1.3728940355515167,0.2548460625197025
574,II-VI,M_A,B,ZnSe,3.841822,1.9718750880855602,0.20127998933852254
575,IV-IV,M_i_neut,Bi,Sn,2.430181,2.8062382185892076,0.23299732574337717
576,III-V,M_B,Zn,InAs,1.428767,0.3454184156709195,0.28196006883523966
577,II-VI,M_i_neut,Hg,CdTe,2.425,2.4605209943137187,0.08776690453970773
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,3.138196048399811,0.2583723085515458
579,IV-IV,M_i_A,Co,Sn,2.391907,2.155731882091995,0.2547461917295423
580,III-V,M_B,F,InP,2.078237,3.497113477797451,0.2933934564693597
581,II-VI,M_A,Se,CdSe,4.9117690000000005,3.8491096098372353,0.11202497231952517
582,II-VI,M_A,Cs,CdTe,2.392,2.324875101976739,0.21347303339442913
583,II-VI,M_A,Tc,CdTe,3.3110000000000004,2.8406112814977518,0.14080551208043438
584,III-V,M_i_A,Li,InN,1.202582,2.5412187559879196,0.4681390296040317
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,3.907421188193619,0.20043434921180217
586,II-VI,M_i_B,Pd,ZnSe,2.893349,3.1386950752356655,0.1399974013669738
587,II-VI,M_A,Rb,CdO,2.177906,2.8121022437157612,0.223232328812517
588,III-V,M_A,Se,GaSb,3.010075,1.7124074929509774,0.27366426424935025
589,IV-IV,M_A,Tl,Si,2.324786,3.2814565623560257,0.36821919040778905
590,II-VI,M_i_B,Fe,ZnSe,1.277557,2.1891042991134944,0.09896520711966302
591,II-VI,M_i_B,Cu,CdTe,2.5980000000000003,1.8672143030142336,0.10162132462449361
592,II-VI,M_A,Ta,CdTe,3.261,3.7718281149968975,0.11291801306195202
593,II-VI,M_i_B,Ag,ZnTe,2.3509029999999997,2.46378544584894,0.13116438009624484
594,II-VI,M_A,As,ZnSe,4.162729,3.892777772460074,0.20652599331651575
595,III-V,M_B,S,AlSb,2.1745520000000003,3.3545509877219843,0.2587816812239387
596,II-VI,M_A,Te,CdTe,4.189,3.3183416614526395,0.1679084519797958
597,II-VI,M_i_A,K,CdTe,1.557,2.5812185118080926,0.09686673410919582
598,II-VI,M_i_A,Tl,CdTe,1.804,2.6537074890234726,0.11399702504907049
599,II-VI,M_A,P,CdTe,3.5069999999999997,3.5473594889295605,0.12337162645842545
600,II-VI,M_A,Pt,CdTe,2.841,3.8690203222587995,0.11583930467154176
601,II-VI,M_B,F,CdTe,1.758,1.8260880923747238,0.24498201756829902
602,II-VI,M_i_neut,Cu,CdTe,2.498,1.7940804079843544,0.10269424190789389
603,II-VI,M_i_A,Au,CdSe,2.531715,2.246152055012289,0.12121477575170575
604,III-V,M_i_B,Ag,GaAs,2.267798,3.0533034864261426,0.16248982482965396
605,IV-IV,M_A,S,Ge,2.194137,-0.5705629779761356,0.30786785979476083
606,III-V,M_i_A,Tl,InAs,2.165323,3.0150124584954514,0.24904548771930032
607,IV-IV,M_A,Ir,GeSn,2.204673,0.6864984176725714,0.2396130943254226
608,II-VI,M_i_B,F,CdTe,2.613,2.130429958120356,0.14903070842516158
609,IV-IV,M_B,Rh,SiSn,3.230599,2.468198561186912,0.3358134342722894
610,II-VI,M_i_neut,F,CdTe,2.605,2.1063316273121897,0.13921292612460837
611,II-VI,M_i_neut,Na,CdTe,1.501,2.391964378802519,0.1390525368301096
612,II-VI,M_A,Y,CdTe,1.123,2.1654073375315663,0.14559165510373762
613,II-VI,M_i_A,Pd,CdTe,2.099,2.981547404215473,0.09875675505970935
614,II-VI,M_i_B,Pd,CdSe,2.136402,2.7546010119596507,0.1279922659315527
615,II-VI,M_i_B,Hg,CdTe,2.108,2.651988607758278,0.09749624701105354
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,0.9665506970131951,0.23900700587172885
617,II-VI,M_i_B,Au,CdTe,2.9160000000000004,2.2669726070460796,0.12076619105759127
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.6533843942382347,0.19288468745264867
619,II-VI,M_i_A,Au,CdTe,2.904,2.16249444820469,0.15363842196245492
620,II-VI,M_A,Rb,CdTe,2.123,2.0189135033191183,0.19621143278693956
621,IV-IV,M_B,Ag,SiGe,2.1319060000000003,2.7361461703441385,0.2457673221121559
622,II-VI,M_i_A,Fe,CdSe,0.9859620000000001,1.670892387682978,0.10427560049093393
623,II-VI,M_i_A,Cl,CdTe,2.479,3.32922291582195,0.11811523767142341
624,IV-IV,M_i_A,Mg,Ge,1.975628,2.344918548721334,0.18941179792820972
625,II-VI,M_A,Ti,CdTe,1.234,1.1815749061914145,0.06080041678729198
626,II-VI,M_i_neut,Au,CdTe,2.8110000000000004,1.993255442352083,0.1204084191730159
627,II-VI,M_i_B,Pd,CdTe,1.942,3.0411378114117027,0.10395466421263187
628,III-V,M_A,Al,BAs,1.9202240000000002,1.336956049460755,0.26588917880534846
629,III-V,M_i_A,F,GaAs,2.123956,2.1006130091382125,0.3007710038889611
630,IV-IV,M_i_neut,Pd,SiGe,1.750773,3.3498061041343816,0.1900660730119867
631,II-VI,M_i_neut,F,ZnSe,2.751563,3.397074444740683,0.1501886587781526
632,II-VI,M_A,Sc,CdTe,1.355,1.761985537712332,0.14540823089524954
633,II-VI,M_B,Br,ZnSe,0.915358,2.039711106264131,0.19248072679047837
634,II-VI,M_i_A,Ag,CdTe,2.042,2.1812879479445355,0.10884448005271141
