,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
321,IV-IV,M_i_A,Zr,SiGe,4.101589,4.949674132919847,0.2058355141981643
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.2795395717509495,0.23483003489163234
323,III-V,M_i_A,Rh,AlP,4.095368,4.5110191137059825,0.2102583875111923
324,III-V,M_i_A,Tc,GaAs,4.082185,3.9088910876609178,0.2359432006868226
325,II-VI,M_i_B,Fe,CdTe,4.08,3.3784591539410185,0.08499931756802014
326,III-V,M_B,Tl,AlAs,4.069448,5.0581712355515815,0.3765497597188618
327,II-VI,M_A,S,CdS,4.064148,3.196354623616765,0.11586396182291442
328,II-VI,M_B,Ga,CdTe,4.064,4.030995646960514,0.1607874258863404
329,IV-IV,M_i_B,V,SiC,4.060727,6.886314908526441,0.27513689610146236
330,IV-IV,M_A,O,Si,4.053368,1.0962821729524808,0.2965255359852233
331,IV-IV,M_i_neut,K,SiSn,4.046309,3.302465352519205,0.25849651288422987
332,II-VI,M_B,Cu,CdTe,4.039,3.5078193882095787,0.13706890969658386
333,II-VI,M_B,Cd,CdTe,4.0360000000000005,3.316732164981995,0.150389527673799
334,II-VI,M_B,In,CdTe,4.031000000000001,4.24843144923891,0.12176118675529037
335,II-VI,M_i_neut,Bi,CdTe,4.026,3.4316677469534467,0.12805062854111326
336,II-VI,M_i_A,Be,CdTe,4.02,3.8333347755662954,0.1550728661730665
337,II-VI,M_i_B,Pb,CdTe,4.011,3.823260169555868,0.14282925334082539
338,IV-IV,M_i_A,Tc,SiSn,4.0073419999999995,3.3521784522583773,0.17465554689425225
339,III-V,M_i_neut,Li,AlN,4.0007779999999995,3.9810417697581584,0.4160502950793146
340,II-VI,M_i_A,Co,CdTe,4.0,3.2558078169287525,0.07921281619669929
341,IV-IV,M_i_B,Ge,SiGe,3.995049,3.562210714031605,0.1546304520487198
342,III-V,M_i_A,W,AlSb,3.97819,4.472610734017801,0.2842506866247462
343,II-VI,M_A,N,CdTe,3.977,2.436769701563348,0.2723254432291442
344,II-VI,M_i_B,Pd,ZnS,3.9728269999999997,6.59046666673068,0.21657285834116177
345,II-VI,M_i_neut,S,CdS,3.9720400000000002,3.955551953452447,0.11904598425628155
346,II-VI,M_i_neut,Rb,CdTe,3.972,3.9170325097102863,0.14895390677576342
347,II-VI,M_A,O,CdTe,3.952,1.9507491748791619,0.19011253112504453
348,II-VI,M_i_B,Sn,CdTe,3.917,4.411243720858788,0.14943373593114825
349,II-VI,M_i_B,Co,CdTe,3.907,3.181738205264172,0.08179738413040237
350,II-VI,M_i_neut,Sn,CdTe,3.905,4.14070201161544,0.13466225644006544
351,II-VI,M_B,Pb,CdTe,3.9019999999999997,3.6064812230221848,0.17932239321619323
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,2.7300235981860537,0.32126666338544596
353,II-VI,M_i_A,Cl,ZnSe,3.880492,2.6378868910329585,0.26375157148257483
354,II-VI,M_A,La,ZnO,3.8606,5.693102645951204,0.3339349922693562
355,II-VI,M_i_B,P,CdTe,3.853,3.2975822955310186,0.11503525875862128
356,III-V,M_i_neut,Y,InSb,3.850203,4.421380295837342,0.3795076111031103
357,II-VI,M_i_neut,Cs,CdTe,3.847,4.791006055399234,0.19962457655679272
358,II-VI,M_i_neut,Ir,CdTe,3.846,3.2072152595993635,0.10476743118861727
359,III-V,M_i_neut,Ba,InAs,3.8418669999999997,3.443813895473666,0.39784015983030907
360,II-VI,M_i_A,Cs,CdTe,3.83,4.644947352100196,0.2080982188221144
361,IV-IV,M_A,Be,SnC,3.825482,6.338591594889365,0.4638747724688454
362,III-V,M_A,Rb,InP,3.8248629999999997,4.343477751840554,0.5734651438423809
363,IV-IV,M_i_neut,Rb,GeSn,3.8242849999999997,4.5705068073998945,0.2263130928685968
364,IV-IV,M_i_B,Zr,GeSn,3.8189839999999995,3.386851462920826,0.2037733897871729
365,III-V,M_B,Pd,AlP,3.816551,4.390436923282357,0.4264007213898763
366,II-VI,M_i_B,Si,CdTe,3.806,3.868727439805481,0.12459186434131865
367,II-VI,M_i_A,P,ZnTe,3.80226,4.310602741705384,0.20818704507524427
368,II-VI,M_A,W,CdTe,3.787,3.4688827029508595,0.15163735954028326
369,II-VI,M_i_A,Si,CdTe,3.784,3.958836098582011,0.14047297386958932
370,II-VI,M_B,Tl,CdTe,3.782,4.414853432835262,0.2423635355173062
371,IV-IV,M_i_A,Mo,SiSn,3.7781279999999997,4.744234918208108,0.2073635876953414
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,5.702962044095946,0.1660917336265856
373,II-VI,M_i_B,Ca,CdTe,3.765,3.9166473540807814,0.14063313770855101
374,II-VI,M_A,Hf,ZnTe,3.7614019999999995,2.1570723519224777,0.24986696095685246
375,II-VI,M_i_neut,Mg,CdTe,3.761,3.1767898762846007,0.1498899767993571
376,II-VI,M_i_B,I,CdTe,3.7569999999999997,4.091246689723445,0.10193430335969557
377,II-VI,M_A,Re,CdTe,3.752,3.464696034226249,0.12040567030053648
378,IV-IV,M_i_neut,Ru,SiSn,3.750867,3.481557215677036,0.2202785950591451
379,IV-IV,M_i_A,Sn,Ge,3.737711,3.805488911821068,0.2487435836145781
380,II-VI,M_i_A,Sr,CdTe,3.7289999999999996,4.640004958691469,0.10664239727932705
381,II-VI,M_i_B,O,CdTe,3.727,2.6777062281091193,0.16189791122904104
382,IV-IV,M_B,Cl,GeSn,3.71106,1.399391659474236,0.32497607141363644
383,II-VI,M_i_neut,In,CdTe,3.7039999999999997,3.8538240326133035,0.08637937056401426
384,II-VI,M_i_neut,P,CdSe,3.699378,3.4899372608377077,0.10566017372383221
385,II-VI,M_i_B,Be,CdTe,3.685,3.7551685903814858,0.14771794778928973
386,II-VI,M_i_neut,Fe,CdTe,3.6839999999999997,3.4957582871258985,0.08541162206675582
387,IV-IV,M_A,Sr,GeSn,3.676603,5.0446967149974835,0.3128311483831957
388,II-VI,M_i_neut,F,ZnO,3.67156,4.028441379796997,0.35943313747194866
389,II-VI,M_A,F,CdTe,3.657,1.8460858908654316,0.2224154622802367
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,3.383790187689223,0.33295520590425165
391,IV-IV,M_A,Co,SiGe,3.650172,-0.5938348420090522,0.29653285408456775
392,II-VI,M_i_neut,Li,CdS,3.6356919999999997,3.5419775398854556,0.16689144889868945
393,IV-IV,M_i_neut,Si,SiGe,3.6312900000000004,3.6689310109875124,0.14516993003931758
394,II-VI,M_i_A,Mn,CdTe,3.627,2.710460657743108,0.09443974441251499
395,IV-IV,M_A,Hf,SiGe,3.620797,2.863990453631205,0.23863426556020062
396,II-VI,M_i_A,Hf,CdTe,3.614,5.649285976851862,0.1296777388126018
397,III-V,M_B,Li,InAs,3.6126199999999997,1.8339239900468058,0.4422729103639183
398,II-VI,M_i_neut,Si,CdTe,3.611,3.984217687188729,0.12233727764615805
399,IV-IV,M_i_A,Cl,Si,3.609683,4.632952489167898,0.40590380322897496
400,II-VI,M_i_A,Ni,CdTe,3.597,2.9663100306528767,0.08477733533432835
401,II-VI,M_i_B,Al,CdTe,3.588,4.04603394645955,0.14188325349580558
402,II-VI,M_i_A,Pb,CdTe,3.5869999999999997,3.578987006189138,0.11069648244032945
403,IV-IV,M_A,Ca,SiGe,3.5780839999999996,4.802518293489941,0.37973607995253594
404,III-V,M_i_A,Zr,InSb,3.56676,4.962546112886665,0.27475008235755394
405,IV-IV,M_i_A,Tc,SiGe,3.5660809999999996,3.3628254782187583,0.1708484201520057
406,II-VI,M_i_B,Te,CdTe,3.5660000000000003,3.7825098624478093,0.09768624870045663
407,II-VI,M_i_A,Sn,CdTe,3.557,4.181957843750309,0.12323782271326436
408,IV-IV,M_i_neut,I,Sn,3.554494,3.9085254993246834,0.3756623613634855
409,II-VI,M_i_B,As,CdTe,3.545,3.569638993575876,0.10169290105083174
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,4.112560736776009,0.14950416810328132
411,III-V,M_i_B,Pt,GaAs,3.538564,3.231495288581013,0.2651147915378509
412,II-VI,M_i_B,S,CdTe,3.534,2.7939699444545694,0.1110584417045814
413,II-VI,M_i_B,Cl,CdSe,3.5246730000000004,3.357611818297778,0.12283097087300596
414,III-V,M_i_neut,Na,AlSb,3.5178260000000003,1.9299799372084767,0.3612740718785734
415,II-VI,M_i_A,Al,CdTe,3.517,4.164066053280875,0.13061208371988497
416,II-VI,M_i_neut,Co,CdTe,3.514,3.233511000856595,0.0814647819146832
417,II-VI,M_i_neut,Hg,ZnSe,3.502651,4.229007630173397,0.1840737222485666
418,II-VI,M_i_A,Ca,CdTe,3.4960000000000004,4.124172873538259,0.12951940663195885
419,II-VI,M_B,Pt,CdTe,3.492,4.311867416062626,0.15244175849611263
420,II-VI,M_i_B,Mg,CdO,3.4876199999999997,4.624962530951355,0.2728766429113751
421,II-VI,M_i_A,Mg,CdTe,3.4730000000000003,3.1445922226442704,0.14335756213395204
422,II-VI,M_i_A,Cr,CdTe,3.47,3.667363538607524,0.08812717395715138
423,II-VI,M_B,Sn,CdTe,3.466,3.826067819776783,0.15900575816721724
424,II-VI,M_A,Os,ZnTe,3.459622,2.59481369572754,0.21563769556727125
425,II-VI,M_i_A,P,CdTe,3.4539999999999997,3.4456468852981397,0.10715333748231323
426,II-VI,M_i_B,Se,CdTe,3.443,3.216478261256596,0.10929164377001845
427,II-VI,M_i_B,Rb,CdTe,3.4419999999999997,3.7980022313556545,0.15542330797217785
428,II-VI,M_A,Mo,ZnTe,3.4414029999999998,2.484991346226209,0.2036216515940101
429,II-VI,M_i_A,Pt,CdTe,3.4389999999999996,2.5012370458987427,0.08914629554005737
430,II-VI,M_i_B,Ge,CdTe,3.437,4.173653750880317,0.09267848538913397
431,II-VI,M_A,Ru,CdSe,3.4306370000000004,2.974911676965301,0.10969937384569567
432,III-V,M_B,Ru,GaSb,3.426342,2.5080342410647534,0.3757214392781102
433,II-VI,M_i_neut,Cd,CdSe,3.401385,2.9040121991447103,0.08051224770872367
434,II-VI,M_i_neut,I,CdTe,3.3960000000000004,3.9200799376803053,0.1414384784584801
435,II-VI,M_i_A,Ge,CdTe,3.384,4.139464908140478,0.10588524516580362
436,II-VI,M_B,Si,CdTe,3.384,4.198508889049998,0.1461459547223107
437,II-VI,M_i_neut,Cr,CdTe,3.383,3.677554972400537,0.0985403132704508
438,II-VI,M_i_B,Se,CdSe,3.380331,3.2918924130245806,0.10206463458129181
439,IV-IV,M_i_neut,Ru,GeSn,3.3715870000000003,3.362387512224649,0.172915829707336
440,IV-IV,M_A,Y,Ge,3.3637699999999997,4.921245450351975,0.3574669476086496
441,II-VI,M_i_A,I,CdTe,3.3369999999999997,3.918175424406403,0.14964523119498338
442,II-VI,M_A,Ru,ZnSe,3.3305059999999997,3.1559937048939934,0.20587510746982665
443,II-VI,M_i_neut,Ge,CdTe,3.33,4.117447220663125,0.10998596259685971
444,II-VI,M_B,Pd,CdTe,3.327,5.095057305885907,0.1433187208636128
445,II-VI,M_A,Os,CdTe,3.326,2.864495367655897,0.13768275997281193
446,II-VI,M_A,Mo,CdTe,3.318,3.3325452554518966,0.0897125470713473
447,II-VI,M_i_neut,Ga,CdTe,3.318,3.8371831442831144,0.12145606667770051
448,II-VI,M_i_neut,P,CdTe,3.3089999999999997,3.4633525846130326,0.10673959985792797
449,III-V,M_A,Ta,AlAs,3.307675,3.5366030111941322,0.2633791772079408
450,II-VI,M_i_B,Mg,CdTe,3.304,2.939918966345714,0.13707606304669687
451,II-VI,M_B,Hg,CdTe,3.293,3.208130128075215,0.1910753381026835
452,II-VI,M_i_neut,Mn,CdTe,3.281,2.7291290870201848,0.0907882277216298
453,II-VI,M_i_B,Mn,CdTe,3.279,2.551869912245925,0.10106868692531132
454,III-V,M_i_neut,Se,GaSb,3.273906,3.052160905692277,0.1844602096348979
455,II-VI,M_A,Cl,CdTe,3.272,3.507271088204907,0.14136039636675696
456,II-VI,M_i_neut,K,CdTe,3.267,3.365920276313125,0.10329308135553351
457,II-VI,M_i_neut,Tl,ZnTe,3.258752,4.615955244588752,0.25213175205271743
458,II-VI,M_B,Ge,CdTe,3.2560000000000002,3.867857684742364,0.15921677600919376
459,II-VI,M_A,Nb,CdTe,3.245,3.0028775839152697,0.10935365909663715
460,IV-IV,M_i_B,Pt,SiSn,3.243739,2.8502130910222263,0.2495311673527391
461,II-VI,M_i_B,Cr,CdTe,3.235,3.4716380591596936,0.09294735698885939
462,II-VI,M_i_neut,Tl,CdTe,3.2119999999999997,3.0321806200609562,0.12320524298213584
463,II-VI,M_i_A,Te,CdTe,3.21,3.566114510029191,0.1321646716074328
464,II-VI,M_A,Ru,CdTe,3.2,2.7059489210816694,0.12134102185821617
465,II-VI,M_i_A,O,ZnO,3.198988,4.360357173263187,0.2515437680821187
466,IV-IV,M_A,Hf,Ge,3.192296,2.91362386010978,0.41581155992701363
467,II-VI,M_i_A,As,CdTe,3.1830000000000003,3.5553286811629383,0.10352367242928266
468,II-VI,M_B,Ag,CdTe,3.182,3.148665781008632,0.12015033577518236
469,II-VI,M_i_B,Ni,CdTe,3.179,2.903117080926844,0.07473654732951172
470,II-VI,M_i_B,Au,ZnSe,3.175525,2.4770668520969488,0.23538500996033132
471,II-VI,M_i_neut,O,CdO,3.172981,3.8794074592343315,0.20504701362247635
472,II-VI,M_i_B,Pt,CdTe,3.1689999999999996,2.617885355626764,0.13555710370600324
473,II-VI,M_A,Zr,CdTe,3.167,2.597481895943191,0.1321399610593477
474,II-VI,M_i_neut,Co,CdSe,3.166972,3.660776078967662,0.09022206869881519
475,IV-IV,M_B,Ca,SiSn,3.166545,2.541267317941872,0.35398670520466197
476,II-VI,M_i_neut,Zn,CdTe,3.16,2.57818524212387,0.08407266439643454
477,IV-IV,M_i_A,W,Si,3.148873,5.471290372127004,0.2766837178422105
478,II-VI,M_A,S,CdTe,3.147,2.3698540436929134,0.1014889007282912
479,IV-IV,M_i_A,Sr,SiSn,3.140852,4.677723340304605,0.20359329917789648
480,III-V,M_i_neut,Sc,GaAs,3.132614,3.605213206362378,0.2980433500453924
481,II-VI,M_i_B,In,CdTe,3.1319999999999997,4.085259916392234,0.10652835973734598
482,IV-IV,M_i_neut,Tl,GeSn,3.1284509999999996,2.869414292965023,0.29919668791104986
483,II-VI,M_i_neut,Cd,CdTe,3.127,2.7232205282753443,0.07264655464800643
484,II-VI,M_i_B,Ti,ZnTe,3.11282,4.872970192127617,0.16334440241230924
485,II-VI,M_A,Br,CdTe,3.11,3.2978564870668547,0.16769712853580704
486,II-VI,M_i_B,Cd,CdSe,3.0933900000000003,2.970373006319813,0.09713947038231831
487,IV-IV,M_A,Li,Si,3.080761,2.5383895721309853,0.45687562143009897
488,II-VI,M_A,Sn,ZnS,3.073085,4.117083585668702,0.20372520465525848
489,III-V,M_B,Au,BAs,3.0712610000000002,4.909114910986413,0.5630445505723192
490,III-V,M_i_A,O,InSb,3.070215,2.008602866476398,0.20967308469422563
491,IV-IV,M_i_neut,Fe,SiC,3.062948,6.30360819545043,0.2959163748003584
492,II-VI,M_B,Ge,ZnTe,3.0506189999999997,3.896811891100488,0.3043764484476449
493,II-VI,M_i_neut,O,CdTe,3.05,2.771677206499986,0.16382049367369364
494,II-VI,M_i_A,Cd,CdSe,3.048633,2.9186973470744495,0.08129420603683907
495,II-VI,M_i_A,Au,ZnSe,3.0476490000000003,2.2418980324521494,0.1939349380516285
496,II-VI,M_i_neut,Te,CdTe,3.0439999999999996,3.523644202249075,0.10410706367616894
497,II-VI,M_i_B,Br,CdTe,3.0389999999999997,3.1562369058741395,0.13496283815591573
498,II-VI,M_i_A,S,CdTe,3.0380000000000003,2.9093466859481842,0.12729638332766224
499,II-VI,M_i_neut,As,CdTe,3.03,3.511323260045157,0.09549982629500489
500,IV-IV,M_A,Os,GeSn,3.0222700000000002,2.607577482160361,0.2834725943425106
501,IV-IV,M_i_neut,K,GeSn,3.014904,3.596922806419682,0.19757868942479126
502,II-VI,M_A,I,CdTe,3.014,2.7126121737160585,0.1758863793240203
503,II-VI,M_i_A,Se,CdTe,3.002,3.1865054119538962,0.1343796974365249
504,II-VI,M_i_A,Se,CdSe,2.9984900000000003,3.2990480347812423,0.12124744623362584
505,III-V,M_i_A,Rb,GaSb,2.992339,5.730307637182156,0.49741761349244895
506,II-VI,M_i_A,O,CdTe,2.969,2.7474660859117264,0.16259956361389122
507,IV-IV,M_B,Y,SiSn,2.947731,3.370054346833186,0.3774903471076438
508,II-VI,M_i_A,Rb,CdTe,2.9360000000000004,3.787784339019017,0.13895879092607705
509,II-VI,M_A,Ir,CdTe,2.91,2.1217323379974724,0.11465889508506161
510,IV-IV,M_A,Rb,Sn,2.902829,1.3252377325929199,0.41573758714602016
511,II-VI,M_A,B,CdO,2.902592,3.8677444142215434,0.28156690313236094
512,II-VI,M_i_neut,S,CdTe,2.9010000000000002,2.9778563035249257,0.12511497862244056
513,IV-IV,M_i_A,K,Ge,2.888969,4.549723011813223,0.26460726673308776
514,IV-IV,M_i_B,Co,GeSn,2.87874,1.3910416624589268,0.16752524296064816
515,III-V,M_B,V,BP,2.878037,5.171190437735845,0.455203514669895
516,II-VI,M_B,N,CdTe,2.877,3.9601812533998446,0.1754432770245765
517,III-V,M_i_neut,Li,GaN,2.875435,3.963574000092008,0.5055084497798266
518,III-V,M_A,Hf,AlP,2.871682,3.2673752461380277,0.29565316871674974
519,II-VI,M_i_neut,Se,CdSe,2.869703,3.294881563703302,0.11287290579752936
520,II-VI,M_i_neut,Se,CdTe,2.866,3.137344877573092,0.09923039278485493
521,II-VI,M_A,Se,CdS,2.859745,3.1727579704868387,0.18398412424945698
522,II-VI,M_i_A,In,CdTe,2.844,3.877453974082518,0.09825260743902899
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.3803611180445636,0.2794215004990776
524,II-VI,M_B,Ni,ZnSe,2.8368,5.329814332592986,0.2376673130979136
525,II-VI,M_i_B,Zn,CdTe,2.8360000000000003,2.5880227956462654,0.10530764273058703
526,III-V,M_i_A,Cu,BAs,2.827323,5.479048454955977,0.25818237652307763
527,II-VI,M_i_B,Cd,CdTe,2.82,2.958217809092937,0.08245115516768066
528,IV-IV,M_i_A,P,GeSn,2.8178650000000003,1.921760831008981,0.2255762699522536
529,IV-IV,M_A,Ga,GeC,2.802405,4.200121936545347,0.411597998087866
530,III-V,M_i_neut,Ti,GaP,2.7999970000000003,4.765397027718474,0.27522892273592786
531,IV-IV,M_i_B,In,SiSn,2.794755,4.025985654604367,0.1880762396874748
532,III-V,M_i_B,Pt,InSb,2.793104,3.9068598790032723,0.22678709081724435
533,II-VI,M_i_neut,Ni,CdTe,2.7289999999999996,2.9238749809799485,0.07286306048818723
534,II-VI,M_A,Se,CdTe,2.713,2.602505885754886,0.12666880699081226
535,III-V,M_A,Cd,BSb,2.706978,4.110978529915555,0.5132303665990495
536,II-VI,M_i_B,Ga,CdTe,2.7,3.8511923983640464,0.14032472406355803
537,II-VI,M_i_B,K,CdTe,2.693,3.1033736030153705,0.12377599093702439
538,IV-IV,M_B,Li,SiSn,2.670661,0.491979849635863,0.39856542357047847
539,II-VI,M_i_B,Cl,CdTe,2.658,3.212892679169407,0.15487091806965847
540,III-V,M_i_A,Pb,InAs,2.6544220000000003,4.520739050517735,0.1910212386243883
541,II-VI,M_B,Au,CdTe,2.653,2.962411683393646,0.1733144941131512
542,II-VI,M_i_B,Tl,CdTe,2.653,3.2980127869463147,0.12091024161849409
543,II-VI,M_i_A,Cu,CdTe,2.6510000000000002,2.138024385660419,0.10482055865943
544,III-V,M_A,Hf,GaAs,2.63364,2.6426954230969906,0.29569777507981215
545,II-VI,M_i_A,Zn,CdTe,2.623,2.629918909458657,0.09376916376088094
546,IV-IV,M_i_neut,Sc,SiSn,2.620623,3.780722262115127,0.27101040160600093
547,II-VI,M_i_neut,Pt,CdTe,2.613,2.342074274676194,0.09498946570070489
548,III-V,M_B,Cu,GaP,2.612246,1.7063603639836338,0.2986712345343229
549,II-VI,M_A,La,CdTe,2.6,2.202152415272155,0.18452577544764973
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.1640098475586107,0.3084166149698932
551,IV-IV,M_i_A,Mg,SiGe,2.5847,2.5231207638784845,0.3074496464772497
552,II-VI,M_i_A,Cd,CdTe,2.5839999999999996,2.807639834468803,0.0821830626129313
553,II-VI,M_B,Bi,CdTe,2.583,2.3647683075258477,0.28371960872641155
554,II-VI,M_A,Pt,ZnSe,2.582796,2.08196332735968,0.2344548591296126
555,II-VI,M_i_A,Ga,CdTe,2.575,3.85662576678767,0.12765793472626594
556,II-VI,M_i_neut,Pt,ZnTe,2.563403,2.0998887645223947,0.2395806168347045
557,II-VI,M_A,B,CdTe,2.53,3.0535727418160663,0.17092221814914366
558,II-VI,M_i_A,Br,CdTe,2.525,3.145837874156178,0.14116236409866975
559,II-VI,M_i_neut,Br,CdTe,2.524,3.1126247276378654,0.1755565449723462
560,IV-IV,M_i_B,Cr,SiC,2.521298,6.285745426692406,0.29049309508483967
561,II-VI,M_i_A,Ni,CdO,2.520131,5.7444851191834445,0.19478008141713019
562,III-V,M_i_neut,Se,InSb,2.5166209999999998,2.8326550128189263,0.1892977060606217
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.2049430046228866,0.276916109264497
564,II-VI,M_i_neut,Cl,CdTe,2.492,3.3674064188745563,0.15072706767171418
565,II-VI,M_A,Rh,CdTe,2.488,2.2402909096989356,0.13030009526139846
566,IV-IV,M_i_B,Al,SiSn,2.473005,2.540818232239604,0.18169118378420276
567,III-V,M_B,Se,BP,2.4670919999999996,5.009131854096971,0.41514948181552436
568,III-V,M_i_neut,F,AlSb,2.464983,2.0379707692366966,0.3182618898548314
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.192022341858965,0.30273566387313205
570,IV-IV,M_B,Y,GeSn,2.442148,1.3136039019990278,0.3777228422353543
571,III-V,M_i_neut,Zn,GaAs,2.438663,1.9194131732687012,0.2642536032294517
572,II-VI,M_i_A,K,CdSe,2.435477,3.6991937799479873,0.12034491512993162
573,IV-IV,M_i_A,Si,Sn,2.435457,2.634010865255812,0.21883740032546067
574,II-VI,M_A,B,ZnSe,2.43414,3.30819623657855,0.2603057807684361
575,IV-IV,M_i_neut,Bi,Sn,2.430181,3.3071278480395927,0.2620534988351685
576,III-V,M_B,Zn,InAs,2.424643,0.39846030288637696,0.23604957135690977
577,II-VI,M_i_neut,Hg,CdTe,2.401,1.8290589646883675,0.11064865355418121
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.8707831254964624,0.26339388225998533
579,IV-IV,M_i_A,Co,Sn,2.391907,1.0054198381549289,0.2600210310190395
580,III-V,M_B,F,InP,2.383003,3.3500332270146274,0.34113949135520855
581,II-VI,M_A,Se,CdSe,2.381253,2.624859478716732,0.15504395459703435
582,II-VI,M_A,Cs,CdTe,2.375,1.074868893658725,0.20380336152998718
583,II-VI,M_A,Tc,CdTe,2.363,2.124041445091202,0.11053393458947502
584,III-V,M_i_A,Li,InN,2.358582,4.49299039633483,0.6722955963425528
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,3.2855739502334016,0.23207785648080242
586,II-VI,M_i_B,Pd,ZnSe,2.350349,5.163819132975415,0.16790956116986472
587,II-VI,M_A,Rb,CdO,2.3473,2.6608490685750024,0.25168520949962647
588,III-V,M_A,Se,GaSb,2.328494,1.4719521265462743,0.2747770606365859
589,IV-IV,M_A,Tl,Si,2.321819,2.341858753044571,0.2788138383658663
590,II-VI,M_i_B,Fe,ZnSe,2.321557,4.392378693642373,0.19610998036184077
591,II-VI,M_i_B,Cu,CdTe,2.3169999999999997,2.1214308630338214,0.08581383291503747
592,II-VI,M_A,Ta,CdTe,2.313,3.314191634150022,0.12971213587592365
593,II-VI,M_i_B,Ag,ZnTe,2.308903,2.618643799188552,0.19410175686923975
594,II-VI,M_A,As,ZnSe,2.298047,3.140313707905939,0.20921495012764832
595,III-V,M_B,S,AlSb,2.2947,2.992983723125781,0.29542939919612693
596,II-VI,M_A,Te,CdTe,2.292,1.7224321423506261,0.1434577516162183
597,II-VI,M_i_A,K,CdTe,2.29,3.3058168286766074,0.11297865231930873
598,II-VI,M_i_A,Tl,CdTe,2.278,3.115972753512346,0.10949232778771419
599,II-VI,M_A,P,CdTe,2.266,1.9969642622071,0.12243735730641031
600,II-VI,M_A,Pt,CdTe,2.254,1.493415542370322,0.15521657519681756
601,II-VI,M_B,F,CdTe,2.233,1.9263732002418732,0.24168653025979583
602,II-VI,M_i_neut,Cu,CdTe,2.217,2.070439867853552,0.09525458777569817
603,II-VI,M_i_A,Au,CdSe,2.209715,1.8262538980815486,0.09551311072861633
604,III-V,M_i_B,Ag,GaAs,2.197298,2.9793222679734184,0.16594624840441577
605,IV-IV,M_A,S,Ge,2.1961,0.09119888986015759,0.31972712145485704
606,III-V,M_i_A,Tl,InAs,2.165323,3.379505890784826,0.18906017406325307
607,IV-IV,M_A,Ir,GeSn,2.146002,2.283027844212813,0.30926750832488364
608,II-VI,M_i_B,F,CdTe,2.1390000000000002,1.8137596352670307,0.17915480563932026
609,IV-IV,M_B,Rh,SiSn,2.1315180000000002,2.9893869362856718,0.2252902856444987
610,II-VI,M_i_neut,F,CdTe,2.131,1.9306749063055417,0.15684046128179968
611,II-VI,M_i_neut,Na,CdTe,2.122,2.4185804388034584,0.12844265430547366
612,II-VI,M_A,Y,CdTe,2.113,2.42646795395977,0.11432542053145706
613,II-VI,M_i_A,Pd,CdTe,2.09,3.224887433239542,0.09625860407536753
614,II-VI,M_i_B,Pd,CdSe,2.089402,3.526850089738177,0.11192734586670441
615,II-VI,M_i_B,Hg,CdTe,2.084,2.1018150967667135,0.13331982126772143
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,2.194369053757208,0.2090801767374853
617,II-VI,M_i_B,Au,CdTe,2.0580000000000003,1.292907132734766,0.12353892280025647
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.693641395733491,0.19083863646675542
619,II-VI,M_i_A,Au,CdTe,2.0469999999999997,1.2078354749678177,0.10146317827926896
620,II-VI,M_A,Rb,CdTe,2.041,0.9316353807521486,0.15044276479653038
621,IV-IV,M_B,Ag,SiGe,2.035872,2.532635897190823,0.1897057130352012
622,II-VI,M_i_A,Fe,CdSe,2.029962,3.8302285270931806,0.09365239742384357
623,II-VI,M_i_A,Cl,CdTe,2.005,3.335465013658421,0.16418982886819208
624,IV-IV,M_i_A,Mg,Ge,1.975628,1.2683785568912658,0.3732350583243617
625,II-VI,M_A,Ti,CdTe,1.962,1.7986268063300925,0.09592385563903741
626,II-VI,M_i_neut,Au,CdTe,1.954,1.0025901784453821,0.11032038403669127
627,II-VI,M_i_B,Pd,CdTe,1.933,3.231775584716304,0.09779580562572736
628,III-V,M_A,Al,BAs,1.9202240000000002,4.477335418300422,0.41462621654415727
629,III-V,M_i_A,F,GaAs,1.8881139999999998,3.399336573507663,0.2557396498713011
630,IV-IV,M_i_neut,Pd,SiGe,1.8468080000000002,2.405106150731193,0.18007922792300396
631,II-VI,M_i_neut,F,ZnSe,1.8467220000000002,1.0639958520654147,0.1870271104577314
632,II-VI,M_A,Sc,CdTe,1.83,1.8582224589971108,0.16088743135135455
633,II-VI,M_B,Br,ZnSe,1.8201990000000001,0.22265377953490165,0.2705871529149039
634,II-VI,M_i_A,Ag,CdTe,1.791,1.7527285035888163,0.11161936539834443
635,II-VI,M_A,Ni,CdTe,1.768,0.9732902501241222,0.11237522617000116
636,II-VI,M_i_neut,Ag,CdTe,1.765,1.6812008480361142,0.1079814912818362
637,IV-IV,M_i_A,F,GeSn,1.7633869999999998,1.4886841954048728,0.3083537598510275
