,Type,Site,Impurity,AB,(-1/-2)_DFT,train_mean,train_std
313,IV-IV,M_A,Os,SiC,2.774253,2.7206388779982618,0.05481480111855976
314,IV-IV,M_i_B,As,SiSn,0.9960829999999999,0.9732730402130272,0.04216195309392237
315,III-V,M_B,Hg,BSb,0.8238989999999999,0.984906810216318,0.0603374228126537
316,II-VI,M_i_neut,Pb,CdTe,2.1179959999999998,2.138308056816782,0.027235180147820948
317,III-V,M_i_A,La,AlSb,1.670816,1.6684884394678619,0.05674089364588129
318,II-VI,M_i_A,N,CdTe,0.9942049999999999,1.3549886869868584,0.04380924882762208
319,II-VI,M_i_B,Sr,CdTe,2.496732,2.2779655281680653,0.025908710049440724
320,II-VI,M_B,Ge,CdSe,1.179907,1.910147484176062,0.07191348780487515
321,II-VI,M_i_A,Ba,CdTe,2.32077,2.362576674682238,0.024857767633960554
322,II-VI,M_i_neut,V,CdTe,2.075056,1.9783161126144173,0.015120917261474626
323,IV-IV,M_B,I,SiGe,1.2722040000000001,1.2017507906538127,0.049707889342450635
324,III-V,M_i_neut,Ru,AlAs,1.421945,1.9589607332260157,0.05172802152153921
325,II-VI,M_A,Ba,ZnS,3.938879,4.241893432663535,0.07568381908175323
326,II-VI,M_i_neut,Al,CdTe,2.145388,2.005832742223859,0.02627369357906579
327,II-VI,M_i_A,Fe,CdTe,1.9878349999999998,1.9945539181328733,0.017165952732602695
328,III-V,M_i_A,Cl,AlAs,2.2258560000000003,2.1738624694138755,0.0798196943783163
329,II-VI,M_i_B,Be,ZnTe,2.397903,1.93649128998236,0.060325065832218035
330,II-VI,M_B,Zn,ZnTe,1.552527,1.9974393293447261,0.06637661842426801
331,III-V,M_B,O,AlAs,1.9815,1.5256146225809202,0.13207581886486536
332,II-VI,M_i_A,S,CdS,1.4735530000000001,2.113262045206306,0.039959256292967295
333,II-VI,M_i_A,Bi,CdTe,1.9109450000000001,2.091733821283929,0.02705842545589052
334,IV-IV,M_i_neut,Tl,SiSn,1.2603600000000001,1.1537351460893313,0.03506315114973828
335,III-V,M_i_A,Ir,GaSb,0.6639149999999999,0.926523049752807,0.06504644701963143
336,II-VI,M_A,Bi,ZnS,3.243818,3.397397376773772,0.07937969790985194
337,IV-IV,M_i_B,K,SiGe,1.349976,1.1850077627064994,0.043629989558250766
338,II-VI,M_i_neut,Be,CdTe,2.085016,1.8921024947093976,0.03628257840702815
339,IV-IV,M_i_B,Hf,GeSn,0.846367,0.7726257891860765,0.031635766182695736
340,IV-IV,M_i_A,Zr,SiGe,1.093556,1.2277244661805755,0.0424719097563842
341,IV-IV,M_i_neut,As,Si,1.368455,1.279179884547839,0.028547025108971832
342,III-V,M_i_A,Rh,AlP,2.3758220000000003,2.293964489279521,0.0389364086023881
343,III-V,M_i_A,Tc,GaAs,1.288813,1.2858989802548435,0.03969236056498043
344,II-VI,M_i_B,Fe,CdTe,2.178436,1.9969434693111439,0.014468775094218645
345,III-V,M_B,Tl,AlAs,1.535001,1.8774358922343737,0.06711208102418331
346,II-VI,M_A,S,CdS,2.295716,2.0067160858778568,0.053000581626530846
347,II-VI,M_B,Ga,CdTe,1.193709,1.6645117086500023,0.02944967845185071
348,IV-IV,M_i_B,V,SiC,2.855563,2.9495810586216784,0.04365143467854371
349,IV-IV,M_A,O,Si,1.0670680000000001,0.9954611823734034,0.07149337185408974
350,IV-IV,M_i_neut,K,SiSn,1.2,1.0065919193231012,0.037867514469106044
351,II-VI,M_B,Cu,CdTe,1.605621,1.6452181517266413,0.028472580899126215
352,II-VI,M_B,Cd,CdTe,1.580131,1.820226850301522,0.02454524530451437
353,II-VI,M_B,In,CdTe,1.390677,1.7518827467784255,0.026452808922645735
354,II-VI,M_i_neut,Bi,CdTe,2.115048,2.094280375488604,0.032443768887938304
355,III-V,M_A,Cr,BSb,1.8536549999999998,1.504228379678125,0.04850491985166523
356,II-VI,M_i_A,Be,CdTe,2.009173,1.8913895354808812,0.03704066950857699
357,II-VI,M_i_B,Pb,CdTe,2.260149,2.1496457537371922,0.029018342178801067
358,IV-IV,M_i_A,Tc,SiSn,0.762659,0.7708971978817786,0.03414370780453144
359,II-VI,M_i_A,Co,CdTe,2.0178409999999998,1.8547831572260762,0.024308387468309902
360,IV-IV,M_i_B,Ge,SiGe,1.208022,1.194425707264147,0.03370077329664038
361,III-V,M_i_A,W,AlSb,1.586614,1.6438903767887496,0.10898782161102219
362,II-VI,M_A,N,CdTe,0.930174,1.2448899144254173,0.050202414249895244
363,II-VI,M_i_B,Pd,ZnS,3.748472,3.480200120527035,0.045606146496161085
364,II-VI,M_i_neut,S,CdS,1.9171880000000001,2.117541953035815,0.04476993496047662
365,II-VI,M_i_neut,Rb,CdTe,2.279505,2.322705867692913,0.03446176814825614
366,II-VI,M_A,O,CdTe,0.767245,1.1603208905037254,0.04918389894106104
367,II-VI,M_i_B,Sn,CdTe,2.109454,2.0534698291568554,0.018362244557595494
368,II-VI,M_i_B,Co,CdTe,2.0074229999999997,1.864708403689071,0.0216917496041438
369,II-VI,M_i_neut,Sn,CdTe,2.1362669999999997,2.045715420075754,0.018971210150919394
370,II-VI,M_B,Pb,CdTe,1.096125,1.529265290371267,0.054004023735646126
371,IV-IV,M_i_neut,Na,Ge,0.9416110000000001,0.8237711669916816,0.048187886210928
372,II-VI,M_i_A,Cl,ZnSe,2.747538,2.3660360120492294,0.07684703307955063
373,II-VI,M_A,La,ZnO,3.601068,3.8841498033318205,0.06609098725929813
374,II-VI,M_i_B,P,CdTe,1.489551,1.537549176377944,0.030235293221490992
375,III-V,M_i_neut,Y,InSb,1.1925379999999999,1.012214725011399,0.06268200821568509
376,II-VI,M_i_neut,Cs,CdTe,2.326716,2.23239392318836,0.048622866490927646
377,II-VI,M_i_neut,Ir,CdTe,1.8972759999999997,1.8926642745183622,0.023119798069944915
378,III-V,M_i_neut,Ba,InAs,1.614666,1.4542551355203117,0.04247893431960404
379,II-VI,M_i_A,Cs,CdTe,2.283196,2.2358357896986005,0.04547084958453726
380,IV-IV,M_A,Be,SnC,0.42181,1.565292900004211,0.0539851853569993
381,III-V,M_A,Rb,InP,0.9060370000000001,1.4724959517349296,0.0870160359005981
382,IV-IV,M_i_neut,Rb,GeSn,0.9,1.003902038450405,0.050558808097715485
383,IV-IV,M_i_B,Zr,GeSn,0.842601,0.8633992914555311,0.03087911346011126
384,III-V,M_B,Pd,AlP,2.359235,1.9178514240469746,0.06915353466134645
385,II-VI,M_i_B,Si,CdTe,2.194375,1.9108898324686916,0.026766079111874185
386,II-VI,M_i_A,P,ZnTe,1.504405,1.5182307141487672,0.051262586808637364
387,II-VI,M_A,W,CdTe,1.7440669999999998,1.6860595984216205,0.02831182832710033
388,II-VI,M_i_A,Si,CdTe,1.850334,1.9050136338959134,0.028633600024990515
389,II-VI,M_B,Tl,CdTe,1.507279,1.5729590305755297,0.04759124083532505
390,IV-IV,M_i_A,Mo,SiSn,0.859512,0.8517750508589487,0.035793547882376965
391,II-VI,M_i_neut,Hf,CdTe,2.162297,2.1827969150217306,0.022294033594234496
392,II-VI,M_i_B,Ca,CdTe,2.472889,2.2586030948178526,0.022278569724707493
393,II-VI,M_A,Hf,ZnTe,2.4294540000000002,2.3920960890880196,0.04725886392111183
394,II-VI,M_i_neut,Mg,CdTe,2.3093630000000003,2.1821919913431462,0.025494802923949796
395,II-VI,M_i_B,I,CdTe,1.995175,2.0613162733931745,0.030368413820081316
396,II-VI,M_A,Re,CdTe,1.813909,1.682007028510543,0.033270283549389434
397,IV-IV,M_i_neut,Ru,SiSn,0.564851,0.8330227136423775,0.035307123235985366
398,IV-IV,M_i_A,Sn,Ge,0.996557,0.935118650568198,0.029633773146414775
399,II-VI,M_i_A,Sr,CdTe,2.27386,2.2658317382757382,0.029839703471018584
400,II-VI,M_i_B,O,CdTe,1.516286,1.3004416328647157,0.053042862797416025
401,IV-IV,M_B,Cl,GeSn,0.6173569999999999,0.5703947558066395,0.05504583400802617
402,II-VI,M_i_neut,In,CdTe,2.2007779999999997,2.114186947080317,0.018134274653035385
403,II-VI,M_i_neut,P,CdSe,2.060892,1.744112540252739,0.04013734819226711
404,II-VI,M_i_B,Be,CdTe,2.023548,1.8948938002133295,0.03533388639535895
405,II-VI,M_i_neut,Fe,CdTe,2.320502,1.9956715647255556,0.015677274796874162
406,IV-IV,M_A,Sr,GeSn,0.70865,0.7343430660022598,0.07002576170942773
407,II-VI,M_i_neut,F,ZnO,2.5624540000000002,2.76973901126109,0.08096048282058578
408,II-VI,M_A,F,CdTe,0.9705299999999999,1.5660791532522929,0.059045737717414844
409,IV-IV,M_i_A,Mo,Sn,0.5577810000000001,0.46316095601425145,0.038455530625042464
410,IV-IV,M_A,Co,SiGe,0.529133,0.8196238254401113,0.03702890927895374
411,II-VI,M_i_neut,Li,CdS,3.011588,2.714707559965459,0.05485854028025708
412,IV-IV,M_i_neut,Si,SiGe,1.201956,1.2143118534843151,0.0316950357942681
413,II-VI,M_i_A,Mn,CdTe,2.1074330000000003,2.013282586036767,0.01945659342340893
414,IV-IV,M_A,Hf,SiGe,1.173378,0.9243510104058554,0.04799471207414225
415,II-VI,M_i_A,Hf,CdTe,2.147929,2.18065696117957,0.018387461022368462
416,III-V,M_B,Li,InAs,0.8719120000000001,0.9901790102829429,0.0717845080734638
417,II-VI,M_i_neut,Si,CdTe,2.019596,1.9058875291794366,0.03175272154932264
418,IV-IV,M_i_A,Cl,Si,1.121951,1.3798194115890614,0.049652283769283836
419,II-VI,M_i_A,Ni,CdTe,1.909144,1.848075554239259,0.023337765521290917
420,II-VI,M_i_B,Al,CdTe,2.234723,2.011511599321239,0.023289540698084334
421,II-VI,M_i_A,Pb,CdTe,2.18245,2.134129541845998,0.027328942700763425
422,IV-IV,M_A,Ca,SiGe,0.762152,1.0917721629258559,0.04710421472240647
423,III-V,M_i_A,Zr,InSb,1.049397,1.0131375589398208,0.07211295807758211
424,IV-IV,M_i_A,Tc,SiGe,1.038969,0.9721461909465408,0.03795158406342657
425,II-VI,M_i_B,Te,CdTe,1.3560379999999999,1.927652523514098,0.02897461010442004
426,II-VI,M_i_A,Sn,CdTe,2.135155,2.0455394130661846,0.01716915679808689
427,IV-IV,M_i_neut,I,Sn,0.564707,0.8443816038540195,0.050365558426296884
428,II-VI,M_i_B,As,CdTe,1.609082,1.8699431606972314,0.02306868012185019
429,IV-IV,M_i_neut,Hg,SiGe,1.3166790000000002,1.4380426949208664,0.045592035286976564
430,III-V,M_i_B,Pt,GaAs,1.3963510000000001,1.4060530477089286,0.04402636319548118
431,II-VI,M_i_B,S,CdTe,0.9883059999999999,1.3819995037651451,0.03817163384255071
432,II-VI,M_i_B,Cl,CdSe,1.906628,1.9879704795672175,0.04887816220290247
433,III-V,M_i_neut,Na,AlSb,1.810429,1.5584822961044675,0.06636708642966528
434,II-VI,M_i_A,Al,CdTe,2.1324389999999998,2.0094280977551837,0.02428811029458448
435,II-VI,M_i_neut,Co,CdTe,1.9834200000000002,1.8584431031676565,0.022749965145847477
436,II-VI,M_i_neut,Hg,ZnSe,3.043416,2.969352511761317,0.0433954373172104
437,II-VI,M_i_A,Ca,CdTe,2.2385669999999998,2.2544993017822734,0.02151854706604697
438,II-VI,M_B,Pt,CdTe,1.7412560000000001,1.387025853746078,0.038445686249996336
439,II-VI,M_i_B,Mg,CdO,2.2120919999999997,2.2802865476506087,0.03419636120317749
440,II-VI,M_i_A,Mg,CdTe,2.202959,2.177053199330922,0.025053223625608263
441,II-VI,M_i_A,Cr,CdTe,2.113597,2.0441757847065487,0.01760252059361765
442,II-VI,M_B,Sn,CdTe,0.9641959999999999,1.6935097628968747,0.02683791687887649
443,II-VI,M_A,Os,ZnTe,1.976286,2.053733888416801,0.05271941348157339
444,II-VI,M_i_A,P,CdTe,1.421602,1.5354447979326558,0.027917840927654522
445,II-VI,M_i_B,Se,CdTe,1.128763,1.6574931368511485,0.028800930387097093
446,II-VI,M_i_B,Rb,CdTe,2.329046,2.327741623855636,0.03584394455455312
447,II-VI,M_A,Mo,ZnTe,1.896497,2.034565714615329,0.053834699901644543
448,II-VI,M_i_A,Pt,CdTe,1.7679189999999998,1.9455608892851128,0.02361197817703289
449,II-VI,M_i_B,Ge,CdTe,2.1971700000000003,1.9101303814770898,0.01710766360440556
450,II-VI,M_A,Ru,CdSe,1.7687950000000001,2.0275743074363617,0.043057943806995846
451,III-V,M_B,Ru,GaSb,0.5620350000000001,0.7134805284254573,0.06456962724168837
452,II-VI,M_i_neut,Cd,CdSe,2.321161,2.3274445937234796,0.03891128932928418
453,II-VI,M_i_neut,I,CdTe,2.0141869999999997,2.0606801023179266,0.03424701464300359
454,II-VI,M_i_A,Ge,CdTe,1.904826,1.9069605359958928,0.01565328016391105
455,II-VI,M_B,Si,CdTe,0.653243,1.7001508687929558,0.038034586007872066
456,II-VI,M_i_neut,Cr,CdTe,2.138387,2.041911497492831,0.01735481485699469
457,II-VI,M_i_B,Se,CdSe,1.426086,1.853035432490175,0.03556516652974445
458,IV-IV,M_i_neut,Ru,GeSn,0.49447299999999994,0.6648156473695093,0.031580063502654625
459,IV-IV,M_A,Y,Ge,0.5115569999999999,0.720072357523747,0.053846270929167
460,II-VI,M_i_A,I,CdTe,1.947957,2.0611759896186497,0.03088827543365699
461,II-VI,M_A,Ru,ZnSe,2.5848869999999997,2.756508364003221,0.05888050043019319
462,II-VI,M_i_neut,Ge,CdTe,2.071096,1.905303915597137,0.018467136183006796
463,II-VI,M_B,Pd,CdTe,1.723787,1.525866260953715,0.03222654349681436
464,II-VI,M_A,Os,CdTe,1.6526319999999999,1.7833949880628837,0.031235156882407456
465,II-VI,M_A,Mo,CdTe,1.8985560000000001,1.742029670858475,0.02193468416267619
466,II-VI,M_i_neut,Ga,CdTe,2.160693,1.9511176997571227,0.022767373232970914
467,II-VI,M_i_neut,P,CdTe,1.750419,1.5396248957443532,0.025922965603187895
468,III-V,M_A,Ta,AlAs,2.240702,2.093139769734056,0.074554962464477
469,II-VI,M_i_B,Mg,CdTe,2.230063,2.1789006453649664,0.027829386830882406
470,II-VI,M_B,Hg,CdTe,1.621135,1.6550881501956165,0.042816028693358966
471,II-VI,M_i_neut,Mn,CdTe,2.0247,2.0131055914224243,0.019557902755524208
472,II-VI,M_i_B,Mn,CdTe,2.202383,2.0177233577777667,0.01628035200150766
473,III-V,M_i_neut,Se,GaSb,0.725999,0.784644521878889,0.07820533031864575
474,II-VI,M_A,Cl,CdTe,1.4601819999999999,1.6566766445601602,0.04432372652351749
475,II-VI,M_i_neut,K,CdTe,2.243639,2.23381400253986,0.02591988688951111
476,II-VI,M_i_neut,Tl,ZnTe,2.5580580000000004,2.41026375524586,0.05729180139128619
477,II-VI,M_B,Ge,CdTe,0.749626,1.6398679198633208,0.02797543834933801
478,II-VI,M_A,Nb,CdTe,2.034328,1.991091650835838,0.013208697328497027
479,IV-IV,M_i_B,Pt,SiSn,0.819728,0.7570561639550928,0.05589113034549116
480,II-VI,M_i_B,Cr,CdTe,2.132415,2.0451949200978143,0.017762448841482883
481,II-VI,M_i_neut,Tl,CdTe,2.22895,2.1640213417605914,0.026111949893775643
482,II-VI,M_i_A,Te,CdTe,1.359988,1.9212689727292247,0.02424990183286548
483,II-VI,M_A,Ru,CdTe,1.634019,1.8414915347547087,0.028709097625153755
484,II-VI,M_i_A,O,ZnO,1.754702,2.375398588543541,0.06557388084420038
485,IV-IV,M_A,Hf,Ge,0.748167,0.6161240042032976,0.05905286983055747
486,II-VI,M_i_A,As,CdTe,1.570928,1.8655634062852227,0.02152550399291278
487,II-VI,M_B,Ag,CdTe,1.788877,1.6862342374882189,0.026158356802069235
488,II-VI,M_i_B,Ni,CdTe,1.998577,1.8492471641484485,0.02667473909949986
489,II-VI,M_i_B,Au,ZnSe,2.85269,2.7571879830675075,0.04544078188969306
490,II-VI,M_i_neut,O,CdO,1.5600690000000002,1.4461127672787506,0.07407598066274085
491,II-VI,M_i_B,Pt,CdTe,1.7782759999999997,1.9534489314303323,0.02693596976194694
492,II-VI,M_A,Zr,CdTe,2.11922,2.1830087869794252,0.021313400078833027
493,II-VI,M_i_neut,Co,CdSe,2.558497,2.055268535621561,0.030240800724324793
494,IV-IV,M_B,Ca,SiSn,0.46425200000000005,0.757261630574672,0.04911743798666439
495,II-VI,M_i_neut,Zn,CdTe,2.0816169999999996,2.088770428108891,0.02029446991407461
496,IV-IV,M_i_A,W,Si,1.215999,1.0454839541769108,0.0345264302787339
497,II-VI,M_A,S,CdTe,1.10723,1.2425300523635894,0.04419084925107112
498,IV-IV,M_i_A,Sr,SiSn,1.25504,1.0707811058644616,0.03817818476075132
499,III-V,M_i_neut,Sc,GaAs,1.543762,1.362009759774119,0.05477035472456395
500,II-VI,M_i_B,In,CdTe,2.305966,2.120434741013809,0.02199283962040038
501,IV-IV,M_i_neut,Tl,GeSn,0.881885,1.0000037795182064,0.033928243357147905
502,II-VI,M_i_neut,Cd,CdTe,2.136543,2.1604469855294868,0.022796506230312884
503,II-VI,M_i_B,Ti,ZnTe,2.315482,2.3080976714359966,0.04190018365752839
504,II-VI,M_A,Br,CdTe,1.604909,1.656196410874443,0.04330212074028583
505,II-VI,M_i_B,Cd,CdSe,2.291182,2.37413928786822,0.03580535266115195
506,IV-IV,M_A,Li,Si,0.7044189999999999,0.9068035871032221,0.07150496566742111
507,II-VI,M_A,Sn,ZnS,3.8786629999999995,3.4959991050239076,0.06792803483523643
508,III-V,M_B,Au,BAs,1.656037,1.6296106818193017,0.08431706640400462
509,III-V,M_i_A,O,InSb,0.13148900000000002,0.5602203582817593,0.14685777314977544
510,IV-IV,M_i_neut,Fe,SiC,2.159709,2.956842184190546,0.025917112218118956
511,II-VI,M_B,Ge,ZnTe,0.7621859999999999,1.774318395279095,0.053735890166266446
512,II-VI,M_i_neut,O,CdTe,0.485166,1.2846101972721389,0.05865761731036259
513,II-VI,M_i_A,Cd,CdSe,2.311489,2.3343990272299417,0.04111194473106778
514,II-VI,M_i_A,Au,ZnSe,2.933948,2.7747674835747933,0.04182658456449574
515,II-VI,M_i_neut,Te,CdTe,1.700511,1.9225015824841805,0.025179401420986774
516,II-VI,M_i_B,Br,CdTe,1.92662,1.856429075369372,0.04339948709162445
517,II-VI,M_i_A,S,CdTe,0.810571,1.3768925059829304,0.03484304155849254
518,II-VI,M_i_neut,As,CdTe,1.867361,1.8673557469356183,0.021452264354556938
519,IV-IV,M_A,Os,GeSn,0.373714,0.3501082136608534,0.0470833906016039
520,IV-IV,M_i_neut,K,GeSn,0.896216,0.9347381952089968,0.04324072925487206
521,II-VI,M_A,I,CdTe,1.7764220000000002,1.8249539976687992,0.031034104147380295
522,II-VI,M_i_A,Se,CdTe,1.034873,1.65790837469508,0.02676267605471882
523,II-VI,M_i_A,Se,CdSe,1.372501,1.8185189790547227,0.031787664725865306
524,III-V,M_i_A,Rb,GaSb,1.182818,1.1986329598890633,0.061667020890738895
525,II-VI,M_i_A,O,CdTe,0.33471300000000004,1.2715458257241223,0.04120546416471704
526,IV-IV,M_B,Y,SiSn,0.877108,0.6479954351954321,0.04764217581331653
527,II-VI,M_i_A,Rb,CdTe,2.236657,2.318623447265389,0.03129486110169767
528,II-VI,M_A,Ir,CdTe,1.469015,1.7348926830009028,0.0381276188007433
529,IV-IV,M_A,Rb,Sn,0.614784,0.17944398807074702,0.05189925634345082
530,II-VI,M_A,B,CdO,1.833967,1.8408884283564124,0.053631563978518225
531,II-VI,M_i_neut,S,CdTe,1.319074,1.3806281723886036,0.034886330766669985
532,IV-IV,M_i_A,K,Ge,0.9859629999999999,0.9387199820066966,0.04154307159774189
533,IV-IV,M_i_B,Co,GeSn,0.759983,0.58566170980261,0.028466465073463797
534,III-V,M_B,V,BP,1.778286,1.9021219915644978,0.08204230556931026
535,II-VI,M_B,N,CdTe,1.469542,1.184617382207771,0.04713499284781174
536,III-V,M_A,Hf,AlP,2.54917,2.490263458539284,0.06880440531036594
537,II-VI,M_i_neut,Se,CdSe,1.793162,1.82543918785012,0.03645575657487534
538,II-VI,M_i_neut,Se,CdTe,1.502311,1.660220948157668,0.026929601418489327
539,II-VI,M_A,Se,CdS,2.333304,2.2258308092259527,0.051828867520367576
540,II-VI,M_i_A,In,CdTe,2.159146,2.113215709375047,0.017946514292250238
541,IV-IV,M_i_neut,Ag,Si,1.361897,1.2537515368565209,0.03476871222336389
542,II-VI,M_B,Ni,ZnSe,2.456721,2.402318955320585,0.08313954524372745
543,II-VI,M_i_B,Zn,CdTe,2.049778,2.0959789239636875,0.019249366325821457
544,III-V,M_i_A,Cu,BAs,2.15897,1.99495331538915,0.04931063327754955
545,II-VI,M_i_B,Cd,CdTe,2.1173919999999997,2.1654660068378284,0.0209648839057355
546,IV-IV,M_i_A,P,GeSn,0.5744279999999999,0.47994365430326197,0.04944781405569965
547,IV-IV,M_A,Ga,GeC,2.595097,2.420020539706578,0.07732796553599341
548,III-V,M_i_neut,Ti,GaP,2.078878,2.0603840440598886,0.06313972322560842
549,IV-IV,M_i_B,In,SiSn,1.217551,0.9967278779460148,0.030694751270920747
550,III-V,M_i_B,Pt,InSb,0.921061,1.0354229588024737,0.05635294605077607
551,II-VI,M_i_neut,Ni,CdTe,1.998576,1.8461838248129816,0.025108132847945334
552,II-VI,M_A,Se,CdTe,1.874711,1.4757957128636323,0.0327500771074569
553,III-V,M_A,Cd,BSb,1.446657,1.7093914827052288,0.05943487916407534
554,II-VI,M_i_B,Ga,CdTe,2.25697,1.9586952355281717,0.024456087747534987
555,II-VI,M_i_B,K,CdTe,2.297516,2.2350144263875213,0.028847057497772853
556,IV-IV,M_B,Li,SiSn,0.16476400000000002,0.49169796319204656,0.05315294178393116
557,II-VI,M_i_B,Cl,CdTe,1.912653,1.8048745611931083,0.04128922616826495
558,III-V,M_i_A,Pb,InAs,1.544873,1.6139730897072908,0.03623254879689349
559,II-VI,M_B,Au,CdTe,1.779841,1.4493257512570508,0.043778868882133504
560,II-VI,M_i_B,Tl,CdTe,2.2934360000000003,2.1737745513864577,0.029519802649506453
561,II-VI,M_i_A,Cu,CdTe,2.051042,1.921142320954005,0.020395002286861988
562,III-V,M_A,Hf,GaAs,1.4979149999999999,1.4802335266160802,0.059994125699972554
563,II-VI,M_i_A,Zn,CdTe,2.062764,2.0913657312651894,0.0212825417010581
564,IV-IV,M_i_neut,Sc,SiSn,1.062776,0.9633566991915636,0.04359405307314715
565,II-VI,M_i_neut,Pt,CdTe,2.012648,1.9465860377463753,0.02044603250129155
566,III-V,M_B,Cu,GaP,1.473968,1.5611789856509068,0.07337011084113301
567,II-VI,M_A,La,CdTe,2.252621,2.203567992820047,0.04781302627010336
568,IV-IV,M_i_A,Be,SiGe,1.216954,1.1047855533972863,0.04841867100684192
569,IV-IV,M_i_A,Mg,SiGe,1.3257510000000001,1.3352382741399773,0.03601009065251456
570,II-VI,M_i_A,Cd,CdTe,2.10379,2.162025198774355,0.01990741040405965
571,II-VI,M_B,Bi,CdTe,1.835043,1.5178143655397618,0.043220835863150654
572,II-VI,M_A,Pt,ZnSe,1.967772,2.5939338966742995,0.06394558365348008
573,II-VI,M_i_A,Ga,CdTe,2.116227,1.9517704129187188,0.02411076822455182
574,II-VI,M_i_neut,Pt,ZnTe,2.178172,2.1150409079948673,0.04769122302408972
575,II-VI,M_A,B,CdTe,1.8963430000000001,1.739308303361149,0.04978852337724993
576,II-VI,M_i_A,Br,CdTe,1.900764,1.8538710516187122,0.041506796960311655
577,II-VI,M_i_neut,Br,CdTe,1.9410319999999999,1.8484652323917357,0.04279325293040257
578,IV-IV,M_i_B,Cr,SiC,2.715114,3.0079552506005505,0.03116980899044079
579,II-VI,M_i_A,Ni,CdO,2.118321,1.861415362415388,0.03606932148734933
580,III-V,M_i_neut,Se,InSb,0.47137299999999993,0.8590910188407616,0.05826761717778263
581,IV-IV,M_i_A,Be,Si,1.3113709999999998,1.1695897843502194,0.05018728836535843
582,II-VI,M_i_neut,Cl,CdTe,1.910004,1.7975268445111154,0.042328536037499996
583,II-VI,M_A,Rh,CdTe,1.449898,1.7946085769488298,0.02399168665616248
584,IV-IV,M_i_B,Al,SiSn,1.156627,1.0119112921218345,0.03133258554108105
585,III-V,M_B,Se,BP,2.2104060000000003,1.937488466197152,0.08889370526354515
586,III-V,M_i_neut,F,AlSb,3.3588769999999997,2.1104407856995975,0.10503598154330049
587,IV-IV,M_i_neut,Rh,Sn,0.326751,0.41701188112667137,0.03712888893639036
588,IV-IV,M_B,Y,GeSn,0.41841999999999996,0.5922852195259765,0.05424103608128019
589,III-V,M_i_neut,Zn,GaAs,1.577183,1.4789684652875945,0.04177639897350538
590,II-VI,M_i_A,K,CdSe,2.621136,2.4340687066263293,0.03788635211050387
591,IV-IV,M_i_A,Si,Sn,0.564706,0.5909936673105187,0.04454269455289098
592,II-VI,M_A,B,ZnSe,2.802891,2.4939816772254986,0.09505838269343833
593,IV-IV,M_i_neut,Bi,Sn,0.687918,0.7793043115175061,0.04137432663370035
594,III-V,M_B,Zn,InAs,0.755877,1.2232254710259018,0.06769836453192973
595,II-VI,M_i_neut,Hg,CdTe,2.127165,2.223557749101927,0.03267804828618554
596,IV-IV,M_i_neut,Sn,Sn,0.5478069999999999,0.6975106793786694,0.0444501409715684
597,IV-IV,M_i_A,Co,Sn,0.503077,0.4006724061380713,0.03736665841428797
598,III-V,M_B,F,InP,1.617291,1.4344154552334754,0.08233349146377722
599,II-VI,M_A,Se,CdSe,1.9350470000000002,1.6590993615883967,0.04141392043393375
600,II-VI,M_A,Cs,CdTe,1.998127,2.082756193178814,0.044364644412586834
601,II-VI,M_A,Tc,CdTe,1.7676020000000001,1.6769701611122194,0.025505502383380018
602,III-V,M_i_A,Li,InN,2.369284,1.9058449734266536,0.06642568181505715
603,IV-IV,M_i_neut,Pt,Ge,0.8468479999999999,0.773423992779125,0.03966974646287297
604,II-VI,M_i_B,Pd,ZnSe,2.8697939999999997,2.6621757284824383,0.03787163573177305
605,II-VI,M_A,Rb,CdO,1.4829700000000001,2.265722422242156,0.037306648493499614
606,III-V,M_A,Se,GaSb,1.023635,0.907368119294237,0.06870305658963462
607,IV-IV,M_A,Tl,Si,1.1091799999999998,1.177159468125532,0.05351963050851026
608,II-VI,M_i_B,Fe,ZnSe,2.83115,2.784943784777768,0.04652888519439967
609,II-VI,M_i_B,Cu,CdTe,2.060731,1.9176519051711722,0.01922475381939664
610,II-VI,M_A,Ta,CdTe,2.0995939999999997,2.0010940738574847,0.03267925081135199
611,II-VI,M_i_B,Ag,ZnTe,2.415926,2.143023179900085,0.04173535121573689
612,II-VI,M_A,As,ZnSe,2.958217,2.453575928520606,0.06626121190480169
613,III-V,M_B,S,AlSb,1.560057,1.1496750359529728,0.09630908008943714
614,II-VI,M_A,Te,CdTe,1.984675,1.6953460962152562,0.02393284874600625
615,II-VI,M_i_A,K,CdTe,2.205584,2.2359014953078566,0.02442616487680405
616,II-VI,M_i_A,Tl,CdTe,2.166784,2.1632499455882566,0.029753001665432714
617,II-VI,M_A,P,CdTe,1.9771869999999998,1.4055750851543714,0.03530424248704998
618,II-VI,M_A,Pt,CdTe,1.1527020000000001,1.728541346562571,0.02661248075182214
619,III-V,M_i_neut,Be,InN,2.3376040000000002,2.2531693127731125,0.07573287354608144
620,II-VI,M_B,F,CdTe,1.815639,1.508271032236006,0.06765105793767483
621,II-VI,M_i_neut,Cu,CdTe,2.1081060000000003,1.916558533188751,0.02343357174600128
622,II-VI,M_i_A,Au,CdSe,2.229717,2.1547193834551415,0.03480239891885818
623,III-V,M_i_B,Ag,GaAs,1.612594,1.488759130079287,0.04583028232411186
624,IV-IV,M_A,S,Ge,0.777856,0.5027345281824385,0.03646769825164357
