SC_type,AB_compound,Def_site,Impuirty_atom,dH-B NN,dH-B Error,dH-B DFT,dH-A NN,dH-A Error,dH-A DFT
II-VI,CdSe,M_A,Ni,1.784470134973526,0.3045824833222641,1.637697095,1.9556278347969056,0.30108243344360686,2.4543193490000013
II-VI,CdSe,M_A,O,4.115901863574981,0.22058394404705287,4.232861029,5.893469703197479,0.2586047629416765,6.725942484999997
II-VI,CdSe,M_A,Os,3.0279486179351807,0.3570044490117489,3.257177310000002,4.014301598072052,0.424175508852611,4.534177309999998
II-VI,CdSe,M_A,P,2.5319255232810973,0.2547324326932427,2.1866109900000006,3.696989744901657,0.2867741851307232,3.6096842839999974
II-VI,CdSe,M_A,Pb,0.9867613151669502,0.2559442215925769,0.6218059999999996,1.6533441513776779,0.34293183589848286,0.7623220000000008
II-VI,CdSe,M_A,Pd,1.6399293303489686,0.2755651781965509,1.760336125000001,1.8481982976198197,0.2910899146047052,3.2384145449999986
II-VI,CdSe,M_A,Pt,2.2225155502557756,0.2921222426634606,2.5818699750000027,3.0890812516212462,0.38247974095675313,3.5531096
II-VI,CdSe,M_A,Rb,1.9905719995498656,0.2709435928517988,1.9637912839999998,1.811465984582901,0.17653031856176624,2.1632792040000006
II-VI,CdSe,M_A,Re,3.009615457057953,0.4219695952076443,3.1074536800000025,3.824333703517914,0.5141202441236364,4.3844536800000045
II-VI,CdSe,M_A,Rh,2.5154257357120513,0.30625732478539885,3.3429930599999986,2.639003795385361,0.22692695462087978,2.793502173000003
II-VI,CdSe,M_A,Ru,3.01447246670723,0.3040675300030248,3.430637000000001,3.0479039192199706,0.22606217444883925,3.4261530000000002
II-VI,CdSe,M_A,S,3.362083315849304,0.202170380151518,3.085077415,4.911001765727997,0.21229945860229943,5.652077415000002
II-VI,CdSe,M_A,Sb,1.8933605164289475,0.2980426119439973,1.5621800859999984,2.7121713638305662,0.37848373048122097,2.498358474
II-VI,CdSe,M_A,Sc,1.5949901551008225,0.285342064464741,1.5427867140000013,1.1544936299324036,0.17996394452543785,0.8847867140000003
II-VI,CdSe,M_A,Se,3.091901171207428,0.1844938067801045,2.3812530000000005,4.46052662730217,0.2272408772168077,4.911769
II-VI,CdSe,M_A,Si,1.7429772794246674,0.27753114134162377,2.190250910000002,2.213024136424065,0.3056383208698821,2.1368112499999987
II-VI,CdSe,M_A,Sn,1.1649863600730896,0.19727466201937158,0.9716542250000011,1.5334072351455688,0.23561645280274043,1.0685342940000002
II-VI,CdSe,M_A,Sr,1.1049995362758636,0.3001629791156094,0.9119741479999994,0.8036762177944183,0.21394782716213728,0.8989741480000004
II-VI,CdSe,M_A,Ta,2.3249203085899355,0.4385656401451484,1.3292189200000004,2.8643052130937576,0.4604407897460053,2.4710833299999995
II-VI,CdSe,M_A,Tc,2.6721643090248106,0.37620676832145805,1.967504969999999,2.59315145611763,0.33009285800266414,3.2445049699999977
II-VI,CdSe,M_A,Te,2.7503697633743287,0.185103356637016,2.2586427770000013,3.9973839998245237,0.2359380930017013,4.656832654999997
II-VI,CdSe,M_A,Ti,1.5829624652862548,0.28651807676351676,2.3728625549999984,1.153057372570038,0.1906640757573665,1.433730122
II-VI,CdSe,M_A,Tl,0.7600122787058353,0.22396049117534028,0.5038839999999994,1.289214551448822,0.2792989166373573,1.2284000000000004
II-VI,CdSe,M_A,V,1.7392899721860886,0.29865744243026215,2.0760345950000003,1.3820436537265777,0.1583779076999433,1.265161843000001
II-VI,CdSe,M_A,W,3.2107522785663605,0.40318526412359174,2.9651879799999987,4.09235509634018,0.45688266793618354,4.2421879800000015
II-VI,CdSe,M_A,Y,1.7391475915908814,0.26098152465873303,1.663685424,1.3550160497426986,0.1830580822951239,1.0056854239999995
II-VI,CdSe,M_A,Zn,0.5011923380196095,0.1760953119846157,0.2712166380000001,0.6423803687095642,0.17925435129390244,0.2582166380000002
II-VI,CdSe,M_A,Zr,2.366442936658859,0.44340420071513265,3.164949823,1.8163183718919753,0.31856433484438884,1.6720357049999994
II-VI,CdSe,M_B,Ag,3.8902696669101715,0.36450379214883916,3.3620812660000006,2.451259061694145,0.20551920407592023,2.3218277849999978
II-VI,CdSe,M_B,Al,5.241814684867859,0.31354296036044055,6.102353996000004,3.0100514471530913,0.2161598976017793,2.8773539959999974
II-VI,CdSe,M_B,As,2.2022149533033373,0.36104408694907614,2.370701634,1.2329163670539856,0.18853520397101187,1.3389142139999992
II-VI,CdSe,M_B,Au,2.629230958223343,0.332148405523479,2.721852902999999,1.985291188955307,0.19516804830771703,2.3540132300000023
II-VI,CdSe,M_B,B,6.057606220245361,0.3528404830242171,5.712572778000003,4.188716447353363,0.3235824220695353,4.4225727779999975
II-VI,CdSe,M_B,Ba,8.779119527339935,0.49655668480304554,8.576128704999993,6.275319361686707,0.5059365370765156,5.939582878000004
II-VI,CdSe,M_B,Be,6.736008334159851,0.36504827834499165,6.658385097999998,4.269178956747055,0.27271392102810205,4.039905148000002
II-VI,CdSe,M_B,Bi,3.0506560534238814,0.4677199483844771,3.5937568709999987,1.593702718615532,0.2691738768494631,1.3458729999999994
II-VI,CdSe,M_B,Br,0.8726890385150909,0.1324016202044903,1.1484958079999996,0.7870740175247193,0.15936997179071172,0.5034958080000002
II-VI,CdSe,M_B,C,6.801102411746979,0.4781671331801671,6.509146219999996,5.254337412118912,0.5012187003448386,5.21914622
II-VI,CdSe,M_B,Ca,8.424187111854554,0.32359747391618593,8.176685000000003,5.547855198383331,0.28343394106836584,5.6236529999999965
II-VI,CdSe,M_B,Cd,4.257119846343994,0.27626128747696604,4.621263,2.4835086345672606,0.17938861163637518,2.0907469999999986
II-VI,CdSe,M_B,Cl,0.8618021905422211,0.14515165598956462,1.2261799230000014,0.825306361913681,0.16841906957458527,0.5811799230000004
II-VI,CdSe,M_B,Co,6.228845262527466,0.3252730746654527,7.939226780000007,3.827948820590973,0.24198461510655947,5.036419542999996
II-VI,CdSe,M_B,Cr,6.669983386993408,0.29556800893649016,6.881457995000003,4.0184300482273105,0.21590330953353032,3.6785558929999995
II-VI,CdSe,M_B,Cs,6.454421031475067,0.7341933216661545,5.424350973999994,4.358299458026886,0.5677128897172742,2.9641901739999983
II-VI,CdSe,M_B,Cu,4.590482515096665,0.33341458967062765,4.324378440999996,2.7627663552761077,0.17318831014735003,3.2001999790000015
II-VI,CdSe,M_B,F,1.2168257504701614,0.2777122435803861,1.9415502770000004,1.4246107667684555,0.2933713695394779,1.296550277000001
II-VI,CdSe,M_B,Fe,6.266714656352997,0.2914177018881442,6.39755796,3.716978245973587,0.22093772167655923,3.339505627999999
II-VI,CdSe,M_B,Ga,4.69101300239563,0.24814245512793529,5.103368235999996,2.5892258286476135,0.16974401827350177,2.250518177999998
II-VI,CdSe,M_B,Ge,4.306296634674072,0.2444678328076086,4.240702999999997,2.313301056623459,0.16147565230113287,2.1571880000000005
II-VI,CdSe,M_B,Hf,9.697848296165466,0.2782404996021972,10.881693999999994,7.276597034931183,0.2925242041792228,7.043147
II-VI,CdSe,M_B,Hg,3.6708693981170653,0.3724357911183059,3.594606498,2.2444294303655625,0.20482267243386762,2.26048403
II-VI,CdSe,M_B,I,0.9059900999069214,0.12624700614141443,1.1574757480000009,0.6495119512081147,0.10853982515730506,0.512475748
II-VI,CdSe,M_B,In,4.582287400960922,0.2797679836464514,5.038782336999995,2.6169994294643404,0.1829638096087605,2.967862444999998
II-VI,CdSe,M_B,Ir,5.653325974941254,0.4009472013605349,5.787542887999996,4.023118418455124,0.31628529055407467,4.072904988000003
II-VI,CdSe,M_B,K,5.808816027641297,0.5108588657160306,5.7311474709999946,3.7790426552295684,0.31359874503507,3.4555855140000027
II-VI,CdSe,M_B,La,9.953020262718201,0.4074261142556986,10.603702069999999,6.935394597053528,0.3891244817672603,7.191674341000008
II-VI,CdSe,M_B,Li,5.6069691479206085,0.8484050439555317,5.498897209000004,3.626140075922012,0.5456982158992649,3.643867400000002
II-VI,CdSe,M_B,Mg,6.3336501836776735,0.3154951122347694,6.400436148000004,3.825421339273453,0.24673306407100323,3.8204361479999998
II-VI,CdSe,M_B,Mn,5.5355058193206785,0.3551676102642548,6.265979119999998,3.0492332935333253,0.26791358633453505,3.5073366529999994
II-VI,CdSe,M_B,Mo,8.837747514247894,0.38445948384547207,9.428911594999994,6.2687359094619755,0.3507416615829524,6.218672894999998
II-VI,CdSe,M_B,N,2.8937215149402618,0.36211634022661343,3.246782410999999,2.0947502136230467,0.2373525239484767,2.1717824109999997
II-VI,CdSe,M_B,Na,6.60309385061264,0.49020666313370764,7.1842207700000005,4.277512460947037,0.30802656681466434,5.200185648999997
II-VI,CdSe,M_B,Nb,9.243075799942016,0.332874952120305,9.821229578999993,6.3769612312316895,0.2974881330959991,6.195603836999995
II-VI,CdSe,M_B,Ni,5.370509898662567,0.2644554752683205,4.977627095000002,3.199590212106705,0.18155366704911788,3.227249349000002
II-VI,CdSe,M_B,O,1.5385357171297074,0.20191914046498724,0.8926210290000002,1.4034043550491333,0.19792851760316932,0.8187024849999996
II-VI,CdSe,M_B,Os,7.585094177722931,0.37568119157606167,7.718525999999999,6.008603966236114,0.348899327731954,5.896009999999997
II-VI,CdSe,M_B,P,2.1583330005407335,0.3788441471131808,2.3339809900000006,1.3174199014902115,0.19744119239668248,1.190054283999999
II-VI,CdSe,M_B,Pb,3.8124885499477386,0.3168525876768418,4.7664066279999995,2.132659003138542,0.19838845073526326,2.2214528899999992
II-VI,CdSe,M_B,Pd,5.246525883674622,0.28957527303778724,3.497046124999998,3.2523048996925352,0.21780788971816056,2.4081245450000024
II-VI,CdSe,M_B,Pt,3.970581978559494,0.44048289977695837,3.8074999750000016,2.6009561002254484,0.276907193943057,2.211739600000001
II-VI,CdSe,M_B,Rb,5.954844760894775,0.4996057200947197,5.582641284000003,3.9793864250183106,0.3153474440551481,3.2151292039999966
II-VI,CdSe,M_B,Re,8.900029718875885,0.4191919984128593,8.271973679999995,7.07796356678009,0.36980377332504333,6.981973680000005
II-VI,CdSe,M_B,Rh,6.459857761859894,0.3420161393081216,6.867723060000001,4.181813031435013,0.2530137913701071,3.7512321730000027
II-VI,CdSe,M_B,Ru,7.457224559783936,0.3176440432312847,7.322957401999993,5.0273313283920285,0.25147362843257975,4.786490909999999
II-VI,CdSe,M_B,S,0.7933990009129047,0.1580718675495408,0.21637741500000018,0.5816778719425202,0.13383658365293175,0.21637741500000018
II-VI,CdSe,M_B,Sb,2.719426450133324,0.41655561922266365,2.9181600860000003,1.3795875251293181,0.2490272662631402,1.2873384740000016
II-VI,CdSe,M_B,Sc,8.786410999298095,0.3134152978294878,9.328376714,5.748050487041473,0.2606410822676251,6.103376714000005
II-VI,CdSe,M_B,Se,0.8131672337651252,0.15949240720015267,-0.00043056799999963147,0.5121935188770295,0.11540890658281609,0.0004452150000000543
II-VI,CdSe,M_B,Si,4.401951676607132,0.3296817421491064,5.235698000000005,2.543815392255783,0.2234899065680781,2.600182000000003
II-VI,CdSe,M_B,Sn,4.0602203667163845,0.2548357157155365,4.466274225000004,2.1346600890159606,0.14547046629673782,1.9961542940000014
II-VI,CdSe,M_B,Sr,8.525818836688995,0.37974912100026115,8.288934148000004,5.904600870609284,0.3176891562538199,5.708934147999998
II-VI,CdSe,M_B,Ta,9.495760011672974,0.4244576680692996,8.845268920000006,7.328396511077881,0.32512728181666717,7.4201333300000005
II-VI,CdSe,M_B,Tc,8.19857566356659,0.38852286011179676,7.090314970000003,5.649515044689179,0.3881310886851611,5.800314969999996
II-VI,CdSe,M_B,Te,1.2035954654216767,0.2628980861230479,0.4167727770000001,0.6528246581554413,0.17074930737737043,0.2479626550000001
II-VI,CdSe,M_B,Ti,8.633296966552734,0.303208274958124,9.432762555000007,5.693786072731018,0.26550489817890055,5.926630122000004
II-VI,CdSe,M_B,Tl,4.2229576587677,0.2696883516792031,4.347745137999996,2.5581871926784516,0.17706795716310048,2.5246590320000015
II-VI,CdSe,M_B,V,8.201456785202026,0.3127465746343008,8.123464594999994,5.330927228927612,0.2896085505910185,4.745591843
II-VI,CdSe,M_B,W,9.043358445167542,0.3753877173092325,9.582207980000003,7.481243371963501,0.3329930739522586,8.29220798
II-VI,CdSe,M_B,Y,9.441806864738464,0.26383444163394537,9.964325423999995,6.483661329746246,0.23833053060715012,6.739325423999995
II-VI,CdSe,M_B,Zn,4.601238095760346,0.25735243833993116,5.2185466379999985,2.6013299465179442,0.16776932719446092,2.6385466379999984
II-VI,CdSe,M_B,Zr,9.482830452919007,0.2867243245208775,10.767929820000004,6.527191436290741,0.2537966332319803,6.708015705000001
II-VI,CdSe,M_i_A,Ag,2.0770322293043137,0.18375869770343511,1.6933012659999995,1.9860893428325652,0.13468621561366512,1.9430477850000003
II-VI,CdSe,M_i_A,Al,4.170132857561112,0.31090788536937114,4.456233996000001,2.9170207917690276,0.18615909140016423,2.521233996000002
II-VI,CdSe,M_i_A,As,4.018195575475692,0.21027979033194893,3.8186716339999984,3.954415476322174,0.18636576890457354,4.076884214
II-VI,CdSe,M_i_A,Au,2.3307872623205186,0.16461881182108792,2.2097150000000014,2.489736783504486,0.18764799584166877,2.531715000000001
II-VI,CdSe,M_i_A,B,5.352821636199951,0.28337019645661043,5.237002778000003,4.690599364042282,0.23009089000806263,5.237002778000003
II-VI,CdSe,M_i_A,Ba,4.985125553607941,0.5217501413789355,4.602598704999999,3.3279166400432585,0.3950496589642897,3.256052878000002
II-VI,CdSe,M_i_A,Be,4.412660676240921,0.24778381951777226,4.870525098000001,2.86833615899086,0.1642007814846176,3.5420451480000006
II-VI,CdSe,M_i_A,Bi,4.372546374797821,0.3004853696788356,4.912889000000004,3.7928318798542024,0.2756678954639843,3.952889
II-VI,CdSe,M_i_A,Br,3.2383423447608948,0.17596707946723675,2.9846858079999983,4.026270562410355,0.2085613753095378,3.6296858080000023
II-VI,CdSe,M_i_A,C,7.029629695415497,0.3087665604519665,6.994336220000001,6.879173707962036,0.3168170031064367,6.994336220000001
II-VI,CdSe,M_i_A,Ca,4.413158547878266,0.22350338876879067,3.600198108,2.7118197202682497,0.1399595854520398,2.310198107999999
II-VI,CdSe,M_i_A,Cd,3.079441690444946,0.18631924590540444,3.048632999999998,2.298044744133949,0.1240128458054648,1.7946329999999997
II-VI,CdSe,M_i_A,Cl,2.8867786109447477,0.20194294258880338,2.436729923000001,3.7205817818641664,0.27111259951182876,3.0817299229999984
II-VI,CdSe,M_i_A,Co,3.7025756657123567,0.3488550987189254,6.223596780000003,2.580961561203003,0.19846572425208422,4.610789543000002
II-VI,CdSe,M_i_A,Cr,3.830915021896362,0.2662257276723819,4.0136679950000005,2.4598622739315035,0.14356309321631353,2.1007658930000015
II-VI,CdSe,M_i_A,Cs,4.3100136578083035,0.7321482674890469,3.897380973999998,3.026608872413635,0.37270630885327094,2.727220173999999
II-VI,CdSe,M_i_A,Cu,2.4359669893980027,0.32992536422160995,2.608748441000002,2.077208396792412,0.160353405759699,2.774569979000002
II-VI,CdSe,M_i_A,F,1.820999225974083,0.2973214973555573,1.5857699999999983,2.543347305059433,0.39087176698978393,2.224028
II-VI,CdSe,M_i_A,Fe,3.6129927158355715,0.27357679116520606,2.0299619999999985,2.331985929608345,0.17076350821753367,0.9859620000000004
II-VI,CdSe,M_i_A,Ga,3.3540170550346375,0.2127555259382297,3.2047882359999997,2.4103911578655244,0.15172627264062333,1.641938178000002
II-VI,CdSe,M_i_A,Ge,4.157884591817856,0.21657928041546584,3.8964264989999995,3.1941774129867553,0.1774273741388187,2.9883274529999975
II-VI,CdSe,M_i_A,Hf,5.155759918689728,0.2875571480718125,4.361710273,3.761793905496597,0.19139889333188653,3.130416714999998
II-VI,CdSe,M_i_A,Hg,2.8224494814872743,0.21131249508026698,2.2727464980000023,2.3439032286405563,0.14611183615321438,2.2286240300000015
II-VI,CdSe,M_i_A,I,3.728785479068756,0.2397394444043217,3.8620357479999994,4.42894646525383,0.2336874360523111,4.507035747999995
II-VI,CdSe,M_i_A,In,3.569468593597412,0.22312633961122447,3.4888323370000007,2.6551893770694734,0.17240541996164205,2.707912445000001
II-VI,CdSe,M_i_A,Ir,4.631907320022583,0.21075127319001058,5.003112886999996,4.279235309362411,0.20483844202636342,4.578474988000002
II-VI,CdSe,M_i_A,K,3.3116007089614867,0.41336721646921487,2.4354770000000014,2.422631895542145,0.1925203195332209,1.429718999999999
II-VI,CdSe,M_i_A,La,6.2108073949813845,0.3764602570926703,5.636262069999995,4.060753476619721,0.26286934214852875,3.5142343410000016
II-VI,CdSe,M_i_A,Li,1.8956047147512436,0.43922505792905797,1.5465072089999992,1.4839080452919007,0.2673991947684645,0.9814774000000002
II-VI,CdSe,M_i_A,Mg,3.7757927775382996,0.2855126777364,3.5937961479999982,2.4086944818496705,0.14661256313037097,2.303796148000002
II-VI,CdSe,M_i_A,Mn,3.229140913486481,0.2259834910940543,3.70581912,2.0257065564394,0.14689621234236672,2.2371766530000015
II-VI,CdSe,M_i_A,Mo,6.280572938919067,0.3128138526815244,7.070801595000002,4.949077463150024,0.2358499688604914,5.1505628950000055
II-VI,CdSe,M_i_A,N,3.9701757371425628,0.30974110994664494,4.295322411,4.460478186607361,0.23824419648279008,4.510322411000003
II-VI,CdSe,M_i_A,Na,2.9003347218036652,0.22582338302212993,3.4601707700000013,2.24062195122242,0.12969017165539728,2.766135649000002
II-VI,CdSe,M_i_A,Nb,6.315787255764008,0.2944438414904046,6.099949578999998,4.441337376832962,0.22481048768663683,3.7643238370000036
II-VI,CdSe,M_i_A,Ni,3.1259224891662596,0.29872947341426803,3.6719970949999974,2.250175878405571,0.1837782283655946,3.211619349000002
II-VI,CdSe,M_i_A,O,3.1486743450164796,0.3439276923400422,2.7849310290000022,4.079284292459488,0.39495282122806946,4.001012485
II-VI,CdSe,M_i_A,Os,5.822014272212982,0.2055449471403235,6.214407310000006,5.666086483001709,0.20020080932928253,6.214407310000006
II-VI,CdSe,M_i_A,P,3.9275945007801054,0.2790909280159451,3.95046099,4.357462418079376,0.21263499176713546,4.096534284
II-VI,CdSe,M_i_A,Pb,3.72776437997818,0.32227427288220456,3.864946628000001,2.9782971382141112,0.27114370590492753,2.6099928900000005
II-VI,CdSe,M_i_A,Pd,3.1169001698493957,0.20358130589199627,2.2154561250000016,2.3966947913169863,0.14802948957635131,2.416534545000001
II-VI,CdSe,M_i_A,Pt,3.523595315217972,0.2124031154355692,3.794149974999999,3.246082752943039,0.21083620839872494,3.4883896000000023
II-VI,CdSe,M_i_A,Rb,3.7592618584632875,0.4859488800720588,3.197011283999999,2.7243504941463472,0.20729188788261024,2.1194992039999985
II-VI,CdSe,M_i_A,Re,6.596515524387359,0.3238852961695281,6.51964368,6.179488587379455,0.24751703452815188,6.51964368
II-VI,CdSe,M_i_A,Rh,4.284008824825287,0.22363992903475532,5.042813060000005,3.4071647465229034,0.21215003220361156,3.2163221729999982
II-VI,CdSe,M_i_A,Ru,5.085889708995819,0.24655208809520684,5.377337401999997,4.03930988907814,0.1692703033075873,4.13087091
II-VI,CdSe,M_i_A,S,3.4955799996852877,0.1906146002169973,3.111567414999999,4.5568586707115175,0.2523177731555882,4.401567414999998
II-VI,CdSe,M_i_A,Sb,4.756099784374237,0.28243721162185076,4.561810086,4.294536954164505,0.26592450356544056,4.220988473999996
II-VI,CdSe,M_i_A,Sc,5.45365161895752,0.23355973760397422,5.298756714000005,3.4360779881477357,0.1544543024319378,3.3637567140000018
II-VI,CdSe,M_i_A,Se,3.3962186694145204,0.182343862597058,2.998490000000003,4.180473458766937,0.20678099763697894,4.252489999999997
II-VI,CdSe,M_i_A,Si,4.59082270860672,0.2804627222676533,5.127030910000001,3.9247923612594606,0.2753018587824905,3.796591250000003
II-VI,CdSe,M_i_A,Sn,4.028311973810196,0.2904084806334189,3.974444225000002,3.059018260240555,0.24915265974714293,2.794324294000002
II-VI,CdSe,M_i_A,Sr,4.532470268011093,0.3895375509699208,3.902504148,2.8950588524341585,0.24159281811381958,2.6125041479999997
II-VI,CdSe,M_i_A,Ta,6.133187627792358,0.3378478660813672,4.827748920000003,5.220665204524994,0.27926950980669646,4.69261333
II-VI,CdSe,M_i_A,Tc,5.694112455844879,0.30430757548187126,4.873624970000002,4.4948796927928925,0.23109625004685982,4.873624970000002
II-VI,CdSe,M_i_A,Te,4.075509047508239,0.26322083384082523,3.7677927769999995,4.464621829986572,0.22929623778756408,4.888982655000005
II-VI,CdSe,M_i_A,Ti,5.059386730194092,0.21903225195196224,5.578092555000004,3.0916881024837495,0.14511006022741277,3.361960122
II-VI,CdSe,M_i_A,Tl,3.0882659375667574,0.2444856210125611,2.568335137999999,2.3919888556003572,0.17135321901762124,2.0352490320000003
II-VI,CdSe,M_i_A,V,4.981459164619446,0.22922428151278107,5.043424595000003,3.09641489982605,0.14264381047122565,2.9555518429999985
II-VI,CdSe,M_i_A,W,6.5404677271842955,0.2871855434397984,6.598987980000002,6.283895993232727,0.2863223957353894,6.598987980000002
II-VI,CdSe,M_i_A,Y,5.92445877790451,0.32453564278282737,5.300365424000004,3.9555567622184755,0.2353312800998119,3.3653654240000024
II-VI,CdSe,M_i_A,Zn,2.931483048200607,0.2423203911741388,3.2655766379999998,2.1299105048179627,0.12352841953099591,1.975576638000001
II-VI,CdSe,M_i_A,Zr,6.218691742420196,0.3198605898291984,6.513919823000004,4.122803992033004,0.24868979415782316,3.7440057050000037
II-VI,CdSe,M_i_B,Ag,2.050846827030182,0.2159248209231174,1.5428312660000005,1.977428951859474,0.15670737099156842,1.792577785
II-VI,CdSe,M_i_B,Al,4.101658970117569,0.3082295171690044,4.384843996,2.9073830008506776,0.19339105061440243,2.449843995999999
II-VI,CdSe,M_i_B,As,4.034305429458618,0.21276309200521779,4.098281633999999,4.028617894649505,0.19157534000473952,4.3564942140000005
II-VI,CdSe,M_i_B,Au,2.331718125939369,0.1902967940729115,2.144122903,2.5341149806976317,0.1982443673364915,3.066283229999997
II-VI,CdSe,M_i_B,B,5.363030982017517,0.2713702593347576,5.273931000000003,4.713796627521515,0.19729603529524622,4.871930999999998
II-VI,CdSe,M_i_B,Ba,5.129672658443451,0.5175599562388391,5.181148704999999,3.4893120765686034,0.4417758919590352,3.834602877999999
II-VI,CdSe,M_i_B,Be,4.377183145284652,0.22706002222021118,3.667025097999999,2.8313423931598662,0.1646596156360175,2.338545147999999
II-VI,CdSe,M_i_B,Bi,4.553334784507752,0.3303680751130916,5.229816870999998,4.138406956195832,0.3086940690814321,4.271932999999999
II-VI,CdSe,M_i_B,Br,3.3061769783496855,0.17944559480132607,3.4506958080000025,4.1622179508209225,0.21335861828066546,4.0956958079999986
II-VI,CdSe,M_i_B,C,7.116322541236878,0.3272072225669182,7.33591622,6.942391276359558,0.3275331516138729,7.33591622
II-VI,CdSe,M_i_B,Ca,4.317538583278656,0.23731993822722425,3.737248108,2.660361236333847,0.13939674094638563,2.447248107999998
II-VI,CdSe,M_i_B,Cd,3.0178227186203004,0.20363442245307253,3.09339,2.2566048741340636,0.15438471009832072,1.8393900000000003
II-VI,CdSe,M_i_B,Cl,2.943970239162445,0.17988765223941539,3.5246730000000035,3.793738287687302,0.24817102266642965,4.162931000000003
II-VI,CdSe,M_i_B,Co,3.6654136419296264,0.3073260676865248,5.701536779999999,2.567402482032776,0.2092364380392735,4.088729543
II-VI,CdSe,M_i_B,Cr,3.694208097457886,0.2726953143017756,3.6221479950000033,2.392116439342499,0.15191340368149361,1.7092458930000007
II-VI,CdSe,M_i_B,Cs,4.366504663228989,0.7364414881559249,4.849590973999996,3.154901146888733,0.425418586143526,3.679430174000003
II-VI,CdSe,M_i_B,Cu,2.391536957025528,0.32215508365048295,2.0866784410000023,2.046834924817085,0.1773666616793025,2.2524999790000018
II-VI,CdSe,M_i_B,F,1.835216909646988,0.32651530679407686,2.311380278000001,2.541423115134239,0.42619870758385414,2.9563802779999984
II-VI,CdSe,M_i_B,Fe,3.5074153780937194,0.22192739227645344,4.23521796,2.277051788568497,0.15111298662153944,2.4671656280000027
II-VI,CdSe,M_i_B,Ga,3.284127634763718,0.21463455297429612,3.2576282360000013,2.3854792922735215,0.16161494419282313,1.6947781780000006
II-VI,CdSe,M_i_B,Ge,4.090330719947815,0.23350790775187666,3.8335864990000035,3.193168604373932,0.21007283443698122,2.925487451999999
II-VI,CdSe,M_i_B,Hf,5.166101050376892,0.2834744354592642,4.513990272999998,3.878726977109909,0.1955266045467314,3.282696715
II-VI,CdSe,M_i_B,Hg,2.850260865688324,0.17698462987484212,2.4771164980000004,2.3787889540195466,0.14094123940311615,2.4329940300000024
II-VI,CdSe,M_i_B,I,3.81112100481987,0.25446516450260015,4.212405748,4.591040778160095,0.26048292420415387,4.857405747999998
II-VI,CdSe,M_i_B,In,3.5772316455841064,0.25701784168183034,3.649142337,2.7089456975460053,0.2211855848831327,2.8682224450000002
II-VI,CdSe,M_i_B,Ir,4.690072309970856,0.22258574383136492,4.990522887999996,4.433284902572632,0.22142127897728167,4.565884987999996
II-VI,CdSe,M_i_B,K,3.2783002138137816,0.39299958873315455,2.8162774710000025,2.4121211230754853,0.17690135116935538,1.830715514
II-VI,CdSe,M_i_B,La,6.262101578712463,0.3892270257807919,6.1738190000000035,4.210483169555664,0.3014292272415707,4.064545000000001
II-VI,CdSe,M_i_B,Li,1.8464384108781815,0.4646412122070615,1.1803372090000008,1.4123003035783768,0.2643680392943926,0.6153073999999993
II-VI,CdSe,M_i_B,Mg,3.6109737694263457,0.2793238068440138,3.1152661480000026,2.3249419748783113,0.15597227648796996,1.8252661479999985
II-VI,CdSe,M_i_B,Mn,2.9956780910491942,0.2424320604569136,3.0557691199999972,1.8705132067203523,0.14507150003547012,1.587126652999999
II-VI,CdSe,M_i_B,Mo,6.129537689685821,0.26452067307933586,6.351611595000003,4.947371017932892,0.21221535700719935,4.431372895000002
II-VI,CdSe,M_i_B,N,4.0399699211120605,0.30819453447419387,4.652622411000002,4.5054048001766205,0.23412333961787613,4.867622411000005
II-VI,CdSe,M_i_B,Na,2.8332068622112274,0.21465444402863532,3.438190770000002,2.2209058195352553,0.13603511082059586,2.7441556490000028
II-VI,CdSe,M_i_B,Nb,6.2493836879730225,0.300446180442101,6.728659579000004,4.459237045049667,0.23962224395199352,4.393033836999999
II-VI,CdSe,M_i_B,Ni,3.0594321131706237,0.27379485858393204,3.186227095000003,2.206692412495613,0.1804993925244898,2.725849349
II-VI,CdSe,M_i_B,O,3.1788517415523527,0.32273566230157164,3.5904110289999975,4.129217368364334,0.37590682101927503,4.806492485000004
II-VI,CdSe,M_i_B,Os,5.9373544216156,0.20804199338983395,6.08748731,5.8522838950157166,0.20585754535814338,6.08748731
II-VI,CdSe,M_i_B,P,3.9843766927719115,0.27814331125919745,4.273950990000002,4.414461374282837,0.21139075730760354,4.420024283999996
II-VI,CdSe,M_i_B,Pb,3.8812230825424194,0.30433766593733613,4.203066627999998,3.2239301204681396,0.29196942580461255,2.9481128900000018
II-VI,CdSe,M_i_B,Pd,3.0605816721916197,0.2040569617557433,2.0894020000000015,2.364516294002533,0.1397486890464175,2.136402
II-VI,CdSe,M_i_B,Pt,3.4729201912879946,0.1974570779252132,3.463349975,3.2918160915374757,0.18087843733117537,3.157589599999998
II-VI,CdSe,M_i_B,Rb,3.7872865736484527,0.5111031762990204,3.6673012839999997,2.7700578689575197,0.233808443077798,2.5897892039999992
II-VI,CdSe,M_i_B,Re,6.610972774028778,0.2948469339359546,6.328703679999996,6.305240070819854,0.23308642127247506,6.328703679999996
II-VI,CdSe,M_i_B,Rh,4.2530986070632935,0.2408982224377436,5.077503059999999,3.4474671840667725,0.22518992358390155,3.251012173000003
II-VI,CdSe,M_i_B,Ru,5.054878962039948,0.2387240214993127,5.384937401999998,4.118530184030533,0.16256034851229642,4.138470909999997
