,Type,Site,Impurity,AB,(-1/-2)_DFT,train_mean,train_std
313,IV-IV,M_A,Os,SiC,2.774253,2.721986836991335,0.04528602259092329
314,IV-IV,M_i_B,As,SiSn,0.9960829999999999,0.9860582090850857,0.031238079549656184
315,III-V,M_B,Hg,BSb,0.8238989999999999,0.9738653676732655,0.051534806450937
316,II-VI,M_i_neut,Pb,CdTe,2.1179959999999998,2.1073363201093116,0.0229757259224964
317,III-V,M_i_A,La,AlSb,1.670816,1.618612068558535,0.06323514932675676
318,II-VI,M_i_A,N,CdTe,0.9942049999999999,1.3730018002793294,0.03693499004909393
319,II-VI,M_i_B,Sr,CdTe,2.496732,2.291264106313501,0.021934947808276067
320,II-VI,M_B,Ge,CdSe,1.179907,2.0496259114095006,0.04360687570501558
321,II-VI,M_i_A,Ba,CdTe,2.32077,2.3513026902675116,0.02286215843836931
322,II-VI,M_i_neut,V,CdTe,2.075056,1.9781331223927796,0.013241159124975282
323,IV-IV,M_B,I,SiGe,1.2722040000000001,1.2251391419600914,0.04380933723794961
324,III-V,M_i_neut,Ru,AlAs,1.421945,1.9172727801580347,0.04660992980492379
325,II-VI,M_A,Ba,ZnS,3.938879,4.269113354088903,0.0627778051752764
326,II-VI,M_i_neut,Al,CdTe,2.145388,2.0170621390985586,0.025423518085924527
327,II-VI,M_i_A,Fe,CdTe,1.9878349999999998,1.979546586398915,0.015156950622431125
328,III-V,M_i_A,Cl,AlAs,2.2258560000000003,2.070642985077801,0.0735627190054367
329,II-VI,M_i_B,Be,ZnTe,2.397903,1.968969454755748,0.053119869630353346
330,II-VI,M_B,Zn,ZnTe,1.552527,2.0103039186628164,0.057517542582078696
331,III-V,M_B,O,AlAs,1.9815,1.5343659761589035,0.12545143975915526
332,II-VI,M_i_A,S,CdS,1.4735530000000001,2.1389661708288092,0.03533856939518273
333,II-VI,M_i_A,Bi,CdTe,1.9109450000000001,2.0729372739944774,0.024049117482954876
334,IV-IV,M_i_neut,Tl,SiSn,1.2603600000000001,1.1122536512255548,0.028992117532848596
335,III-V,M_i_A,Ir,GaSb,0.6639149999999999,0.9308544206162239,0.0495682178089971
336,II-VI,M_A,Bi,ZnS,3.243818,3.4776652884017962,0.051290741069252875
337,IV-IV,M_i_B,K,SiGe,1.349976,1.2010370960119316,0.033637635817097014
338,II-VI,M_i_neut,Be,CdTe,2.085016,1.8906946508111964,0.03271545433866247
339,IV-IV,M_i_B,Hf,GeSn,0.846367,0.7299083239971764,0.023631665861963757
340,IV-IV,M_i_A,Zr,SiGe,1.093556,1.173052690111599,0.03300798445888271
341,IV-IV,M_i_neut,As,Si,1.368455,1.2856079017531303,0.022016206241726132
342,III-V,M_i_A,Rh,AlP,2.3758220000000003,2.3280600652003622,0.03199391099258389
343,III-V,M_i_A,Tc,GaAs,1.288813,1.270574838029645,0.03497474235855878
344,II-VI,M_i_B,Fe,CdTe,2.178436,1.97973093770198,0.012136098321474399
345,III-V,M_B,Tl,AlAs,1.535001,1.8139696504675775,0.055177841802443006
346,II-VI,M_A,S,CdS,2.295716,1.9783782553490348,0.046990457301282866
347,II-VI,M_B,Ga,CdTe,1.193709,1.7169249261096362,0.023937381468240745
348,IV-IV,M_i_B,V,SiC,2.855563,2.9247379390962056,0.02692014212154523
349,IV-IV,M_A,O,Si,1.0670680000000001,1.0608807493892851,0.07038510247482371
350,IV-IV,M_i_neut,K,SiSn,1.2,1.0240433677352416,0.033202334619301895
351,II-VI,M_B,Cu,CdTe,1.605621,1.6767420547592564,0.023537886737151018
352,II-VI,M_B,Cd,CdTe,1.580131,1.8236589006788493,0.024550781879366067
353,II-VI,M_B,In,CdTe,1.390677,1.7691205182877325,0.022463590528137255
354,II-VI,M_i_neut,Bi,CdTe,2.115048,2.0744165085942248,0.02707154881420102
355,III-V,M_A,Cr,BSb,1.8536549999999998,1.581706714785287,0.04614987738276684
356,II-VI,M_i_A,Be,CdTe,2.009173,1.8916757691724597,0.03272341093144522
357,II-VI,M_i_B,Pb,CdTe,2.260149,2.109167320125173,0.026731654527280723
358,IV-IV,M_i_A,Tc,SiSn,0.762659,0.7686149343090767,0.027678131945224328
359,II-VI,M_i_A,Co,CdTe,2.0178409999999998,1.8932113835006412,0.016777417472391788
360,IV-IV,M_i_B,Ge,SiGe,1.208022,1.2137381769727376,0.020213333024215404
361,III-V,M_i_A,W,AlSb,1.586614,1.5796635057546562,0.08114342399141736
362,II-VI,M_A,N,CdTe,0.930174,1.2086936539963193,0.043118927985758525
363,II-VI,M_i_B,Pd,ZnS,3.748472,3.4233395084385245,0.03885092249195687
364,II-VI,M_i_neut,S,CdS,1.9171880000000001,2.1429706281995826,0.04091833558885159
365,II-VI,M_i_neut,Rb,CdTe,2.279505,2.309482324804284,0.027427379338102152
366,II-VI,M_A,O,CdTe,0.767245,1.172079049737065,0.03902189949758993
367,II-VI,M_i_B,Sn,CdTe,2.109454,2.0399598993623695,0.015586957115490865
368,II-VI,M_i_B,Co,CdTe,2.0074229999999997,1.8962665203639566,0.01591050680227261
369,II-VI,M_i_neut,Sn,CdTe,2.1362669999999997,2.035694543997974,0.017006743074315385
370,II-VI,M_B,Pb,CdTe,1.096125,1.505831285409786,0.04467514721830841
371,IV-IV,M_i_neut,Na,Ge,0.9416110000000001,0.843648920429405,0.035567482037711956
372,II-VI,M_i_A,Cl,ZnSe,2.747538,2.263147620234791,0.062088222855131256
373,II-VI,M_A,La,ZnO,3.601068,3.931641784057409,0.05537261098002804
374,II-VI,M_i_B,P,CdTe,1.489551,1.5550402211865477,0.027966263826022675
375,III-V,M_i_neut,Y,InSb,1.1925379999999999,0.9980100544363795,0.05220940325935917
376,II-VI,M_i_neut,Cs,CdTe,2.326716,2.268294047664715,0.0418514960953006
377,II-VI,M_i_neut,Ir,CdTe,1.8972759999999997,1.9336896469515046,0.022123639534249864
378,III-V,M_i_neut,Ba,InAs,1.614666,1.387162494131628,0.047326229290605676
379,II-VI,M_i_A,Cs,CdTe,2.283196,2.2683869490688338,0.03825167717350197
380,IV-IV,M_A,Be,SnC,0.42181,1.5623522950619457,0.041331767797958746
381,III-V,M_A,Rb,InP,0.9060370000000001,1.564617593878697,0.0532089941428958
382,IV-IV,M_i_neut,Rb,GeSn,0.9,0.9521865829004655,0.040685348711117404
383,IV-IV,M_i_B,Zr,GeSn,0.842601,0.779904452669754,0.024836067608589522
384,III-V,M_B,Pd,AlP,2.359235,1.9837505676994411,0.05316063129292361
385,II-VI,M_i_B,Si,CdTe,2.194375,1.9150921923722684,0.021752965185547125
386,II-VI,M_i_A,P,ZnTe,1.504405,1.5921556580878158,0.04353034099572917
387,II-VI,M_A,W,CdTe,1.7440669999999998,1.722990122138743,0.028573701076810423
388,II-VI,M_i_A,Si,CdTe,1.850334,1.9109615397332274,0.024159266311510042
389,II-VI,M_B,Tl,CdTe,1.507279,1.5211675652761376,0.03802750826852383
390,IV-IV,M_i_A,Mo,SiSn,0.859512,0.8488642295567527,0.028388678455711948
391,II-VI,M_i_neut,Hf,CdTe,2.162297,2.1390724058297588,0.019348482489819848
392,II-VI,M_i_B,Ca,CdTe,2.472889,2.2553870831556564,0.01867176848235863
393,II-VI,M_A,Hf,ZnTe,2.4294540000000002,2.507676939093186,0.041387250870087565
394,II-VI,M_i_neut,Mg,CdTe,2.3093630000000003,2.1534156096715327,0.023566032828755964
395,II-VI,M_i_B,I,CdTe,1.995175,2.0031519506894586,0.028014645939330556
396,II-VI,M_A,Re,CdTe,1.813909,1.7516674475733212,0.032015471881988465
397,IV-IV,M_i_neut,Ru,SiSn,0.564851,0.8370043205514486,0.031950928191827835
398,IV-IV,M_i_A,Sn,Ge,0.996557,0.976371885230766,0.022082640409622
399,II-VI,M_i_A,Sr,CdTe,2.27386,2.285164088022499,0.02287290021783047
400,II-VI,M_i_B,O,CdTe,1.516286,1.356525409214387,0.042327401793117087
401,IV-IV,M_B,Cl,GeSn,0.6173569999999999,0.5317716939989479,0.04137660782417353
402,II-VI,M_i_neut,In,CdTe,2.2007779999999997,2.091443343217218,0.014977651391784868
403,II-VI,M_i_neut,P,CdSe,2.060892,1.772735389692712,0.03375317212321608
404,II-VI,M_i_B,Be,CdTe,2.023548,1.8933145393059718,0.03209788017674484
405,II-VI,M_i_neut,Fe,CdTe,2.320502,1.981048834810181,0.013871460140138445
406,IV-IV,M_A,Sr,GeSn,0.70865,0.7118903706496417,0.05425847960993295
407,II-VI,M_i_neut,F,ZnO,2.5624540000000002,2.7192418568301577,0.06745404482439304
408,II-VI,M_A,F,CdTe,0.9705299999999999,1.4720092695566627,0.06330532946384057
409,IV-IV,M_i_A,Mo,Sn,0.5577810000000001,0.4725063386809259,0.03325370938688439
410,IV-IV,M_A,Co,SiGe,0.529133,0.8575755448273163,0.0331107601139671
411,II-VI,M_i_neut,Li,CdS,3.011588,2.701129771428262,0.050468182530664915
412,IV-IV,M_i_neut,Si,SiGe,1.201956,1.1994793990448973,0.02166224944065951
413,II-VI,M_i_A,Mn,CdTe,2.1074330000000003,1.9862401919446562,0.01847663637124337
414,IV-IV,M_A,Hf,SiGe,1.173378,0.9353011162650559,0.039642406545147085
415,II-VI,M_i_A,Hf,CdTe,2.147929,2.13591244362113,0.01734603266706869
416,III-V,M_B,Li,InAs,0.8719120000000001,0.9727874463898474,0.06445038154062221
417,II-VI,M_i_neut,Si,CdTe,2.019596,1.9122192058631087,0.026813528808339343
418,IV-IV,M_i_A,Cl,Si,1.121951,1.375025424591497,0.04540533811695875
419,II-VI,M_i_A,Ni,CdTe,1.909144,1.8930337105149022,0.015500414712127437
420,II-VI,M_i_B,Al,CdTe,2.234723,2.0187849437122956,0.024015761650342037
421,II-VI,M_i_A,Pb,CdTe,2.18245,2.1026125619235243,0.0204758824525787
422,IV-IV,M_A,Ca,SiGe,0.762152,1.0693389045196189,0.04472651588405657
423,III-V,M_i_A,Zr,InSb,1.049397,0.9583892563618115,0.04935974711225041
424,IV-IV,M_i_A,Tc,SiGe,1.038969,0.9606613415825788,0.025776816188541087
425,II-VI,M_i_B,Te,CdTe,1.3560379999999999,1.8997944833656562,0.026321338193834976
426,II-VI,M_i_A,Sn,CdTe,2.135155,2.0362897326883185,0.014835006307974116
427,IV-IV,M_i_neut,I,Sn,0.564707,0.7941969181141048,0.037927380037135874
428,II-VI,M_i_B,As,CdTe,1.609082,1.8491829918327798,0.021078666735367485
429,IV-IV,M_i_neut,Hg,SiGe,1.3166790000000002,1.3654346450905566,0.03852997439143707
430,III-V,M_i_B,Pt,GaAs,1.3963510000000001,1.4411743546168494,0.03719218587964251
431,II-VI,M_i_B,S,CdTe,0.9883059999999999,1.3984771404623875,0.03309344774714969
432,II-VI,M_i_B,Cl,CdSe,1.906628,1.9561692543007414,0.040014212399750095
433,III-V,M_i_neut,Na,AlSb,1.810429,1.4379880686819662,0.06580144960204529
434,II-VI,M_i_A,Al,CdTe,2.1324389999999998,2.019182313170365,0.02379852903070192
435,II-VI,M_i_neut,Co,CdTe,1.9834200000000002,1.894127455874753,0.013874485250349289
436,II-VI,M_i_neut,Hg,ZnSe,3.043416,2.844668041615423,0.03596448264227358
437,II-VI,M_i_A,Ca,CdTe,2.2385669999999998,2.2521415023960594,0.01808312645969877
438,II-VI,M_B,Pt,CdTe,1.7412560000000001,1.4253726296549232,0.03454419031668168
439,II-VI,M_i_B,Mg,CdO,2.2120919999999997,2.226121610610118,0.034595186500154494
440,II-VI,M_i_A,Mg,CdTe,2.202959,2.149397036859952,0.023357195228177096
441,II-VI,M_i_A,Cr,CdTe,2.113597,2.029766125798266,0.015355735067190858
442,II-VI,M_B,Sn,CdTe,0.9641959999999999,1.727910167446661,0.025067451913866053
443,II-VI,M_A,Os,ZnTe,1.976286,2.204739523636469,0.0478378539934788
444,II-VI,M_i_A,P,CdTe,1.421602,1.5546695813121918,0.026740271557728307
445,II-VI,M_i_B,Se,CdTe,1.128763,1.668282515069609,0.024410205510128617
446,II-VI,M_i_B,Rb,CdTe,2.329046,2.3119468205723415,0.029220362187571926
447,II-VI,M_A,Mo,ZnTe,1.896497,2.0937999354181516,0.03952096345983247
448,II-VI,M_i_A,Pt,CdTe,1.7679189999999998,1.9695707968597183,0.019807699887072126
449,II-VI,M_i_B,Ge,CdTe,2.1971700000000003,1.9249766126149006,0.015583922444952847
450,II-VI,M_A,Ru,CdSe,1.7687950000000001,2.031037483673706,0.030502256673339622
451,III-V,M_B,Ru,GaSb,0.5620350000000001,0.6217461693606906,0.05039439143712437
452,II-VI,M_i_neut,Cd,CdSe,2.321161,2.3226984404445945,0.023223831917044226
453,II-VI,M_i_neut,I,CdTe,2.0141869999999997,2.006640810966653,0.028556438894085445
454,II-VI,M_i_A,Ge,CdTe,1.904826,1.9248118475806433,0.014140539269299094
455,II-VI,M_B,Si,CdTe,0.653243,1.7282569293848726,0.033040431716445495
456,II-VI,M_i_neut,Cr,CdTe,2.138387,2.0279972956763683,0.015865698887521654
457,II-VI,M_i_B,Se,CdSe,1.426086,1.8739640832251887,0.035040401640916014
458,IV-IV,M_i_neut,Ru,GeSn,0.49447299999999994,0.6138921579277472,0.03046492366204758
459,IV-IV,M_A,Y,Ge,0.5115569999999999,0.7341814589057355,0.03508031614213896
460,II-VI,M_i_A,I,CdTe,1.947957,2.0034767407335723,0.02682048941138463
461,II-VI,M_A,Ru,ZnSe,2.5848869999999997,2.7112953525150956,0.04791107545750234
462,II-VI,M_i_neut,Ge,CdTe,2.071096,1.9232225280543047,0.016724426197681847
463,II-VI,M_B,Pd,CdTe,1.723787,1.569883931853909,0.027768003273798445
464,II-VI,M_A,Os,CdTe,1.6526319999999999,1.8391050913235012,0.03205097111906292
465,II-VI,M_A,Mo,CdTe,1.8985560000000001,1.7084996508506731,0.020708383872926516
466,II-VI,M_i_neut,Ga,CdTe,2.160693,1.9646550081782528,0.016883196847747084
467,II-VI,M_i_neut,P,CdTe,1.750419,1.5565896365915322,0.025216325473575368
468,III-V,M_A,Ta,AlAs,2.240702,2.0324300498437076,0.0628984879957559
469,II-VI,M_i_B,Mg,CdTe,2.230063,2.1500582422448624,0.025999587785124487
470,II-VI,M_B,Hg,CdTe,1.621135,1.5863695223275223,0.03853990381087564
471,II-VI,M_i_neut,Mn,CdTe,2.0247,1.9875084281737307,0.016694379675806392
472,II-VI,M_i_B,Mn,CdTe,2.202383,1.988912220728844,0.014429281455532409
473,III-V,M_i_neut,Se,GaSb,0.725999,0.7636754618242706,0.05924010583253792
474,II-VI,M_A,Cl,CdTe,1.4601819999999999,1.5816706347567364,0.03443250419030899
475,II-VI,M_i_neut,K,CdTe,2.243639,2.2441773428172684,0.02405917957624936
476,II-VI,M_i_neut,Tl,ZnTe,2.5580580000000004,2.3799726241438033,0.047980991752532016
477,II-VI,M_B,Ge,CdTe,0.749626,1.6998019924385506,0.0268137151036251
478,II-VI,M_A,Nb,CdTe,2.034328,1.963131775375541,0.011168996563757218
479,IV-IV,M_i_B,Pt,SiSn,0.819728,0.91040458759285,0.048669943515470104
480,II-VI,M_i_B,Cr,CdTe,2.132415,2.027931505568135,0.014707419295426107
481,II-VI,M_i_neut,Tl,CdTe,2.22895,2.101227045783962,0.025290034947510406
482,II-VI,M_i_A,Te,CdTe,1.359988,1.8982417554109623,0.02001558359676326
483,II-VI,M_A,Ru,CdTe,1.634019,1.8275397245992164,0.025550764172067704
484,II-VI,M_i_A,O,ZnO,1.754702,2.4315512071964305,0.0630266313819572
485,IV-IV,M_A,Hf,Ge,0.748167,0.6469560013928358,0.04055461654350708
486,II-VI,M_i_A,As,CdTe,1.570928,1.8478807963079666,0.02054650891581532
487,II-VI,M_B,Ag,CdTe,1.788877,1.6730988882279327,0.02257661520686483
488,II-VI,M_i_B,Ni,CdTe,1.998577,1.8933569103776828,0.017917001048132784
489,II-VI,M_i_B,Au,ZnSe,2.85269,2.6714668770744887,0.032963357783454175
490,II-VI,M_i_neut,O,CdO,1.5600690000000002,1.4757558828176425,0.048861899926541975
491,II-VI,M_i_B,Pt,CdTe,1.7782759999999997,1.968372498236625,0.02561442680129144
492,II-VI,M_A,Zr,CdTe,2.11922,2.1306158715975707,0.01519664664302127
493,II-VI,M_i_neut,Co,CdSe,2.558497,2.11286482412103,0.02043773545900617
494,IV-IV,M_B,Ca,SiSn,0.46425200000000005,0.8145182539684928,0.040323772291782835
495,II-VI,M_i_neut,Zn,CdTe,2.0816169999999996,2.0658202310429927,0.019402434455415625
496,IV-IV,M_i_A,W,Si,1.215999,1.1256907173595516,0.02649085001219252
497,II-VI,M_A,S,CdTe,1.10723,1.2248537593680493,0.04205470330238652
498,IV-IV,M_i_A,Sr,SiSn,1.25504,1.091904690890285,0.037522825025226456
499,III-V,M_i_neut,Sc,GaAs,1.543762,1.4044845100463026,0.04813363087735753
500,II-VI,M_i_B,In,CdTe,2.305966,2.0921195542262168,0.021151604992092066
501,IV-IV,M_i_neut,Tl,GeSn,0.881885,0.9025082782006753,0.03081006259334167
502,II-VI,M_i_neut,Cd,CdTe,2.136543,2.120092011900948,0.018765387674881708
503,II-VI,M_i_B,Ti,ZnTe,2.315482,2.3378519395522104,0.03299287120232867
504,II-VI,M_A,Br,CdTe,1.604909,1.634726932991385,0.0344790790884926
505,II-VI,M_i_B,Cd,CdSe,2.291182,2.3385115806853936,0.027114642122801083
506,IV-IV,M_A,Li,Si,0.7044189999999999,0.8828027179942743,0.060380206782006715
507,II-VI,M_A,Sn,ZnS,3.8786629999999995,3.5109025491214148,0.042857695344785056
508,III-V,M_B,Au,BAs,1.656037,1.5571555841725502,0.06414888326028095
509,III-V,M_i_A,O,InSb,0.13148900000000002,0.6864740356762484,0.13725751103260933
510,IV-IV,M_i_neut,Fe,SiC,2.159709,2.9421325129237976,0.021511929054432975
511,II-VI,M_B,Ge,ZnTe,0.7621859999999999,1.8360506132747805,0.041923234977919846
512,II-VI,M_i_neut,O,CdTe,0.485166,1.345408354492536,0.04533171186727842
513,II-VI,M_i_A,Cd,CdSe,2.311489,2.3273372160406263,0.026398348993907073
514,II-VI,M_i_A,Au,ZnSe,2.933948,2.6856039005938817,0.029803566217742092
515,II-VI,M_i_neut,Te,CdTe,1.700511,1.8981149444742962,0.02162341779654745
516,II-VI,M_i_B,Br,CdTe,1.92662,1.8380064805178336,0.03301624032183315
517,II-VI,M_i_A,S,CdTe,0.810571,1.3968716919087492,0.03256964540273632
518,II-VI,M_i_neut,As,CdTe,1.867361,1.848424248267196,0.02007089158957073
519,IV-IV,M_A,Os,GeSn,0.373714,0.3947895423635987,0.04058137558962788
520,IV-IV,M_i_neut,K,GeSn,0.896216,0.8966536543387612,0.036997904834222925
521,II-VI,M_A,I,CdTe,1.7764220000000002,1.7923500285324128,0.025131400927251756
522,II-VI,M_i_A,Se,CdTe,1.034873,1.6695853431522658,0.02285776704232104
523,II-VI,M_i_A,Se,CdSe,1.372501,1.8613106186168875,0.03015330970247427
524,III-V,M_i_A,Rb,GaSb,1.182818,1.1204100421479677,0.06738730516896106
525,II-VI,M_i_A,O,CdTe,0.33471300000000004,1.3350967752595544,0.030090074562040513
526,IV-IV,M_B,Y,SiSn,0.877108,0.7067481486787053,0.045284077697809164
527,II-VI,M_i_A,Rb,CdTe,2.236657,2.307591089204474,0.026030113569384682
528,II-VI,M_A,Ir,CdTe,1.469015,1.8448914378976802,0.03609320050018879
529,IV-IV,M_A,Rb,Sn,0.614784,0.30078305470469,0.04678698798142792
530,II-VI,M_A,B,CdO,1.833967,1.7767261881864436,0.042468254444601575
531,II-VI,M_i_neut,S,CdTe,1.319074,1.4002812405506702,0.031252097147780586
532,IV-IV,M_i_A,K,Ge,0.9859629999999999,0.9907654565246131,0.03491165328138728
533,IV-IV,M_i_B,Co,GeSn,0.759983,0.6017540342708807,0.02349597108812601
534,III-V,M_B,V,BP,1.778286,1.9281650406679443,0.06054692022091644
535,II-VI,M_B,N,CdTe,1.469542,1.2138498228379646,0.039957016797161106
536,III-V,M_A,Hf,AlP,2.54917,2.4950912727850705,0.059869640477109055
537,II-VI,M_i_neut,Se,CdSe,1.793162,1.8653901923494203,0.032719582190588355
538,II-VI,M_i_neut,Se,CdTe,1.502311,1.67145076320223,0.022237451939551827
539,II-VI,M_A,Se,CdS,2.333304,2.2178331278037886,0.04311710595791641
540,II-VI,M_i_A,In,CdTe,2.159146,2.0892458922848602,0.015235068975926835
541,IV-IV,M_i_neut,Ag,Si,1.361897,1.2549334123386295,0.03041149327902522
542,II-VI,M_B,Ni,ZnSe,2.456721,2.468235376372253,0.047263326514471043
543,II-VI,M_i_B,Zn,CdTe,2.049778,2.0686268295301997,0.017522950363245554
544,III-V,M_i_A,Cu,BAs,2.15897,1.884220729991536,0.04725420063641904
545,II-VI,M_i_B,Cd,CdTe,2.1173919999999997,2.120097067703308,0.01899924482012149
546,IV-IV,M_i_A,P,GeSn,0.5744279999999999,0.4430907743445215,0.032775099093436226
547,IV-IV,M_A,Ga,GeC,2.595097,2.485254183552072,0.06277833373498933
548,III-V,M_i_neut,Ti,GaP,2.078878,2.1553810293380864,0.052815144290364026
549,IV-IV,M_i_B,In,SiSn,1.217551,1.0370261716438325,0.02292512764875857
550,III-V,M_i_B,Pt,InSb,0.921061,1.0729534885087282,0.046820882181364584
551,II-VI,M_i_neut,Ni,CdTe,1.998576,1.891915368837364,0.015981365967821543
552,II-VI,M_A,Se,CdTe,1.874711,1.4799041484106439,0.028840736042213728
553,III-V,M_A,Cd,BSb,1.446657,1.7931793047365687,0.04014614646852735
554,II-VI,M_i_B,Ga,CdTe,2.25697,1.967168373390389,0.019993721166746373
555,II-VI,M_i_B,K,CdTe,2.297516,2.246947152048871,0.025954828257252892
556,IV-IV,M_B,Li,SiSn,0.16476400000000002,0.5245408886540577,0.04565027699244069
557,II-VI,M_i_B,Cl,CdTe,1.912653,1.7627971357516283,0.03435209852874629
558,III-V,M_i_A,Pb,InAs,1.544873,1.5105009960930011,0.022836568194492875
559,II-VI,M_B,Au,CdTe,1.779841,1.421831524154679,0.04049974356318385
560,II-VI,M_i_B,Tl,CdTe,2.2934360000000003,2.102668438930054,0.03344128824849788
561,II-VI,M_i_A,Cu,CdTe,2.051042,1.916455764783112,0.017637140297612982
562,III-V,M_A,Hf,GaAs,1.4979149999999999,1.4209524403906384,0.04632404812622192
563,II-VI,M_i_A,Zn,CdTe,2.062764,2.0669415831375892,0.02027358504363846
564,IV-IV,M_i_neut,Sc,SiSn,1.062776,0.9937719993397769,0.037337890584465384
565,II-VI,M_i_neut,Pt,CdTe,2.012648,1.9713507245946276,0.02097279670689286
566,III-V,M_B,Cu,GaP,1.473968,1.7067733626735926,0.060746024045091856
567,II-VI,M_A,La,CdTe,2.252621,2.2552147776526197,0.03772714216996638
568,IV-IV,M_i_A,Be,SiGe,1.216954,1.0835569953583368,0.03923053272247604
569,IV-IV,M_i_A,Mg,SiGe,1.3257510000000001,1.2855570917458736,0.0336005247359547
570,II-VI,M_i_A,Cd,CdTe,2.10379,2.1219659046275297,0.017431624865568256
571,II-VI,M_B,Bi,CdTe,1.835043,1.504556032205483,0.03518056528839483
572,II-VI,M_A,Pt,ZnSe,1.967772,2.6754438802554237,0.04343499942461278
573,II-VI,M_i_A,Ga,CdTe,2.116227,1.964634220686302,0.017965197732013168
574,II-VI,M_i_neut,Pt,ZnTe,2.178172,2.174556228884106,0.041552074667669234
575,II-VI,M_A,B,CdTe,1.8963430000000001,1.7035748617658135,0.037061817121215736
576,II-VI,M_i_A,Br,CdTe,1.900764,1.8368269684817886,0.03393382839715499
577,II-VI,M_i_neut,Br,CdTe,1.9410319999999999,1.832416266596067,0.033852421208504936
578,IV-IV,M_i_B,Cr,SiC,2.715114,2.976867633214037,0.025576376594956342
579,II-VI,M_i_A,Ni,CdO,2.118321,1.9130488910742052,0.028906886650057556
580,III-V,M_i_neut,Se,InSb,0.47137299999999993,0.9016283433609427,0.055218203545245904
581,IV-IV,M_i_A,Be,Si,1.3113709999999998,1.1761550526799378,0.04556876408602583
582,II-VI,M_i_neut,Cl,CdTe,1.910004,1.7584375518280413,0.03761048850844616
583,II-VI,M_A,Rh,CdTe,1.449898,1.8077899699057673,0.02229067856732846
584,IV-IV,M_i_B,Al,SiSn,1.156627,1.0246294168490626,0.029184089685467592
585,III-V,M_B,Se,BP,2.2104060000000003,1.966143157737143,0.06380433359888138
586,III-V,M_i_neut,F,AlSb,3.3588769999999997,1.9775059747504202,0.10625073308922198
587,IV-IV,M_i_neut,Rh,Sn,0.326751,0.4518056411679795,0.03194092622871892
588,IV-IV,M_B,Y,GeSn,0.41841999999999996,0.5830108366580273,0.05270351545615536
589,III-V,M_i_neut,Zn,GaAs,1.577183,1.4597179724416858,0.032781533412395265
590,II-VI,M_i_A,K,CdSe,2.621136,2.467311385274431,0.03107026964320048
591,IV-IV,M_i_A,Si,Sn,0.564706,0.5762260054944123,0.03233315889456386
592,II-VI,M_A,B,ZnSe,2.802891,2.4229656468687506,0.07617404670011456
593,IV-IV,M_i_neut,Bi,Sn,0.687918,0.761950421709491,0.03118680776385969
594,III-V,M_B,Zn,InAs,0.755877,1.176237321044778,0.03471134764404571
595,II-VI,M_i_neut,Hg,CdTe,2.127165,2.139644286931806,0.025687595329895643
596,IV-IV,M_i_neut,Sn,Sn,0.5478069999999999,0.691376236699034,0.03150623709532646
597,IV-IV,M_i_A,Co,Sn,0.503077,0.44910612012985957,0.03095737390426813
598,III-V,M_B,F,InP,1.617291,1.3207512800801253,0.08153766753017472
599,II-VI,M_A,Se,CdSe,1.9350470000000002,1.673285828900417,0.036851674615270086
600,II-VI,M_A,Cs,CdTe,1.998127,2.151294790142679,0.04265047343605593
601,II-VI,M_A,Tc,CdTe,1.7676020000000001,1.6504091348236336,0.023632570325581696
602,III-V,M_i_A,Li,InN,2.369284,1.9296045989258588,0.06020612766397554
603,IV-IV,M_i_neut,Pt,Ge,0.8468479999999999,0.875189250520144,0.03607051030863395
604,II-VI,M_i_B,Pd,ZnSe,2.8697939999999997,2.5927370531452354,0.028750081574204604
605,II-VI,M_A,Rb,CdO,1.4829700000000001,2.244669854907601,0.03328180415327359
606,III-V,M_A,Se,GaSb,1.023635,0.83524108885343,0.057846234732383886
607,IV-IV,M_A,Tl,Si,1.1091799999999998,1.186893128644435,0.041147813524777324
608,II-VI,M_i_B,Fe,ZnSe,2.83115,2.6838620397746866,0.028083742899160616
609,II-VI,M_i_B,Cu,CdTe,2.060731,1.9111194738611903,0.018778376747737892
610,II-VI,M_A,Ta,CdTe,2.0995939999999997,2.0189865136567997,0.02553799904135853
611,II-VI,M_i_B,Ag,ZnTe,2.415926,2.159525993110836,0.030188776756329222
612,II-VI,M_A,As,ZnSe,2.958217,2.4179645234554124,0.04388108946257846
613,III-V,M_B,S,AlSb,1.560057,0.9873656169264358,0.09303158741064788
614,II-VI,M_A,Te,CdTe,1.984675,1.6903646615069738,0.023660861542321464
615,II-VI,M_i_A,K,CdTe,2.205584,2.2440563794011927,0.023108087495823812
616,II-VI,M_i_A,Tl,CdTe,2.166784,2.1006874014933303,0.025141788697564272
617,II-VI,M_A,P,CdTe,1.9771869999999998,1.3836524080349073,0.03125549629603569
618,II-VI,M_A,Pt,CdTe,1.1527020000000001,1.822779128727716,0.027466430379071684
619,III-V,M_i_neut,Be,InN,2.3376040000000002,2.2263111522891847,0.06470803540834073
620,II-VI,M_B,F,CdTe,1.815639,1.475816478908498,0.0716656626850399
621,II-VI,M_i_neut,Cu,CdTe,2.1081060000000003,1.911914482553484,0.02102228337787886
622,II-VI,M_i_A,Au,CdSe,2.229717,2.1623575482203057,0.025537392073334577
623,III-V,M_i_B,Ag,GaAs,1.612594,1.4406228592800319,0.03976530679965636
624,IV-IV,M_A,S,Ge,0.777856,0.5409821169312321,0.03732766014397909
