,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
314,IV-IV,M_i_B,As,SiSn,0.700873,0.8396990556262484,0.028553877611203173
315,III-V,M_B,Hg,BSb,0.339262,0.3693222186592252,0.06429974691198942
316,II-VI,M_i_neut,Pb,CdTe,1.8255599999999998,1.7272361664774158,0.027072201404928293
317,III-V,M_i_A,La,AlSb,1.354481,1.4881388997632907,0.07163799539972301
318,II-VI,M_i_A,N,CdTe,0.7571060000000001,0.8350320374241254,0.04258068541698811
319,II-VI,M_i_B,Sr,CdTe,2.008769,1.873307948022522,0.03058189040875767
320,II-VI,M_B,Ge,CdSe,0.7790819999999999,1.564860496506283,0.0692335377344005
321,II-VI,M_i_A,Ba,CdTe,1.9698349999999998,1.9721447551325777,0.028119771940931803
322,II-VI,M_i_neut,V,CdTe,1.708655,1.7087368140916026,0.021727498694144035
323,IV-IV,M_B,I,SiGe,0.9791209999999999,0.9481870365371264,0.06242424077311811
324,III-V,M_i_neut,Ru,AlAs,1.0753030000000001,1.4519272266288579,0.04749219819971648
325,II-VI,M_A,Ba,ZnS,3.2140470000000003,3.144074317437483,0.072236031126907
326,II-VI,M_i_neut,Al,CdTe,1.7946419999999998,1.7546771031461055,0.02249505914351395
327,II-VI,M_i_A,Fe,CdTe,1.608174,1.583757278285128,0.018656050996179462
328,III-V,M_i_A,Cl,AlAs,0.253145,0.8881621320567898,0.08087085221443019
329,II-VI,M_i_B,Be,ZnTe,1.9888029999999999,1.7167051311496535,0.06234060000215214
330,II-VI,M_B,Zn,ZnTe,1.074327,1.1846322122097874,0.05576392828772151
331,III-V,M_B,O,AlAs,1.17303,0.6752234432087154,0.08188479479096017
332,II-VI,M_i_A,S,CdS,0.995384,1.5483542704565518,0.03503233417423181
333,II-VI,M_i_A,Bi,CdTe,1.505536,1.8292407548973244,0.024088414887199323
334,IV-IV,M_i_neut,Tl,SiSn,0.737875,0.8167291451244985,0.03375824394136694
335,III-V,M_i_A,Ir,GaSb,0.387849,0.5501589446804549,0.04089376659931987
336,II-VI,M_A,Bi,ZnS,2.672657,2.6042890090542,0.0689016007138313
337,IV-IV,M_i_B,K,SiGe,1.0391489999999999,0.7723877222405184,0.03747558763540099
338,II-VI,M_i_neut,Be,CdTe,1.771791,1.5612842344625624,0.04375113831808143
339,IV-IV,M_i_B,Hf,GeSn,0.665804,0.7183685054060994,0.03777707276645435
340,IV-IV,M_i_A,Zr,SiGe,0.81881,0.9415427720727729,0.026102367918642535
341,IV-IV,M_i_neut,As,Si,1.043857,1.0103997652714902,0.03632657160428775
342,III-V,M_i_A,Rh,AlP,1.60735,1.5891333583568952,0.045540513199831816
343,III-V,M_i_A,Tc,GaAs,1.005187,1.0416652078844573,0.03382472920156612
344,II-VI,M_i_B,Fe,CdTe,1.5890360000000001,1.5859652705422767,0.0175063048333483
345,III-V,M_B,Tl,AlAs,1.128107,1.304119534120323,0.055907859521780456
346,II-VI,M_A,S,CdS,1.295927,1.3054448961960474,0.047188114805662755
347,II-VI,M_B,Ga,CdTe,0.8243540000000001,1.1117306404558522,0.032134132385685736
348,IV-IV,M_i_B,V,SiC,2.113858,2.4068023911197636,0.04054503181007879
349,IV-IV,M_A,O,Si,0.715314,-0.10848058236223149,0.07862168254548786
350,IV-IV,M_i_neut,K,SiSn,0.909066,0.6942176150689332,0.03128160676613257
351,II-VI,M_B,Cu,CdTe,1.186036,1.0428364328251647,0.038927055743958903
352,II-VI,M_B,Cd,CdTe,1.243495,1.0652016064655547,0.027008252558806185
353,II-VI,M_B,In,CdTe,0.990399,1.2190598885188926,0.028306480675905472
354,II-VI,M_i_neut,Bi,CdTe,1.7153919999999998,1.8197695641018512,0.02985942671383799
355,III-V,M_A,Cr,BSb,0.7901199999999999,0.694645023331519,0.06974117828090391
356,II-VI,M_i_A,Be,CdTe,1.655111,1.554597110865369,0.04641980103268387
357,II-VI,M_i_B,Pb,CdTe,1.9620959999999998,1.779591430053178,0.029607623930119332
358,IV-IV,M_i_A,Tc,SiSn,0.343856,0.6727817179614799,0.025649582456130773
359,II-VI,M_i_A,Co,CdTe,1.623744,1.504402941764809,0.01737132322950772
360,IV-IV,M_i_B,Ge,SiGe,0.952039,0.923462931148269,0.019128442526139926
361,III-V,M_i_A,W,AlSb,1.211884,1.1442806269877068,0.06256564363341259
362,II-VI,M_A,N,CdTe,0.930174,0.722333987234385,0.05343392341090022
363,II-VI,M_i_B,Pd,ZnS,2.973016,2.696689317292207,0.03848332999894434
364,II-VI,M_i_neut,S,CdS,1.450972,1.5516810984485896,0.0357035062690506
365,II-VI,M_i_neut,Rb,CdTe,1.892882,1.7690816368973494,0.04061262054849415
366,II-VI,M_A,O,CdTe,0.028641000000000003,0.3722543249817587,0.056570580481441465
367,II-VI,M_i_B,Sn,CdTe,1.942437,1.6930359959309809,0.0200108146206307
368,II-VI,M_i_B,Co,CdTe,1.6972939999999999,1.5142193465662506,0.01797654742732314
369,II-VI,M_i_neut,Sn,CdTe,1.7853729999999999,1.659586638450231,0.01594500312625434
370,II-VI,M_B,Pb,CdTe,0.760235,0.7632852971863436,0.05542193726349939
371,IV-IV,M_i_neut,Na,Ge,0.7640140000000001,0.6027993124821631,0.04799406544313888
372,II-VI,M_i_A,Cl,ZnSe,0.311681,0.9985932201426333,0.05847322656692029
373,II-VI,M_A,La,ZnO,2.4410830000000003,2.3398792163140643,0.04539112457683986
374,II-VI,M_i_B,P,CdTe,1.363149,1.386264566868347,0.033773638992212474
375,III-V,M_i_neut,Y,InSb,0.8650110000000001,0.9376468897179395,0.03357545201417494
376,II-VI,M_i_neut,Cs,CdTe,1.88956,1.7208773502667178,0.0683246827940997
377,II-VI,M_i_neut,Ir,CdTe,1.112934,1.3864817857672296,0.027089212662092323
378,III-V,M_i_neut,Ba,InAs,1.269485,1.1214816258203057,0.03952239254986644
379,II-VI,M_i_A,Cs,CdTe,1.86537,1.735215713586144,0.0653737832928384
380,IV-IV,M_A,Be,SnC,-0.064592,0.83665225556013,0.07546199296297654
381,III-V,M_A,Rb,InP,0.603766,1.0430276527532796,0.07161025322257558
382,IV-IV,M_i_neut,Rb,GeSn,0.759096,0.5324117361539519,0.044229448261772074
383,IV-IV,M_i_B,Zr,GeSn,0.647012,0.7323113080659919,0.031759102388130435
384,III-V,M_B,Pd,AlP,1.8916009999999999,1.7445013990112712,0.07752214997222959
385,II-VI,M_i_B,Si,CdTe,1.866626,1.4967625466883316,0.02288325829193941
386,II-VI,M_i_A,P,ZnTe,1.153145,1.5178684618081952,0.048060012589029456
387,II-VI,M_A,W,CdTe,1.406326,1.2093287087656357,0.04023718917406875
388,II-VI,M_i_A,Si,CdTe,1.447969,1.486332115913675,0.02354660058069471
389,II-VI,M_B,Tl,CdTe,1.094026,1.1062092943540314,0.05238059705266348
390,IV-IV,M_i_A,Mo,SiSn,0.508555,0.6183155886896122,0.0282506290019355
391,II-VI,M_i_neut,Hf,CdTe,1.7572310000000002,1.9129608906811968,0.028421214131772395
392,II-VI,M_i_B,Ca,CdTe,1.940007,1.9007386610638726,0.027551044457726836
393,II-VI,M_A,Hf,ZnTe,1.959446,1.8194775704760549,0.0538989058226164
394,II-VI,M_i_neut,Mg,CdTe,1.8769939999999998,1.7837059868934588,0.03777032343230791
395,II-VI,M_i_B,I,CdTe,0.676196,1.012471791109443,0.04313577867363636
396,II-VI,M_A,Re,CdTe,1.203086,1.3321484775433712,0.0372249258376731
397,IV-IV,M_i_neut,Ru,SiSn,0.27528400000000003,0.61251072414544,0.031298783303989615
398,IV-IV,M_i_A,Sn,Ge,0.812285,0.7868851804362689,0.02500990070224174
399,II-VI,M_i_A,Sr,CdTe,1.9582970000000002,1.8616776120527412,0.030485341592508
400,II-VI,M_i_B,O,CdTe,0.825624,0.5451847307680374,0.047828817354909486
401,IV-IV,M_B,Cl,GeSn,0.332014,-0.5583202521697656,0.04585629361382299
402,II-VI,M_i_neut,In,CdTe,1.82657,1.827388710781987,0.015650014236518097
403,II-VI,M_i_neut,P,CdSe,1.780491,1.4745653903295701,0.043599094765624985
404,II-VI,M_i_B,Be,CdTe,1.6964569999999999,1.5607434323950904,0.04829108689428924
405,II-VI,M_i_neut,Fe,CdTe,1.677745,1.5685968191520832,0.016410537051880777
406,IV-IV,M_A,Sr,GeSn,0.497884,0.3009208727315053,0.07479817833568266
407,II-VI,M_i_neut,F,ZnO,0.46433100000000005,1.1871042530036373,0.07417778586304649
408,II-VI,M_A,F,CdTe,0.41592399999999996,0.25256900406939653,0.10426829001583404
409,IV-IV,M_i_A,Mo,Sn,0.345972,0.3430442727522439,0.0387163145801314
410,IV-IV,M_A,Co,SiGe,0.186449,0.28429307236814144,0.04028746911882857
411,II-VI,M_i_neut,Li,CdS,2.181914,2.2510646293619807,0.052207012420185994
412,IV-IV,M_i_neut,Si,SiGe,0.841934,0.8583444668226635,0.025715497807212852
413,II-VI,M_i_A,Mn,CdTe,1.745055,1.6587681709546356,0.023295683455571068
414,IV-IV,M_A,Hf,SiGe,0.768648,0.6388640144941903,0.05411864606512323
415,II-VI,M_i_A,Hf,CdTe,1.780995,1.9553398108755509,0.031502834223304355
416,III-V,M_B,Li,InAs,0.688187,0.23525696388726963,0.07169923560446485
417,II-VI,M_i_neut,Si,CdTe,1.69459,1.484703885308716,0.021956481808422773
418,IV-IV,M_i_A,Cl,Si,0.16321,0.2122713281078326,0.06012257143901497
419,II-VI,M_i_A,Ni,CdTe,1.49952,1.3856506341016968,0.017493139548723367
420,II-VI,M_i_B,Al,CdTe,1.783757,1.7630442823801036,0.023506380699175964
421,II-VI,M_i_A,Pb,CdTe,1.853018,1.734866348555253,0.023718779487638345
422,IV-IV,M_A,Ca,SiGe,0.49163100000000004,0.5120777926445808,0.048639016857737326
423,III-V,M_i_A,Zr,InSb,0.8943399999999999,0.9060110432965794,0.042009970990966636
424,IV-IV,M_i_A,Tc,SiGe,0.63958,0.7757810286214066,0.02508754815301841
425,II-VI,M_i_B,Te,CdTe,1.060625,1.4647576196851575,0.03454247200519687
426,II-VI,M_i_A,Sn,CdTe,1.794978,1.6682782973097585,0.013013876825467863
427,IV-IV,M_i_neut,I,Sn,0.373222,0.144349271737507,0.04137660275868821
428,II-VI,M_i_B,As,CdTe,1.41034,1.4968397608183406,0.02254049183937885
429,IV-IV,M_i_neut,Hg,SiGe,0.90775,1.0642915550378942,0.04174671744768313
430,III-V,M_i_B,Pt,GaAs,0.8430469999999999,0.8122200735997677,0.0515236781939753
431,II-VI,M_i_B,S,CdTe,0.7742640000000001,1.001158020885752,0.02714969553135575
432,II-VI,M_i_B,Cl,CdSe,0.348989,0.5854928259041918,0.04838986539688535
433,III-V,M_i_neut,Na,AlSb,1.5227549999999999,1.3141303869184964,0.06621835704160957
434,II-VI,M_i_A,Al,CdTe,1.7683349999999998,1.7609231885181629,0.021846396416741534
435,II-VI,M_i_neut,Co,CdTe,1.59849,1.4971828905447082,0.016622798107948977
436,II-VI,M_i_neut,Hg,ZnSe,2.516495,2.309975694702092,0.03335939141681793
437,II-VI,M_i_A,Ca,CdTe,1.925844,1.8999332613181088,0.02733329503714965
438,II-VI,M_B,Pt,CdTe,1.356133,0.8385135265780012,0.04553283276459397
439,II-VI,M_i_B,Mg,CdO,1.7957419999999997,1.8837618281957333,0.04490694897584114
440,II-VI,M_i_A,Mg,CdTe,1.845868,1.7896276104794844,0.03553077436778539
441,II-VI,M_i_A,Cr,CdTe,1.740795,1.626743275952664,0.021450071967268825
442,II-VI,M_B,Sn,CdTe,0.603038,1.1739645740844888,0.026963900859797656
443,II-VI,M_A,Os,ZnTe,1.059268,1.1652853406155121,0.0670129344693285
444,II-VI,M_i_A,P,CdTe,1.111709,1.3773480383054104,0.035021857602596976
445,II-VI,M_i_B,Se,CdTe,0.859032,1.154157227054522,0.021893130520320027
446,II-VI,M_i_B,Rb,CdTe,1.9038380000000001,1.7885420858560326,0.04416100106879833
447,II-VI,M_A,Mo,ZnTe,1.64431,1.2451526379723066,0.057021088768941866
448,II-VI,M_i_A,Pt,CdTe,1.338084,1.2759909101157398,0.02516404436451299
449,II-VI,M_i_B,Ge,CdTe,1.877673,1.5303676486938511,0.017822649437420856
450,II-VI,M_A,Ru,CdSe,1.103703,1.0005876540615934,0.044495305396242094
451,III-V,M_B,Ru,GaSb,-0.149473,0.08407987794626134,0.050184555678676364
452,II-VI,M_i_neut,Cd,CdSe,1.9933450000000001,1.8680150790252967,0.02761355701590207
453,II-VI,M_i_neut,I,CdTe,0.9500860000000001,0.9896790955706077,0.04221294631769704
454,II-VI,M_i_A,Ge,CdTe,1.550802,1.513749051612813,0.0158821397495842
455,II-VI,M_B,Si,CdTe,0.28277399999999997,1.2159218680273836,0.04467469577861254
456,II-VI,M_i_neut,Cr,CdTe,1.748098,1.6187331842838861,0.02035297594593344
457,II-VI,M_i_B,Se,CdSe,1.045999,1.2458016445352142,0.03624412361936856
458,IV-IV,M_i_neut,Ru,GeSn,0.26764499999999997,0.4822547948876303,0.034561632759177424
459,IV-IV,M_A,Y,Ge,0.07689,0.418045174101424,0.058648732746846066
460,II-VI,M_i_A,I,CdTe,0.49721000000000004,0.9864892108014199,0.04033147021443923
461,II-VI,M_A,Ru,ZnSe,1.3537700000000001,1.4398098371700878,0.05986263498435513
462,II-VI,M_i_neut,Ge,CdTe,1.727524,1.5091661516409804,0.01724846716671538
463,II-VI,M_B,Pd,CdTe,1.3576409999999999,0.9435439932005142,0.03558788634712347
464,II-VI,M_A,Os,CdTe,1.000199,1.0163578471576666,0.03765224411337072
465,II-VI,M_A,Mo,CdTe,1.210581,1.0680779325373395,0.026352143616950003
466,II-VI,M_i_neut,Ga,CdTe,1.7872580000000002,1.687025396739316,0.020008822033197884
467,II-VI,M_i_neut,P,CdTe,1.473722,1.3769030065917887,0.03180976411804877
468,III-V,M_A,Ta,AlAs,1.7288830000000002,1.4294031254734594,0.07075267431575914
469,II-VI,M_i_B,Mg,CdTe,1.8455439999999999,1.787294334580978,0.035324697577531414
470,II-VI,M_B,Hg,CdTe,1.3493709999999999,0.9033296798502004,0.04837828251729273
471,II-VI,M_i_neut,Mn,CdTe,1.724664,1.6386532233500504,0.02560260404114436
472,II-VI,M_i_B,Mn,CdTe,1.825103,1.658759012271761,0.024855561894344957
473,III-V,M_i_neut,Se,GaSb,0.63558,0.5547945796821109,0.03436945742665314
474,II-VI,M_A,Cl,CdTe,0.8134060000000001,0.25617855267206,0.057186893422034736
475,II-VI,M_i_neut,K,CdTe,1.864067,1.7966302470415016,0.029568215868559074
476,II-VI,M_i_neut,Tl,ZnTe,2.202178,1.9268968014982584,0.04940457506995159
477,II-VI,M_B,Ge,CdTe,0.393108,1.164249770066525,0.034591152865218286
478,II-VI,M_A,Nb,CdTe,1.626989,1.2346697760915453,0.03247129292692833
479,IV-IV,M_i_B,Pt,SiSn,0.485043,0.5063739924755205,0.038333537159890796
480,II-VI,M_i_B,Cr,CdTe,1.760562,1.6391289517011398,0.021418516692789342
481,II-VI,M_i_neut,Tl,CdTe,1.8506189999999998,1.7927457579371109,0.025401154565376245
482,II-VI,M_i_A,Te,CdTe,0.9773059999999999,1.4382295561898792,0.026563026297718118
483,II-VI,M_A,Ru,CdTe,0.802909,0.8910864486652116,0.0306864710840533
484,II-VI,M_i_A,O,ZnO,0.839873,1.4253130597918777,0.04279018831658161
485,IV-IV,M_A,Hf,Ge,0.286283,0.40979547506617225,0.05066909423399471
486,II-VI,M_i_A,As,CdTe,1.240135,1.481692569363773,0.02279914644085903
487,II-VI,M_B,Ag,CdTe,1.351348,1.1175531079797552,0.02926801407233
488,II-VI,M_i_B,Ni,CdTe,1.591451,1.3954382237852756,0.016358320567181915
489,II-VI,M_i_B,Au,ZnSe,1.964794,1.8198664797342772,0.031433972655501734
490,II-VI,M_i_neut,O,CdO,0.7316779999999999,0.6029093710478038,0.04728555433580668
491,II-VI,M_i_B,Pt,CdTe,1.48764,1.305437543371478,0.02723941962485084
492,II-VI,M_A,Zr,CdTe,1.6487150000000002,1.4423931444208185,0.04163396500454575
493,II-VI,M_i_neut,Co,CdSe,1.8085759999999997,1.602805751136986,0.030943281150677952
494,IV-IV,M_B,Ca,SiSn,0.144873,0.25463302929732246,0.05249222378232064
495,II-VI,M_i_neut,Zn,CdTe,1.70409,1.629676000887152,0.01943932542616435
496,IV-IV,M_i_A,W,Si,0.7283390000000001,0.9613534372082462,0.05355430154055175
497,II-VI,M_A,S,CdTe,0.459255,0.750643941993645,0.03814276749395414
498,IV-IV,M_i_A,Sr,SiSn,1.015958,0.7551001016060791,0.032740211231412325
499,III-V,M_i_neut,Sc,GaAs,1.323703,1.2883825724227118,0.034408398523382774
500,II-VI,M_i_B,In,CdTe,1.84027,1.8558864711896628,0.024022612707847533
501,IV-IV,M_i_neut,Tl,GeSn,0.6,0.6988836606204001,0.03192291034358014
502,II-VI,M_i_neut,Cd,CdTe,1.775882,1.7295094554312591,0.018552746023240935
503,II-VI,M_i_B,Ti,ZnTe,1.8933779999999998,2.0046019954956478,0.04720930507162109
504,II-VI,M_A,Br,CdTe,0.958765,0.4997292045042201,0.0826926776189367
505,II-VI,M_i_B,Cd,CdSe,1.939482,1.8890224367312343,0.02863123869462106
506,IV-IV,M_A,Li,Si,0.3752,0.5727467198802199,0.0722477539684374
507,II-VI,M_A,Sn,ZnS,3.161837,2.447921148041976,0.0455033000966082
508,III-V,M_B,Au,BAs,0.9651040000000001,1.0558102287176554,0.061637035459697766
509,III-V,M_i_A,O,InSb,-0.108605,-0.10743090900978394,0.0691891585944171
510,IV-IV,M_i_neut,Fe,SiC,1.64874,2.429380523694596,0.037604497899754584
511,II-VI,M_B,Ge,ZnTe,0.34276799999999996,1.2932349221833253,0.047630896708031986
512,II-VI,M_i_neut,O,CdTe,0.244062,0.526574263133922,0.05002800858823334
513,II-VI,M_i_A,Cd,CdSe,1.963014,1.8822797212591182,0.026165166810787895
514,II-VI,M_i_A,Au,ZnSe,1.9377419999999999,1.7997033428279885,0.036936978458979086
515,II-VI,M_i_neut,Te,CdTe,1.262213,1.4343511417024966,0.025917121981648996
516,II-VI,M_i_B,Br,CdTe,0.391815,0.7403881595079289,0.05874770891011944
517,II-VI,M_i_A,S,CdTe,0.456686,0.9922803169355614,0.027979414117002315
518,II-VI,M_i_neut,As,CdTe,1.564689,1.4788491032037814,0.022383219473774547
519,IV-IV,M_A,Os,GeSn,0.141448,0.002566095794874246,0.0645530600783962
520,IV-IV,M_i_neut,K,GeSn,0.724179,0.5616729449601706,0.0409507757231243
521,II-VI,M_A,I,CdTe,1.199398,0.6861694227276094,0.05750100849475342
522,II-VI,M_i_A,Se,CdTe,0.673499,1.1343203702256717,0.021653212270164597
523,II-VI,M_i_A,Se,CdSe,0.955257,1.2263247459897404,0.03502166158433374
524,III-V,M_i_A,Rb,GaSb,0.9950120000000001,0.7193967983820811,0.04630588269489167
525,II-VI,M_i_A,O,CdTe,0.062677,0.5215669388374264,0.04326112845580819
526,IV-IV,M_B,Y,SiSn,0.035059,0.29451937529010175,0.04635774252570903
527,II-VI,M_i_A,Rb,CdTe,1.854744,1.778967912993815,0.04064582607948424
528,II-VI,M_A,Ir,CdTe,0.983417,1.0369869274269372,0.03548740201679698
529,IV-IV,M_A,Rb,Sn,0.44811000000000006,0.14610324807440148,0.06469994658117688
530,II-VI,M_A,B,CdO,0.980928,0.8753234086874506,0.07669627114331143
531,II-VI,M_i_neut,S,CdTe,0.900697,0.9922622788733694,0.02958038133516149
532,IV-IV,M_i_A,K,Ge,0.788121,0.5835314177174254,0.039685985509012874
533,IV-IV,M_i_B,Co,GeSn,0.458679,0.5916043360143309,0.020430461059061395
534,III-V,M_B,V,BP,0.945852,1.2441304965876807,0.08738472996404034
535,II-VI,M_B,N,CdTe,-0.051176,0.4928670133775602,0.07241109638123835
536,III-V,M_A,Hf,AlP,2.056479,1.7195914645393326,0.11346880775636935
537,II-VI,M_i_neut,Se,CdSe,1.348761,1.232640616155947,0.03714845974669281
538,II-VI,M_i_neut,Se,CdTe,1.073784,1.1346224877075641,0.023055347799334085
539,II-VI,M_A,Se,CdS,1.498109,1.394726669578765,0.048432822189649206
540,II-VI,M_i_A,In,CdTe,1.809203,1.8461238729386096,0.014230320822306065
541,IV-IV,M_i_neut,Ag,Si,1.0155049999999999,0.9656467699795378,0.0368052149654738
542,II-VI,M_B,Ni,ZnSe,1.9358369999999998,1.8515123072941642,0.06974637819930395
543,II-VI,M_i_B,Zn,CdTe,1.638775,1.652058497905981,0.02111572546756551
544,III-V,M_i_A,Cu,BAs,1.725327,1.3415263445759735,0.04377955008839389
545,II-VI,M_i_B,Cd,CdTe,1.735544,1.7632761214186743,0.024273707176627864
546,IV-IV,M_i_A,P,GeSn,0.424597,0.592444095845228,0.03612940499352007
547,IV-IV,M_A,Ga,GeC,0.234078,1.4115547203970575,0.07654002324167168
548,III-V,M_i_neut,Ti,GaP,1.733684,1.7136246281507261,0.05793795289071068
549,IV-IV,M_i_B,In,SiSn,0.9377620000000001,0.8833621445908871,0.029697571861668774
550,III-V,M_i_B,Pt,InSb,0.478066,0.4688106631241732,0.03726661923406578
551,II-VI,M_i_neut,Ni,CdTe,1.5649629999999999,1.3797135893492702,0.017005992086564403
552,II-VI,M_A,Se,CdTe,1.197233,0.8412777799680953,0.03367967176699383
553,III-V,M_A,Cd,BSb,0.507414,0.9038608143177627,0.0540597165495789
554,II-VI,M_i_B,Ga,CdTe,1.778644,1.7046763316208142,0.021756551794331447
555,II-VI,M_i_B,K,CdTe,1.83666,1.7992978853919261,0.03656023250786021
556,IV-IV,M_B,Li,SiSn,-0.060160000000000005,-0.18667363027452066,0.09179894622543505
557,II-VI,M_i_B,Cl,CdTe,0.2471,0.49543521915965094,0.04061897193510199
558,III-V,M_i_A,Pb,InAs,1.26652,1.1335402762492337,0.039100054971417955
559,II-VI,M_B,Au,CdTe,1.348008,0.953034007405775,0.0519878773162951
560,II-VI,M_i_B,Tl,CdTe,1.8781700000000001,1.8463138236568633,0.038385736334676075
561,II-VI,M_i_A,Cu,CdTe,1.446223,1.3983183230044873,0.018107408740967043
562,III-V,M_A,Hf,GaAs,1.124727,1.2381855785875981,0.0422790662255615
563,II-VI,M_i_A,Zn,CdTe,1.675766,1.6480243166593689,0.018845495583911954
564,IV-IV,M_i_neut,Sc,SiSn,0.820428,0.9171746090932013,0.02934157593904169
565,II-VI,M_i_neut,Pt,CdTe,1.557488,1.2576805065063867,0.024563738257575022
566,III-V,M_B,Cu,GaP,1.025074,1.21718733197599,0.07550312167263468
567,II-VI,M_A,La,CdTe,1.8881,1.6794088994299738,0.0448621932353104
568,IV-IV,M_i_A,Be,SiGe,0.818399,0.8729835387239266,0.05127249265582264
569,IV-IV,M_i_A,Mg,SiGe,0.996655,0.9858559772215264,0.03889841240694059
570,II-VI,M_i_A,Cd,CdTe,1.740722,1.7586832119739608,0.017311814019499133
571,II-VI,M_B,Bi,CdTe,0.309424,0.936461456723477,0.035716838151491244
572,II-VI,M_A,Pt,ZnSe,1.163707,1.4587108882792534,0.06398814713250127
573,II-VI,M_i_A,Ga,CdTe,1.759161,1.7020838776566591,0.02023318619784268
574,II-VI,M_i_neut,Pt,ZnTe,1.877117,1.4001640968368725,0.05041701632584265
575,II-VI,M_A,B,CdTe,1.4244379999999999,0.8152255396935575,0.06237324898094437
576,II-VI,M_i_A,Br,CdTe,0.20832699999999998,0.7161084733818975,0.05483610676914366
577,II-VI,M_i_neut,Br,CdTe,0.255833,0.7125521842631721,0.053434970378955865
578,IV-IV,M_i_B,Cr,SiC,2.107253,2.350371692110561,0.0454540800373672
579,II-VI,M_i_A,Ni,CdO,1.512889,1.4949696810786364,0.03186712914350638
580,III-V,M_i_neut,Se,InSb,0.47137299999999993,0.5255035564256424,0.04587481997177754
581,IV-IV,M_i_A,Be,Si,0.8463649999999999,0.9592040459493404,0.046352694933824684
582,II-VI,M_i_neut,Cl,CdTe,0.453539,0.48802865076350443,0.04454581169249177
583,II-VI,M_A,Rh,CdTe,0.867022,0.8599476164221453,0.02856180834140111
584,IV-IV,M_i_B,Al,SiSn,0.895446,0.9600433180065622,0.02380394763081819
585,III-V,M_B,Se,BP,1.756,1.3913284620344373,0.11129039981234455
586,III-V,M_i_neut,F,AlSb,1.90208,0.33462581342684217,0.0782579239178394
587,IV-IV,M_i_neut,Rh,Sn,0.076475,0.26208763612495556,0.042022330429293805
588,IV-IV,M_B,Y,GeSn,0.06878,0.162290969631446,0.05189360734041623
589,III-V,M_i_neut,Zn,GaAs,1.020097,1.2603333712339144,0.033805886658237166
590,II-VI,M_i_A,K,CdSe,1.90071,1.9002210292003938,0.03250010137885913
591,IV-IV,M_i_A,Si,Sn,0.34528000000000003,0.4667860818629498,0.035646963148583385
592,II-VI,M_A,B,ZnSe,2.168184,1.420677848318642,0.08671167997892196
593,IV-IV,M_i_neut,Bi,Sn,0.5030279999999999,0.7975315760523858,0.03459793477913549
594,III-V,M_B,Zn,InAs,0.503292,0.8107227139056269,0.0546797122465722
595,II-VI,M_i_neut,Hg,CdTe,1.7071880000000001,1.720718379412898,0.03723404025850802
596,IV-IV,M_i_neut,Sn,Sn,0.366163,0.5733428002404317,0.03437966665516398
597,IV-IV,M_i_A,Co,Sn,0.21300500000000003,0.41350613445510903,0.03753767570602605
598,III-V,M_B,F,InP,1.332025,0.2956329474236259,0.11820925548346037
599,II-VI,M_A,Se,CdSe,1.345604,0.9323398787739995,0.048363496513410015
600,II-VI,M_A,Cs,CdTe,0.495329,1.3619095393201803,0.05508938583992376
601,II-VI,M_A,Tc,CdTe,1.3275290000000002,1.1314141137779181,0.02574176410257293
602,III-V,M_i_A,Li,InN,1.484849,1.6507222431256465,0.05459875635462289
603,IV-IV,M_i_neut,Pt,Ge,0.328988,0.39707524608140976,0.04130479437956372
604,II-VI,M_i_B,Pd,ZnSe,2.253762,2.0236087962101643,0.03245327141889275
605,II-VI,M_A,Rb,CdO,0.29149200000000003,1.1888990006814395,0.06910661586813552
606,III-V,M_A,Se,GaSb,0.735129,0.3253644280250938,0.045963345854401996
607,IV-IV,M_A,Tl,Si,0.368315,0.7071007315620715,0.054245482575571706
608,II-VI,M_i_B,Fe,ZnSe,2.354993,2.1269923140243536,0.03718489789545131
609,II-VI,M_i_B,Cu,CdTe,1.700553,1.4058860752549531,0.021613923946303112
610,II-VI,M_A,Ta,CdTe,1.6673529999999999,1.4338981599009402,0.03669591130977072
611,II-VI,M_i_B,Ag,ZnTe,2.045464,1.6715127221437207,0.0528220575917514
612,II-VI,M_A,As,ZnSe,2.3534900000000003,1.574289407585481,0.047889148903590514
613,III-V,M_B,S,AlSb,1.276114,0.5766697582231058,0.07311511015753362
614,II-VI,M_A,Te,CdTe,1.386001,1.0665791459017482,0.04372589051104063
615,II-VI,M_i_A,K,CdTe,1.838296,1.7906961038734484,0.03403048238801603
616,II-VI,M_i_A,Tl,CdTe,1.82827,1.8245778487142175,0.018220522209441443
617,II-VI,M_A,P,CdTe,1.581749,1.033518028349977,0.030151459613347406
618,II-VI,M_A,Pt,CdTe,0.613059,0.9372764035312253,0.042585851433325425
619,III-V,M_i_neut,Be,InN,1.953991,1.8795656969018957,0.06249716245758589
620,II-VI,M_B,F,CdTe,1.082319,0.21241685859333526,0.10172179667721526
621,II-VI,M_i_neut,Cu,CdTe,1.743516,1.3893987734334252,0.019608364762291004
622,II-VI,M_i_A,Au,CdSe,1.458927,1.3855122395068875,0.0331431455680726
623,III-V,M_i_B,Ag,GaAs,1.350133,1.0565270672514813,0.04020623002887617
624,IV-IV,M_A,S,Ge,0.453683,0.025806419973028804,0.05671262929383761
625,III-V,M_i_A,Tl,InAs,1.186801,1.112900745257423,0.030923811744253762
