,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
321,IV-IV,M_i_A,Zr,SiGe,4.101589,5.162017975912592,0.19535504164993236
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.258721208768234,0.19349362056869673
323,III-V,M_i_A,Rh,AlP,4.095368,4.820772631545005,0.171807950787327
324,III-V,M_i_A,Tc,GaAs,4.082185,4.044892070086279,0.19840523200297658
325,II-VI,M_i_B,Fe,CdTe,4.08,3.4411747466698053,0.0736856551887986
326,III-V,M_B,Tl,AlAs,4.069448,5.462709428244476,0.3289023158225037
327,II-VI,M_A,S,CdS,4.064148,3.2994157429924655,0.09027506466892211
328,II-VI,M_B,Ga,CdTe,4.064,3.4800914950937534,0.11152491962619539
329,IV-IV,M_i_B,V,SiC,4.060727,7.311876191353766,0.23385715484070513
330,IV-IV,M_A,O,Si,4.053368,0.3183400263057717,0.254468820115299
331,IV-IV,M_i_neut,K,SiSn,4.046309,3.8419390337021495,0.21227409405973321
332,II-VI,M_B,Cu,CdTe,4.039,3.30035891679465,0.13678939730584747
333,II-VI,M_B,Cd,CdTe,4.0360000000000005,3.1774150528207734,0.14052611543124116
334,II-VI,M_B,In,CdTe,4.031000000000001,3.717335068459338,0.10459408455282178
335,II-VI,M_i_neut,Bi,CdTe,4.026,3.3877978004352025,0.09451835200514064
336,II-VI,M_i_A,Be,CdTe,4.02,4.037342871767006,0.1329411908432111
337,II-VI,M_i_B,Pb,CdTe,4.011,3.428056300627734,0.10450309955380604
338,IV-IV,M_i_A,Tc,SiSn,4.0073419999999995,3.756664164180119,0.1260646411001316
339,III-V,M_i_neut,Li,AlN,4.0007779999999995,4.725242104115663,0.5305057103593062
340,II-VI,M_i_A,Co,CdTe,4.0,3.361535060599441,0.06704522074503635
341,IV-IV,M_i_B,Ge,SiGe,3.995049,3.9227813887893745,0.1562914567821825
342,III-V,M_i_A,W,AlSb,3.97819,4.5393354361833405,0.21394094747563247
343,II-VI,M_A,N,CdTe,3.977,2.1559527672608914,0.21302129441045387
344,II-VI,M_i_B,Pd,ZnS,3.9728269999999997,5.884098953831151,0.16457879644918574
345,II-VI,M_i_neut,S,CdS,3.9720400000000002,4.176195604768223,0.08632548710171604
346,II-VI,M_i_neut,Rb,CdTe,3.972,4.351712450308211,0.13149478636567793
347,II-VI,M_A,O,CdTe,3.952,1.5469004939369366,0.15377040014097446
348,II-VI,M_i_B,Sn,CdTe,3.917,3.7650742083454483,0.10328310436508398
349,II-VI,M_i_B,Co,CdTe,3.907,3.17151126402068,0.07194064078315905
350,II-VI,M_i_neut,Sn,CdTe,3.905,3.7285351769336637,0.11520750323654663
351,II-VI,M_B,Pb,CdTe,3.9019999999999997,3.1459680378718398,0.15502449815618644
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,3.3573632337065193,0.23818790570874765
353,II-VI,M_i_A,Cl,ZnSe,3.880492,2.972548528510301,0.1907812501672189
354,II-VI,M_A,La,ZnO,3.8606,5.763290628158463,0.32665805369397394
355,II-VI,M_i_B,P,CdTe,3.853,3.2836853622036286,0.08650840689448763
356,III-V,M_i_neut,Y,InSb,3.850203,4.182898923544721,0.30026826193722056
357,II-VI,M_i_neut,Cs,CdTe,3.847,4.777901352158047,0.15828641998468537
358,II-VI,M_i_neut,Ir,CdTe,3.846,3.4325969888592938,0.09154950828491917
359,III-V,M_i_neut,Ba,InAs,3.8418669999999997,3.575976504387171,0.3505177810757504
360,II-VI,M_i_A,Cs,CdTe,3.83,4.647406878370428,0.1809749659018737
361,IV-IV,M_A,Be,SnC,3.825482,6.405304493332196,0.38170719589461366
362,III-V,M_A,Rb,InP,3.8248629999999997,3.6002630043689243,0.5117027877102492
363,IV-IV,M_i_neut,Rb,GeSn,3.8242849999999997,4.309393445164235,0.2303947652020663
364,IV-IV,M_i_B,Zr,GeSn,3.8189839999999995,3.785212617177822,0.1761519523395726
365,III-V,M_B,Pd,AlP,3.816551,4.091865407564194,0.25970046483814413
366,II-VI,M_i_B,Si,CdTe,3.806,3.589741917647809,0.10552772294374549
367,II-VI,M_i_A,P,ZnTe,3.80226,3.9844536999095697,0.1291277111014772
368,II-VI,M_A,W,CdTe,3.787,3.2505868188373506,0.16704492136319285
369,II-VI,M_i_A,Si,CdTe,3.784,3.7729319785594684,0.10069915551545362
370,II-VI,M_B,Tl,CdTe,3.782,4.236917687874239,0.23112686771302027
371,IV-IV,M_i_A,Mo,SiSn,3.7781279999999997,4.674066224225084,0.13579141225679608
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,5.820457410456619,0.15013013129979955
373,II-VI,M_i_B,Ca,CdTe,3.765,3.9579949026425423,0.10016825917738192
374,II-VI,M_A,Hf,ZnTe,3.7614019999999995,3.3490237688793387,0.2197660413975217
375,II-VI,M_i_neut,Mg,CdTe,3.761,3.088203169540087,0.09605611918905747
376,II-VI,M_i_B,I,CdTe,3.7569999999999997,3.7387036841017447,0.08531799817272259
377,II-VI,M_A,Re,CdTe,3.752,3.398931449482686,0.14400030545768044
378,IV-IV,M_i_neut,Ru,SiSn,3.750867,3.669837135440166,0.1531184853627685
379,IV-IV,M_i_A,Sn,Ge,3.737711,4.032196558454068,0.1820175965206821
380,II-VI,M_i_A,Sr,CdTe,3.7289999999999996,4.794845098521503,0.09721660633506249
381,II-VI,M_i_B,O,CdTe,3.727,2.4180468469424654,0.13974414175203423
382,IV-IV,M_B,Cl,GeSn,3.71106,2.377739315728771,0.3194838388624413
383,II-VI,M_i_neut,In,CdTe,3.7039999999999997,3.4887019887854036,0.07799378204577846
384,II-VI,M_i_neut,P,CdSe,3.699378,3.795657169729796,0.0847150422845328
385,II-VI,M_i_B,Be,CdTe,3.685,3.9606750003329934,0.11395556389289432
386,II-VI,M_i_neut,Fe,CdTe,3.6839999999999997,3.6418410631862033,0.08425314672412024
387,IV-IV,M_A,Sr,GeSn,3.676603,4.347760403864825,0.2749906054627125
388,II-VI,M_i_neut,F,ZnO,3.67156,3.799614880470435,0.3085120786818655
389,II-VI,M_A,F,CdTe,3.657,1.579716036810162,0.21744767957002176
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,3.4861827790971276,0.237587477017487
391,IV-IV,M_A,Co,SiGe,3.650172,0.16310448019759077,0.24206500689406119
392,II-VI,M_i_neut,Li,CdS,3.6356919999999997,3.245332309628792,0.16794667892287468
393,IV-IV,M_i_neut,Si,SiGe,3.6312900000000004,3.878256201856164,0.13185151561498815
394,II-VI,M_i_A,Mn,CdTe,3.627,2.9379169105013623,0.08936485592211904
395,IV-IV,M_A,Hf,SiGe,3.620797,3.5517241432853695,0.2377092570422183
396,II-VI,M_i_A,Hf,CdTe,3.614,5.743791228096636,0.1248492311227183
397,III-V,M_B,Li,InAs,3.6126199999999997,0.5748745906495367,0.4094111308822784
398,II-VI,M_i_neut,Si,CdTe,3.611,3.7988307730963244,0.1013798132287254
399,IV-IV,M_i_A,Cl,Si,3.609683,4.7935848936954795,0.3205543835140634
400,II-VI,M_i_A,Ni,CdTe,3.597,3.080224293966058,0.07128362579035197
401,II-VI,M_i_B,Al,CdTe,3.588,3.4066386232195116,0.10832563289796661
402,II-VI,M_i_A,Pb,CdTe,3.5869999999999997,3.1683875688893615,0.0941445590438138
403,IV-IV,M_A,Ca,SiGe,3.5780839999999996,4.485477527595431,0.3587210620292602
404,III-V,M_i_A,Zr,InSb,3.56676,4.694169575255763,0.23333037036526405
405,IV-IV,M_i_A,Tc,SiGe,3.5660809999999996,4.00283817209476,0.14200056746177878
406,II-VI,M_i_B,Te,CdTe,3.5660000000000003,3.5411659938838427,0.07679437171304944
407,II-VI,M_i_A,Sn,CdTe,3.557,3.729033249367501,0.11364884933313738
408,IV-IV,M_i_neut,I,Sn,3.554494,3.751417083003477,0.3083369069464422
409,II-VI,M_i_B,As,CdTe,3.545,3.390897701571974,0.08029527576465723
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,4.015568235476946,0.19062990428764395
411,III-V,M_i_B,Pt,GaAs,3.538564,3.2172282279226523,0.19817000089085537
412,II-VI,M_i_B,S,CdTe,3.534,2.8474534807690985,0.08980328502419446
413,II-VI,M_i_B,Cl,CdSe,3.5246730000000004,3.317674756671809,0.10066743148252359
414,III-V,M_i_neut,Na,AlSb,3.5178260000000003,2.240851487021288,0.3555622971557098
415,II-VI,M_i_A,Al,CdTe,3.517,3.6071651337642363,0.10273640659030507
416,II-VI,M_i_neut,Co,CdTe,3.514,3.3357424555709243,0.07328707232088535
417,II-VI,M_i_neut,Hg,ZnSe,3.502651,4.160485831975635,0.15124115853207779
418,II-VI,M_i_A,Ca,CdTe,3.4960000000000004,4.252398290649169,0.09135121157629525
419,II-VI,M_B,Pt,CdTe,3.492,4.079741384953861,0.11130274694157237
420,II-VI,M_i_B,Mg,CdO,3.4876199999999997,4.517072316785167,0.276244876359662
421,II-VI,M_i_A,Mg,CdTe,3.4730000000000003,3.068390928107335,0.09975315848392691
422,II-VI,M_i_A,Cr,CdTe,3.47,3.8400556148715594,0.08157660726556368
423,II-VI,M_B,Sn,CdTe,3.466,3.3373344037231263,0.11476323005463022
424,II-VI,M_A,Os,ZnTe,3.459622,3.192354361531554,0.19761042385898167
425,II-VI,M_i_A,P,CdTe,3.4539999999999997,3.522641472237263,0.08413613472638512
426,II-VI,M_i_B,Se,CdTe,3.443,3.0332320012785656,0.0824909783514861
427,II-VI,M_i_B,Rb,CdTe,3.4419999999999997,4.186160187600341,0.12992916468639854
428,II-VI,M_A,Mo,ZnTe,3.4414029999999998,3.3867134078373637,0.18231174401265252
429,II-VI,M_i_A,Pt,CdTe,3.4389999999999996,2.659912582037248,0.09143855521470654
430,II-VI,M_i_B,Ge,CdTe,3.437,3.6798757732356764,0.08668589598165886
431,II-VI,M_A,Ru,CdSe,3.4306370000000004,2.954684830062598,0.09749824871896284
432,III-V,M_B,Ru,GaSb,3.426342,2.5366737516646976,0.28458276872558425
433,II-VI,M_i_neut,Cd,CdSe,3.401385,3.185048191072957,0.06573505939943391
434,II-VI,M_i_neut,I,CdTe,3.3960000000000004,3.7219719940640013,0.09681581920669154
435,II-VI,M_i_A,Ge,CdTe,3.384,3.803981671512086,0.09192198523325998
436,II-VI,M_B,Si,CdTe,3.384,3.712192238677602,0.1289858222651221
437,II-VI,M_i_neut,Cr,CdTe,3.383,3.8420079310674664,0.0810829877397641
438,II-VI,M_i_B,Se,CdSe,3.380331,3.3452178706004645,0.0718255759879052
439,IV-IV,M_i_neut,Ru,GeSn,3.3715870000000003,3.0939779729288555,0.13664498297244065
440,IV-IV,M_A,Y,Ge,3.3637699999999997,4.410515511105193,0.24233959545170627
441,II-VI,M_i_A,I,CdTe,3.3369999999999997,3.69895154678746,0.10114032189038141
442,II-VI,M_A,Ru,ZnSe,3.3305059999999997,3.5602082130763506,0.16159871837835177
443,II-VI,M_i_neut,Ge,CdTe,3.33,3.757554227204345,0.09795826382597837
444,II-VI,M_B,Pd,CdTe,3.327,4.691567747717672,0.11107094013121416
445,II-VI,M_A,Os,CdTe,3.326,2.6780000781360256,0.1481223192209304
446,II-VI,M_A,Mo,CdTe,3.318,3.167082756333906,0.09280643002929721
447,II-VI,M_i_neut,Ga,CdTe,3.318,3.432413775418972,0.08958287089924219
448,II-VI,M_i_neut,P,CdTe,3.3089999999999997,3.522254174783194,0.07520375629670313
449,III-V,M_A,Ta,AlAs,3.307675,3.378241064557392,0.2658932356977345
450,II-VI,M_i_B,Mg,CdTe,3.304,2.862670979873152,0.09256754085961308
451,II-VI,M_B,Hg,CdTe,3.293,3.2071201225531896,0.15429711405312163
452,II-VI,M_i_neut,Mn,CdTe,3.281,2.9431227152763433,0.09253136566882333
453,II-VI,M_i_B,Mn,CdTe,3.279,2.7257736803227814,0.09101806345649406
454,III-V,M_i_neut,Se,GaSb,3.273906,2.9941400279347823,0.1317908207343472
455,II-VI,M_A,Cl,CdTe,3.272,3.0486131105183456,0.12232549716446434
456,II-VI,M_i_neut,K,CdTe,3.267,3.612710354168205,0.10265453149424209
457,II-VI,M_i_neut,Tl,ZnTe,3.258752,4.050941618888708,0.1897592517279411
458,II-VI,M_B,Ge,CdTe,3.2560000000000002,3.427835196946907,0.14360689776092173
459,II-VI,M_A,Nb,CdTe,3.245,3.159729364283896,0.1027248049266666
460,IV-IV,M_i_B,Pt,SiSn,3.243739,2.775848411547522,0.18983352046586788
461,II-VI,M_i_B,Cr,CdTe,3.235,3.582079064790019,0.08100875349810564
462,II-VI,M_i_neut,Tl,CdTe,3.2119999999999997,2.836444065953245,0.11358405785106097
463,II-VI,M_i_A,Te,CdTe,3.21,3.467994214822312,0.09873535365443521
464,II-VI,M_A,Ru,CdTe,3.2,2.5743059183098533,0.10609291077139395
465,II-VI,M_i_A,O,ZnO,3.198988,4.3660756782252195,0.2159807308981302
466,IV-IV,M_A,Hf,Ge,3.192296,3.3513507183484803,0.2472879427271327
467,II-VI,M_i_A,As,CdTe,3.1830000000000003,3.525568862961515,0.07736236384285507
468,II-VI,M_B,Ag,CdTe,3.182,2.912299838906916,0.12327505203186515
469,II-VI,M_i_B,Ni,CdTe,3.179,2.8594861265049696,0.06215997238599557
470,II-VI,M_i_B,Au,ZnSe,3.175525,3.01073214103118,0.1801039313490387
471,II-VI,M_i_neut,O,CdO,3.172981,4.295568806619029,0.2285242118704122
472,II-VI,M_i_B,Pt,CdTe,3.1689999999999996,2.851538263716717,0.10894548636497062
473,II-VI,M_A,Zr,CdTe,3.167,2.8297908203699724,0.10833387872846938
474,II-VI,M_i_neut,Co,CdSe,3.166972,3.810492544787876,0.07243804798640556
475,IV-IV,M_B,Ca,SiSn,3.166545,1.01171703171068,0.30327578516053927
476,II-VI,M_i_neut,Zn,CdTe,3.16,2.72500104016646,0.07116033801110021
477,IV-IV,M_i_A,W,Si,3.148873,5.114142616941644,0.23226810157437836
478,II-VI,M_A,S,CdTe,3.147,2.2642324147226573,0.09373268831690205
479,IV-IV,M_i_A,Sr,SiSn,3.140852,4.2457686707584745,0.21258538884505537
480,III-V,M_i_neut,Sc,GaAs,3.132614,3.7430970116100872,0.2438178608556761
481,II-VI,M_i_B,In,CdTe,3.1319999999999997,3.4853798101947193,0.08699703473677202
482,IV-IV,M_i_neut,Tl,GeSn,3.1284509999999996,2.9196589457293256,0.19221452544059148
483,II-VI,M_i_neut,Cd,CdTe,3.127,2.8146423573162673,0.07787488872138525
484,II-VI,M_i_B,Ti,ZnTe,3.11282,5.277320277407435,0.14600438814530164
485,II-VI,M_A,Br,CdTe,3.11,2.9264562353069303,0.1212926211214614
486,II-VI,M_i_B,Cd,CdSe,3.0933900000000003,3.0507299987403784,0.06511113454492039
487,IV-IV,M_A,Li,Si,3.080761,2.4012471767739187,0.3941270590365134
488,II-VI,M_A,Sn,ZnS,3.073085,3.747389796253745,0.15905441947668808
489,III-V,M_B,Au,BAs,3.0712610000000002,5.828639303410787,0.5294082654415126
490,III-V,M_i_A,O,InSb,3.070215,2.045936340606125,0.1572796129255512
491,IV-IV,M_i_neut,Fe,SiC,3.062948,6.5912553096677176,0.2599766645629854
492,II-VI,M_B,Ge,ZnTe,3.0506189999999997,3.842701568765925,0.22264836519483663
493,II-VI,M_i_neut,O,CdTe,3.05,2.5564389307988002,0.13518856198984092
494,II-VI,M_i_A,Cd,CdSe,3.048633,3.1629624272063928,0.06341359963326412
495,II-VI,M_i_A,Au,ZnSe,3.0476490000000003,2.68080623461729,0.15219860485518763
496,II-VI,M_i_neut,Te,CdTe,3.0439999999999996,3.4474216310800756,0.09416505954529192
497,II-VI,M_i_B,Br,CdTe,3.0389999999999997,2.9439957024360606,0.10828868309236875
498,II-VI,M_i_A,S,CdTe,3.0380000000000003,3.0775958337191107,0.10113325606418551
499,II-VI,M_i_neut,As,CdTe,3.03,3.4801780160980114,0.07878014260352811
500,IV-IV,M_A,Os,GeSn,3.0222700000000002,2.52487686782871,0.24079971393522176
501,IV-IV,M_i_neut,K,GeSn,3.014904,3.4034186485123556,0.21317447872323303
502,II-VI,M_A,I,CdTe,3.014,2.2762165903535476,0.1580005316638967
503,II-VI,M_i_A,Se,CdTe,3.002,3.128641181237603,0.09455561231318402
504,II-VI,M_i_A,Se,CdSe,2.9984900000000003,3.4913154372497517,0.08305872993304668
505,III-V,M_i_A,Rb,GaSb,2.992339,4.31579922843428,0.34641443235606884
506,II-VI,M_i_A,O,CdTe,2.969,2.5379378427859907,0.13937676750199024
507,IV-IV,M_B,Y,SiSn,2.947731,2.066102098951755,0.3462139880738897
508,II-VI,M_i_A,Rb,CdTe,2.9360000000000004,4.247815198273399,0.11177748802398582
509,II-VI,M_A,Ir,CdTe,2.91,1.7969343870405603,0.10941620204999063
510,IV-IV,M_A,Rb,Sn,2.902829,1.065494359169239,0.36097119885939233
511,II-VI,M_A,B,CdO,2.902592,4.995852505989558,0.2479526636676351
512,II-VI,M_i_neut,S,CdTe,2.9010000000000002,3.108791646992077,0.09278647833955089
513,IV-IV,M_i_A,K,Ge,2.888969,4.332649004904785,0.21207548884624228
514,IV-IV,M_i_B,Co,GeSn,2.87874,1.6376208940451398,0.12560903129115983
515,III-V,M_B,V,BP,2.878037,6.036911477953294,0.3574748968617458
516,II-VI,M_B,N,CdTe,2.877,3.3863645310565884,0.15778321979608076
517,III-V,M_i_neut,Li,GaN,2.875435,4.816563004423901,0.418824406046063
518,III-V,M_A,Hf,AlP,2.871682,3.547848050823648,0.28559139407282463
519,II-VI,M_i_neut,Se,CdSe,2.869703,3.499659174127905,0.08978987677114501
520,II-VI,M_i_neut,Se,CdTe,2.866,3.104243228110908,0.08228809226685906
521,II-VI,M_A,Se,CdS,2.859745,3.2159175483772655,0.15176219100695956
522,II-VI,M_i_A,In,CdTe,2.844,3.4961768631379435,0.09033517365085374
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.2491287155167328,0.24149832603750182
524,II-VI,M_B,Ni,ZnSe,2.8368,5.054419694045938,0.14853725624857136
525,II-VI,M_i_B,Zn,CdTe,2.8360000000000003,2.5812225923987038,0.06498060291807302
526,III-V,M_i_A,Cu,BAs,2.827323,5.414215888974438,0.20672778597375271
527,II-VI,M_i_B,Cd,CdTe,2.82,2.8055212974215102,0.07360698892283804
528,IV-IV,M_i_A,P,GeSn,2.8178650000000003,2.512838926920337,0.2021022180450329
529,IV-IV,M_A,Ga,GeC,2.802405,4.946627895210774,0.35570833208172126
530,III-V,M_i_neut,Ti,GaP,2.7999970000000003,4.623406577585843,0.24352736799011582
531,IV-IV,M_i_B,In,SiSn,2.794755,3.9175421830611183,0.13593068155159924
532,III-V,M_i_B,Pt,InSb,2.793104,2.9834803174872264,0.175874979405599
533,II-VI,M_i_neut,Ni,CdTe,2.7289999999999996,3.0347081878612796,0.06340651977774475
534,II-VI,M_A,Se,CdTe,2.713,2.3441686692113253,0.10421463006553545
535,III-V,M_A,Cd,BSb,2.706978,3.7088826483360835,0.35181155569990397
536,II-VI,M_i_B,Ga,CdTe,2.7,3.3228638685319494,0.09230977692269947
537,II-VI,M_i_B,K,CdTe,2.693,3.2839987089599085,0.11761199015215848
538,IV-IV,M_B,Li,SiSn,2.670661,-0.04586064334809302,0.3474832119975693
539,II-VI,M_i_B,Cl,CdTe,2.658,2.9548296264616463,0.13573068081254847
540,III-V,M_i_A,Pb,InAs,2.6544220000000003,4.0415285811235275,0.13827568167531493
541,II-VI,M_B,Au,CdTe,2.653,2.5741973156935236,0.11987051192308772
542,II-VI,M_i_B,Tl,CdTe,2.653,3.08543173177886,0.09868285494356543
543,II-VI,M_i_A,Cu,CdTe,2.6510000000000002,2.343891341716369,0.09133283387646532
544,III-V,M_A,Hf,GaAs,2.63364,3.3739898660114265,0.2262104794487185
545,II-VI,M_i_A,Zn,CdTe,2.623,2.769667668199098,0.07423701087264938
546,IV-IV,M_i_neut,Sc,SiSn,2.620623,3.857298033743605,0.18479750545872003
547,II-VI,M_i_neut,Pt,CdTe,2.613,2.6046090362463277,0.09590282434030574
548,III-V,M_B,Cu,GaP,2.612246,2.0347502965598414,0.20300255087415836
549,II-VI,M_A,La,CdTe,2.6,2.302869268209285,0.12765682760035904
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.5578081906954746,0.26252503439860975
551,IV-IV,M_i_A,Mg,SiGe,2.5847,2.2862893640380313,0.24758608033452287
552,II-VI,M_i_A,Cd,CdTe,2.5839999999999996,2.8425116350069906,0.07696927248775644
553,II-VI,M_B,Bi,CdTe,2.583,2.23701916806324,0.21670876718161433
554,II-VI,M_A,Pt,ZnSe,2.582796,2.333324316387075,0.2226572232754623
555,II-VI,M_i_A,Ga,CdTe,2.575,3.454135942525544,0.08903521570940212
556,II-VI,M_i_neut,Pt,ZnTe,2.563403,2.9330423751384425,0.17455748725784187
557,II-VI,M_A,B,CdTe,2.53,3.187654457558097,0.13811352506508615
558,II-VI,M_i_A,Br,CdTe,2.525,3.074134462468674,0.09724166576745856
559,II-VI,M_i_neut,Br,CdTe,2.524,3.0550526843245374,0.12395618221165751
560,IV-IV,M_i_B,Cr,SiC,2.521298,6.819802668094188,0.24489031994915203
561,II-VI,M_i_A,Ni,CdO,2.520131,5.779549651161645,0.18606269548470264
562,III-V,M_i_neut,Se,InSb,2.5166209999999998,2.883098052675545,0.14555043122259442
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.6097263095725176,0.28651376787157284
564,II-VI,M_i_neut,Cl,CdTe,2.492,3.2120917441644097,0.12290792022439308
565,II-VI,M_A,Rh,CdTe,2.488,1.9654579760358089,0.11026799110054078
566,IV-IV,M_i_B,Al,SiSn,2.473005,2.6709217044464024,0.15670870911119864
567,III-V,M_B,Se,BP,2.4670919999999996,6.016644005195468,0.4194000637196771
568,III-V,M_i_neut,F,AlSb,2.464983,2.557922100746849,0.26605092284007337
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.251487369190147,0.22175396965319574
570,IV-IV,M_B,Y,GeSn,2.442148,0.48278449862944156,0.27295620666770337
571,III-V,M_i_neut,Zn,GaAs,2.438663,2.3117821428229504,0.1360828693300787
572,II-VI,M_i_A,K,CdSe,2.435477,3.8752617684237407,0.083241599936507
573,IV-IV,M_i_A,Si,Sn,2.435457,2.6104490928701214,0.192635108761036
574,II-VI,M_A,B,ZnSe,2.43414,3.3473017605565247,0.18327725191750127
575,IV-IV,M_i_neut,Bi,Sn,2.430181,3.0039951952857322,0.22649725429415246
576,III-V,M_B,Zn,InAs,2.424643,0.7298482798806646,0.21501916566927698
577,II-VI,M_i_neut,Hg,CdTe,2.401,2.2796295291773707,0.08249847971286042
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.7963032081257913,0.23984829338056854
579,IV-IV,M_i_A,Co,Sn,2.391907,1.348077730674003,0.20701725984781438
580,III-V,M_B,F,InP,2.383003,2.687409892351053,0.23054368541483
581,II-VI,M_A,Se,CdSe,2.381253,2.6476301847655743,0.133231891988412
582,II-VI,M_A,Cs,CdTe,2.375,1.213750304263219,0.16873053793736464
583,II-VI,M_A,Tc,CdTe,2.363,2.353870285277169,0.09250242883574679
584,III-V,M_i_A,Li,InN,2.358582,4.961590963778114,0.678481188880661
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,2.9121447395738462,0.15915512175267324
586,II-VI,M_i_B,Pd,ZnSe,2.350349,4.91503632935756,0.13677298910980298
587,II-VI,M_A,Rb,CdO,2.3473,3.04506219389186,0.222336963684923
588,III-V,M_A,Se,GaSb,2.328494,1.7760909435700811,0.2055712570372997
589,IV-IV,M_A,Tl,Si,2.321819,2.4651803641025722,0.26440803067364127
590,II-VI,M_i_B,Fe,ZnSe,2.321557,4.484043354516755,0.15475906948786386
591,II-VI,M_i_B,Cu,CdTe,2.3169999999999997,2.1808860305630313,0.07931778463032357
592,II-VI,M_A,Ta,CdTe,2.313,3.4316624548359953,0.12438516149324785
593,II-VI,M_i_B,Ag,ZnTe,2.308903,2.9690744227042862,0.1755904639095436
594,II-VI,M_A,As,ZnSe,2.298047,3.300489862311052,0.1700077448029033
595,III-V,M_B,S,AlSb,2.2947,3.350610713606932,0.25648076993443997
596,II-VI,M_A,Te,CdTe,2.292,1.6370489131079022,0.12556857087271447
597,II-VI,M_i_A,K,CdTe,2.29,3.564216478923054,0.10218796375745821
598,II-VI,M_i_A,Tl,CdTe,2.278,2.8421929693984445,0.10097315833993324
599,II-VI,M_A,P,CdTe,2.266,2.035491857226963,0.10756198621824618
600,II-VI,M_A,Pt,CdTe,2.254,1.1354574669994197,0.14861158103513644
601,II-VI,M_B,F,CdTe,2.233,1.3876183471014454,0.2057286935665903
602,II-VI,M_i_neut,Cu,CdTe,2.217,2.2909510354407034,0.08686271458870781
603,II-VI,M_i_A,Au,CdSe,2.209715,2.003412588255685,0.08694775944324816
604,III-V,M_i_B,Ag,GaAs,2.197298,2.866611255192959,0.1559528668620934
605,IV-IV,M_A,S,Ge,2.1961,-0.11261335333687754,0.2841591620219226
606,III-V,M_i_A,Tl,InAs,2.165323,3.3641068676572807,0.1677304982248135
607,IV-IV,M_A,Ir,GeSn,2.146002,1.793477881866164,0.2389537923689901
608,II-VI,M_i_B,F,CdTe,2.1390000000000002,1.5527917190455724,0.16866412865884994
609,IV-IV,M_B,Rh,SiSn,2.1315180000000002,2.19259794558925,0.20251797445429584
610,II-VI,M_i_neut,F,CdTe,2.131,1.7166359845690835,0.13835507803461
611,II-VI,M_i_neut,Na,CdTe,2.122,2.9948814427752954,0.11430778179140728
612,II-VI,M_A,Y,CdTe,2.113,2.8189192806547028,0.0881237990801431
613,II-VI,M_i_A,Pd,CdTe,2.09,3.3049287775580445,0.08246790003276827
614,II-VI,M_i_B,Pd,CdSe,2.089402,3.621262191230683,0.08371509795161391
615,II-VI,M_i_B,Hg,CdTe,2.084,2.5204317866941515,0.10223015666627974
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,2.3965583558560253,0.21260072134844377
617,II-VI,M_i_B,Au,CdTe,2.0580000000000003,1.490297671546336,0.1095961840905816
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,2.3960336103507816,0.12047951841599282
619,II-VI,M_i_A,Au,CdTe,2.0469999999999997,1.3255477313968722,0.0948871547570978
620,II-VI,M_A,Rb,CdTe,2.041,1.339243778713363,0.11871918626605092
621,IV-IV,M_B,Ag,SiGe,2.035872,2.393851347941735,0.18998979207727126
622,II-VI,M_i_A,Fe,CdSe,2.029962,4.058987829639891,0.0743496749378381
623,II-VI,M_i_A,Cl,CdTe,2.005,3.1987154745045316,0.13640821424708802
624,IV-IV,M_i_A,Mg,Ge,1.975628,1.4927409883437932,0.30730554085967726
625,II-VI,M_A,Ti,CdTe,1.962,1.9238330790829594,0.09114748067988769
626,II-VI,M_i_neut,Au,CdTe,1.954,1.2373589679014523,0.09598468149978888
627,II-VI,M_i_B,Pd,CdTe,1.933,3.2082556321495317,0.0792998875050602
628,III-V,M_A,Al,BAs,1.9202240000000002,4.283542146936677,0.30854286958303173
629,III-V,M_i_A,F,GaAs,1.8881139999999998,3.1686393532954185,0.2308306029274134
630,IV-IV,M_i_neut,Pd,SiGe,1.8468080000000002,2.8741338876199056,0.14937218978668038
631,II-VI,M_i_neut,F,ZnSe,1.8467220000000002,1.470040696800394,0.17974445232797143
632,II-VI,M_A,Sc,CdTe,1.83,2.1535895109485477,0.11604574911417496
633,II-VI,M_B,Br,ZnSe,1.8201990000000001,1.3137903817840293,0.22022546115052954
634,II-VI,M_i_A,Ag,CdTe,1.791,2.0051345802621974,0.10766050192543755
635,II-VI,M_A,Ni,CdTe,1.768,1.1903595780032248,0.10341345893515845
636,II-VI,M_i_neut,Ag,CdTe,1.765,1.9937640972537927,0.1015222227310181
637,IV-IV,M_i_A,F,GeSn,1.7633869999999998,1.7720433794392,0.239479711944645
