,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
318,IV-IV,M_i_B,K,SiGe,4.201773,4.013631528459399,0.1532445062846924
319,II-VI,M_i_neut,Be,CdTe,3.3939999999999997,2.5478969050373315,0.10035195470343956
320,IV-IV,M_i_B,Hf,GeSn,3.989793,4.113704280473131,0.14057704425441644
321,IV-IV,M_i_A,Zr,SiGe,4.126623,4.275172716117656,0.14757725391696405
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.048665901954093,0.19175988943785077
323,III-V,M_i_A,Rh,AlP,4.370868,4.281661547827292,0.17840517431761177
324,III-V,M_i_A,Tc,GaAs,3.588685,4.586590193813104,0.15708415953747656
325,II-VI,M_i_B,Fe,CdTe,2.699,2.169095094446279,0.06719258408727113
326,III-V,M_B,Tl,AlAs,3.061966,1.2730080030310222,0.24189970833907298
327,II-VI,M_A,S,CdS,6.666434,5.251938267772923,0.1043048075253701
328,II-VI,M_B,Ga,CdTe,2.157,2.0512468988329844,0.11240395844932487
329,IV-IV,M_i_B,V,SiC,3.712846,6.940413206174161,0.19444815497893056
330,IV-IV,M_A,O,Si,4.056335,1.002160417890887,0.32736192889697174
331,IV-IV,M_i_neut,K,SiSn,4.864369,3.619968948993139,0.14811282134402054
332,II-VI,M_B,Cu,CdTe,3.3710000000000004,2.077936352523916,0.09445217255132969
333,II-VI,M_B,Cd,CdTe,2.1390000000000002,1.9489405747053508,0.13395344925355596
334,II-VI,M_B,In,CdTe,2.792,2.2247528124143163,0.10964919947199823
335,II-VI,M_i_neut,Bi,CdTe,3.429,3.514788770715467,0.08820465822716513
336,II-VI,M_i_A,Be,CdTe,3.31,2.5465587043910376,0.1044408860775134
337,II-VI,M_i_B,Pb,CdTe,3.062,3.2319951083126015,0.10079790166698306
338,IV-IV,M_i_A,Tc,SiSn,3.6643220000000003,3.2890842769243727,0.1517731482763907
339,III-V,M_i_neut,Li,AlN,2.6927779999999997,4.299086876317135,0.32596203150166814
340,II-VI,M_i_A,Co,CdTe,2.57,2.28695666212709,0.05243883492178871
341,IV-IV,M_i_B,Ge,SiGe,3.939014,3.634792740707213,0.10141182665384632
342,III-V,M_i_A,W,AlSb,4.9381900000000005,5.171668696956943,0.20199490828528913
343,II-VI,M_A,N,CdTe,5.083,4.070718248648294,0.1944317975737114
344,II-VI,M_i_B,Pd,ZnS,3.222827,3.8370208368055527,0.1251728294239938
345,II-VI,M_i_neut,S,CdS,5.273183,5.330003138280661,0.09973946674801722
346,II-VI,M_i_neut,Rb,CdTe,3.1060000000000003,3.6938907290561227,0.0879643527681163
347,II-VI,M_A,O,CdTe,5.596,4.219515494479684,0.16210613316721703
348,II-VI,M_i_B,Sn,CdTe,3.168,3.2561662283204527,0.06944663121921936
349,II-VI,M_i_B,Co,CdTe,2.477,2.304633657850459,0.056685435119823054
350,II-VI,M_i_neut,Sn,CdTe,3.155,3.211872964936267,0.06186267451800194
351,II-VI,M_B,Pb,CdTe,2.004,0.841229771844494,0.15444031158134472
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,2.8934845421653628,0.16201690396688231
353,II-VI,M_i_A,Cl,ZnSe,4.7853330000000005,4.760851481625357,0.10791949446126704
354,II-VI,M_A,La,ZnO,2.231621,2.9326972110064995,0.17917444809258384
355,II-VI,M_i_B,P,CdTe,4.146,4.1143980303193075,0.07940621396712326
356,III-V,M_i_neut,Y,InSb,3.5700309999999997,3.88863341087215,0.1421935486419779
357,II-VI,M_i_neut,Cs,CdTe,2.9160000000000004,3.9332708661951434,0.13036841353955964
358,II-VI,M_i_neut,Ir,CdTe,3.515,3.9001372512124313,0.07987893313786829
359,III-V,M_i_neut,Ba,InAs,3.033867,3.714200202123835,0.1771714168964682
360,II-VI,M_i_A,Cs,CdTe,2.8989999999999996,3.851687010393268,0.15122340748853655
361,IV-IV,M_A,Be,SnC,3.071617,4.740931587808996,0.4567225218853512
362,III-V,M_A,Rb,InP,3.774511,3.667150022852269,0.27591463055284443
363,IV-IV,M_i_neut,Rb,GeSn,3.937272,3.7341931867886244,0.19150055585296485
364,IV-IV,M_i_B,Zr,GeSn,3.706325,3.6621537947698726,0.12251789921508313
365,III-V,M_B,Pd,AlP,3.2030689999999997,2.0374206383243054,0.24742264849233356
366,II-VI,M_i_B,Si,CdTe,3.806,3.580071098185767,0.07681159047410696
367,II-VI,M_i_A,P,ZnTe,4.2622599999999995,4.6076280529239355,0.10695334244199574
368,II-VI,M_A,W,CdTe,4.735,4.770320685287998,0.12662764443522995
369,II-VI,M_i_A,Si,CdTe,3.784,3.556260573595891,0.08114730870748414
370,II-VI,M_B,Tl,CdTe,2.359,1.6747702296912401,0.1830430785150524
371,IV-IV,M_i_A,Mo,SiSn,3.485148,3.5810056832935993,0.14002437079687244
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,4.946239166539607,0.0686704180914751
373,II-VI,M_i_B,Ca,CdTe,2.8160000000000003,2.8629640691951437,0.08182136621862215
374,II-VI,M_A,Hf,ZnTe,3.145241,2.7888775567336284,0.16745790899164925
375,II-VI,M_i_neut,Mg,CdTe,3.1889999999999996,2.4112301000685306,0.08566458833807246
376,II-VI,M_i_B,I,CdTe,4.231,4.208752426786073,0.07258586009468886
377,II-VI,M_A,Re,CdTe,4.7,3.960621410360369,0.12046448280106632
378,IV-IV,M_i_neut,Ru,SiSn,3.4078470000000003,3.433250717608653,0.1606593982132962
379,IV-IV,M_i_A,Sn,Ge,3.737711,3.953208440773821,0.16827710703708537
380,II-VI,M_i_A,Sr,CdTe,2.78,3.507429496420633,0.09723021132507388
381,II-VI,M_i_B,O,CdTe,4.422,3.1492855458499363,0.11148769196500563
382,IV-IV,M_B,Cl,GeSn,3.795554,4.505071029688383,0.26812671445185426
383,II-VI,M_i_neut,In,CdTe,3.4139999999999997,3.023216373204428,0.07211995172584709
384,II-VI,M_i_neut,P,CdSe,3.734378,4.147224322021678,0.09606830678517732
385,II-VI,M_i_B,Be,CdTe,2.975,2.5407567622365104,0.11044705530458392
386,II-VI,M_i_neut,Fe,CdTe,2.303,2.1401187905785557,0.07213262882252308
387,IV-IV,M_A,Sr,GeSn,3.80559,3.422475367428865,0.18548704062606494
388,II-VI,M_i_neut,F,ZnO,5.300539,5.96101330707396,0.18133005315920253
389,II-VI,M_A,F,CdTe,5.079,4.299892271902559,0.15525340378330843
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,3.3967274193755324,0.15178604043300611
391,IV-IV,M_A,Co,SiGe,3.458103,0.6289140278094689,0.1888303157729428
392,II-VI,M_i_neut,Li,CdS,1.5866200000000001,2.018801745105389,0.10495238280462023
393,IV-IV,M_i_neut,Si,SiGe,3.687325,4.041604950297935,0.11508605042869482
394,II-VI,M_i_A,Mn,CdTe,2.49,2.0445310715602854,0.12144712633505657
395,IV-IV,M_A,Hf,SiGe,3.428728,3.782204436229776,0.24018586701807704
396,II-VI,M_i_A,Hf,CdTe,3.614,4.949747585852924,0.06638559752035023
397,III-V,M_B,Li,InAs,2.90212,0.2037372583953178,0.23139660907559456
398,II-VI,M_i_neut,Si,CdTe,3.611,3.5657512913739966,0.07905299205974327
399,IV-IV,M_i_A,Cl,Si,3.609683,4.731873687604019,0.2748331117831943
400,II-VI,M_i_A,Ni,CdTe,3.1630000000000003,2.129661053297429,0.06322076851332867
401,II-VI,M_i_B,Al,CdTe,2.443,2.6477536776888195,0.06408280193290403
402,II-VI,M_i_A,Pb,CdTe,2.638,3.1883098154671576,0.10725186296681741
403,IV-IV,M_A,Ca,SiGe,3.674119,3.7424248826434443,0.315134925484664
404,III-V,M_i_A,Zr,InSb,3.041588,3.725303597002187,0.15542205990124056
405,IV-IV,M_i_A,Tc,SiGe,3.470046,3.9836022740775947,0.1463598119633335
406,II-VI,M_i_B,Te,CdTe,4.513999999999999,3.912507535588623,0.08621131478390058
407,II-VI,M_i_A,Sn,CdTe,2.8080000000000003,3.2166871786799347,0.06247262989441904
408,IV-IV,M_i_neut,I,Sn,3.554494,3.5460571170355495,0.2269693092268907
409,II-VI,M_i_B,As,CdTe,4.046,3.5756266926766087,0.0628656395629153
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,3.4514738709356685,0.19337615904042726
411,III-V,M_i_B,Pt,GaAs,3.805564,4.3198240914267005,0.14724752715229764
412,II-VI,M_i_B,S,CdTe,4.482,4.202140754775915,0.08681506074377235
413,II-VI,M_i_B,Cl,CdSe,4.1629309999999995,4.025425950239956,0.09348369070456995
414,III-V,M_i_neut,Na,AlSb,3.3243440000000004,3.1276732891112604,0.15452846493056555
415,II-VI,M_i_A,Al,CdTe,2.371,2.629838268544442,0.07092263704114371
416,II-VI,M_i_neut,Co,CdTe,2.084,2.2561391592236033,0.05772759442888874
417,II-VI,M_i_neut,Hg,ZnSe,3.082651,3.868026460052576,0.11144380525614642
418,II-VI,M_i_A,Ca,CdTe,2.5469999999999997,2.825784170887605,0.07887998499851401
419,II-VI,M_B,Pt,CdTe,2.182,3.1764301610225028,0.10187499513206823
420,II-VI,M_i_B,Mg,CdO,1.450407,2.6307514820493956,0.1740806238002267
421,II-VI,M_i_A,Mg,CdTe,2.9010000000000002,2.3968821688944666,0.09189170075238164
422,II-VI,M_i_A,Cr,CdTe,2.065,2.3094419175750773,0.0670534433946105
423,II-VI,M_B,Sn,CdTe,1.7690000000000001,1.782809140080832,0.09218161837174987
424,II-VI,M_A,Os,ZnTe,4.565462,4.8423500088222795,0.18037478274451177
425,II-VI,M_i_A,P,CdTe,3.747,4.119459725016375,0.08084657355257606
426,II-VI,M_i_B,Se,CdTe,4.391,3.7719932769680526,0.06483563381442327
427,II-VI,M_i_B,Rb,CdTe,2.576,3.6805187823046617,0.08528944469174501
428,II-VI,M_A,Mo,ZnTe,4.152243,3.255708654634229,0.16143820923766555
429,II-VI,M_i_A,Pt,CdTe,3.077,3.2631247051363785,0.08657011986330918
430,II-VI,M_i_B,Ge,CdTe,3.123,3.0386676725638297,0.06030037464960905
431,II-VI,M_A,Ru,CdSe,3.426153,3.1386999562526525,0.11702810853729176
432,III-V,M_B,Ru,GaSb,3.8535510000000004,2.798824978470024,0.18041289746698103
433,II-VI,M_i_neut,Cd,CdSe,2.147385,2.4091568630677895,0.07092799072304046
434,II-VI,M_i_neut,I,CdTe,3.87,4.202974723075303,0.07687002532530553
435,II-VI,M_i_A,Ge,CdTe,3.071,3.028584590156979,0.050823844611394275
436,II-VI,M_B,Si,CdTe,2.435,2.6220534905628115,0.09187558596269696
437,II-VI,M_i_neut,Cr,CdTe,1.9780000000000002,2.2997182063957538,0.08448518946824166
438,II-VI,M_i_B,Se,CdSe,4.6343309999999995,4.215692160510568,0.08977792487054523
439,IV-IV,M_i_neut,Ru,GeSn,3.287093,3.4877670410157267,0.1386145273782258
440,IV-IV,M_A,Y,Ge,3.3618069999999998,2.541690463547285,0.19571878808250134
441,II-VI,M_i_A,I,CdTe,3.8110000000000004,4.133851537662809,0.08038974951573818
442,II-VI,M_A,Ru,ZnSe,4.797187999999999,3.4070115328411674,0.14488980668657886
443,II-VI,M_i_neut,Ge,CdTe,3.017,2.975158263761646,0.0570267023299474
444,II-VI,M_B,Pd,CdTe,2.388,3.3935424673904997,0.13077605354826835
445,II-VI,M_A,Os,CdTe,4.274,4.758862604465123,0.09846273361239317
446,II-VI,M_A,Mo,CdTe,3.513,3.3252056392080624,0.11521450178383305
447,II-VI,M_i_neut,Ga,CdTe,2.36,2.564875081569428,0.0772461835412308
448,II-VI,M_i_neut,P,CdTe,3.602,4.130177661330249,0.0809019203941427
449,III-V,M_A,Ta,AlAs,4.155157,4.244270662284848,0.3245573325274209
450,II-VI,M_i_B,Mg,CdTe,2.7319999999999998,2.3916220127215175,0.08971225612993086
451,II-VI,M_B,Hg,CdTe,2.367,1.8837049163073403,0.1774647305198054
452,II-VI,M_i_neut,Mn,CdTe,2.144,2.022757799655616,0.11935548489792548
453,II-VI,M_i_B,Mn,CdTe,2.142,2.055921331272804,0.12221463451649692
454,III-V,M_i_neut,Se,GaSb,3.614697,4.00146356445488,0.12520729683838935
455,II-VI,M_A,Cl,CdTe,4.694,5.078792897503055,0.1324707019673925
456,II-VI,M_i_neut,K,CdTe,2.533,2.9377957631057567,0.09110840257304303
457,II-VI,M_i_neut,Tl,ZnTe,2.781252,3.5566565873401808,0.14127783207424247
458,II-VI,M_B,Ge,CdTe,1.994,1.985686139513912,0.07726500281162499
459,II-VI,M_A,Nb,CdTe,2.654,2.8611668025638197,0.10498346894321911
460,IV-IV,M_i_B,Pt,SiSn,4.3328,3.0901844251782764,0.17284931556592778
461,II-VI,M_i_B,Cr,CdTe,1.83,2.3296387978073754,0.08361356433661163
462,II-VI,M_i_neut,Tl,CdTe,2.738,2.8288939490178553,0.11144445776659079
463,II-VI,M_i_A,Te,CdTe,4.159,3.888056252155186,0.096761941001616
464,II-VI,M_A,Ru,CdTe,3.139,3.171188356923934,0.12000419289367435
465,II-VI,M_i_A,O,ZnO,6.456946,5.797419113172659,0.13067154700618738
466,IV-IV,M_A,Hf,Ge,3.190334,3.1222897463836197,0.2373729728975962
467,II-VI,M_i_A,As,CdTe,3.6830000000000003,3.56039745478112,0.056824410290484656
468,II-VI,M_B,Ag,CdTe,2.484,2.3651530697312535,0.13049342549804807
469,II-VI,M_i_B,Ni,CdTe,2.745,2.1458675922763075,0.05892811216184508
470,II-VI,M_i_B,Au,ZnSe,3.589525,3.2688238403551124,0.10686293967313966
471,II-VI,M_i_neut,O,CdO,5.210194,4.557484498408593,0.19036403061734788
472,II-VI,M_i_B,Pt,CdTe,2.8080000000000003,3.310753948893673,0.07913566613733404
473,II-VI,M_A,Zr,CdTe,2.094,2.1543899731570844,0.07415616179625817
474,II-VI,M_i_neut,Co,CdSe,2.293972,2.2769615973237975,0.0575675555396918
475,IV-IV,M_B,Ca,SiSn,4.538626,0.8063468181008929,0.2676159486997999
476,II-VI,M_i_neut,Zn,CdTe,2.211,1.9277725138477428,0.07492376393973964
477,IV-IV,M_i_A,W,Si,3.148873,4.773400560485811,0.2545909797126872
478,II-VI,M_A,S,CdTe,5.043,4.174337674434682,0.11651420516370338
479,IV-IV,M_i_A,Sr,SiSn,4.472933,4.317334227905588,0.15622563074800477
480,III-V,M_i_neut,Sc,GaAs,2.425089,3.1195252949956034,0.18434596444087706
481,II-VI,M_i_B,In,CdTe,2.842,3.0593864466291487,0.0789982953311031
482,IV-IV,M_i_neut,Tl,GeSn,3.132533,2.925229256878443,0.1571370933845999
483,II-VI,M_i_neut,Cd,CdTe,2.178,2.3698473974532837,0.08441924987823632
484,II-VI,M_i_B,Ti,ZnTe,1.77682,3.094615326964608,0.1088116154462071
485,II-VI,M_A,Br,CdTe,4.532,5.130677224943049,0.13613437563739322
486,II-VI,M_i_B,Cd,CdSe,1.83939,2.433781351252299,0.06712231526317078
487,IV-IV,M_A,Li,Si,3.083728,3.38086129892944,0.3404888110246504
488,II-VI,M_A,Sn,ZnS,2.612925,2.9248508556086934,0.14003752126538083
489,III-V,M_B,Au,BAs,2.99713,4.811024693914274,0.3397072175512143
490,III-V,M_i_A,O,InSb,3.256997,1.9386625302773797,0.2138688496933739
491,IV-IV,M_i_neut,Fe,SiC,3.480406,6.186281550820385,0.22132418778359186
492,II-VI,M_B,Ge,ZnTe,1.5407799999999998,2.059221326328138,0.11596327822483327
493,II-VI,M_i_neut,O,CdTe,3.745,3.145997194548577,0.10364638395383632
494,II-VI,M_i_A,Cd,CdSe,1.7946330000000001,2.380230927126637,0.0737643239440573
495,II-VI,M_i_A,Au,ZnSe,3.461649,3.2843136093638727,0.11953203468013238
496,II-VI,M_i_neut,Te,CdTe,3.9930000000000003,3.8629244294999125,0.09432028240487578
497,II-VI,M_i_B,Br,CdTe,3.513,3.5834885859707213,0.08159463008446254
498,II-VI,M_i_A,S,CdTe,3.986,4.180008358943248,0.08503209730197304
499,II-VI,M_i_neut,As,CdTe,3.53,3.5156889499796593,0.0551444787268644
500,IV-IV,M_A,Os,GeSn,2.8532830000000002,2.2191683171300323,0.28975045817357714
501,IV-IV,M_i_neut,K,GeSn,3.1275619999999997,2.95553305926168,0.15404939641638685
502,II-VI,M_A,I,CdTe,4.436,4.167355597842212,0.15002235005771453
503,II-VI,M_i_A,Se,CdTe,3.95,3.721706450324985,0.0887035356117424
504,II-VI,M_i_A,Se,CdSe,4.25249,4.157031072734091,0.09319873368259807
505,III-V,M_i_A,Rb,GaSb,2.741339,3.752347483495458,0.26081054471069387
506,II-VI,M_i_A,O,CdTe,3.6639999999999997,3.1421321896359045,0.11284377709698998
507,IV-IV,M_B,Y,SiSn,3.942791,1.2173421345782494,0.26488987558461907
508,II-VI,M_i_A,Rb,CdTe,2.07,3.5909947142676346,0.08743073614195437
509,II-VI,M_A,Ir,CdTe,3.5260000000000002,3.7383032533546023,0.10182518332886091
510,IV-IV,M_A,Rb,Sn,2.905567,1.537509963340183,0.2970926967097676
511,II-VI,M_A,B,CdO,1.8839849999999998,2.7835988446566686,0.18573977538284642
512,II-VI,M_i_neut,S,CdTe,3.8489999999999998,4.197823335015407,0.07765357251958649
513,IV-IV,M_i_A,K,Ge,2.888969,3.3371650549657135,0.1642267382838769
514,IV-IV,M_i_B,Co,GeSn,2.766082,1.793443336225921,0.12917323938700503
515,III-V,M_B,V,BP,2.44623,3.956882691245572,0.31901845159767217
516,II-VI,M_B,N,CdTe,2.086,2.8045058110216554,0.17439366972513834
517,III-V,M_i_neut,Li,GaN,1.9394349999999998,3.7743537153317277,0.32867379790642676
518,III-V,M_A,Hf,AlP,2.9206630000000002,4.1818045108778215,0.2000998683166907
519,II-VI,M_i_neut,Se,CdSe,4.123703,4.183143988908062,0.10117377999519925
520,II-VI,M_i_neut,Se,CdTe,3.8139999999999996,3.723348097613323,0.07544781400725117
521,II-VI,M_A,Se,CdS,5.4148879999999995,4.748861640659475,0.09871699640126425
522,II-VI,M_i_A,In,CdTe,2.553,2.995044379761919,0.06952097966849564
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.3693023604138688,0.2352371692440743
524,II-VI,M_B,Ni,ZnSe,0.915118,2.8054088144096347,0.11093498882536626
525,II-VI,M_i_B,Zn,CdTe,1.8869999999999998,1.9550768248971668,0.0746738205635014
526,III-V,M_i_A,Cu,BAs,2.827323,5.679264992416894,0.19618280612918138
527,II-VI,M_i_B,Cd,CdTe,1.871,2.428025080944806,0.0847162726768097
528,IV-IV,M_i_A,P,GeSn,2.89297,3.292052701986704,0.21857084263263793
529,IV-IV,M_A,Ga,GeC,0.8417309999999999,4.095090670377905,0.23770972814610694
530,III-V,M_i_neut,Ti,GaP,1.9048599999999998,4.030651054877325,0.1526889445196003
531,IV-IV,M_i_B,In,SiSn,3.936836,3.683672100677255,0.12426953961527158
532,III-V,M_i_B,Pt,InSb,2.769104,2.9310352198704606,0.13107618122105774
533,II-VI,M_i_neut,Ni,CdTe,2.295,2.1039441649919324,0.053571758050382105
534,II-VI,M_A,Se,CdTe,4.609,3.8917890237574495,0.1075253708075514
535,III-V,M_A,Cd,BSb,3.2059900000000003,3.173751482135673,0.3085180294802863
536,II-VI,M_i_B,Ga,CdTe,1.742,2.6129314237232517,0.07516013890409197
537,II-VI,M_i_B,K,CdTe,1.96,2.944863631359681,0.08957222892243583
538,IV-IV,M_B,Li,SiSn,3.819722,2.3549440493298266,0.27121373460911824
539,II-VI,M_i_B,Cl,CdTe,3.1319999999999997,3.4382996581367578,0.10146846350359057
540,III-V,M_i_A,Pb,InAs,2.6664220000000003,3.7619778652236846,0.17277914128183922
541,II-VI,M_B,Au,CdTe,2.562,2.0703489691894363,0.13910876386879698
542,II-VI,M_i_B,Tl,CdTe,2.178,2.9075775699820974,0.10058418776785748
543,II-VI,M_i_A,Cu,CdTe,2.932,1.9255088952623172,0.07983740378039902
544,III-V,M_A,Hf,GaAs,2.587166,3.3454809235110536,0.20924461904766156
545,II-VI,M_i_A,Zn,CdTe,1.6740000000000002,1.9514517006075252,0.07911519462477823
546,IV-IV,M_i_neut,Sc,SiSn,2.694643,2.904855657056579,0.11447930012265337
547,II-VI,M_i_neut,Pt,CdTe,2.251,3.1998264859212866,0.08378725318957608
548,III-V,M_B,Cu,GaP,1.7221090000000001,1.5855639572883735,0.20433165745050946
549,II-VI,M_A,La,CdTe,1.8419999999999999,1.5552121336421891,0.14671363174447136
550,IV-IV,M_i_A,Be,SiGe,2.588412,2.032457626627389,0.15241090615639447
551,IV-IV,M_i_A,Mg,SiGe,2.632718,2.8183437027814637,0.14720322760440085
552,II-VI,M_i_A,Cd,CdTe,1.635,2.376571716153942,0.09306813263987354
553,II-VI,M_B,Bi,CdTe,1.038,0.34464229002619545,0.16989028258445474
554,II-VI,M_A,Pt,ZnSe,4.7564779999999995,3.9884773746875597,0.17859051255837383
555,II-VI,M_i_A,Ga,CdTe,1.617,2.5953437160443786,0.07445295442822558
556,II-VI,M_i_neut,Pt,ZnTe,2.903403,3.3864117859712963,0.12017659764074078
557,II-VI,M_A,B,CdTe,3.478,2.8393420687355877,0.14474939163730796
558,II-VI,M_i_A,Br,CdTe,2.9989999999999997,3.572698095159706,0.09407025700743246
559,II-VI,M_i_neut,Br,CdTe,2.998,3.544704279319008,0.09274284887627006
560,IV-IV,M_i_B,Cr,SiC,2.929965,6.2873897840557245,0.1953713917058833
561,II-VI,M_i_A,Ni,CdO,0.677798,2.6798090915661725,0.11730938577460434
562,III-V,M_i_neut,Se,InSb,2.796793,3.061388434190158,0.1151073423969275
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.841293741337216,0.20616485802831822
564,II-VI,M_i_neut,Cl,CdTe,2.966,3.4171235765862606,0.10201037982884037
565,II-VI,M_A,Rh,CdTe,2.0180000000000002,2.4168844561224425,0.10797504387990856
566,IV-IV,M_i_B,Al,SiSn,2.473005,3.129175727821955,0.11927170408892716
567,III-V,M_B,Se,BP,1.701285,6.997751285759685,0.26055624573361974
568,III-V,M_i_neut,F,AlSb,2.5851319999999998,2.5714072719143255,0.18322344013347452
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.4569128819821464,0.1576031958623416
570,IV-IV,M_B,Y,GeSn,2.41792,0.9081585259869772,0.26378540158855973
571,III-V,M_i_neut,Zn,GaAs,1.952663,2.5714294834279423,0.12338812171962057
572,II-VI,M_i_A,K,CdSe,1.429719,2.942037925221142,0.10461147998721834
573,IV-IV,M_i_A,Si,Sn,2.435457,2.5065935394288097,0.14591928632029688
574,II-VI,M_A,B,ZnSe,3.841822,2.4297309736225485,0.16891821966364276
575,IV-IV,M_i_neut,Bi,Sn,2.430181,2.6063699422157662,0.1894412959708598
576,III-V,M_B,Zn,InAs,1.428767,0.2964141427600662,0.23227674171516824
577,II-VI,M_i_neut,Hg,CdTe,2.425,2.782296451267146,0.0927252428721032
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.82727479882766,0.1939166347578955
579,IV-IV,M_i_A,Co,Sn,2.391907,1.7271195240763997,0.16877011106165832
580,III-V,M_B,F,InP,2.078237,3.563290722248555,0.2576188599382725
581,II-VI,M_A,Se,CdSe,4.9117690000000005,4.225435179923621,0.08302430388162303
582,II-VI,M_A,Cs,CdTe,2.392,2.160114605868425,0.14288503156125223
583,II-VI,M_A,Tc,CdTe,3.3110000000000004,2.7763885111346758,0.12341591955872835
584,III-V,M_i_A,Li,InN,1.202582,2.56907576114362,0.4233026395132883
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,3.621633328144064,0.1704320732559284
586,II-VI,M_i_B,Pd,ZnSe,2.893349,3.2296506698765084,0.09152703312843759
587,II-VI,M_A,Rb,CdO,2.177906,2.3790815303938637,0.19001583180067666
588,III-V,M_A,Se,GaSb,3.010075,1.5848134391630988,0.2441511164148026
589,IV-IV,M_A,Tl,Si,2.324786,2.979452790881374,0.3235232109140495
590,II-VI,M_i_B,Fe,ZnSe,1.277557,2.5025694233581732,0.08025895013542043
591,II-VI,M_i_B,Cu,CdTe,2.5980000000000003,1.9444831976098438,0.08331287180174597
592,II-VI,M_A,Ta,CdTe,3.261,3.939648890071598,0.10523637695248775
593,II-VI,M_i_B,Ag,ZnTe,2.3509029999999997,2.6166261697885633,0.11504660695442084
594,II-VI,M_A,As,ZnSe,4.162729,4.187324002905785,0.11668411832852406
595,III-V,M_B,S,AlSb,2.1745520000000003,3.7419600087306306,0.21067353470024908
596,II-VI,M_A,Te,CdTe,4.189,2.999579722726014,0.13950198098767333
597,II-VI,M_i_A,K,CdTe,1.557,2.9151534008726863,0.07971884170288984
598,II-VI,M_i_A,Tl,CdTe,1.804,2.8418652287043757,0.09972922950288222
599,II-VI,M_A,P,CdTe,3.5069999999999997,3.417019040890369,0.08737320929121302
600,II-VI,M_A,Pt,CdTe,2.841,3.5732856069065226,0.0961073121723357
601,II-VI,M_B,F,CdTe,1.758,1.4531886889432382,0.1997162424784369
602,II-VI,M_i_neut,Cu,CdTe,2.498,1.8896853275676044,0.08254590267817234
603,II-VI,M_i_A,Au,CdSe,2.531715,2.714401340742427,0.08644015003909047
604,III-V,M_i_B,Ag,GaAs,2.267798,3.192832404465049,0.14173792947889866
605,IV-IV,M_A,S,Ge,2.194137,0.2621228236145644,0.27002755122637284
606,III-V,M_i_A,Tl,InAs,2.165323,3.1170730440848367,0.18491793331617093
607,IV-IV,M_A,Ir,GeSn,2.204673,1.1994373318206097,0.21274673872633482
608,II-VI,M_i_B,F,CdTe,2.613,2.0997100524932124,0.10982243604583924
609,IV-IV,M_B,Rh,SiSn,3.230599,2.3342813276887755,0.25568259411291766
610,II-VI,M_i_neut,F,CdTe,2.605,2.0950893119879472,0.1078269151797966
611,II-VI,M_i_neut,Na,CdTe,1.501,2.5120828846633327,0.09973297691520376
612,II-VI,M_A,Y,CdTe,1.123,2.06601867553345,0.1183145425486717
613,II-VI,M_i_A,Pd,CdTe,2.099,2.9698245659481963,0.07746039070941883
614,II-VI,M_i_B,Pd,CdSe,2.136402,2.9672414172152957,0.06405992829292183
615,II-VI,M_i_B,Hg,CdTe,2.108,2.8576265249007924,0.08392942944008923
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,2.00127919398913,0.14033609364226043
617,II-VI,M_i_B,Au,CdTe,2.9160000000000004,2.4410222016749303,0.09037929783679349
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.8329519669697105,0.17939874178602075
619,II-VI,M_i_A,Au,CdTe,2.904,2.3712691156655725,0.10576611296288557
620,II-VI,M_A,Rb,CdTe,2.123,1.9567892487245584,0.14720059736269872
621,IV-IV,M_B,Ag,SiGe,2.1319060000000003,2.867286549992745,0.23250298676189102
622,II-VI,M_i_A,Fe,CdSe,0.9859620000000001,2.1577879787587797,0.05881644409872194
623,II-VI,M_i_A,Cl,CdTe,2.479,3.4134554223210634,0.10111971343934509
624,IV-IV,M_i_A,Mg,Ge,1.975628,2.255221388232477,0.14111087231645494
625,II-VI,M_A,Ti,CdTe,1.234,1.3906712421564396,0.052259680034343864
626,II-VI,M_i_neut,Au,CdTe,2.8110000000000004,2.3299480144317792,0.07923235598106532
627,II-VI,M_i_B,Pd,CdTe,1.942,3.0152588795758133,0.07072535553725352
628,III-V,M_A,Al,BAs,1.9202240000000002,2.8026729370791323,0.23860395896167447
629,III-V,M_i_A,F,GaAs,2.123956,2.39149165861159,0.26291999791772974
630,IV-IV,M_i_neut,Pd,SiGe,1.750773,3.3117750031279485,0.17125537625830917
631,II-VI,M_i_neut,F,ZnSe,2.751563,3.3720839435272802,0.15881041588377764
632,II-VI,M_A,Sc,CdTe,1.355,1.6917437003990776,0.1283360918551886
633,II-VI,M_B,Br,ZnSe,0.915358,2.692663869186011,0.14468944135494596
634,II-VI,M_i_A,Ag,CdTe,2.042,2.251304391934748,0.09134398606037912
