,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
321,IV-IV,M_i_A,Zr,SiGe,4.101589,5.068516910322002,0.17459556192263398
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.260468877517136,0.19562998276156193
323,III-V,M_i_A,Rh,AlP,4.095368,4.544568790608082,0.1572198388201044
324,III-V,M_i_A,Tc,GaAs,4.082185,4.16770666750791,0.17620905581485266
325,II-VI,M_i_B,Fe,CdTe,4.08,3.421245761571808,0.07323387676634265
326,III-V,M_B,Tl,AlAs,4.069448,5.389192305687802,0.3208920640594876
327,II-VI,M_A,S,CdS,4.064148,3.260108923588825,0.09067972472251208
328,II-VI,M_B,Ga,CdTe,4.064,3.860756776038565,0.12057088708192543
329,IV-IV,M_i_B,V,SiC,4.060727,7.015913661998107,0.24376087808096547
330,IV-IV,M_A,O,Si,4.053368,0.7852379391033079,0.2552475706510053
331,IV-IV,M_i_neut,K,SiSn,4.046309,3.4772382493902483,0.22094532419551713
332,II-VI,M_B,Cu,CdTe,4.039,3.4312489614840813,0.12325614741539205
333,II-VI,M_B,Cd,CdTe,4.0360000000000005,3.2349635085724024,0.13805830081571174
334,II-VI,M_B,In,CdTe,4.031000000000001,4.1258069077916435,0.10357523043297207
335,II-VI,M_i_neut,Bi,CdTe,4.026,3.4372206232910414,0.10525010002257407
336,II-VI,M_i_A,Be,CdTe,4.02,3.903157971935599,0.13603322565923207
337,II-VI,M_i_B,Pb,CdTe,4.011,3.6955433774066613,0.11565507665338418
338,IV-IV,M_i_A,Tc,SiSn,4.0073419999999995,3.588625387376207,0.12769523425302326
339,III-V,M_i_neut,Li,AlN,4.0007779999999995,4.167660346631685,0.47805223230357624
340,II-VI,M_i_A,Co,CdTe,4.0,3.318676022358116,0.06969979854792209
341,IV-IV,M_i_B,Ge,SiGe,3.995049,3.729967518848811,0.14359768432630948
342,III-V,M_i_A,W,AlSb,3.97819,4.63545791992284,0.2282671896447739
343,II-VI,M_A,N,CdTe,3.977,2.285304741835103,0.21297043685671851
344,II-VI,M_i_B,Pd,ZnS,3.9728269999999997,6.393761838224729,0.17225070162019523
345,II-VI,M_i_neut,S,CdS,3.9720400000000002,4.033222530639081,0.08047105950212845
346,II-VI,M_i_neut,Rb,CdTe,3.972,4.1328011407099225,0.1321401673262032
347,II-VI,M_A,O,CdTe,3.952,1.8026079985151848,0.16021782223832895
348,II-VI,M_i_B,Sn,CdTe,3.917,4.233199391332285,0.110103741487426
349,II-VI,M_i_B,Co,CdTe,3.907,3.1801472705274754,0.06909011091081428
350,II-VI,M_i_neut,Sn,CdTe,3.905,4.00205792230591,0.11322323708398163
351,II-VI,M_B,Pb,CdTe,3.9019999999999997,3.4839491732020216,0.16021240785380736
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,3.138813241692021,0.249111764477508
353,II-VI,M_i_A,Cl,ZnSe,3.880492,2.749688675576535,0.20680013813789447
354,II-VI,M_A,La,ZnO,3.8606,5.698629446937019,0.30253156445563284
355,II-VI,M_i_B,P,CdTe,3.853,3.2684454804388823,0.0960040045128386
356,III-V,M_i_neut,Y,InSb,3.850203,4.183077110194498,0.31611234425367973
357,II-VI,M_i_neut,Cs,CdTe,3.847,4.776319876122086,0.1658736473461117
358,II-VI,M_i_neut,Ir,CdTe,3.846,3.261396176669858,0.0874608921443601
359,III-V,M_i_neut,Ba,InAs,3.8418669999999997,3.249096877580887,0.34942568980536004
360,II-VI,M_i_A,Cs,CdTe,3.83,4.62691649097183,0.17936345484178376
361,IV-IV,M_A,Be,SnC,3.825482,6.607909926056427,0.4143319147261975
362,III-V,M_A,Rb,InP,3.8248629999999997,3.7401552619311644,0.4874060494036828
363,IV-IV,M_i_neut,Rb,GeSn,3.8242849999999997,4.614447421870927,0.20002398106541794
364,IV-IV,M_i_B,Zr,GeSn,3.8189839999999995,3.492371653704032,0.15437201220784189
365,III-V,M_B,Pd,AlP,3.816551,3.916082025764942,0.2779952789631849
366,II-VI,M_i_B,Si,CdTe,3.806,3.7959574094401547,0.10428861717505077
367,II-VI,M_i_A,P,ZnTe,3.80226,4.2149713184226565,0.11991317066226816
368,II-VI,M_A,W,CdTe,3.787,3.4926191008443284,0.1501998228619515
369,II-VI,M_i_A,Si,CdTe,3.784,3.9479022905222747,0.10771826785912432
370,II-VI,M_B,Tl,CdTe,3.782,4.452847186034087,0.2225110361730305
371,IV-IV,M_i_A,Mo,SiSn,3.7781279999999997,4.854796828815525,0.1519278577807644
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,5.72372260946278,0.15081327060968078
373,II-VI,M_i_B,Ca,CdTe,3.765,3.973114899765541,0.10520817877339143
374,II-VI,M_A,Hf,ZnTe,3.7614019999999995,2.668836901868071,0.19637833766375004
375,II-VI,M_i_neut,Mg,CdTe,3.761,3.2008873752322797,0.1158370467342063
376,II-VI,M_i_B,I,CdTe,3.7569999999999997,3.973260025881771,0.08655572418095839
377,II-VI,M_A,Re,CdTe,3.752,3.4724819280635586,0.12028627852134503
378,IV-IV,M_i_neut,Ru,SiSn,3.750867,3.5991044901719618,0.16658946786195977
379,IV-IV,M_i_A,Sn,Ge,3.737711,3.895699674751538,0.18191852007365145
380,II-VI,M_i_A,Sr,CdTe,3.7289999999999996,4.765522818756075,0.09389607547711128
381,II-VI,M_i_B,O,CdTe,3.727,2.5687527605454576,0.13901349781686298
382,IV-IV,M_B,Cl,GeSn,3.71106,1.8416638711872633,0.29936703360795636
383,II-VI,M_i_neut,In,CdTe,3.7039999999999997,3.7221708640369826,0.07153799930662863
384,II-VI,M_i_neut,P,CdSe,3.699378,3.6388409906476213,0.09367237458198507
385,II-VI,M_i_B,Be,CdTe,3.685,3.8087132874190557,0.12441979203419024
386,II-VI,M_i_neut,Fe,CdTe,3.6839999999999997,3.609130007483323,0.0817077416018465
387,IV-IV,M_A,Sr,GeSn,3.676603,4.888781957753653,0.27193373163727036
388,II-VI,M_i_neut,F,ZnO,3.67156,4.004550447220426,0.3010800643730517
389,II-VI,M_A,F,CdTe,3.657,1.6845569876977073,0.2128444009036715
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,3.2644878299036266,0.24526063393618058
391,IV-IV,M_A,Co,SiGe,3.650172,-0.19303966838182188,0.2360275715576267
392,II-VI,M_i_neut,Li,CdS,3.6356919999999997,3.395612087569235,0.16693256636609816
393,IV-IV,M_i_neut,Si,SiGe,3.6312900000000004,3.7060159610751624,0.1304306617337022
394,II-VI,M_i_A,Mn,CdTe,3.627,2.8682839932575783,0.08258326842856915
395,IV-IV,M_A,Hf,SiGe,3.620797,3.4002222137345326,0.23001848922702142
396,II-VI,M_i_A,Hf,CdTe,3.614,5.653981393816675,0.12379729925465621
397,III-V,M_B,Li,InAs,3.6126199999999997,1.6036211248632433,0.3954988505078701
398,II-VI,M_i_neut,Si,CdTe,3.611,3.9691675710712344,0.09443700246952243
399,IV-IV,M_i_A,Cl,Si,3.609683,4.583808986688182,0.32303391225700556
400,II-VI,M_i_A,Ni,CdTe,3.597,3.011436539484941,0.0760789615114791
401,II-VI,M_i_B,Al,CdTe,3.588,3.809324403528528,0.11067482590486542
402,II-VI,M_i_A,Pb,CdTe,3.5869999999999997,3.3926614207594654,0.09190052405420261
403,IV-IV,M_A,Ca,SiGe,3.5780839999999996,4.7367163364090565,0.3236315076862591
404,III-V,M_i_A,Zr,InSb,3.56676,4.993276213208523,0.22770120116410503
405,IV-IV,M_i_A,Tc,SiGe,3.5660809999999996,3.676442385355415,0.1360816158339626
406,II-VI,M_i_B,Te,CdTe,3.5660000000000003,3.752769052520814,0.07598761460166734
407,II-VI,M_i_A,Sn,CdTe,3.557,4.012860122675636,0.09950100887327626
408,IV-IV,M_i_neut,I,Sn,3.554494,3.5919183212315757,0.3099165654062994
409,II-VI,M_i_B,As,CdTe,3.545,3.473629248021478,0.08325431603369267
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,4.020170302029915,0.15789029537732313
411,III-V,M_i_B,Pt,GaAs,3.538564,3.237591335780332,0.20409382048152114
412,II-VI,M_i_B,S,CdTe,3.534,2.7531618393391595,0.09155569537907306
413,II-VI,M_i_B,Cl,CdSe,3.5246730000000004,3.3120448212224316,0.1008301683019114
414,III-V,M_i_neut,Na,AlSb,3.5178260000000003,1.8994589026492026,0.30953723360094376
415,II-VI,M_i_A,Al,CdTe,3.517,3.9807994027214058,0.0989198655709876
416,II-VI,M_i_neut,Co,CdTe,3.514,3.2995207757585754,0.07310004065929764
417,II-VI,M_i_neut,Hg,ZnSe,3.502651,4.299284310628338,0.1559638271175449
418,II-VI,M_i_A,Ca,CdTe,3.4960000000000004,4.285726712219825,0.09336570250160169
419,II-VI,M_B,Pt,CdTe,3.492,4.120933193882199,0.1300293991466155
420,II-VI,M_i_B,Mg,CdO,3.4876199999999997,4.436094677814969,0.22290665684320074
421,II-VI,M_i_A,Mg,CdTe,3.4730000000000003,3.1699663381184657,0.11206059927206198
422,II-VI,M_i_A,Cr,CdTe,3.47,3.786463343473018,0.07990212142942553
423,II-VI,M_B,Sn,CdTe,3.466,3.7071528000184437,0.13231191910442125
424,II-VI,M_A,Os,ZnTe,3.459622,2.9633918222319586,0.18978070192286858
425,II-VI,M_i_A,P,CdTe,3.4539999999999997,3.473696656452353,0.0914765736644586
426,II-VI,M_i_B,Se,CdTe,3.443,3.103685297341393,0.0912791884996301
427,II-VI,M_i_B,Rb,CdTe,3.4419999999999997,3.94021886370962,0.1286871281335864
428,II-VI,M_A,Mo,ZnTe,3.4414029999999998,2.892285730788772,0.17625279583692122
429,II-VI,M_i_A,Pt,CdTe,3.4389999999999996,2.5257617399686554,0.08064342423992946
430,II-VI,M_i_B,Ge,CdTe,3.437,3.9730459938609757,0.0823358070949732
431,II-VI,M_A,Ru,CdSe,3.4306370000000004,2.9597969562229776,0.09230486262627655
432,III-V,M_B,Ru,GaSb,3.426342,2.556317835485801,0.32284372547862256
433,II-VI,M_i_neut,Cd,CdSe,3.401385,3.0146275829406974,0.06302024993549377
434,II-VI,M_i_neut,I,CdTe,3.3960000000000004,3.7901421774882733,0.10203497851293444
435,II-VI,M_i_A,Ge,CdTe,3.384,3.9926991536168033,0.08047933158699491
436,II-VI,M_B,Si,CdTe,3.384,4.036270585263667,0.13296942736549686
437,II-VI,M_i_neut,Cr,CdTe,3.383,3.7914011033110313,0.08578813265982003
438,II-VI,M_i_B,Se,CdSe,3.380331,3.3100521162144227,0.06682847847862201
439,IV-IV,M_i_neut,Ru,GeSn,3.3715870000000003,3.1351175326382554,0.131720528472962
440,IV-IV,M_A,Y,Ge,3.3637699999999997,4.7504026579567675,0.2822155387594749
441,II-VI,M_i_A,I,CdTe,3.3369999999999997,3.767347947057222,0.11145862252562594
442,II-VI,M_A,Ru,ZnSe,3.3305059999999997,3.3849010301532942,0.15957905417496668
443,II-VI,M_i_neut,Ge,CdTe,3.33,3.9560796174463717,0.08319913909016662
444,II-VI,M_B,Pd,CdTe,3.327,4.910257925455095,0.1178952618586515
445,II-VI,M_A,Os,CdTe,3.326,2.79256226553854,0.1344062253193714
446,II-VI,M_A,Mo,CdTe,3.318,3.330945980953339,0.07980174783104321
447,II-VI,M_i_neut,Ga,CdTe,3.318,3.648127994590401,0.09549256247770087
448,II-VI,M_i_neut,P,CdTe,3.3089999999999997,3.4822865702521097,0.08884307075056888
449,III-V,M_A,Ta,AlAs,3.307675,3.559389166712262,0.20883362221176174
450,II-VI,M_i_B,Mg,CdTe,3.304,2.9101822624955096,0.10427970491644345
451,II-VI,M_B,Hg,CdTe,3.293,3.1304641501867194,0.16426489294312008
452,II-VI,M_i_neut,Mn,CdTe,3.281,2.88251769025347,0.08244646424287443
453,II-VI,M_i_B,Mn,CdTe,3.279,2.637553429568141,0.08888206492683375
454,III-V,M_i_neut,Se,GaSb,3.273906,2.948858978618738,0.1375499663720972
455,II-VI,M_A,Cl,CdTe,3.272,3.2661104735220206,0.12078365669146222
456,II-VI,M_i_neut,K,CdTe,3.267,3.3877461696409723,0.09552215414975031
457,II-VI,M_i_neut,Tl,ZnTe,3.258752,4.562947917174728,0.17670208622615358
458,II-VI,M_B,Ge,CdTe,3.2560000000000002,3.75150550509951,0.1344395999014177
459,II-VI,M_A,Nb,CdTe,3.245,3.077514279207495,0.10215623837133997
460,IV-IV,M_i_B,Pt,SiSn,3.243739,2.875153857278833,0.18283138896866777
461,II-VI,M_i_B,Cr,CdTe,3.235,3.4981173599708506,0.0843107179717399
462,II-VI,M_i_neut,Tl,CdTe,3.2119999999999997,2.951227906899523,0.10286372984168214
463,II-VI,M_i_A,Te,CdTe,3.21,3.496890637893423,0.09760826094821452
464,II-VI,M_A,Ru,CdTe,3.2,2.627114744482249,0.09800046130921922
465,II-VI,M_i_A,O,ZnO,3.198988,4.379083377766382,0.20424559457351874
466,IV-IV,M_A,Hf,Ge,3.192296,3.1899680954216474,0.29569242235865933
467,II-VI,M_i_A,As,CdTe,3.1830000000000003,3.5029380244252906,0.08218640617967626
468,II-VI,M_B,Ag,CdTe,3.182,3.076880293185774,0.12808699676560276
469,II-VI,M_i_B,Ni,CdTe,3.179,2.8755215429620344,0.05904697027561659
470,II-VI,M_i_B,Au,ZnSe,3.175525,2.776445480407761,0.18671550115923485
471,II-VI,M_i_neut,O,CdO,3.172981,4.068171975745831,0.20010443315274143
472,II-VI,M_i_B,Pt,CdTe,3.1689999999999996,2.670927189604568,0.11429758952528668
473,II-VI,M_A,Zr,CdTe,3.167,2.688460806561001,0.10966898609574265
474,II-VI,M_i_neut,Co,CdSe,3.166972,3.778407625763722,0.07311538045103597
475,IV-IV,M_B,Ca,SiSn,3.166545,2.173694078517842,0.27107863709839347
476,II-VI,M_i_neut,Zn,CdTe,3.16,2.5803407901533184,0.07170182899503345
477,IV-IV,M_i_A,W,Si,3.148873,5.556285885580712,0.24229733353004523
478,II-VI,M_A,S,CdTe,3.147,2.3001405859121156,0.09461800374067082
479,IV-IV,M_i_A,Sr,SiSn,3.140852,4.737097081475658,0.170886360802117
480,III-V,M_i_neut,Sc,GaAs,3.132614,3.6204352708301455,0.23616871142877716
481,II-VI,M_i_B,In,CdTe,3.1319999999999997,3.8996899149950637,0.07939798341125674
482,IV-IV,M_i_neut,Tl,GeSn,3.1284509999999996,3.0921941095507264,0.18945014752596553
483,II-VI,M_i_neut,Cd,CdTe,3.127,2.7293081755816297,0.06792524266552223
484,II-VI,M_i_B,Ti,ZnTe,3.11282,4.993164816228289,0.13067551232152763
485,II-VI,M_A,Br,CdTe,3.11,3.172960471155607,0.13649951669864607
486,II-VI,M_i_B,Cd,CdSe,3.0933900000000003,3.0024454753298633,0.06416744319147209
487,IV-IV,M_A,Li,Si,3.080761,2.160291519322354,0.411700036860565
488,II-VI,M_A,Sn,ZnS,3.073085,3.876739844882853,0.16587047563645166
489,III-V,M_B,Au,BAs,3.0712610000000002,5.016773773564982,0.48734176785136535
490,III-V,M_i_A,O,InSb,3.070215,2.170516629102008,0.1773999105944792
491,IV-IV,M_i_neut,Fe,SiC,3.062948,6.346782136964478,0.26291262074501237
492,II-VI,M_B,Ge,ZnTe,3.0506189999999997,3.952105173099852,0.21250080754081443
493,II-VI,M_i_neut,O,CdTe,3.05,2.69217499516087,0.13733664645765567
494,II-VI,M_i_A,Cd,CdSe,3.048633,3.0131497031878465,0.0584417853325805
495,II-VI,M_i_A,Au,ZnSe,3.0476490000000003,2.4106792755261433,0.15698077552732742
496,II-VI,M_i_neut,Te,CdTe,3.0439999999999996,3.476152170512222,0.08586074535599768
497,II-VI,M_i_B,Br,CdTe,3.0389999999999997,3.020842007312047,0.1261082647416752
498,II-VI,M_i_A,S,CdTe,3.0380000000000003,2.936433675646991,0.10507893645832686
499,II-VI,M_i_neut,As,CdTe,3.03,3.452915549537347,0.07645376053265975
500,IV-IV,M_A,Os,GeSn,3.0222700000000002,2.547044554550945,0.2558459711157887
501,IV-IV,M_i_neut,K,GeSn,3.014904,3.642676737543836,0.17138631816939973
502,II-VI,M_A,I,CdTe,3.014,2.5433503456156528,0.1562698093734956
503,II-VI,M_i_A,Se,CdTe,3.002,3.097175519912679,0.10750932040619127
504,II-VI,M_i_A,Se,CdSe,2.9984900000000003,3.360883460380557,0.08700531178557618
505,III-V,M_i_A,Rb,GaSb,2.992339,5.134304733310683,0.3654211425825817
506,II-VI,M_i_A,O,CdTe,2.969,2.6677264915531884,0.13833375617907384
507,IV-IV,M_B,Y,SiSn,2.947731,2.684568049839504,0.3023671109027548
508,II-VI,M_i_A,Rb,CdTe,2.9360000000000004,4.015107169827752,0.11624058823268471
509,II-VI,M_A,Ir,CdTe,2.91,1.9886803061322307,0.11456003122872277
510,IV-IV,M_A,Rb,Sn,2.902829,1.0280331086729555,0.3782481166460776
511,II-VI,M_A,B,CdO,2.902592,4.327109616776421,0.24860303629502978
512,II-VI,M_i_neut,S,CdTe,2.9010000000000002,2.985516123260697,0.10108930511054097
513,IV-IV,M_i_A,K,Ge,2.888969,4.557357486313144,0.22869862370327318
514,IV-IV,M_i_B,Co,GeSn,2.87874,1.493113019958331,0.11022336875040528
515,III-V,M_B,V,BP,2.878037,5.483776247898324,0.3818370168237147
516,II-VI,M_B,N,CdTe,2.877,3.647306501160743,0.15369578316965987
517,III-V,M_i_neut,Li,GaN,2.875435,4.563136232830341,0.43929566836538575
518,III-V,M_A,Hf,AlP,2.871682,3.2443862480736714,0.24864763589733166
519,II-VI,M_i_neut,Se,CdSe,2.869703,3.3656162076362888,0.08443055980524472
520,II-VI,M_i_neut,Se,CdTe,2.866,3.0579132298870055,0.08584382560468473
521,II-VI,M_A,Se,CdS,2.859745,3.26491098226467,0.14548967360349477
522,II-VI,M_i_A,In,CdTe,2.844,3.721220425863862,0.08273987391721628
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.268743712048225,0.2195945776391042
524,II-VI,M_B,Ni,ZnSe,2.8368,5.302137512933197,0.1795440835753291
525,II-VI,M_i_B,Zn,CdTe,2.8360000000000003,2.534641474744553,0.07300711790582266
526,III-V,M_i_A,Cu,BAs,2.827323,5.39618985442662,0.22230509335235335
527,II-VI,M_i_B,Cd,CdTe,2.82,2.896352863839621,0.06557904804907212
528,IV-IV,M_i_A,P,GeSn,2.8178650000000003,2.275410311944718,0.19064006212774656
529,IV-IV,M_A,Ga,GeC,2.802405,4.352166945021251,0.3553352396562665
530,III-V,M_i_neut,Ti,GaP,2.7999970000000003,4.661630447885491,0.22435247742706782
531,IV-IV,M_i_B,In,SiSn,2.794755,4.079110831266062,0.16137654546393812
532,III-V,M_i_B,Pt,InSb,2.793104,3.5647923841818554,0.17164973168946548
533,II-VI,M_i_neut,Ni,CdTe,2.7289999999999996,2.966751287095298,0.0660513054215014
534,II-VI,M_A,Se,CdTe,2.713,2.541705617415034,0.10984586210879593
535,III-V,M_A,Cd,BSb,2.706978,4.002821505581997,0.4435136775838964
536,II-VI,M_i_B,Ga,CdTe,2.7,3.6171451993056905,0.1034052588088932
537,II-VI,M_i_B,K,CdTe,2.693,3.0321581433038696,0.10469580273249536
538,IV-IV,M_B,Li,SiSn,2.670661,0.23568814494571444,0.3316275030315367
539,II-VI,M_i_B,Cl,CdTe,2.658,3.026701238841901,0.1363742496129303
540,III-V,M_i_A,Pb,InAs,2.6544220000000003,4.357202537900539,0.12753672245020634
541,II-VI,M_B,Au,CdTe,2.653,2.750135394034223,0.14942680053252003
542,II-VI,M_i_B,Tl,CdTe,2.653,3.222620722837757,0.09391461722099236
543,II-VI,M_i_A,Cu,CdTe,2.6510000000000002,2.193664704130748,0.08802882416940076
544,III-V,M_A,Hf,GaAs,2.63364,2.9459732577134554,0.23102381711700395
545,II-VI,M_i_A,Zn,CdTe,2.623,2.6321054644561643,0.07548987084559089
546,IV-IV,M_i_neut,Sc,SiSn,2.620623,3.691431891530187,0.19836107980952486
547,II-VI,M_i_neut,Pt,CdTe,2.613,2.408654736546853,0.08249732404604765
548,III-V,M_B,Cu,GaP,2.612246,1.8007025810337107,0.20943091298926436
549,II-VI,M_A,La,CdTe,2.6,2.2252556476803846,0.134611543592224
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.6190966472944843,0.2593968925714106
551,IV-IV,M_i_A,Mg,SiGe,2.5847,2.7030931317150313,0.23170808675258286
552,II-VI,M_i_A,Cd,CdTe,2.5839999999999996,2.7826269889040574,0.06912792685199769
553,II-VI,M_B,Bi,CdTe,2.583,2.3569405281709352,0.2496853418481256
554,II-VI,M_A,Pt,ZnSe,2.582796,2.2390859936619796,0.21307762849971312
555,II-VI,M_i_A,Ga,CdTe,2.575,3.6591799359252333,0.09510948900522113
556,II-VI,M_i_neut,Pt,ZnTe,2.563403,2.4227187916433146,0.17612398576365604
557,II-VI,M_A,B,CdTe,2.53,3.1257928654085703,0.14716849226309445
558,II-VI,M_i_A,Br,CdTe,2.525,3.0402736551992633,0.11894225100442521
559,II-VI,M_i_neut,Br,CdTe,2.524,3.0143407445628205,0.14619614018239493
560,IV-IV,M_i_B,Cr,SiC,2.521298,6.425231944576659,0.2653469238032922
561,II-VI,M_i_A,Ni,CdO,2.520131,5.811944405374437,0.1775346578542896
562,III-V,M_i_neut,Se,InSb,2.5166209999999998,2.892982307477852,0.14485535744615377
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.5726103719452007,0.26137495616631734
564,II-VI,M_i_neut,Cl,CdTe,2.492,3.243197062026833,0.1268711566621573
565,II-VI,M_A,Rh,CdTe,2.488,2.1014467594048134,0.10435997622060414
566,IV-IV,M_i_B,Al,SiSn,2.473005,2.628513940616638,0.15220543834082326
567,III-V,M_B,Se,BP,2.4670919999999996,5.469753323871621,0.38894052663841433
568,III-V,M_i_neut,F,AlSb,2.464983,2.291969824762804,0.2617314326348533
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.0574074242273177,0.24243800060881487
570,IV-IV,M_B,Y,GeSn,2.442148,1.0210610207446191,0.2839330705047499
571,III-V,M_i_neut,Zn,GaAs,2.438663,2.265853675166217,0.14769616577376543
572,II-VI,M_i_A,K,CdSe,2.435477,3.7087222861616502,0.08864074666040893
573,IV-IV,M_i_A,Si,Sn,2.435457,2.4551755278717664,0.18648321808319068
574,II-VI,M_A,B,ZnSe,2.43414,3.3534263457980957,0.18778040757197834
575,IV-IV,M_i_neut,Bi,Sn,2.430181,2.8503261978256154,0.21115092332452284
576,III-V,M_B,Zn,InAs,2.424643,0.4928893874659618,0.17632715803874202
577,II-VI,M_i_neut,Hg,CdTe,2.401,1.9305435145136314,0.08332681542554832
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.598308145361403,0.22104823106926688
579,IV-IV,M_i_A,Co,Sn,2.391907,0.9519831029223808,0.18003533214089695
580,III-V,M_B,F,InP,2.383003,2.950959154190455,0.2233681871467613
581,II-VI,M_A,Se,CdSe,2.381253,2.7187321769077792,0.12247160666361556
582,II-VI,M_A,Cs,CdTe,2.375,1.131691816932642,0.18222156287224983
583,II-VI,M_A,Tc,CdTe,2.363,2.1653076177243262,0.0816719729567138
584,III-V,M_i_A,Li,InN,2.358582,5.057522008350363,0.6492870879644858
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,2.969142947613854,0.1816366309415188
586,II-VI,M_i_B,Pd,ZnSe,2.350349,5.193741483521864,0.12807987711687333
587,II-VI,M_A,Rb,CdO,2.3473,2.932415694771374,0.20044445701932823
588,III-V,M_A,Se,GaSb,2.328494,1.4979511522026028,0.20392282647360008
589,IV-IV,M_A,Tl,Si,2.321819,2.5686342165545164,0.22470321252338357
590,II-VI,M_i_B,Fe,ZnSe,2.321557,4.531529852771669,0.14045228101937307
591,II-VI,M_i_B,Cu,CdTe,2.3169999999999997,2.1166957145570477,0.07488788834910519
592,II-VI,M_A,Ta,CdTe,2.313,3.3779972739757724,0.11950612918092252
593,II-VI,M_i_B,Ag,ZnTe,2.308903,2.827831684121572,0.16335221928256555
594,II-VI,M_A,As,ZnSe,2.298047,3.2403054928259865,0.15353553576461124
595,III-V,M_B,S,AlSb,2.2947,3.0464373473860222,0.24247948099819838
596,II-VI,M_A,Te,CdTe,2.292,1.7169311979369972,0.12404745769624498
597,II-VI,M_i_A,K,CdTe,2.29,3.3324468559012574,0.0932802025326524
598,II-VI,M_i_A,Tl,CdTe,2.278,2.9852965301407512,0.09659147146750988
599,II-VI,M_A,P,CdTe,2.266,1.9873515637122232,0.10484620526235151
600,II-VI,M_A,Pt,CdTe,2.254,1.2997142398768393,0.1418239447101479
601,II-VI,M_B,F,CdTe,2.233,1.7510531681811112,0.2211974914484931
602,II-VI,M_i_neut,Cu,CdTe,2.217,2.1317342847027865,0.08131987990246574
603,II-VI,M_i_A,Au,CdSe,2.209715,1.8934574929444181,0.07817793144139343
604,III-V,M_i_B,Ag,GaAs,2.197298,2.9935566101774334,0.15137861312853315
605,IV-IV,M_A,S,Ge,2.1961,-0.12615725779632805,0.2874118121873898
606,III-V,M_i_A,Tl,InAs,2.165323,3.380397245249798,0.15821614137043571
607,IV-IV,M_A,Ir,GeSn,2.146002,2.129343306041286,0.274487034207552
608,II-VI,M_i_B,F,CdTe,2.1390000000000002,1.7204386012795445,0.1748423239778371
609,IV-IV,M_B,Rh,SiSn,2.1315180000000002,2.5793947374084434,0.19200738782358498
610,II-VI,M_i_neut,F,CdTe,2.131,1.8613376180392862,0.15436453986067686
611,II-VI,M_i_neut,Na,CdTe,2.122,2.6307263792106292,0.10960835714926098
612,II-VI,M_A,Y,CdTe,2.113,2.621750204462824,0.09091511612349323
613,II-VI,M_i_A,Pd,CdTe,2.09,3.2461251113153082,0.08161519768477496
614,II-VI,M_i_B,Pd,CdSe,2.089402,3.54415573819278,0.08624344775637559
615,II-VI,M_i_B,Hg,CdTe,2.084,2.1829208932198334,0.10326531624633352
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,2.0028371867647583,0.17805269025167444
617,II-VI,M_i_B,Au,CdTe,2.0580000000000003,1.3288452290251962,0.11440878401409738
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.9231081124209026,0.12943686852993486
619,II-VI,M_i_A,Au,CdTe,2.0469999999999997,1.2100281323587398,0.08680355781405369
620,II-VI,M_A,Rb,CdTe,2.041,1.1354597262806942,0.12177710047772934
621,IV-IV,M_B,Ag,SiGe,2.035872,2.358601162854085,0.15889342338346116
622,II-VI,M_i_A,Fe,CdSe,2.029962,4.018915922723369,0.07393119051855299
623,II-VI,M_i_A,Cl,CdTe,2.005,3.224969720944028,0.1414938921866037
624,IV-IV,M_i_A,Mg,Ge,1.975628,1.4897076206178195,0.26199818440188466
625,II-VI,M_A,Ti,CdTe,1.962,1.8582943085600867,0.08266530997712106
626,II-VI,M_i_neut,Au,CdTe,1.954,1.056161445853069,0.09178369449700761
627,II-VI,M_i_B,Pd,CdTe,1.933,3.2023740555562092,0.07909217937349036
628,III-V,M_A,Al,BAs,1.9202240000000002,4.29819943567567,0.34328273506063034
629,III-V,M_i_A,F,GaAs,1.8881139999999998,3.5876666721192323,0.20485144307403189
630,IV-IV,M_i_neut,Pd,SiGe,1.8468080000000002,2.634394228290348,0.14740942032590212
631,II-VI,M_i_neut,F,ZnSe,1.8467220000000002,1.2724151114362532,0.1837981158766403
632,II-VI,M_A,Sc,CdTe,1.83,2.0683181804480784,0.1205321922576382
633,II-VI,M_B,Br,ZnSe,1.8201990000000001,0.7946081296639099,0.22274220415727553
634,II-VI,M_i_A,Ag,CdTe,1.791,1.8449807819801685,0.10365785007375422
635,II-VI,M_A,Ni,CdTe,1.768,0.9957680205796781,0.09764411882235674
636,II-VI,M_i_neut,Ag,CdTe,1.765,1.805889875954076,0.09857754140022239
637,IV-IV,M_i_A,F,GeSn,1.7633869999999998,1.6676705687451387,0.26991752065536506
