,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
314,IV-IV,M_i_B,As,SiSn,0.700873,0.8402635540250891,0.025563634571892462
315,III-V,M_B,Hg,BSb,0.339262,0.36169269801299436,0.0623111747108203
316,II-VI,M_i_neut,Pb,CdTe,1.8255599999999998,1.7103078879151536,0.026108453575160423
317,III-V,M_i_A,La,AlSb,1.354481,1.4911000303144775,0.07383129913090834
318,II-VI,M_i_A,N,CdTe,0.7571060000000001,0.8257434902320611,0.04172143558128765
319,II-VI,M_i_B,Sr,CdTe,2.008769,1.8865398227007446,0.027274538320273132
320,II-VI,M_B,Ge,CdSe,0.7790819999999999,1.5545094959592198,0.06575032714488574
321,II-VI,M_i_A,Ba,CdTe,1.9698349999999998,1.9741718032537185,0.025514872575302897
322,II-VI,M_i_neut,V,CdTe,1.708655,1.7080950988931138,0.020848451531093073
323,IV-IV,M_B,I,SiGe,0.9791209999999999,0.960278277570719,0.0638156177817308
324,III-V,M_i_neut,Ru,AlAs,1.0753030000000001,1.4451436696089985,0.046940646978410376
325,II-VI,M_A,Ba,ZnS,3.2140470000000003,3.1685083785069157,0.0686735038749839
326,II-VI,M_i_neut,Al,CdTe,1.7946419999999998,1.7679346328756715,0.020291336162233692
327,II-VI,M_i_A,Fe,CdTe,1.608174,1.5911778764987652,0.018332844451693142
328,III-V,M_i_A,Cl,AlAs,0.253145,0.8773062054417554,0.07514066891462647
329,II-VI,M_i_B,Be,ZnTe,1.9888029999999999,1.7397989670128553,0.059434807803954846
330,II-VI,M_B,Zn,ZnTe,1.074327,1.1700963693277457,0.05323867031445431
331,III-V,M_B,O,AlAs,1.17303,0.6692245804567508,0.08069581303590677
332,II-VI,M_i_A,S,CdS,0.995384,1.5561073691717564,0.035390021734729396
333,II-VI,M_i_A,Bi,CdTe,1.505536,1.827224547239593,0.02417292795949739
334,IV-IV,M_i_neut,Tl,SiSn,0.737875,0.7826990085609516,0.03797884858067429
335,III-V,M_i_A,Ir,GaSb,0.387849,0.5404420779304737,0.03815435030120881
336,II-VI,M_A,Bi,ZnS,2.672657,2.6151744604611653,0.07125324814219204
337,IV-IV,M_i_B,K,SiGe,1.0391489999999999,0.7546021520040568,0.03702201909974582
338,II-VI,M_i_neut,Be,CdTe,1.771791,1.5793753032514313,0.04063259034826966
339,IV-IV,M_i_B,Hf,GeSn,0.665804,0.7350254461711817,0.034405003033303384
340,IV-IV,M_i_A,Zr,SiGe,0.81881,0.9309269993793358,0.026077867062796467
341,IV-IV,M_i_neut,As,Si,1.043857,1.0068665946098925,0.03674550388467891
342,III-V,M_i_A,Rh,AlP,1.60735,1.5846032188108965,0.04350060036709062
343,III-V,M_i_A,Tc,GaAs,1.005187,1.0326742308587087,0.03298682010597764
344,II-VI,M_i_B,Fe,CdTe,1.5890360000000001,1.5981083914591843,0.01735484598671762
345,III-V,M_B,Tl,AlAs,1.128107,1.2990260612440045,0.05734911550646237
346,II-VI,M_A,S,CdS,1.295927,1.3011045175263487,0.04865020227777645
347,II-VI,M_B,Ga,CdTe,0.8243540000000001,1.102324269555676,0.03198409954232768
348,IV-IV,M_i_B,V,SiC,2.113858,2.4018493624274604,0.04101532500645646
349,IV-IV,M_A,O,Si,0.715314,-0.1285055128030646,0.07399078808000342
350,IV-IV,M_i_neut,K,SiSn,0.909066,0.675810985237976,0.028279084357941242
351,II-VI,M_B,Cu,CdTe,1.186036,1.0345501069985257,0.039177955606437234
352,II-VI,M_B,Cd,CdTe,1.243495,1.0491616324699098,0.026835189908440985
353,II-VI,M_B,In,CdTe,0.990399,1.2172958607411573,0.02718602816186659
354,II-VI,M_i_neut,Bi,CdTe,1.7153919999999998,1.8099679735247485,0.029803885946662736
355,III-V,M_A,Cr,BSb,0.7901199999999999,0.6940041105439946,0.0628941309596028
356,II-VI,M_i_A,Be,CdTe,1.655111,1.5728149589817342,0.042024363284553154
357,II-VI,M_i_B,Pb,CdTe,1.9620959999999998,1.7875732938265414,0.027581082911352674
358,IV-IV,M_i_A,Tc,SiSn,0.343856,0.6676243014960755,0.02504327178512872
359,II-VI,M_i_A,Co,CdTe,1.623744,1.5124976528652465,0.01823142740999475
360,IV-IV,M_i_B,Ge,SiGe,0.952039,0.926589501241849,0.01782163189329638
361,III-V,M_i_A,W,AlSb,1.211884,1.1375794675639401,0.06774436989901216
362,II-VI,M_A,N,CdTe,0.930174,0.7178616191531685,0.052579608683311976
363,II-VI,M_i_B,Pd,ZnS,2.973016,2.701482583120609,0.038136442393538125
364,II-VI,M_i_neut,S,CdS,1.450972,1.5598363817679712,0.036707713829357155
365,II-VI,M_i_neut,Rb,CdTe,1.892882,1.7527990766014003,0.03961899370530089
366,II-VI,M_A,O,CdTe,0.028641000000000003,0.38596066529364015,0.05533787067547454
367,II-VI,M_i_B,Sn,CdTe,1.942437,1.7100140109994917,0.019123302236942547
368,II-VI,M_i_B,Co,CdTe,1.6972939999999999,1.527981874216772,0.019482414222133822
369,II-VI,M_i_neut,Sn,CdTe,1.7853729999999999,1.6612049559957611,0.016022854745158358
370,II-VI,M_B,Pb,CdTe,0.760235,0.7744598034496954,0.055087445741584445
371,IV-IV,M_i_neut,Na,Ge,0.7640140000000001,0.5660424640793218,0.04523644946634273
372,II-VI,M_i_A,Cl,ZnSe,0.311681,0.9880595806982374,0.05523814393859746
373,II-VI,M_A,La,ZnO,2.4410830000000003,2.3662564829469432,0.04484783380156766
374,II-VI,M_i_B,P,CdTe,1.363149,1.3989360391514,0.028378639552209133
375,III-V,M_i_neut,Y,InSb,0.8650110000000001,0.9144253007843718,0.02975633609783841
376,II-VI,M_i_neut,Cs,CdTe,1.88956,1.7426422367708063,0.060822334027199915
377,II-VI,M_i_neut,Ir,CdTe,1.112934,1.3691048638189305,0.027590192067946745
378,III-V,M_i_neut,Ba,InAs,1.269485,1.1367097690809103,0.038294157207203944
379,II-VI,M_i_A,Cs,CdTe,1.86537,1.7631332047186732,0.05945234404104129
380,IV-IV,M_A,Be,SnC,-0.064592,0.8474920244370651,0.07374346934548558
381,III-V,M_A,Rb,InP,0.603766,1.0295856903664558,0.06868000504665984
382,IV-IV,M_i_neut,Rb,GeSn,0.759096,0.5194151440481438,0.04278884092439307
383,IV-IV,M_i_B,Zr,GeSn,0.647012,0.747237853837251,0.031050844090595636
384,III-V,M_B,Pd,AlP,1.8916009999999999,1.7472692909141572,0.07270047285740355
385,II-VI,M_i_B,Si,CdTe,1.866626,1.5061634741218703,0.0222325182837235
386,II-VI,M_i_A,P,ZnTe,1.153145,1.5305193212302661,0.04219971926230814
387,II-VI,M_A,W,CdTe,1.406326,1.2016020631898363,0.039565801734198804
388,II-VI,M_i_A,Si,CdTe,1.447969,1.4932476317316583,0.022486426971034205
389,II-VI,M_B,Tl,CdTe,1.094026,1.123402183306901,0.0516040843276575
390,IV-IV,M_i_A,Mo,SiSn,0.508555,0.612397735865714,0.02754764747856856
391,II-VI,M_i_neut,Hf,CdTe,1.7572310000000002,1.9035824342649286,0.02849560453564784
392,II-VI,M_i_B,Ca,CdTe,1.940007,1.918660507236209,0.024343640523786837
393,II-VI,M_A,Hf,ZnTe,1.959446,1.8285301123351403,0.051674040845118493
394,II-VI,M_i_neut,Mg,CdTe,1.8769939999999998,1.7966238779321018,0.034970165475467815
395,II-VI,M_i_B,I,CdTe,0.676196,1.022529806469874,0.041723653596263705
396,II-VI,M_A,Re,CdTe,1.203086,1.325617090439189,0.03488231996674412
397,IV-IV,M_i_neut,Ru,SiSn,0.27528400000000003,0.6092991147702062,0.032150447686557206
398,IV-IV,M_i_A,Sn,Ge,0.812285,0.7744554001258883,0.027552341799029545
399,II-VI,M_i_A,Sr,CdTe,1.9582970000000002,1.8660985342524328,0.028242723052796587
400,II-VI,M_i_B,O,CdTe,0.825624,0.551132964714722,0.04556140623586168
401,IV-IV,M_B,Cl,GeSn,0.332014,-0.5568367219666598,0.04749811725921174
402,II-VI,M_i_neut,In,CdTe,1.82657,1.8284058072723126,0.015246131451367355
403,II-VI,M_i_neut,P,CdSe,1.780491,1.4721091328236606,0.038645058137813236
404,II-VI,M_i_B,Be,CdTe,1.6964569999999999,1.57986583781571,0.0448939780055401
405,II-VI,M_i_neut,Fe,CdTe,1.677745,1.5731585508026487,0.015727889272567692
406,IV-IV,M_A,Sr,GeSn,0.497884,0.2996649208072522,0.07191172277544598
407,II-VI,M_i_neut,F,ZnO,0.46433100000000005,1.1951294227518197,0.07341722043786761
408,II-VI,M_A,F,CdTe,0.41592399999999996,0.2719127484708642,0.10125535292023903
409,IV-IV,M_i_A,Mo,Sn,0.345972,0.3333885315678121,0.032392908443925235
410,IV-IV,M_A,Co,SiGe,0.186449,0.28855863480223254,0.03976223830727102
411,II-VI,M_i_neut,Li,CdS,2.181914,2.256194691004998,0.05054905952001889
412,IV-IV,M_i_neut,Si,SiGe,0.841934,0.8542108175435927,0.025760995072693527
413,II-VI,M_i_A,Mn,CdTe,1.745055,1.6616833922664314,0.02299010457877916
414,IV-IV,M_A,Hf,SiGe,0.768648,0.6565782814372787,0.04991376481460402
415,II-VI,M_i_A,Hf,CdTe,1.780995,1.9518139333557365,0.031648089020259604
416,III-V,M_B,Li,InAs,0.688187,0.2611411432852765,0.0669482394256258
417,II-VI,M_i_neut,Si,CdTe,1.69459,1.4896460958155557,0.021417698549110242
418,IV-IV,M_i_A,Cl,Si,0.16321,0.21107492281534812,0.066993233560207
419,II-VI,M_i_A,Ni,CdTe,1.49952,1.3999005349506033,0.015944507435464415
420,II-VI,M_i_B,Al,CdTe,1.783757,1.7808580913812115,0.021440840436618435
421,II-VI,M_i_A,Pb,CdTe,1.853018,1.725894378092955,0.021766545554816673
422,IV-IV,M_A,Ca,SiGe,0.49163100000000004,0.5210008874717837,0.04386005328747654
423,III-V,M_i_A,Zr,InSb,0.8943399999999999,0.8921956734833483,0.03786082556943731
424,IV-IV,M_i_A,Tc,SiGe,0.63958,0.7714624507327525,0.024887721132551593
425,II-VI,M_i_B,Te,CdTe,1.060625,1.4811053553192886,0.03228318692010216
426,II-VI,M_i_A,Sn,CdTe,1.794978,1.675180441399642,0.012669342765475926
427,IV-IV,M_i_neut,I,Sn,0.373222,0.1286701595940196,0.040475295582101244
428,II-VI,M_i_B,As,CdTe,1.41034,1.501247347679067,0.020811656269885022
429,IV-IV,M_i_neut,Hg,SiGe,0.90775,1.0360270095922914,0.04113858950302499
430,III-V,M_i_B,Pt,GaAs,0.8430469999999999,0.7955699162261661,0.048201824652650105
431,II-VI,M_i_B,S,CdTe,0.7742640000000001,1.0151736012016368,0.026338271710854757
432,II-VI,M_i_B,Cl,CdSe,0.348989,0.5781376839708403,0.044478064363266616
433,III-V,M_i_neut,Na,AlSb,1.5227549999999999,1.3018380821107323,0.07073391975510471
434,II-VI,M_i_A,Al,CdTe,1.7683349999999998,1.7740498602815848,0.01987884124709279
435,II-VI,M_i_neut,Co,CdTe,1.59849,1.5028381630071557,0.016756376505297533
436,II-VI,M_i_neut,Hg,ZnSe,2.516495,2.284390545663045,0.032077007992691885
437,II-VI,M_i_A,Ca,CdTe,1.925844,1.9130167433680616,0.024121482334528536
438,II-VI,M_B,Pt,CdTe,1.356133,0.8498911738282049,0.04409449395139248
439,II-VI,M_i_B,Mg,CdO,1.7957419999999997,1.8825868344015901,0.041030233585468597
440,II-VI,M_i_A,Mg,CdTe,1.845868,1.803031410305455,0.031883970932774786
441,II-VI,M_i_A,Cr,CdTe,1.740795,1.6309432859686175,0.021065000535991286
442,II-VI,M_B,Sn,CdTe,0.603038,1.1767137434075976,0.025915155904847335
443,II-VI,M_A,Os,ZnTe,1.059268,1.1533198565972091,0.06206598925679589
444,II-VI,M_i_A,P,CdTe,1.111709,1.3845894949159234,0.028348573366554223
445,II-VI,M_i_B,Se,CdTe,0.859032,1.1647503823167396,0.02097345366632174
446,II-VI,M_i_B,Rb,CdTe,1.9038380000000001,1.7829700966468387,0.04269430538634275
447,II-VI,M_A,Mo,ZnTe,1.64431,1.256876588448856,0.05620561103727311
448,II-VI,M_i_A,Pt,CdTe,1.338084,1.264230468949344,0.022780393202789278
449,II-VI,M_i_B,Ge,CdTe,1.877673,1.5404361962205264,0.017017643231787782
450,II-VI,M_A,Ru,CdSe,1.103703,0.9840461867773959,0.04328652364087623
451,III-V,M_B,Ru,GaSb,-0.149473,0.09120751878891667,0.04845818884851439
452,II-VI,M_i_neut,Cd,CdSe,1.9933450000000001,1.858600203509963,0.02581980082950214
453,II-VI,M_i_neut,I,CdTe,0.9500860000000001,0.9823003444106215,0.04137327759128739
454,II-VI,M_i_A,Ge,CdTe,1.550802,1.5165205639449078,0.015535489810911404
455,II-VI,M_B,Si,CdTe,0.28277399999999997,1.2144109690119915,0.042046512948204835
456,II-VI,M_i_neut,Cr,CdTe,1.748098,1.6199004616206465,0.01982534611958063
457,II-VI,M_i_B,Se,CdSe,1.045999,1.2492360391865818,0.036315717996767194
458,IV-IV,M_i_neut,Ru,GeSn,0.26764499999999997,0.4975571406419027,0.03380597422740913
459,IV-IV,M_A,Y,Ge,0.07689,0.38673978996610314,0.06035603832014462
460,II-VI,M_i_A,I,CdTe,0.49721000000000004,0.9841817240496422,0.03851925061373234
461,II-VI,M_A,Ru,ZnSe,1.3537700000000001,1.4381017595625571,0.06128214200445152
462,II-VI,M_i_neut,Ge,CdTe,1.727524,1.5095385687691658,0.01624236054247518
463,II-VI,M_B,Pd,CdTe,1.3576409999999999,0.9430725146579331,0.03251814063705611
464,II-VI,M_A,Os,CdTe,1.000199,1.0034389925820726,0.0351290613131885
465,II-VI,M_A,Mo,CdTe,1.210581,1.05941743426994,0.026341845440625143
466,II-VI,M_i_neut,Ga,CdTe,1.7872580000000002,1.6851126310308877,0.019647256762372424
467,II-VI,M_i_neut,P,CdTe,1.473722,1.384312855768275,0.02694040670804654
468,III-V,M_A,Ta,AlAs,1.7288830000000002,1.4586420048409834,0.07229232726634177
469,II-VI,M_i_B,Mg,CdTe,1.8455439999999999,1.8053635548964884,0.03170302449723843
470,II-VI,M_B,Hg,CdTe,1.3493709999999999,0.9012140252244748,0.04741820232868274
471,II-VI,M_i_neut,Mn,CdTe,1.724664,1.6405051501610406,0.02457058989679719
472,II-VI,M_i_B,Mn,CdTe,1.825103,1.6677879025634907,0.022859728837836574
473,III-V,M_i_neut,Se,GaSb,0.63558,0.5604752424661076,0.03366754889497137
474,II-VI,M_A,Cl,CdTe,0.8134060000000001,0.23696269871343384,0.05459699992718435
475,II-VI,M_i_neut,K,CdTe,1.864067,1.7922848328537042,0.02850571640304439
476,II-VI,M_i_neut,Tl,ZnTe,2.202178,1.9089927289107702,0.0458638594474041
477,II-VI,M_B,Ge,CdTe,0.393108,1.1621515866413792,0.03362595535267674
478,II-VI,M_A,Nb,CdTe,1.626989,1.2213731772164995,0.03151909928815481
479,IV-IV,M_i_B,Pt,SiSn,0.485043,0.5053285783042634,0.03756986684081911
480,II-VI,M_i_B,Cr,CdTe,1.760562,1.6476447350491967,0.021072362690295388
481,II-VI,M_i_neut,Tl,CdTe,1.8506189999999998,1.7716247706515709,0.02549354079566289
482,II-VI,M_i_A,Te,CdTe,0.9773059999999999,1.4421125025359682,0.024710629607297214
483,II-VI,M_A,Ru,CdTe,0.802909,0.878267422576258,0.028646426395718044
484,II-VI,M_i_A,O,ZnO,0.839873,1.424178606920116,0.041182278612691955
485,IV-IV,M_A,Hf,Ge,0.286283,0.3996511619608031,0.05254597453344972
486,II-VI,M_i_A,As,CdTe,1.240135,1.4791613901525114,0.021432326148121975
487,II-VI,M_B,Ag,CdTe,1.351348,1.1164007205081212,0.029301280189723274
488,II-VI,M_i_B,Ni,CdTe,1.591451,1.4154713366576135,0.01552002346912045
489,II-VI,M_i_B,Au,ZnSe,1.964794,1.828714386542456,0.03167133405875803
490,II-VI,M_i_neut,O,CdO,0.7316779999999999,0.5889632664029426,0.04575640507930562
491,II-VI,M_i_B,Pt,CdTe,1.48764,1.3094848706591034,0.02440282645142859
492,II-VI,M_A,Zr,CdTe,1.6487150000000002,1.4271577422511608,0.04028648218824613
493,II-VI,M_i_neut,Co,CdSe,1.8085759999999997,1.6025184487929494,0.029161928771200284
494,IV-IV,M_B,Ca,SiSn,0.144873,0.24824249695930972,0.049226188326116374
495,II-VI,M_i_neut,Zn,CdTe,1.70409,1.62633784739159,0.019143044535889477
496,IV-IV,M_i_A,W,Si,0.7283390000000001,0.9673757927322288,0.0553767245234298
497,II-VI,M_A,S,CdTe,0.459255,0.7506858202311925,0.038254104937639595
498,IV-IV,M_i_A,Sr,SiSn,1.015958,0.7457641041067877,0.03233701969298825
499,III-V,M_i_neut,Sc,GaAs,1.323703,1.2704518975593846,0.03040253835902142
500,II-VI,M_i_B,In,CdTe,1.84027,1.8717601072032477,0.023720746928927266
501,IV-IV,M_i_neut,Tl,GeSn,0.6,0.6820658383461491,0.030993237102010067
502,II-VI,M_i_neut,Cd,CdTe,1.775882,1.7216114090301449,0.017449828797197697
503,II-VI,M_i_B,Ti,ZnTe,1.8933779999999998,2.0110113699230068,0.04264113204077622
504,II-VI,M_A,Br,CdTe,0.958765,0.46087649574258893,0.07347196402356664
505,II-VI,M_i_B,Cd,CdSe,1.939482,1.890801615278363,0.02581594248746614
506,IV-IV,M_A,Li,Si,0.3752,0.5752107245652072,0.07556936550154712
507,II-VI,M_A,Sn,ZnS,3.161837,2.458870896663487,0.04661139703403736
508,III-V,M_B,Au,BAs,0.9651040000000001,1.0613686472446193,0.06372964905291585
509,III-V,M_i_A,O,InSb,-0.108605,-0.12411400283322686,0.06696687859166138
510,IV-IV,M_i_neut,Fe,SiC,1.64874,2.431771730780749,0.03563324085762983
511,II-VI,M_B,Ge,ZnTe,0.34276799999999996,1.297349188914799,0.04494412868104034
512,II-VI,M_i_neut,O,CdTe,0.244062,0.5307397490647492,0.04760461563663945
513,II-VI,M_i_A,Cd,CdSe,1.963014,1.8756165691786577,0.02354463433960853
514,II-VI,M_i_A,Au,ZnSe,1.9377419999999999,1.7942397381050683,0.0366116912918121
515,II-VI,M_i_neut,Te,CdTe,1.262213,1.4341025789094863,0.02562263127110791
516,II-VI,M_i_B,Br,CdTe,0.391815,0.7247269164313567,0.05274743750357257
517,II-VI,M_i_A,S,CdTe,0.456686,1.004009192952246,0.026952418213945385
518,II-VI,M_i_neut,As,CdTe,1.564689,1.4730278112321844,0.020682212763104623
519,IV-IV,M_A,Os,GeSn,0.141448,0.029306370816633693,0.06118700541996308
520,IV-IV,M_i_neut,K,GeSn,0.724179,0.5606145302933652,0.03727526670898852
521,II-VI,M_A,I,CdTe,1.199398,0.6757846519148659,0.05740386445392958
522,II-VI,M_i_A,Se,CdTe,0.673499,1.1372641128138237,0.0215703787671662
523,II-VI,M_i_A,Se,CdSe,0.955257,1.2246309483365152,0.035619098259910255
524,III-V,M_i_A,Rb,GaSb,0.9950120000000001,0.7147260550975575,0.04501100556846276
525,II-VI,M_i_A,O,CdTe,0.062677,0.5273020207593229,0.04048678561351052
526,IV-IV,M_B,Y,SiSn,0.035059,0.27772949387482715,0.04503895506920498
527,II-VI,M_i_A,Rb,CdTe,1.854744,1.7646873552123943,0.03989851112210077
528,II-VI,M_A,Ir,CdTe,0.983417,1.0374255753575585,0.03542281227016103
529,IV-IV,M_A,Rb,Sn,0.44811000000000006,0.15692832758820774,0.057624510517502545
530,II-VI,M_A,B,CdO,0.980928,0.8726929560778484,0.07296543463937405
531,II-VI,M_i_neut,S,CdTe,0.900697,1.001882390461515,0.028745129912151765
532,IV-IV,M_i_A,K,Ge,0.788121,0.550968231981683,0.03764661386768149
533,IV-IV,M_i_B,Co,GeSn,0.458679,0.6186677155365192,0.019767480658129517
534,III-V,M_B,V,BP,0.945852,1.2419904005795226,0.0838401624616723
535,II-VI,M_B,N,CdTe,-0.051176,0.4903084341927039,0.07007678959899649
536,III-V,M_A,Hf,AlP,2.056479,1.7368717523241486,0.1092145226494396
537,II-VI,M_i_neut,Se,CdSe,1.348761,1.2283904772307164,0.036961044533230396
538,II-VI,M_i_neut,Se,CdTe,1.073784,1.1347104537165946,0.02232983915012647
539,II-VI,M_A,Se,CdS,1.498109,1.3885255822697917,0.04863716322981722
540,II-VI,M_i_A,In,CdTe,1.809203,1.851600743981697,0.014771334539113105
541,IV-IV,M_i_neut,Ag,Si,1.0155049999999999,0.9727253846359967,0.03602331450786309
542,II-VI,M_B,Ni,ZnSe,1.9358369999999998,1.8400770038019771,0.06541479063661929
543,II-VI,M_i_B,Zn,CdTe,1.638775,1.6572019865544392,0.020709927812070414
544,III-V,M_i_A,Cu,BAs,1.725327,1.3515313785156682,0.04256729463068646
545,II-VI,M_i_B,Cd,CdTe,1.735544,1.7709145962633879,0.022689172938795233
546,IV-IV,M_i_A,P,GeSn,0.424597,0.6143043165481443,0.03075685197559856
547,IV-IV,M_A,Ga,GeC,0.234078,1.3915311930765608,0.07430696379229874
548,III-V,M_i_neut,Ti,GaP,1.733684,1.7077778913499322,0.05526821945070782
549,IV-IV,M_i_B,In,SiSn,0.9377620000000001,0.8878724010247829,0.028959896279240668
550,III-V,M_i_B,Pt,InSb,0.478066,0.43971717782887404,0.03305874379189038
551,II-VI,M_i_neut,Ni,CdTe,1.5649629999999999,1.390371503439643,0.015269626664826631
552,II-VI,M_A,Se,CdTe,1.197233,0.8362093715132556,0.03264397207661959
553,III-V,M_A,Cd,BSb,0.507414,0.8922408740903457,0.05387653648589495
554,II-VI,M_i_B,Ga,CdTe,1.778644,1.7119483705200806,0.021967678991297944
555,II-VI,M_i_B,K,CdTe,1.83666,1.8011816840745527,0.034403988259490766
556,IV-IV,M_B,Li,SiSn,-0.060160000000000005,-0.18591128899570672,0.08421290606584328
557,II-VI,M_i_B,Cl,CdTe,0.2471,0.4978595966345097,0.03813941247287461
558,III-V,M_i_A,Pb,InAs,1.26652,1.124718958433395,0.033282625630894166
559,II-VI,M_B,Au,CdTe,1.348008,0.974155501096741,0.04926677958636846
560,II-VI,M_i_B,Tl,CdTe,1.8781700000000001,1.8503834999751383,0.0365043075412016
561,II-VI,M_i_A,Cu,CdTe,1.446223,1.4085080659239764,0.017404971598463676
562,III-V,M_A,Hf,GaAs,1.124727,1.234343840021164,0.03501570091429765
563,II-VI,M_i_A,Zn,CdTe,1.675766,1.646452256403542,0.0190368677691602
564,IV-IV,M_i_neut,Sc,SiSn,0.820428,0.8997372793377671,0.026969723965221837
565,II-VI,M_i_neut,Pt,CdTe,1.557488,1.237497404929036,0.02377578784774392
566,III-V,M_B,Cu,GaP,1.025074,1.228470817864286,0.07346962518802615
567,II-VI,M_A,La,CdTe,1.8881,1.6689947107069056,0.04089153741808642
568,IV-IV,M_i_A,Be,SiGe,0.818399,0.8791109190655446,0.050632617671101124
569,IV-IV,M_i_A,Mg,SiGe,0.996655,0.9891098207576038,0.035708115218697156
570,II-VI,M_i_A,Cd,CdTe,1.740722,1.7555215662730124,0.01640600099695795
571,II-VI,M_B,Bi,CdTe,0.309424,0.9554907426894346,0.036004141027964516
572,II-VI,M_A,Pt,ZnSe,1.163707,1.4468358035334572,0.06312661020517503
573,II-VI,M_i_A,Ga,CdTe,1.759161,1.7026949253130603,0.020406965625822122
574,II-VI,M_i_neut,Pt,ZnTe,1.877117,1.383700689924224,0.04837012366649471
575,II-VI,M_A,B,CdTe,1.4244379999999999,0.8310171497370987,0.06010416884568004
576,II-VI,M_i_A,Br,CdTe,0.20832699999999998,0.6925293631225873,0.04930396964396123
577,II-VI,M_i_neut,Br,CdTe,0.255833,0.6860623345224778,0.04786631404538738
578,IV-IV,M_i_B,Cr,SiC,2.107253,2.3486560567397268,0.04525718207132229
579,II-VI,M_i_A,Ni,CdO,1.512889,1.4995138773825722,0.03259211166913458
580,III-V,M_i_neut,Se,InSb,0.47137299999999993,0.49528245783391567,0.04048014348211863
581,IV-IV,M_i_A,Be,Si,0.8463649999999999,0.963247461217877,0.05132452441338016
582,II-VI,M_i_neut,Cl,CdTe,0.453539,0.4850826149388091,0.04214002241011381
583,II-VI,M_A,Rh,CdTe,0.867022,0.8574706996443009,0.028322142198065378
584,IV-IV,M_i_B,Al,SiSn,0.895446,0.9706977416229527,0.02236563774160568
585,III-V,M_B,Se,BP,1.756,1.3946750992527817,0.10375312645108273
586,III-V,M_i_neut,F,AlSb,1.90208,0.36537086480650693,0.07759479452356485
587,IV-IV,M_i_neut,Rh,Sn,0.076475,0.2574326762076646,0.037546991057476956
588,IV-IV,M_B,Y,GeSn,0.06878,0.16329995464714642,0.04917405480390228
589,III-V,M_i_neut,Zn,GaAs,1.020097,1.2522651551571533,0.029790262387177642
590,II-VI,M_i_A,K,CdSe,1.90071,1.8908479959244269,0.028258055052188293
591,IV-IV,M_i_A,Si,Sn,0.34528000000000003,0.46833187261070586,0.03275050236329845
592,II-VI,M_A,B,ZnSe,2.168184,1.4330984275005894,0.0810990747475468
593,IV-IV,M_i_neut,Bi,Sn,0.5030279999999999,0.7782513527828636,0.03560906209632522
594,III-V,M_B,Zn,InAs,0.503292,0.8125024749937131,0.053395683802426076
595,II-VI,M_i_neut,Hg,CdTe,1.7071880000000001,1.6904623599664674,0.03350560743374886
596,IV-IV,M_i_neut,Sn,Sn,0.366163,0.564359238752981,0.033918493126930176
597,IV-IV,M_i_A,Co,Sn,0.21300500000000003,0.4138164706892522,0.03319616799109877
598,III-V,M_B,F,InP,1.332025,0.28670985079683015,0.11064457934863903
599,II-VI,M_A,Se,CdSe,1.345604,0.9192451408240186,0.04739342680403818
600,II-VI,M_A,Cs,CdTe,0.495329,1.3929529215880068,0.04838048671421649
601,II-VI,M_A,Tc,CdTe,1.3275290000000002,1.1164708754203105,0.024216348159230572
602,III-V,M_i_A,Li,InN,1.484849,1.6511717199652012,0.05404392876940554
603,IV-IV,M_i_neut,Pt,Ge,0.328988,0.3684232118892624,0.040676668692782615
604,II-VI,M_i_B,Pd,ZnSe,2.253762,2.025723277173097,0.03306903064839166
605,II-VI,M_A,Rb,CdO,0.29149200000000003,1.1538275062798202,0.06834400945412242
606,III-V,M_A,Se,GaSb,0.735129,0.31883964685211164,0.03972044141451312
607,IV-IV,M_A,Tl,Si,0.368315,0.7123028371923011,0.05401660999331375
608,II-VI,M_i_B,Fe,ZnSe,2.354993,2.1300946491521118,0.03811548120984049
609,II-VI,M_i_B,Cu,CdTe,1.700553,1.4234256674714605,0.019532340953938465
610,II-VI,M_A,Ta,CdTe,1.6673529999999999,1.4200326312799325,0.036879358615498466
611,II-VI,M_i_B,Ag,ZnTe,2.045464,1.6897957968016986,0.05031348699425159
612,II-VI,M_A,As,ZnSe,2.3534900000000003,1.5676308553811864,0.04686717864315105
613,III-V,M_B,S,AlSb,1.276114,0.5990421881077104,0.07398564452270702
614,II-VI,M_A,Te,CdTe,1.386001,1.0580308380280379,0.04452467084734096
615,II-VI,M_i_A,K,CdTe,1.838296,1.7891673363176899,0.0318800401374275
616,II-VI,M_i_A,Tl,CdTe,1.82827,1.810442427428126,0.018396551008009205
617,II-VI,M_A,P,CdTe,1.581749,1.0347913280770609,0.027694164981789067
618,II-VI,M_A,Pt,CdTe,0.613059,0.9353741738974521,0.04201676452833443
619,III-V,M_i_neut,Be,InN,1.953991,1.896728139260378,0.061280088834709805
620,II-VI,M_B,F,CdTe,1.082319,0.22010194375772593,0.1039917556342888
621,II-VI,M_i_neut,Cu,CdTe,1.743516,1.397001272038675,0.018149470991797978
622,II-VI,M_i_A,Au,CdSe,1.458927,1.3799811219790645,0.033713813228132494
623,III-V,M_i_B,Ag,GaAs,1.350133,1.05436571223287,0.03723772983340755
624,IV-IV,M_A,S,Ge,0.453683,-0.01067392676831363,0.05218354495035768
625,III-V,M_i_A,Tl,InAs,1.186801,1.107004586039834,0.029340040304942253
