,Type,Site,Impurity,AB,(+2/+1)_DFT,train_mean,train_std
308,II-VI,M_i_A,V,CdTe,0.676433,0.5129790178677697,0.020257063084307993
309,II-VI,M_i_B,Sr,CdSe,1.022044,1.1563172514122602,0.03480208993766856
310,II-VI,M_i_B,V,CdTe,0.702453,0.5296999465924939,0.02313879390341015
311,IV-IV,M_A,Na,GeSn,-0.191588,-0.16075697852842724,0.07428177574479572
312,II-VI,M_i_neut,Tc,CdTe,0.396549,0.428438449043539,0.02428547152061794
313,IV-IV,M_A,Os,SiC,-0.194599,-0.598031445141529,0.04992923328422924
314,IV-IV,M_i_B,As,SiSn,0.050245,0.10533060782550803,0.026735030729799856
315,III-V,M_B,Hg,BSb,-0.667543,-0.5093760784108408,0.046776272981153756
316,II-VI,M_i_neut,Pb,CdTe,0.7434350000000001,0.42880556283153676,0.021647140557082722
317,III-V,M_i_A,La,AlSb,0.666837,0.6773204112404878,0.05426847070232232
318,II-VI,M_i_A,N,CdTe,-0.471689,-0.3641129364424436,0.039641926168676976
319,II-VI,M_i_B,Sr,CdTe,1.147617,1.0234668904223043,0.039107322631287425
320,II-VI,M_B,Ge,CdSe,-0.26885,0.08170473922054718,0.03872399611408479
321,II-VI,M_i_A,Ba,CdTe,1.117284,0.8681733836442944,0.04300218898648773
322,II-VI,M_i_neut,V,CdTe,0.632821,0.518424898788374,0.021152492167049515
323,IV-IV,M_B,I,SiGe,0.137759,-0.023765954981274838,0.042829254052757004
324,III-V,M_i_neut,Ru,AlAs,-0.087575,0.23668169045129392,0.02114371560499977
325,II-VI,M_A,Ba,ZnS,-0.473812,0.6932854864917511,0.05961073687458442
326,II-VI,M_i_neut,Al,CdTe,0.797241,0.3531051957333705,0.023224347328281363
327,II-VI,M_i_A,Fe,CdTe,0.121928,0.5072444899695026,0.01924013553407242
328,III-V,M_i_A,Cl,AlAs,-0.45405,0.20491204216084236,0.050964114884306216
329,II-VI,M_i_B,Be,ZnTe,0.984655,1.1242856976577715,0.04920421508568027
330,II-VI,M_B,Zn,ZnTe,0.64236,0.3275958511629056,0.024592830849800972
331,III-V,M_B,O,AlAs,-0.5826979999999999,-0.3452462141289587,0.05609674405748093
332,II-VI,M_i_A,S,CdS,-0.3032,0.3512181297912396,0.0348860391581192
333,II-VI,M_i_A,Bi,CdTe,0.865251,0.5570984810636268,0.025649927741722676
334,IV-IV,M_i_neut,Tl,SiSn,-0.208112,-0.15196877812648002,0.034442129621292034
335,III-V,M_i_A,Ir,GaSb,-0.193454,-0.13855923660930897,0.035492862767300175
336,II-VI,M_A,Bi,ZnS,-0.561779,0.180724653758974,0.03623430800192458
337,IV-IV,M_i_B,K,SiGe,-0.283092,0.01375471625275008,0.0591081007606751
338,II-VI,M_i_neut,Be,CdTe,1.0688520000000001,0.5191643292186109,0.03366692896944413
339,IV-IV,M_i_B,Hf,GeSn,0.260139,0.17505693926498297,0.027806250484533716
340,IV-IV,M_i_A,Zr,SiGe,0.14014400000000002,0.1557886575526865,0.0278212254541232
341,IV-IV,M_i_neut,As,Si,-0.337325,0.06028686484125088,0.03768214511578909
342,III-V,M_i_A,Rh,AlP,0.038396,0.455675790555454,0.03329280225718967
343,III-V,M_i_A,Tc,GaAs,-0.29594299999999996,0.08957175066746445,0.03640126765911294
344,II-VI,M_i_B,Fe,CdTe,0.42006899999999997,0.526323728204483,0.01918242248830294
345,III-V,M_B,Tl,AlAs,0.21781999999999999,-0.1738576981074802,0.04166803603169868
346,II-VI,M_A,S,CdS,0.433191,0.16948685722658272,0.036758287053112224
347,II-VI,M_B,Ga,CdTe,0.069225,-0.002826926666669275,0.02600115812156493
348,IV-IV,M_i_B,V,SiC,0.651275,0.6444903132776278,0.031379045153759284
349,IV-IV,M_A,O,Si,-0.609916,-0.8602117871806266,0.05322898645338642
350,IV-IV,M_i_neut,K,SiSn,-0.205249,-0.10952204969253136,0.05884298766414127
351,II-VI,M_B,Cu,CdTe,-0.502077,-0.3715439289237333,0.03645416080817787
352,II-VI,M_B,Cd,CdTe,0.771103,0.20539548550302836,0.02172396691688814
353,II-VI,M_B,In,CdTe,0.292601,0.11943465637869766,0.02055572498385901
354,II-VI,M_i_neut,Bi,CdTe,0.454215,0.5861982160272758,0.02544498282556697
355,III-V,M_A,Cr,BSb,-0.456296,-0.41435628293052557,0.05450127182080174
356,II-VI,M_i_A,Be,CdTe,0.209222,0.510715223455227,0.03248387332182462
357,II-VI,M_i_B,Pb,CdTe,1.109086,0.4600820223598346,0.020299116639841602
358,IV-IV,M_i_A,Tc,SiSn,-0.24700300000000003,-0.20977254988410268,0.029297794381803174
359,II-VI,M_i_A,Co,CdTe,-0.330203,0.2046613831776088,0.016812394108541386
360,IV-IV,M_i_B,Ge,SiGe,0.296725,0.15240528565054942,0.021725606000416536
361,III-V,M_i_A,W,AlSb,-0.051703,0.0657581356801896,0.04191627650656811
362,II-VI,M_A,N,CdTe,-0.718108,-0.6527635340414767,0.04376708039064114
363,II-VI,M_i_B,Pd,ZnS,-0.48657,0.6838809247148421,0.032757276374138694
364,II-VI,M_i_neut,S,CdS,0.803221,0.352135969769097,0.033580313011322284
365,II-VI,M_i_neut,Rb,CdTe,-0.23824099999999998,0.0003239864076225639,0.04660422088219185
366,II-VI,M_A,O,CdTe,-0.5109319999999999,-0.9004342763026928,0.04315761229417499
367,II-VI,M_i_B,Sn,CdTe,1.080336,0.5006603216928319,0.014640351948803754
368,II-VI,M_i_B,Co,CdTe,0.411492,0.22343354174406443,0.015928887989241643
369,II-VI,M_i_neut,Sn,CdTe,1.0775620000000001,0.4812522140661585,0.015473749960279972
370,II-VI,M_B,Pb,CdTe,-0.13936400000000002,-0.009229808405444188,0.026590232065125053
371,IV-IV,M_i_neut,Na,Ge,-0.240202,-0.3005034212189247,0.08696297623743687
372,II-VI,M_i_A,Cl,ZnSe,-0.5160100000000001,-0.4259296897019403,0.04409461684890007
373,II-VI,M_A,La,ZnO,-0.7334689999999999,0.07251268064940194,0.057002405102775364
374,II-VI,M_i_B,P,CdTe,0.564652,0.30057062830144066,0.02346821614151559
375,III-V,M_i_neut,Y,InSb,0.58155,0.4483484903850131,0.028823536010855712
376,II-VI,M_i_neut,Cs,CdTe,-0.22399699999999997,-0.028375196581265756,0.056878893411451144
377,II-VI,M_i_neut,Ir,CdTe,0.007209999999999999,0.16662937752270035,0.026095443307619544
378,III-V,M_i_neut,Ba,InAs,0.6408689999999999,0.4240207433863688,0.045762082384999944
379,II-VI,M_i_A,Cs,CdTe,-0.248356,-0.04289520426292292,0.05472048200508867
380,IV-IV,M_A,Be,SnC,-0.811423,-0.29008014849461217,0.048611671385346104
381,III-V,M_A,Rb,InP,-0.21775500000000003,0.04405309664393725,0.07173935213531073
382,IV-IV,M_i_neut,Rb,GeSn,-0.011652,-0.10615779332109976,0.04602200523242325
383,IV-IV,M_i_B,Zr,GeSn,0.19609300000000002,0.13344548524913935,0.027967307465008667
384,III-V,M_B,Pd,AlP,-0.586266,0.005184000875112477,0.04374515044486332
385,II-VI,M_i_B,Si,CdTe,0.9487120000000001,0.2814641244975094,0.026001099267005143
386,II-VI,M_i_A,P,ZnTe,0.156063,0.4428673277120653,0.020218956921793027
387,II-VI,M_A,W,CdTe,0.48576800000000003,0.030387776772504017,0.02936468585252505
388,II-VI,M_i_A,Si,CdTe,0.9137370000000001,0.26969222472852794,0.027392034740497204
389,II-VI,M_B,Tl,CdTe,0.47841000000000006,0.03889560029469743,0.02977997068146228
390,IV-IV,M_i_A,Mo,SiSn,-0.144539,-0.1887458434926526,0.028042465067991827
391,II-VI,M_i_neut,Hf,CdTe,0.984008,0.8047662614782386,0.023109536801867434
392,II-VI,M_i_B,Ca,CdTe,1.09018,0.8484228661473127,0.028163153069680823
393,II-VI,M_A,Hf,ZnTe,0.7117140000000001,0.3624610296402223,0.04010405624872526
394,II-VI,M_i_neut,Mg,CdTe,1.047531,0.7186136661198559,0.026635974813346883
395,II-VI,M_i_B,I,CdTe,-0.188737,-0.09352431975148463,0.02413941089651888
396,II-VI,M_A,Re,CdTe,0.44094099999999997,0.3890324925747871,0.02947021218634613
397,IV-IV,M_i_neut,Ru,SiSn,-0.333246,-0.21276320091178863,0.026044245455141956
398,IV-IV,M_i_A,Sn,Ge,0.039419,0.20429303589992073,0.021853989162052948
399,II-VI,M_i_A,Sr,CdTe,1.099113,0.9997550885746843,0.03775822940706196
400,II-VI,M_i_B,O,CdTe,-0.413312,-0.5510282017155804,0.03783911433125666
401,IV-IV,M_B,Cl,GeSn,-0.29073499999999997,-0.7741512121603752,0.05168714186362489
402,II-VI,M_i_neut,In,CdTe,0.20863600000000002,0.561018978854855,0.018159767786143536
403,II-VI,M_i_neut,P,CdSe,0.301527,0.443596801615514,0.02685507145541848
404,II-VI,M_i_B,Be,CdTe,0.996348,0.5168791671118134,0.03618380370890327
405,II-VI,M_i_neut,Fe,CdTe,0.329624,0.5167085128410935,0.018570787433633853
406,IV-IV,M_A,Sr,GeSn,0.148208,0.07273861419096916,0.04255571751802491
407,II-VI,M_i_neut,F,ZnO,0.160923,-0.5823372753648531,0.07007833234910851
408,II-VI,M_A,F,CdTe,-0.530087,-0.9765735768860017,0.07763646134817534
409,IV-IV,M_i_A,Mo,Sn,-0.197161,-0.01876526082224187,0.030193020814152472
410,IV-IV,M_A,Co,SiGe,-0.679967,-0.8239066393012766,0.03601964922401155
411,II-VI,M_i_neut,Li,CdS,-0.45393500000000003,0.17601609804179885,0.06531935513571971
412,IV-IV,M_i_neut,Si,SiGe,0.21148499999999998,0.15355716425761642,0.02236437832037242
413,II-VI,M_i_A,Mn,CdTe,0.787445,0.45247299854512146,0.019970253849477818
414,IV-IV,M_A,Hf,SiGe,-0.594888,-0.6157266541334623,0.03601806494259659
415,II-VI,M_i_A,Hf,CdTe,0.9305110000000001,0.7852516714054734,0.020163522260359508
416,III-V,M_B,Li,InAs,0.257289,-0.45802720317700735,0.09087177719748672
417,II-VI,M_i_neut,Si,CdTe,0.176921,0.2714474962235431,0.028187793453570482
418,IV-IV,M_i_A,Cl,Si,-0.445254,0.03301556149785463,0.04493624709686989
419,II-VI,M_i_A,Ni,CdTe,-0.20614200000000002,0.10865620819944607,0.02039263015150849
420,II-VI,M_i_B,Al,CdTe,0.476171,0.35666316393923714,0.020991525861094505
421,II-VI,M_i_A,Pb,CdTe,1.07466,0.39782333684038246,0.02036147210357988
422,IV-IV,M_A,Ca,SiGe,-0.112321,-0.0014834437203350738,0.04045395209034559
423,III-V,M_i_A,Zr,InSb,0.23740999999999998,0.16244787174597847,0.02576603828340585
424,IV-IV,M_i_A,Tc,SiGe,-0.324346,-0.09882828602957328,0.02718094507631709
425,II-VI,M_i_B,Te,CdTe,0.21499899999999997,0.2485166058355796,0.020369541429735315
426,II-VI,M_i_A,Sn,CdTe,1.0268899999999999,0.46492418045807,0.014320098087437715
427,IV-IV,M_i_neut,I,Sn,-0.089068,-0.14865393379250644,0.040242020611812784
428,II-VI,M_i_B,As,CdTe,0.7351479999999999,0.3645095143296324,0.014618259048954824
429,IV-IV,M_i_neut,Hg,SiGe,-0.204492,0.09525846006958832,0.03990657154109501
430,III-V,M_i_B,Pt,GaAs,-0.423041,-0.007075675935358794,0.03603664183288604
431,II-VI,M_i_B,S,CdTe,-0.250341,-0.09976233557005745,0.03234572957749885
432,II-VI,M_i_B,Cl,CdSe,-0.35506,-0.14050191391155287,0.026372015676528672
433,III-V,M_i_neut,Na,AlSb,-0.286308,-0.20009156532192057,0.09436855539226226
434,II-VI,M_i_A,Al,CdTe,-0.15883699999999998,0.34612045296296584,0.020830003250135204
435,II-VI,M_i_neut,Co,CdTe,0.154861,0.2152646041493426,0.017052033721380113
436,II-VI,M_i_neut,Hg,ZnSe,0.453812,0.8002162954495826,0.026202502806497222
437,II-VI,M_i_A,Ca,CdTe,1.088822,0.8394585176209922,0.025471431298062012
438,II-VI,M_B,Pt,CdTe,-0.551478,-0.34148031431676473,0.031060782236986387
439,II-VI,M_i_B,Mg,CdO,0.26345,0.8436663749332276,0.046510540684828953
440,II-VI,M_i_A,Mg,CdTe,0.925182,0.7148917239959067,0.02678912067548552
441,II-VI,M_i_A,Cr,CdTe,-0.029301999999999998,0.46328034749297603,0.019417788833067207
442,II-VI,M_B,Sn,CdTe,-0.272305,-0.026693849332507874,0.018871645332389456
443,II-VI,M_A,Os,ZnTe,0.043804,-0.2211363385086559,0.04659813363260011
444,II-VI,M_i_A,P,CdTe,0.070309,0.2903275421734202,0.02278143736803229
445,II-VI,M_i_B,Se,CdTe,-0.089768,0.05548180673914386,0.018699834232507286
446,II-VI,M_i_B,Rb,CdTe,-0.271728,0.007921544304137117,0.04670127604975804
447,II-VI,M_A,Mo,ZnTe,0.22287300000000002,-0.10369543890026867,0.037463652164506124
448,II-VI,M_i_A,Pt,CdTe,-0.264241,0.09733422113116802,0.027795675794583273
449,II-VI,M_i_B,Ge,CdTe,1.042659,0.35057760497794466,0.019081659428178552
450,II-VI,M_A,Ru,CdSe,0.221435,-0.16298887609206156,0.025862533673005804
451,III-V,M_B,Ru,GaSb,-0.593845,-0.43852805099724285,0.030417679290994187
452,II-VI,M_i_neut,Cd,CdSe,0.877749,0.6679389746560153,0.022678327818441122
453,II-VI,M_i_neut,I,CdTe,0.033344,-0.10984509184360496,0.026291668578044224
454,II-VI,M_i_A,Ge,CdTe,0.932572,0.3300034164685662,0.018461239277266995
455,II-VI,M_B,Si,CdTe,-0.45626099999999997,-0.22353848709855356,0.030536039374097892
456,II-VI,M_i_neut,Cr,CdTe,-0.12576800000000002,0.46908952864912923,0.01875315734868112
457,II-VI,M_i_B,Se,CdSe,0.064844,0.204155185426922,0.017098536249600626
458,IV-IV,M_i_neut,Ru,GeSn,-0.182953,-0.1848334939224831,0.021376641813290916
459,IV-IV,M_A,Y,Ge,-0.37468,-0.2734481463520762,0.03990963897063982
460,II-VI,M_i_A,I,CdTe,-0.184023,-0.13213347625393357,0.024737226337014417
461,II-VI,M_A,Ru,ZnSe,0.09688,-0.21804092818682652,0.04024389884478524
462,II-VI,M_i_neut,Ge,CdTe,0.339735,0.33716132934837634,0.018729634435577805
463,II-VI,M_B,Pd,CdTe,-0.5667399999999999,-0.2188764094291069,0.02220086752018671
464,II-VI,M_A,Os,CdTe,0.12994,-0.09543736554416829,0.022008876991250842
465,II-VI,M_A,Mo,CdTe,0.28391,-0.06944776249505248,0.02468571594076886
466,II-VI,M_i_neut,Ga,CdTe,0.245968,0.4166926020475857,0.01685713394110641
467,II-VI,M_i_neut,P,CdTe,0.08201900000000001,0.290331771396528,0.023172302955621425
468,III-V,M_A,Ta,AlAs,0.258801,-0.2706241328865608,0.04856485533731756
469,II-VI,M_i_B,Mg,CdTe,1.030263,0.725490745930558,0.02768988027711387
470,II-VI,M_B,Hg,CdTe,0.8512959999999999,0.17686074827954915,0.02525640926662017
471,II-VI,M_i_neut,Mn,CdTe,0.701542,0.46176335241448696,0.021684419913492868
472,II-VI,M_i_B,Mn,CdTe,0.9671069999999999,0.46678527934495984,0.021421399242779242
473,III-V,M_i_neut,Se,GaSb,0.10191,-0.11005149477338252,0.027620017524222273
474,II-VI,M_A,Cl,CdTe,-0.38965500000000003,-0.6455623612334009,0.03273732129194838
475,II-VI,M_i_neut,K,CdTe,-0.28991100000000003,-0.10381342004922475,0.04777612101324991
476,II-VI,M_i_neut,Tl,ZnTe,-0.292873,0.4863233489998134,0.03016059867867594
477,II-VI,M_B,Ge,CdTe,-0.410708,-0.1557497784783967,0.024467373009518848
478,II-VI,M_A,Nb,CdTe,-0.015472,0.09375109092876258,0.022913441839758856
479,IV-IV,M_i_B,Pt,SiSn,-0.470735,0.0015795339343835355,0.03927841774343957
480,II-VI,M_i_B,Cr,CdTe,-0.046537,0.47860414813613356,0.020204564712198513
481,II-VI,M_i_neut,Tl,CdTe,-0.14541400000000002,0.40053286555218187,0.024052419137908766
482,II-VI,M_i_A,Te,CdTe,0.071342,0.21272574961113175,0.019963686817324598
483,II-VI,M_A,Ru,CdTe,-0.045637,-0.30915004672078067,0.02344082705925228
484,II-VI,M_i_A,O,ZnO,-0.740165,-0.4727724994695223,0.06654652852793934
485,IV-IV,M_A,Hf,Ge,-0.5435439999999999,-0.5258736997031519,0.03968680851223095
486,II-VI,M_i_A,As,CdTe,0.325023,0.3415473702802561,0.016433562822302215
487,II-VI,M_B,Ag,CdTe,-0.484183,-0.3953089754792115,0.036033773207119285
488,II-VI,M_i_B,Ni,CdTe,-0.08909199999999999,0.12674735475883628,0.019278650372808733
489,II-VI,M_i_B,Au,ZnSe,-0.434025,-0.14434550803801183,0.04056104741670548
490,II-VI,M_i_neut,O,CdO,-0.444679,-0.35077804979144994,0.0454840203536768
491,II-VI,M_i_B,Pt,CdTe,-0.19096,0.1512135492771592,0.025564575094431472
492,II-VI,M_A,Zr,CdTe,0.600264,0.1797578010914665,0.026809810742565936
493,II-VI,M_i_neut,Co,CdSe,-0.354667,0.3568425306005666,0.019153754614685468
494,IV-IV,M_B,Ca,SiSn,-0.381936,-0.5281232272471372,0.04570921611754133
495,II-VI,M_i_neut,Zn,CdTe,1.00843,0.44614805833323645,0.018322578467773073
496,IV-IV,M_i_A,W,Si,-0.20764699999999997,-0.26061466694740487,0.04017091976368278
497,II-VI,M_A,S,CdTe,-1.530045,-0.2930092424004599,0.031007161663348114
498,IV-IV,M_i_A,Sr,SiSn,0.27862600000000004,0.25840741054745675,0.036890974278696566
499,III-V,M_i_neut,Sc,GaAs,0.7546010000000001,0.5342265265661512,0.036396372928606376
500,II-VI,M_i_B,In,CdTe,0.184071,0.5787259984818087,0.02021573571809838
501,IV-IV,M_i_neut,Tl,GeSn,0.359298,-0.06621197797432929,0.030436061879733193
502,II-VI,M_i_neut,Cd,CdTe,0.759624,0.5282724420653524,0.020789574172047395
503,II-VI,M_i_B,Ti,ZnTe,0.979826,0.9303290090497655,0.03591491618170657
504,II-VI,M_A,Br,CdTe,-0.790354,-0.44904569676883666,0.027938981618100114
505,II-VI,M_i_B,Cd,CdSe,0.9509860000000001,0.6719199206108769,0.022262254286027777
506,IV-IV,M_A,Li,Si,-0.32551599999999997,-0.0990118188277108,0.07392225668033664
507,II-VI,M_A,Sn,ZnS,0.6140329999999999,0.3021236612501464,0.03821260751583804
508,III-V,M_B,Au,BAs,-0.331987,-0.5461949383500956,0.049534254541496736
509,III-V,M_i_A,O,InSb,-0.46819799999999995,-0.5632549963372397,0.056876688888534456
510,IV-IV,M_i_neut,Fe,SiC,0.09185,0.6294378880844989,0.035032682400003096
511,II-VI,M_B,Ge,ZnTe,-0.479473,-0.087341753085215,0.029121455178515297
512,II-VI,M_i_neut,O,CdTe,-0.479494,-0.5553172906152951,0.038238391577299406
513,II-VI,M_i_A,Cd,CdSe,0.762993,0.653922253337249,0.02212284047990227
514,II-VI,M_i_A,Au,ZnSe,-0.46138900000000005,-0.1883968623072514,0.03781046830528889
515,II-VI,M_i_neut,Te,CdTe,0.630445,0.23028311987467037,0.020842348488139727
516,II-VI,M_i_B,Br,CdTe,-0.310994,-0.10112949610567601,0.03085261432737593
517,II-VI,M_i_A,S,CdTe,-0.38043699999999997,-0.10986191222154598,0.032055841255620124
518,II-VI,M_i_neut,As,CdTe,0.049163,0.3507595630871537,0.01634906723706865
519,IV-IV,M_A,Os,GeSn,-0.432095,-0.9577451074604493,0.04798560617575939
520,IV-IV,M_i_neut,K,GeSn,-0.056697000000000004,-0.19963563674076065,0.043885377807820224
521,II-VI,M_A,I,CdTe,-0.230496,-0.32253398413198087,0.024259711632406644
522,II-VI,M_i_A,Se,CdTe,-0.271466,0.030756400315311867,0.019257743651657534
523,II-VI,M_i_A,Se,CdSe,-0.151831,0.1893314972030513,0.01755224633188036
524,III-V,M_i_A,Rb,GaSb,-0.175394,-0.3213384936638224,0.04635382867649585
525,II-VI,M_i_A,O,CdTe,-0.49910299999999996,-0.5603965537878166,0.04010460143816377
526,IV-IV,M_B,Y,SiSn,-0.534239,-0.5241136298883589,0.034756968672901414
527,II-VI,M_i_A,Rb,CdTe,-0.298361,-0.01253877425649958,0.04838997600495881
528,II-VI,M_A,Ir,CdTe,-0.179732,-0.28464435731991183,0.0235327401446361
529,IV-IV,M_A,Rb,Sn,-0.108204,-0.48199100416726426,0.0635859566560247
530,II-VI,M_A,B,CdO,-0.842406,-0.3690548607020478,0.03875013397580075
531,II-VI,M_i_neut,S,CdTe,0.371442,-0.09962991471770948,0.028316856636794233
532,IV-IV,M_i_A,K,Ge,-0.209542,-0.1357109724865769,0.05266911617370941
533,IV-IV,M_i_B,Co,GeSn,-0.149056,-0.1855081948776594,0.022873454613256083
534,III-V,M_B,V,BP,-1.015514,-0.40161713144744304,0.04875023381828232
535,II-VI,M_B,N,CdTe,-0.643199,-0.5879700768027074,0.037271251997023594
536,III-V,M_A,Hf,AlP,-0.5544,0.10856784624202157,0.04861020984009978
537,II-VI,M_i_neut,Se,CdSe,0.70204,0.20170665069636068,0.018385562784600473
538,II-VI,M_i_neut,Se,CdTe,0.418813,0.04583085968214394,0.016234711345583006
539,II-VI,M_A,Se,CdS,0.614618,0.12427995060346367,0.028212341638648324
540,II-VI,M_i_A,In,CdTe,-0.230634,0.5445878040735271,0.017735664030386396
541,IV-IV,M_i_neut,Ag,Si,-0.268472,-0.32406431604647096,0.04771499506170401
542,II-VI,M_B,Ni,ZnSe,-0.669704,-0.25485882230128654,0.0695091280212699
543,II-VI,M_i_B,Zn,CdTe,0.6851470000000001,0.45142364049731826,0.018865971596435903
544,III-V,M_i_A,Cu,BAs,-0.5512560000000001,-0.6004876428856518,0.048154167238049134
545,II-VI,M_i_B,Cd,CdTe,0.8096909999999999,0.5461610522572313,0.020557452629694405
546,IV-IV,M_i_A,P,GeSn,-0.099202,0.12868623239383398,0.025772808276327285
547,IV-IV,M_A,Ga,GeC,-0.9050540000000001,-0.19782943062372502,0.045823703458611725
548,III-V,M_i_neut,Ti,GaP,0.6819029999999999,0.7442906420938172,0.045870960806314726
549,IV-IV,M_i_B,In,SiSn,-0.208054,0.03182410236358849,0.029919108104702642
550,III-V,M_i_B,Pt,InSb,-0.27119899999999997,0.018560413837300005,0.031285386829920415
551,II-VI,M_i_neut,Ni,CdTe,-0.176924,0.11531719905991984,0.018188722252152626
552,II-VI,M_A,Se,CdTe,0.157633,-0.30481953691204705,0.023223098259374735
553,III-V,M_A,Cd,BSb,-0.259083,-0.055353945845841225,0.06564451315256976
554,II-VI,M_i_B,Ga,CdTe,-0.08441900000000001,0.4270475027163446,0.017473458299022367
555,II-VI,M_i_B,K,CdTe,-0.374829,-0.10055364228703863,0.04618493378337514
556,IV-IV,M_B,Li,SiSn,-0.6825640000000001,-0.47150306755327637,0.09864769201488517
557,II-VI,M_i_B,Cl,CdTe,-0.337623,-0.3025417832480018,0.027057900984663874
558,III-V,M_i_A,Pb,InAs,0.6130359999999999,0.1472506738740007,0.030128508323193137
559,II-VI,M_B,Au,CdTe,-0.47929399999999994,-0.4891229404302103,0.04021704706686463
560,II-VI,M_i_B,Tl,CdTe,-0.250873,0.4283590137872406,0.02200049673390098
561,II-VI,M_i_A,Cu,CdTe,-0.414896,-0.15989465391375815,0.028483756340867954
562,III-V,M_A,Hf,GaAs,-0.524927,0.09937050355398062,0.051313949879166626
563,II-VI,M_i_A,Zn,CdTe,0.06776,0.4301163035485849,0.01922691127369712
564,IV-IV,M_i_neut,Sc,SiSn,0.7290979999999999,0.200214682837171,0.031025432761484627
565,II-VI,M_i_neut,Pt,CdTe,-0.245525,0.1190818145199187,0.02375632031361402
566,III-V,M_B,Cu,GaP,0.257878,-0.270663995254543,0.04306381250905819
567,II-VI,M_A,La,CdTe,-0.415365,0.0049191236233657185,0.032019040119121316
568,IV-IV,M_i_A,Be,SiGe,-0.078585,-0.008875397355459301,0.04574106346872706
569,IV-IV,M_i_A,Mg,SiGe,0.265588,0.06936448562053701,0.038087992805141635
570,II-VI,M_i_A,Cd,CdTe,0.42955,0.5116689279128377,0.01996940760122606
571,II-VI,M_B,Bi,CdTe,-0.35073699999999997,0.02413441099325154,0.028323941396728777
572,II-VI,M_A,Pt,ZnSe,-0.444263,-0.44421060170419474,0.047197974375215467
573,II-VI,M_i_A,Ga,CdTe,-0.376463,0.40450855287707005,0.01648964093114156
574,II-VI,M_i_neut,Pt,ZnTe,-0.307336,-0.016701457470934038,0.03868938995653045
575,II-VI,M_A,B,CdTe,-0.631655,-0.5139228053017292,0.0408806247341756
576,II-VI,M_i_A,Br,CdTe,-0.360256,-0.12199087139951104,0.035354846284113124
577,II-VI,M_i_neut,Br,CdTe,-0.342287,-0.11097118340411227,0.031866801320906975
578,IV-IV,M_i_B,Cr,SiC,0.19434200000000001,0.6490071344033994,0.03608582144273681
579,II-VI,M_i_A,Ni,CdO,0.250904,0.26062803990391975,0.03422637867784188
580,III-V,M_i_neut,Se,InSb,0.14771900000000002,-0.07079866535266885,0.028268109582486312
581,IV-IV,M_i_A,Be,Si,0.026257,-0.13536399282407469,0.04525543336704944
582,II-VI,M_i_neut,Cl,CdTe,-0.34544,-0.3074550263484488,0.02474214659928999
583,II-VI,M_A,Rh,CdTe,-0.29540500000000003,-0.4581329147041927,0.02425926869064987
584,IV-IV,M_i_B,Al,SiSn,-0.260326,-0.04537473032231002,0.03871723009304495
585,III-V,M_B,Se,BP,-0.6950149999999999,-0.24374235670973662,0.044817992064095764
586,III-V,M_i_neut,F,AlSb,1.2685879999999998,0.10210313458578332,0.059113494947279056
587,IV-IV,M_i_neut,Rh,Sn,-0.29399899999999995,-0.05447183095882395,0.026266901950754297
588,IV-IV,M_B,Y,GeSn,-0.351704,-0.4587389346126658,0.037038240069916684
589,III-V,M_i_neut,Zn,GaAs,0.073282,0.17723595975378692,0.03004225881775956
590,II-VI,M_i_A,K,CdSe,-0.31796599999999997,0.042143080339336544,0.04406836607912264
591,IV-IV,M_i_A,Si,Sn,-0.151661,0.01839793990464339,0.025590073714188755
592,II-VI,M_A,B,ZnSe,-0.7663439999999999,-0.28816845037521943,0.05641487744595482
593,IV-IV,M_i_neut,Bi,Sn,-0.146721,0.27062985420706803,0.027120673592601712
594,III-V,M_B,Zn,InAs,0.049507,-0.4172166629283086,0.03223143587892116
595,II-VI,M_i_neut,Hg,CdTe,0.499461,0.48899623814124266,0.02570953326023943
596,IV-IV,M_i_neut,Sn,Sn,-0.145043,0.1738140960713695,0.024980141116868727
597,IV-IV,M_i_A,Co,Sn,-0.291769,-0.10388053465664515,0.02388581643822433
598,III-V,M_B,F,InP,0.481525,-0.47448918650567473,0.08427017058040118
599,II-VI,M_A,Se,CdSe,0.360479,-0.1538193901878037,0.02496565775974749
600,II-VI,M_A,Cs,CdTe,-0.207596,-0.45791484781239705,0.05820961929907784
601,II-VI,M_A,Tc,CdTe,0.160854,0.14723807017063054,0.03326508722043565
602,III-V,M_i_A,Li,InN,-0.41926499999999994,0.1657758469312908,0.08057560685588697
603,IV-IV,M_i_neut,Pt,Ge,-0.29096900000000003,0.00402534666388722,0.03982479323160743
604,II-VI,M_i_B,Pd,ZnSe,-0.402659,0.4353060902046508,0.02551047321920009
605,II-VI,M_A,Rb,CdO,-0.485649,-0.2793896267161995,0.051754137755416055
606,III-V,M_A,Se,GaSb,-0.297863,-0.33757572258187707,0.05101804158534958
607,IV-IV,M_A,Tl,Si,-0.338834,-0.9003066357232404,0.034600573218041546
608,II-VI,M_i_B,Fe,ZnSe,0.5291170000000001,0.8894975029229439,0.02650148657662248
609,II-VI,M_i_B,Cu,CdTe,-0.397744,-0.14138513577747985,0.02513699213082132
610,II-VI,M_A,Ta,CdTe,0.257261,0.31174219823230304,0.02854434851478894
611,II-VI,M_i_B,Ag,ZnTe,-0.367782,-0.16731852754481297,0.030230644925077845
