,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
318,IV-IV,M_i_B,K,SiGe,4.201773,3.874718749457186,0.15838081565632545
319,II-VI,M_i_neut,Be,CdTe,3.3939999999999997,2.4706983290360065,0.10989115142550318
320,IV-IV,M_i_B,Hf,GeSn,3.989793,4.270383482387724,0.14316658639466215
321,IV-IV,M_i_A,Zr,SiGe,4.126623,4.4271289058256,0.14959308359632464
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.184676020323833,0.1903443655675473
323,III-V,M_i_A,Rh,AlP,4.370868,4.257414592751777,0.19360113185225714
324,III-V,M_i_A,Tc,GaAs,3.588685,4.643471016444121,0.16965713771388838
325,II-VI,M_i_B,Fe,CdTe,2.699,2.056090501927065,0.06907153047634378
326,III-V,M_B,Tl,AlAs,3.061966,1.1789998214490764,0.23084521948756137
327,II-VI,M_A,S,CdS,6.666434,5.147859771651856,0.11520000159537731
328,II-VI,M_B,Ga,CdTe,2.157,2.2945518618297647,0.10168212166622971
329,IV-IV,M_i_B,V,SiC,3.712846,7.058581977209107,0.19991817163595152
330,IV-IV,M_A,O,Si,4.056335,0.9064627479833416,0.32831531274242215
331,IV-IV,M_i_neut,K,SiSn,4.864369,3.5731874439714324,0.1536076426205432
332,II-VI,M_B,Cu,CdTe,3.3710000000000004,2.2521315830933912,0.1088124234437921
333,II-VI,M_B,Cd,CdTe,2.1390000000000002,1.9349247610879288,0.1245854140938515
334,II-VI,M_B,In,CdTe,2.792,2.453283281096809,0.09468897690812882
335,II-VI,M_i_neut,Bi,CdTe,3.429,3.577272521743848,0.09946235544973453
336,II-VI,M_i_A,Be,CdTe,3.31,2.4710360020465307,0.11781561249714056
337,II-VI,M_i_B,Pb,CdTe,3.062,3.26527978510254,0.1102536216814547
338,IV-IV,M_i_A,Tc,SiSn,3.6643220000000003,3.064863938945235,0.16577534706918168
339,III-V,M_i_neut,Li,AlN,2.6927779999999997,4.1563377945049185,0.29380907114458804
340,II-VI,M_i_A,Co,CdTe,2.57,2.214134399981153,0.06388380698448168
341,IV-IV,M_i_B,Ge,SiGe,3.939014,3.722278399272777,0.09556559695486705
342,III-V,M_i_A,W,AlSb,4.9381900000000005,5.467659821302002,0.21063500122502782
343,II-VI,M_A,N,CdTe,5.083,4.499961418990792,0.19085829796569467
344,II-VI,M_i_B,Pd,ZnS,3.222827,3.8260846253649516,0.1245428277579349
345,II-VI,M_i_neut,S,CdS,5.273183,5.301558407323208,0.1012600312385871
346,II-VI,M_i_neut,Rb,CdTe,3.1060000000000003,3.570895037304144,0.08570689325163504
347,II-VI,M_A,O,CdTe,5.596,4.521732074089567,0.16376569628058382
348,II-VI,M_i_B,Sn,CdTe,3.168,3.3735347907581756,0.06722798448439868
349,II-VI,M_i_B,Co,CdTe,2.477,2.2490475070189406,0.07022326597361504
350,II-VI,M_i_neut,Sn,CdTe,3.155,3.288472221580913,0.0674300104185268
351,II-VI,M_B,Pb,CdTe,2.004,0.9524989529198991,0.15677318149689298
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,2.8743993581685667,0.1574329157287405
353,II-VI,M_i_A,Cl,ZnSe,4.7853330000000005,4.690006561837501,0.10057775681726416
354,II-VI,M_A,La,ZnO,2.231621,2.853623799410258,0.2033346125762236
355,II-VI,M_i_B,P,CdTe,4.146,4.208136628191417,0.07696038236572791
356,III-V,M_i_neut,Y,InSb,3.5700309999999997,3.9017450197574015,0.15373696159547515
357,II-VI,M_i_neut,Cs,CdTe,2.9160000000000004,3.7462178295645048,0.12544812420557086
358,II-VI,M_i_neut,Ir,CdTe,3.515,3.682264990943325,0.08644811781727772
359,III-V,M_i_neut,Ba,InAs,3.033867,3.4450413790599974,0.1877693293978129
360,II-VI,M_i_A,Cs,CdTe,2.8989999999999996,3.6608754193110564,0.14924116446924812
361,IV-IV,M_A,Be,SnC,3.071617,5.061765964967629,0.46462791820622795
362,III-V,M_A,Rb,InP,3.774511,3.8602846070952013,0.23106077322312676
363,IV-IV,M_i_neut,Rb,GeSn,3.937272,3.8254733874647884,0.19062022902132658
364,IV-IV,M_i_B,Zr,GeSn,3.706325,3.7635503517068107,0.11915116709381479
365,III-V,M_B,Pd,AlP,3.2030689999999997,2.065116928137247,0.2654018301940501
366,II-VI,M_i_B,Si,CdTe,3.806,3.5710742063193153,0.0804417615966303
367,II-VI,M_i_A,P,ZnTe,4.2622599999999995,4.648276019319588,0.11009498054440263
368,II-VI,M_A,W,CdTe,4.735,5.12214457564806,0.12356833187881336
369,II-VI,M_i_A,Si,CdTe,3.784,3.535501913746623,0.08607010387709481
370,II-VI,M_B,Tl,CdTe,2.359,1.8349780143631675,0.1838491708859308
371,IV-IV,M_i_A,Mo,SiSn,3.485148,3.338949243286894,0.14693742065482493
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,4.848962208760602,0.07198282242171351
373,II-VI,M_i_B,Ca,CdTe,2.8160000000000003,2.742612941614489,0.0964577648063949
374,II-VI,M_A,Hf,ZnTe,3.145241,2.4542365998360167,0.1594462024940941
375,II-VI,M_i_neut,Mg,CdTe,3.1889999999999996,2.387825964329667,0.10435665960816402
376,II-VI,M_i_B,I,CdTe,4.231,4.430462964926461,0.0688697844643156
377,II-VI,M_A,Re,CdTe,4.7,3.927381058410944,0.10937282522806352
378,IV-IV,M_i_neut,Ru,SiSn,3.4078470000000003,3.4603677140362166,0.15907833073195704
379,IV-IV,M_i_A,Sn,Ge,3.737711,4.039156165756418,0.170056669419942
380,II-VI,M_i_A,Sr,CdTe,2.78,3.3370278068289982,0.11186915005576904
381,II-VI,M_i_B,O,CdTe,4.422,3.102191885751182,0.12499708267898259
382,IV-IV,M_B,Cl,GeSn,3.795554,4.642415544677801,0.2257965494864657
383,II-VI,M_i_neut,In,CdTe,3.4139999999999997,3.052519053150598,0.07620777745449359
384,II-VI,M_i_neut,P,CdSe,3.734378,4.16477876812767,0.09892244731184294
385,II-VI,M_i_B,Be,CdTe,2.975,2.4636362096153066,0.1205259260970769
386,II-VI,M_i_neut,Fe,CdTe,2.303,2.0103445229955867,0.07992572700783909
387,IV-IV,M_A,Sr,GeSn,3.80559,3.4103268867156418,0.22853404143054717
388,II-VI,M_i_neut,F,ZnO,5.300539,6.379534536888641,0.15488584850527204
389,II-VI,M_A,F,CdTe,5.079,4.585682753639958,0.14898567107909416
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,2.8680339271283293,0.16008648837275796
391,IV-IV,M_A,Co,SiGe,3.458103,0.5778772154617113,0.17891688497146385
392,II-VI,M_i_neut,Li,CdS,1.5866200000000001,1.9581087014625105,0.10167953117252464
393,IV-IV,M_i_neut,Si,SiGe,3.687325,4.288511410505706,0.10563913166194569
394,II-VI,M_i_A,Mn,CdTe,2.49,1.994156064777696,0.11866861705142141
395,IV-IV,M_A,Hf,SiGe,3.428728,3.7407411148824066,0.24000634430060805
396,II-VI,M_i_A,Hf,CdTe,3.614,4.8493105010505095,0.06323844993518074
397,III-V,M_B,Li,InAs,2.90212,0.3131148271936179,0.284002932184746
398,II-VI,M_i_neut,Si,CdTe,3.611,3.5453261933007227,0.08319383761989017
399,IV-IV,M_i_A,Cl,Si,3.609683,4.607899014467613,0.28685984839223744
400,II-VI,M_i_A,Ni,CdTe,3.1630000000000003,2.0204666925996135,0.06623155092026893
401,II-VI,M_i_B,Al,CdTe,2.443,2.693027605473187,0.07066567338918413
402,II-VI,M_i_A,Pb,CdTe,2.638,3.1304447844095957,0.10914172596169593
403,IV-IV,M_A,Ca,SiGe,3.674119,3.652318854529585,0.309970525250694
404,III-V,M_i_A,Zr,InSb,3.041588,3.6422680959557745,0.17397137019456255
405,IV-IV,M_i_A,Tc,SiGe,3.470046,3.8991187023303366,0.1412155231788486
406,II-VI,M_i_B,Te,CdTe,4.513999999999999,3.988860395189421,0.0754870397291353
407,II-VI,M_i_A,Sn,CdTe,2.8080000000000003,3.282884035423946,0.06900067738483982
408,IV-IV,M_i_neut,I,Sn,3.554494,3.714950204845013,0.21822026759077903
409,II-VI,M_i_B,As,CdTe,4.046,3.6809428643571196,0.07202601714329518
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,3.3085134625020602,0.18133959212257414
411,III-V,M_i_B,Pt,GaAs,3.805564,4.430190160651053,0.14112489832133399
412,II-VI,M_i_B,S,CdTe,4.482,4.208370071816608,0.08925804451335878
413,II-VI,M_i_B,Cl,CdSe,4.1629309999999995,3.910756335482162,0.08682648143212984
414,III-V,M_i_neut,Na,AlSb,3.3243440000000004,2.8412825350587165,0.15511649162683713
415,II-VI,M_i_A,Al,CdTe,2.371,2.6525284276716325,0.07117767047506263
416,II-VI,M_i_neut,Co,CdTe,2.084,2.186317260638899,0.06755294014182217
417,II-VI,M_i_neut,Hg,ZnSe,3.082651,3.907350572698411,0.11790628143683815
418,II-VI,M_i_A,Ca,CdTe,2.5469999999999997,2.6743855774064564,0.08956764983927837
419,II-VI,M_B,Pt,CdTe,2.182,3.045127371004841,0.10525636314981776
420,II-VI,M_i_B,Mg,CdO,1.450407,2.58539814119222,0.1999048827581136
421,II-VI,M_i_A,Mg,CdTe,2.9010000000000002,2.3848065016767523,0.10681045759900022
422,II-VI,M_i_A,Cr,CdTe,2.065,2.173786688019711,0.06351534843817658
423,II-VI,M_B,Sn,CdTe,1.7690000000000001,1.9212477725474613,0.083348686938635
424,II-VI,M_A,Os,ZnTe,4.565462,4.9127401503658765,0.19680171484446193
425,II-VI,M_i_A,P,CdTe,3.747,4.195597547682789,0.07708118059840352
426,II-VI,M_i_B,Se,CdTe,4.391,3.781700673483263,0.05440769948255892
427,II-VI,M_i_B,Rb,CdTe,2.576,3.582994468747991,0.09188530765164934
428,II-VI,M_A,Mo,ZnTe,4.152243,2.935035859749165,0.13311379709438872
429,II-VI,M_i_A,Pt,CdTe,3.077,3.087108567398874,0.10030230907565577
430,II-VI,M_i_B,Ge,CdTe,3.123,3.0268577305890725,0.04987927525660689
431,II-VI,M_A,Ru,CdSe,3.426153,3.2353110943529124,0.1028498128178727
432,III-V,M_B,Ru,GaSb,3.8535510000000004,2.988240867012638,0.1811727590164853
433,II-VI,M_i_neut,Cd,CdSe,2.147385,2.2603536864523854,0.06425958521071762
434,II-VI,M_i_neut,I,CdTe,3.87,4.390046218396337,0.06919827883172945
435,II-VI,M_i_A,Ge,CdTe,3.071,2.993226844458335,0.04991911796049134
436,II-VI,M_B,Si,CdTe,2.435,2.692025889276649,0.0929181282538728
437,II-VI,M_i_neut,Cr,CdTe,1.9780000000000002,2.175318337135942,0.0826174199601563
438,II-VI,M_i_B,Se,CdSe,4.6343309999999995,4.185430771093301,0.07980903908396356
439,IV-IV,M_i_neut,Ru,GeSn,3.287093,3.714420516438449,0.13034536880411893
440,IV-IV,M_A,Y,Ge,3.3618069999999998,2.431052357924391,0.20306786139845195
441,II-VI,M_i_A,I,CdTe,3.8110000000000004,4.315783781347602,0.07636519233065045
442,II-VI,M_A,Ru,ZnSe,4.797187999999999,3.3157030091194435,0.15818245205348
443,II-VI,M_i_neut,Ge,CdTe,3.017,2.9497653805769923,0.055651440742384345
444,II-VI,M_B,Pd,CdTe,2.388,3.461687094887522,0.12716271454354322
445,II-VI,M_A,Os,CdTe,4.274,5.089392231568544,0.09298640010145615
446,II-VI,M_A,Mo,CdTe,3.513,3.3251591521543786,0.10905245898780468
447,II-VI,M_i_neut,Ga,CdTe,2.36,2.596832282617266,0.0767565339105547
448,II-VI,M_i_neut,P,CdTe,3.602,4.213875446061973,0.08088520811977284
449,III-V,M_A,Ta,AlAs,4.155157,3.9919872038910524,0.2961758940398284
450,II-VI,M_i_B,Mg,CdTe,2.7319999999999998,2.3959633809298775,0.11200281182538264
451,II-VI,M_B,Hg,CdTe,2.367,1.7807892472637405,0.17664389775971764
452,II-VI,M_i_neut,Mn,CdTe,2.144,1.9746595294898939,0.11573891011821279
453,II-VI,M_i_B,Mn,CdTe,2.142,2.020314826597988,0.11955750405988536
454,III-V,M_i_neut,Se,GaSb,3.614697,4.053887914574527,0.13917373047166479
455,II-VI,M_A,Cl,CdTe,4.694,5.148827920474986,0.1400944145452018
456,II-VI,M_i_neut,K,CdTe,2.533,2.7013918810598865,0.09904649952134115
457,II-VI,M_i_neut,Tl,ZnTe,2.781252,3.5511446194944947,0.13858216301631793
458,II-VI,M_B,Ge,CdTe,1.994,2.0612823149142288,0.0797719924635541
459,II-VI,M_A,Nb,CdTe,2.654,2.7352909450409237,0.10454856743336935
460,IV-IV,M_i_B,Pt,SiSn,4.3328,2.9868752057135675,0.17795625885286898
461,II-VI,M_i_B,Cr,CdTe,1.83,2.218310214597524,0.07921053322193627
462,II-VI,M_i_neut,Tl,CdTe,2.738,2.662650221072991,0.09618314201736679
463,II-VI,M_i_A,Te,CdTe,4.159,3.934767909244317,0.0942272445573207
464,II-VI,M_A,Ru,CdTe,3.139,3.3086190269012796,0.10528614583618694
465,II-VI,M_i_A,O,ZnO,6.456946,6.086718452348526,0.16412109768053748
466,IV-IV,M_A,Hf,Ge,3.190334,3.0830564172593236,0.21816021527447654
467,II-VI,M_i_A,As,CdTe,3.6830000000000003,3.6446889162379916,0.07218724841983784
468,II-VI,M_B,Ag,CdTe,2.484,2.5692738432685283,0.1379330321165781
469,II-VI,M_i_B,Ni,CdTe,2.745,2.0595139931608863,0.06341702522992966
470,II-VI,M_i_B,Au,ZnSe,3.589525,3.26547267922873,0.10729992203132885
471,II-VI,M_i_neut,O,CdO,5.210194,4.526100269025116,0.15807118918207536
472,II-VI,M_i_B,Pt,CdTe,2.8080000000000003,3.2098567631522306,0.0809466456206752
473,II-VI,M_A,Zr,CdTe,2.094,2.013024733447533,0.07030305892277881
474,II-VI,M_i_neut,Co,CdSe,2.293972,2.2370481698496976,0.05660861874612105
475,IV-IV,M_B,Ca,SiSn,4.538626,1.0578182515231913,0.2772047586877778
476,II-VI,M_i_neut,Zn,CdTe,2.211,1.8618609997735955,0.07448462058607963
477,IV-IV,M_i_A,W,Si,3.148873,4.666652507731631,0.281210213353888
478,II-VI,M_A,S,CdTe,5.043,4.175900079419355,0.13708196594126187
479,IV-IV,M_i_A,Sr,SiSn,4.472933,4.4977622500765095,0.16914934492750955
480,III-V,M_i_neut,Sc,GaAs,2.425089,2.889736473814989,0.19121199486047452
481,II-VI,M_i_B,In,CdTe,2.842,3.1356871071045425,0.08577380174126371
482,IV-IV,M_i_neut,Tl,GeSn,3.132533,3.001158251549919,0.16728927103411798
483,II-VI,M_i_neut,Cd,CdTe,2.178,2.2541219698769583,0.07469026938801589
484,II-VI,M_i_B,Ti,ZnTe,1.77682,2.938504624162877,0.11225342769317931
485,II-VI,M_A,Br,CdTe,4.532,5.200236911603637,0.14656670854826434
486,II-VI,M_i_B,Cd,CdSe,1.83939,2.33729937884196,0.0678449585919459
487,IV-IV,M_A,Li,Si,3.083728,3.547982152776489,0.3222715488347004
488,II-VI,M_A,Sn,ZnS,2.612925,2.807669308216886,0.14469310517307352
489,III-V,M_B,Au,BAs,2.99713,4.8841538913799685,0.3618160487300747
490,III-V,M_i_A,O,InSb,3.256997,1.6796336154716847,0.20784945132446456
491,IV-IV,M_i_neut,Fe,SiC,3.480406,5.905500109415295,0.21995207435594913
492,II-VI,M_B,Ge,ZnTe,1.5407799999999998,2.0439321352035758,0.11713991398949042
493,II-VI,M_i_neut,O,CdTe,3.745,3.0907960701614288,0.12412621327557205
494,II-VI,M_i_A,Cd,CdSe,1.7946330000000001,2.2323329274070636,0.06401951173652631
495,II-VI,M_i_A,Au,ZnSe,3.461649,3.234334326731582,0.11969918226321721
496,II-VI,M_i_neut,Te,CdTe,3.9930000000000003,3.9082847522856654,0.08614911174762852
497,II-VI,M_i_B,Br,CdTe,3.513,3.4739006898226163,0.10136888342311494
498,II-VI,M_i_A,S,CdTe,3.986,4.173601954398736,0.08171091569910587
499,II-VI,M_i_neut,As,CdTe,3.53,3.5968978013743538,0.0671240742925288
500,IV-IV,M_A,Os,GeSn,2.8532830000000002,2.2471769687759378,0.2684852984080497
501,IV-IV,M_i_neut,K,GeSn,3.1275619999999997,2.9348638359482964,0.15882887728387746
502,II-VI,M_A,I,CdTe,4.436,4.4666706328236145,0.14444219062229877
503,II-VI,M_i_A,Se,CdTe,3.95,3.7102079454906454,0.07939310862203106
504,II-VI,M_i_A,Se,CdSe,4.25249,4.104167973455709,0.08865040186940783
505,III-V,M_i_A,Rb,GaSb,2.741339,3.6192601737492205,0.27327890510773045
506,II-VI,M_i_A,O,CdTe,3.6639999999999997,3.079384863543174,0.13643602114236827
507,IV-IV,M_B,Y,SiSn,3.942791,1.343878003418642,0.25079347535621777
508,II-VI,M_i_A,Rb,CdTe,2.07,3.4585251012371834,0.10033166238485783
509,II-VI,M_A,Ir,CdTe,3.5260000000000002,3.914035925142278,0.09657590646858911
510,IV-IV,M_A,Rb,Sn,2.905567,1.6300579209150925,0.32681868260042696
511,II-VI,M_A,B,CdO,1.8839849999999998,2.418251369447934,0.20392181494932615
512,II-VI,M_i_neut,S,CdTe,3.8489999999999998,4.197146273818719,0.07838454730761538
513,IV-IV,M_i_A,K,Ge,2.888969,3.2203126025409277,0.17257786193325952
514,IV-IV,M_i_B,Co,GeSn,2.766082,1.9562747511047043,0.1312532732138638
515,III-V,M_B,V,BP,2.44623,3.640565884342929,0.32458752350876235
516,II-VI,M_B,N,CdTe,2.086,2.9518294890326024,0.16517658814212666
517,III-V,M_i_neut,Li,GaN,1.9394349999999998,3.7398541813546764,0.2961266594519012
518,III-V,M_A,Hf,AlP,2.9206630000000002,3.9551910059660003,0.2043335162798964
519,II-VI,M_i_neut,Se,CdSe,4.123703,4.143088144193504,0.09251128834046538
520,II-VI,M_i_neut,Se,CdTe,3.8139999999999996,3.7163039203579196,0.0636044695599029
521,II-VI,M_A,Se,CdS,5.4148879999999995,4.683679381381879,0.08808851523600862
522,II-VI,M_i_A,In,CdTe,2.553,3.0083270793466643,0.07735967981787634
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.2555514769087197,0.2457816930368613
524,II-VI,M_B,Ni,ZnSe,0.915118,2.8121676473865405,0.1160518688458137
525,II-VI,M_i_B,Zn,CdTe,1.8869999999999998,1.9093964290149408,0.07277294662845464
526,III-V,M_i_A,Cu,BAs,2.827323,5.448625527184099,0.19720665223573436
527,II-VI,M_i_B,Cd,CdTe,1.871,2.370434690645384,0.07647787571540803
528,IV-IV,M_i_A,P,GeSn,2.89297,2.7866711120411978,0.19038711613918918
529,IV-IV,M_A,Ga,GeC,0.8417309999999999,3.989288766402481,0.23696395523687325
530,III-V,M_i_neut,Ti,GaP,1.9048599999999998,3.834073189876851,0.18815620784781964
531,IV-IV,M_i_B,In,SiSn,3.936836,3.7617965331756125,0.1311855780358865
532,III-V,M_i_B,Pt,InSb,2.769104,2.945397754576644,0.12308781884150916
533,II-VI,M_i_neut,Ni,CdTe,2.295,2.001165964831761,0.054810159751818854
534,II-VI,M_A,Se,CdTe,4.609,3.9618108877650564,0.10651257771272898
535,III-V,M_A,Cd,BSb,3.2059900000000003,3.008546695596866,0.3005076575016787
536,II-VI,M_i_B,Ga,CdTe,1.742,2.6557821981496987,0.07740556951029898
537,II-VI,M_i_B,K,CdTe,1.96,2.7318962931117716,0.10045523006544947
538,IV-IV,M_B,Li,SiSn,3.819722,2.77358362139841,0.25142436086738595
539,II-VI,M_i_B,Cl,CdTe,3.1319999999999997,3.338158871662705,0.09931100738515079
540,III-V,M_i_A,Pb,InAs,2.6664220000000003,3.764819698867015,0.18120576593358584
541,II-VI,M_B,Au,CdTe,2.562,2.075413283087601,0.16341796865446423
542,II-VI,M_i_B,Tl,CdTe,2.178,2.836547501614704,0.10037473302692913
543,II-VI,M_i_A,Cu,CdTe,2.932,1.8305219880380903,0.09003448368779568
544,III-V,M_A,Hf,GaAs,2.587166,3.6269574957193136,0.21551234902919061
545,II-VI,M_i_A,Zn,CdTe,1.6740000000000002,1.8811441339068176,0.07487888979320306
546,IV-IV,M_i_neut,Sc,SiSn,2.694643,2.9790481442537518,0.11916283562826176
547,II-VI,M_i_neut,Pt,CdTe,2.251,2.990926422726372,0.09435179274096735
548,III-V,M_B,Cu,GaP,1.7221090000000001,1.4434524711477121,0.20678962599843603
549,II-VI,M_A,La,CdTe,1.8419999999999999,1.4583006907354847,0.1448744815342619
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.6630393987947254,0.15126315174423932
551,IV-IV,M_i_A,Mg,SiGe,2.632718,2.723368513819148,0.15794356726725414
552,II-VI,M_i_A,Cd,CdTe,1.635,2.267316691005789,0.08539371067355651
553,II-VI,M_B,Bi,CdTe,1.038,0.49922863720045624,0.1678733385537417
554,II-VI,M_A,Pt,ZnSe,4.7564779999999995,3.9188412435045663,0.16363786293650548
555,II-VI,M_i_A,Ga,CdTe,1.617,2.6141549637127803,0.07561992231865604
556,II-VI,M_i_neut,Pt,ZnTe,2.903403,3.2043510455137736,0.12045905858451038
557,II-VI,M_A,B,CdTe,3.478,2.832848669928328,0.13369657379935643
558,II-VI,M_i_A,Br,CdTe,2.9989999999999997,3.43638588514725,0.11217449235437145
559,II-VI,M_i_neut,Br,CdTe,2.998,3.414055844008806,0.11389605427699498
560,IV-IV,M_i_B,Cr,SiC,2.929965,6.162423454609666,0.20036687769706935
561,II-VI,M_i_A,Ni,CdO,0.677798,2.444678508855787,0.11828091567218367
562,III-V,M_i_neut,Se,InSb,2.796793,3.083188447028048,0.11943767740880927
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.3376698624374304,0.21911237654163362
564,II-VI,M_i_neut,Cl,CdTe,2.966,3.3112424950510344,0.100509886877928
565,II-VI,M_A,Rh,CdTe,2.0180000000000002,2.4435228697995663,0.09224991325953885
566,IV-IV,M_i_B,Al,SiSn,2.473005,3.2270938098745616,0.10674425620653046
567,III-V,M_B,Se,BP,1.701285,6.989400489141846,0.30087183378071136
568,III-V,M_i_neut,F,AlSb,2.5851319999999998,2.217735141459876,0.19761514802068855
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.37805617638264,0.16665658282966483
570,IV-IV,M_B,Y,GeSn,2.41792,1.1680449136935422,0.27455291200893894
571,III-V,M_i_neut,Zn,GaAs,1.952663,2.418454291861976,0.11929743527182328
572,II-VI,M_i_A,K,CdSe,1.429719,2.86242176479615,0.11157257404013075
573,IV-IV,M_i_A,Si,Sn,2.435457,1.8907422913702827,0.17932945571848669
574,II-VI,M_A,B,ZnSe,3.841822,2.1159694093970387,0.17627779091023596
575,IV-IV,M_i_neut,Bi,Sn,2.430181,2.5430692201787273,0.18796913473840937
576,III-V,M_B,Zn,InAs,1.428767,0.2159239554547127,0.2507215954251601
577,II-VI,M_i_neut,Hg,CdTe,2.425,2.6359091053325776,0.08634218008548916
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.88236244222402,0.18874060042332086
579,IV-IV,M_i_A,Co,Sn,2.391907,1.9294164636454578,0.1770337273118134
580,III-V,M_B,F,InP,2.078237,3.624949990486287,0.24409290706153783
581,II-VI,M_A,Se,CdSe,4.9117690000000005,4.170542016536471,0.07470110869285228
582,II-VI,M_A,Cs,CdTe,2.392,2.1575744448546823,0.15721266953445817
583,II-VI,M_A,Tc,CdTe,3.3110000000000004,2.801430192773039,0.11979514606227093
584,III-V,M_i_A,Li,InN,1.202582,2.5764601021073448,0.41268798749134816
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,3.694191133461332,0.17630964156194495
586,II-VI,M_i_B,Pd,ZnSe,2.893349,3.2094962058985557,0.1044748120527976
587,II-VI,M_A,Rb,CdO,2.177906,2.5275118491494886,0.18416201430511409
588,III-V,M_A,Se,GaSb,3.010075,1.6808772745403178,0.23948841424381412
589,IV-IV,M_A,Tl,Si,2.324786,3.1566060841517465,0.3035721793182968
590,II-VI,M_i_B,Fe,ZnSe,1.277557,2.3647060952151593,0.08430032417507259
591,II-VI,M_i_B,Cu,CdTe,2.5980000000000003,1.8660486365880424,0.09205823858670072
592,II-VI,M_A,Ta,CdTe,3.261,3.907152240349771,0.10221401637958547
593,II-VI,M_i_B,Ag,ZnTe,2.3509029999999997,2.5210697653349547,0.11892723594327909
594,II-VI,M_A,As,ZnSe,4.162729,4.0823654992932585,0.15094432574394115
595,III-V,M_B,S,AlSb,2.1745520000000003,3.6641903995137013,0.225145501629757
596,II-VI,M_A,Te,CdTe,4.189,3.1831327181858216,0.14193172259039846
597,II-VI,M_i_A,K,CdTe,1.557,2.6697841110438767,0.08748978947588337
598,II-VI,M_i_A,Tl,CdTe,1.804,2.6818668620306,0.09186592740461437
599,II-VI,M_A,P,CdTe,3.5069999999999997,3.47441979190161,0.10191498882363657
600,II-VI,M_A,Pt,CdTe,2.841,3.768750355591247,0.0967547524757832
601,II-VI,M_B,F,CdTe,1.758,1.6517873575929929,0.19968865365563584
602,II-VI,M_i_neut,Cu,CdTe,2.498,1.7959962707693387,0.09191986460769744
603,II-VI,M_i_A,Au,CdSe,2.531715,2.4964555975323983,0.08836659145583346
604,III-V,M_i_B,Ag,GaAs,2.267798,3.0617214221386067,0.13756450527413971
605,IV-IV,M_A,S,Ge,2.194137,-0.2581532800332438,0.27380770069017596
606,III-V,M_i_A,Tl,InAs,2.165323,2.9386245273841074,0.19625135065679516
607,IV-IV,M_A,Ir,GeSn,2.204673,0.9725445847614897,0.20942260062342488
608,II-VI,M_i_B,F,CdTe,2.613,2.0299278507322898,0.11788812388843756
609,IV-IV,M_B,Rh,SiSn,3.230599,2.3004715006214966,0.2740910461545136
610,II-VI,M_i_neut,F,CdTe,2.605,2.0181934654583946,0.1084336453802208
611,II-VI,M_i_neut,Na,CdTe,1.501,2.370116055608162,0.11738374946496835
612,II-VI,M_A,Y,CdTe,1.123,2.1258368003304566,0.12024040498301611
613,II-VI,M_i_A,Pd,CdTe,2.099,2.911606178101632,0.08513347972143309
614,II-VI,M_i_B,Pd,CdSe,2.136402,2.9371745968381817,0.07560420304644565
615,II-VI,M_i_B,Hg,CdTe,2.108,2.806774531140023,0.08143667880932329
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,1.388776710664215,0.1579859598841015
617,II-VI,M_i_B,Au,CdTe,2.9160000000000004,2.339258345444045,0.10384431064283713
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.694676873787025,0.16541795279803276
619,II-VI,M_i_A,Au,CdTe,2.904,2.1885184788384815,0.12236343295198032
620,II-VI,M_A,Rb,CdTe,2.123,1.9475600501779826,0.15302555835707063
621,IV-IV,M_B,Ag,SiGe,2.1319060000000003,2.6872806827626556,0.218607175117083
622,II-VI,M_i_A,Fe,CdSe,0.9859620000000001,2.011030813014192,0.0675147644688757
623,II-VI,M_i_A,Cl,CdTe,2.479,3.30144168243413,0.09995231220110085
624,IV-IV,M_i_A,Mg,Ge,1.975628,2.2651232314148815,0.1480626207176169
625,II-VI,M_A,Ti,CdTe,1.234,1.2540720328142225,0.04656574281792715
626,II-VI,M_i_neut,Au,CdTe,2.8110000000000004,2.115246015522048,0.09761079249624602
627,II-VI,M_i_B,Pd,CdTe,1.942,3.0024821268406803,0.08055622970227469
628,III-V,M_A,Al,BAs,1.9202240000000002,1.9813350000081535,0.22009801037286655
629,III-V,M_i_A,F,GaAs,2.123956,2.248650898701665,0.2483824113088315
630,IV-IV,M_i_neut,Pd,SiGe,1.750773,3.271968823981331,0.17365513484149503
631,II-VI,M_i_neut,F,ZnSe,2.751563,3.410028361473232,0.15178692383465486
632,II-VI,M_A,Sc,CdTe,1.355,1.7513672603019739,0.12439600868284799
633,II-VI,M_B,Br,ZnSe,0.915358,2.3723622850732293,0.16774436166468493
634,II-VI,M_i_A,Ag,CdTe,2.042,2.168405451433749,0.09490893624828767
