,Type,Site,Impurity,AB,(-1/-2)_DFT,train_mean,train_std
313,IV-IV,M_A,Os,SiC,2.774253,2.712479024323121,0.04853225272348666
314,IV-IV,M_i_B,As,SiSn,0.9960829999999999,0.9939206515428112,0.02983741607372283
315,III-V,M_B,Hg,BSb,0.8238989999999999,0.9731929659294647,0.05175487527450702
316,II-VI,M_i_neut,Pb,CdTe,2.1179959999999998,2.1222428775178366,0.024072392943294607
317,III-V,M_i_A,La,AlSb,1.670816,1.6346388860243741,0.06013111921118941
318,II-VI,M_i_A,N,CdTe,0.9942049999999999,1.3536038297759088,0.038825389878623155
319,II-VI,M_i_B,Sr,CdTe,2.496732,2.2767235438035853,0.024274058138389214
320,II-VI,M_B,Ge,CdSe,1.179907,2.011774911590698,0.04470660766426308
321,II-VI,M_i_A,Ba,CdTe,2.32077,2.3509581972867517,0.021992535887584104
322,II-VI,M_i_neut,V,CdTe,2.075056,1.9786988853975125,0.013578843749906559
323,IV-IV,M_B,I,SiGe,1.2722040000000001,1.2312989549068079,0.040535445729671514
324,III-V,M_i_neut,Ru,AlAs,1.421945,1.9163063740474535,0.04713381679392526
325,II-VI,M_A,Ba,ZnS,3.938879,4.287081948870835,0.06466904232600074
326,II-VI,M_i_neut,Al,CdTe,2.145388,2.013179573466764,0.02525685973168709
327,II-VI,M_i_A,Fe,CdTe,1.9878349999999998,1.9830948631789205,0.015201494154049974
328,III-V,M_i_A,Cl,AlAs,2.2258560000000003,2.075534763067418,0.07354250444419365
329,II-VI,M_i_B,Be,ZnTe,2.397903,1.95590652900744,0.05315154033355068
330,II-VI,M_B,Zn,ZnTe,1.552527,2.0350080294874466,0.05594278830512929
331,III-V,M_B,O,AlAs,1.9815,1.4967668446222238,0.12833630513519695
332,II-VI,M_i_A,S,CdS,1.4735530000000001,2.1343202604436997,0.0379687891506894
333,II-VI,M_i_A,Bi,CdTe,1.9109450000000001,2.0793951552439704,0.022927311930962285
334,IV-IV,M_i_neut,Tl,SiSn,1.2603600000000001,1.1355076302999954,0.030992712768809817
335,III-V,M_i_A,Ir,GaSb,0.6639149999999999,0.9317790099697938,0.0465914237201909
336,II-VI,M_A,Bi,ZnS,3.243818,3.474412404236844,0.0559172362035096
337,IV-IV,M_i_B,K,SiGe,1.349976,1.1894605663408342,0.033336229763127126
338,II-VI,M_i_neut,Be,CdTe,2.085016,1.8914820802611978,0.03237107436182674
339,IV-IV,M_i_B,Hf,GeSn,0.846367,0.7551829407427201,0.02573868430752727
340,IV-IV,M_i_A,Zr,SiGe,1.093556,1.2001713499681166,0.03496523928924676
341,IV-IV,M_i_neut,As,Si,1.368455,1.2957140825256919,0.02079627133980526
342,III-V,M_i_A,Rh,AlP,2.3758220000000003,2.3148252194772923,0.029728562599485624
343,III-V,M_i_A,Tc,GaAs,1.288813,1.2773498449901357,0.03674975067049797
344,II-VI,M_i_B,Fe,CdTe,2.178436,1.9875184008625308,0.012135994411743817
345,III-V,M_B,Tl,AlAs,1.535001,1.8317306705174512,0.059748768141425455
346,II-VI,M_A,S,CdS,2.295716,1.9935397938670902,0.05111071018994188
347,II-VI,M_B,Ga,CdTe,1.193709,1.6915720879039646,0.024316795454041733
348,IV-IV,M_i_B,V,SiC,2.855563,2.9173082013974394,0.028116036806974283
349,IV-IV,M_A,O,Si,1.0670680000000001,1.018341249808383,0.06900885530033825
350,IV-IV,M_i_neut,K,SiSn,1.2,1.0270361508456922,0.03461665964877475
351,II-VI,M_B,Cu,CdTe,1.605621,1.668207697194271,0.024959106648042618
352,II-VI,M_B,Cd,CdTe,1.580131,1.8171736255007858,0.02408335553038746
353,II-VI,M_B,In,CdTe,1.390677,1.7559609818488255,0.0225517600147242
354,II-VI,M_i_neut,Bi,CdTe,2.115048,2.0792436152082816,0.027614335585403476
355,III-V,M_A,Cr,BSb,1.8536549999999998,1.5522253421880943,0.04463393000942599
356,II-VI,M_i_A,Be,CdTe,2.009173,1.8921887790799743,0.033092692296104495
357,II-VI,M_i_B,Pb,CdTe,2.260149,2.139438547953374,0.02810873044340977
358,IV-IV,M_i_A,Tc,SiSn,0.762659,0.7718364673888773,0.027802247362825373
359,II-VI,M_i_A,Co,CdTe,2.0178409999999998,1.875923297050413,0.01714352649585918
360,IV-IV,M_i_B,Ge,SiGe,1.208022,1.207667817541497,0.021932395050289006
361,III-V,M_i_A,W,AlSb,1.586614,1.6081963914450892,0.08986061459400892
362,II-VI,M_A,N,CdTe,0.930174,1.2112395756825698,0.04415385913157683
363,II-VI,M_i_B,Pd,ZnS,3.748472,3.4351007454854794,0.03782861050426742
364,II-VI,M_i_neut,S,CdS,1.9171880000000001,2.138609222091373,0.04273432684606475
365,II-VI,M_i_neut,Rb,CdTe,2.279505,2.3055167662460114,0.027230727650065296
366,II-VI,M_A,O,CdTe,0.767245,1.154674778324343,0.04056026150949215
367,II-VI,M_i_B,Sn,CdTe,2.109454,2.049450046548715,0.016505497552289822
368,II-VI,M_i_B,Co,CdTe,2.0074229999999997,1.8833686628859667,0.016123034789178158
369,II-VI,M_i_neut,Sn,CdTe,2.1362669999999997,2.036556217671709,0.017255073241169608
370,II-VI,M_B,Pb,CdTe,1.096125,1.5230068321814019,0.04657858353099516
371,IV-IV,M_i_neut,Na,Ge,0.9416110000000001,0.8358902523147187,0.03961490884090433
372,II-VI,M_i_A,Cl,ZnSe,2.747538,2.284363306993156,0.06254799312249547
373,II-VI,M_A,La,ZnO,3.601068,3.902746309955785,0.05577238511765222
374,II-VI,M_i_B,P,CdTe,1.489551,1.5544880902867508,0.028587543178076002
375,III-V,M_i_neut,Y,InSb,1.1925379999999999,1.003638139555709,0.049885368522852636
376,II-VI,M_i_neut,Cs,CdTe,2.326716,2.2394319101125744,0.043760811934206556
377,II-VI,M_i_neut,Ir,CdTe,1.8972759999999997,1.9112273312478834,0.021876975126685218
378,III-V,M_i_neut,Ba,InAs,1.614666,1.3924485404695126,0.0444288629598771
379,II-VI,M_i_A,Cs,CdTe,2.283196,2.2411578065753437,0.04031406380106666
380,IV-IV,M_A,Be,SnC,0.42181,1.5688722064621663,0.042632499691939725
381,III-V,M_A,Rb,InP,0.9060370000000001,1.5406814789608525,0.05770795556672035
382,IV-IV,M_i_neut,Rb,GeSn,0.9,0.9783266129694704,0.0411459277745982
383,IV-IV,M_i_B,Zr,GeSn,0.842601,0.823453554858235,0.02627393833908224
384,III-V,M_B,Pd,AlP,2.359235,1.9263592761506694,0.05201172510927308
385,II-VI,M_i_B,Si,CdTe,2.194375,1.9215221157818205,0.021288396843455397
386,II-VI,M_i_A,P,ZnTe,1.504405,1.579150680688064,0.04344537465902734
387,II-VI,M_A,W,CdTe,1.7440669999999998,1.696039094445417,0.027616057100101035
388,II-VI,M_i_A,Si,CdTe,1.850334,1.9155906355303458,0.02377725294709906
389,II-VI,M_B,Tl,CdTe,1.507279,1.5468087506726707,0.03870655715897618
390,IV-IV,M_i_A,Mo,SiSn,0.859512,0.8441536306908871,0.030131213277905657
391,II-VI,M_i_neut,Hf,CdTe,2.162297,2.1596063050519887,0.019780570607404308
392,II-VI,M_i_B,Ca,CdTe,2.472889,2.25344541934041,0.0198762906448444
393,II-VI,M_A,Hf,ZnTe,2.4294540000000002,2.4871107406323985,0.04363023723521391
394,II-VI,M_i_neut,Mg,CdTe,2.3093630000000003,2.1522025404145158,0.023976233123351145
395,II-VI,M_i_B,I,CdTe,1.995175,2.0312763084091925,0.02985013409641622
396,II-VI,M_A,Re,CdTe,1.813909,1.7154480238413026,0.030434662321916064
397,IV-IV,M_i_neut,Ru,SiSn,0.564851,0.8409827133140094,0.031259720927023484
398,IV-IV,M_i_A,Sn,Ge,0.996557,0.9591427907572783,0.021764754493523466
399,II-VI,M_i_A,Sr,CdTe,2.27386,2.264311063227821,0.024672513639196574
400,II-VI,M_i_B,O,CdTe,1.516286,1.32017713667438,0.045417482789915135
401,IV-IV,M_B,Cl,GeSn,0.6173569999999999,0.5527446204914849,0.04636424038498438
402,II-VI,M_i_neut,In,CdTe,2.2007779999999997,2.08891516914194,0.01487321316691575
403,II-VI,M_i_neut,P,CdSe,2.060892,1.7744597151737025,0.03489735467556548
404,II-VI,M_i_B,Be,CdTe,2.023548,1.8939039276272402,0.03202445128789385
405,II-VI,M_i_neut,Fe,CdTe,2.320502,1.9837212664110502,0.013900262516782964
406,IV-IV,M_A,Sr,GeSn,0.70865,0.7154128333608314,0.05669435352309131
407,II-VI,M_i_neut,F,ZnO,2.5624540000000002,2.7523808770824134,0.06910008732481021
408,II-VI,M_A,F,CdTe,0.9705299999999999,1.5190924785927193,0.060819757797009724
409,IV-IV,M_i_A,Mo,Sn,0.5577810000000001,0.4582369261877689,0.034981861137463766
410,IV-IV,M_A,Co,SiGe,0.529133,0.836508070102483,0.032937162592353415
411,II-VI,M_i_neut,Li,CdS,3.011588,2.711462497823617,0.05159031715236618
412,IV-IV,M_i_neut,Si,SiGe,1.201956,1.2130452836150778,0.02218881691207172
413,II-VI,M_i_A,Mn,CdTe,2.1074330000000003,1.998916790252715,0.018582979040622814
414,IV-IV,M_A,Hf,SiGe,1.173378,0.9416658311084604,0.04150894144205702
415,II-VI,M_i_A,Hf,CdTe,2.147929,2.157549830257051,0.016412743054200596
416,III-V,M_B,Li,InAs,0.8719120000000001,0.9874724856494996,0.06372983181353663
417,II-VI,M_i_neut,Si,CdTe,2.019596,1.9156645295563,0.02609567415711922
418,IV-IV,M_i_A,Cl,Si,1.121951,1.3893770454795742,0.046188584778837825
419,II-VI,M_i_A,Ni,CdTe,1.909144,1.8729500571470723,0.01479957792916271
420,II-VI,M_i_B,Al,CdTe,2.234723,2.0174018644895155,0.023957139250619392
421,II-VI,M_i_A,Pb,CdTe,2.18245,2.1187158529019414,0.021797960254689507
422,IV-IV,M_A,Ca,SiGe,0.762152,1.0782434001890089,0.043679996588974875
423,III-V,M_i_A,Zr,InSb,1.049397,0.963716997999331,0.0517240367363081
424,IV-IV,M_i_A,Tc,SiGe,1.038969,0.956634131978436,0.02722676588617068
425,II-VI,M_i_B,Te,CdTe,1.3560379999999999,1.9155215051830035,0.02512311252007859
426,II-VI,M_i_A,Sn,CdTe,2.135155,2.0381000318032343,0.015443801307581558
427,IV-IV,M_i_neut,I,Sn,0.564707,0.8105563615237855,0.040709572610163974
428,II-VI,M_i_B,As,CdTe,1.609082,1.8555088894112557,0.020688292135631163
429,IV-IV,M_i_neut,Hg,SiGe,1.3166790000000002,1.4104562263444014,0.04046867050450443
430,III-V,M_i_B,Pt,GaAs,1.3963510000000001,1.4403175256868619,0.036283032563450925
431,II-VI,M_i_B,S,CdTe,0.9883059999999999,1.3990089564310542,0.03346370482075973
432,II-VI,M_i_B,Cl,CdSe,1.906628,1.9761999259419838,0.04226254706602333
433,III-V,M_i_neut,Na,AlSb,1.810429,1.4588285820695905,0.0654299852701722
434,II-VI,M_i_A,Al,CdTe,2.1324389999999998,2.0157463022234032,0.02348788373694451
435,II-VI,M_i_neut,Co,CdTe,1.9834200000000002,1.8768544972787946,0.014253743355930935
436,II-VI,M_i_neut,Hg,ZnSe,3.043416,2.8801953635301074,0.03536315876739046
437,II-VI,M_i_A,Ca,CdTe,2.2385669999999998,2.2470975408278724,0.019267757646496127
438,II-VI,M_B,Pt,CdTe,1.7412560000000001,1.4115052821019358,0.03598597105224964
439,II-VI,M_i_B,Mg,CdO,2.2120919999999997,2.23902240788831,0.03575850827191883
440,II-VI,M_i_A,Mg,CdTe,2.202959,2.1486797402066196,0.023383678331181934
441,II-VI,M_i_A,Cr,CdTe,2.113597,2.0375318576855763,0.015850329717410187
442,II-VI,M_B,Sn,CdTe,0.9641959999999999,1.7157952360496942,0.02601813872752317
443,II-VI,M_A,Os,ZnTe,1.976286,2.1632708854379605,0.048061036030607296
444,II-VI,M_i_A,P,CdTe,1.421602,1.5512979266793387,0.026777444073683532
445,II-VI,M_i_B,Se,CdTe,1.128763,1.6627840264161449,0.025469125067444046
446,II-VI,M_i_B,Rb,CdTe,2.329046,2.3144264945603643,0.029611433631710656
447,II-VI,M_A,Mo,ZnTe,1.896497,2.087521929346651,0.043226499021018015
448,II-VI,M_i_A,Pt,CdTe,1.7679189999999998,1.958209264721459,0.01935810611253165
449,II-VI,M_i_B,Ge,CdTe,2.1971700000000003,1.919172997132631,0.01575067515817421
450,II-VI,M_A,Ru,CdSe,1.7687950000000001,2.0290601024879322,0.031085900030026828
451,III-V,M_B,Ru,GaSb,0.5620350000000001,0.6520315470189175,0.052894594931566424
452,II-VI,M_i_neut,Cd,CdSe,2.321161,2.3251952812065513,0.025073753338341352
453,II-VI,M_i_neut,I,CdTe,2.0141869999999997,2.026027348759599,0.02972496347758245
454,II-VI,M_i_A,Ge,CdTe,1.904826,1.9139491350723703,0.013570696585688232
455,II-VI,M_B,Si,CdTe,0.653243,1.7292314703790475,0.03457355678869292
456,II-VI,M_i_neut,Cr,CdTe,2.138387,2.035289367043928,0.016248575091451913
457,II-VI,M_i_B,Se,CdSe,1.426086,1.8714234734527575,0.03597533828502004
458,IV-IV,M_i_neut,Ru,GeSn,0.49447299999999994,0.6293795082414164,0.029168126047063724
459,IV-IV,M_A,Y,Ge,0.5115569999999999,0.726674261102545,0.03770610512671262
460,II-VI,M_i_A,I,CdTe,1.947957,2.0236584854035513,0.027700034984492757
461,II-VI,M_A,Ru,ZnSe,2.5848869999999997,2.704029997064722,0.05018623927698212
462,II-VI,M_i_neut,Ge,CdTe,2.071096,1.9118576752615126,0.01660598676502765
463,II-VI,M_B,Pd,CdTe,1.723787,1.5474048601920514,0.028973106527547424
464,II-VI,M_A,Os,CdTe,1.6526319999999999,1.8112394598734043,0.029685366018614687
465,II-VI,M_A,Mo,CdTe,1.8985560000000001,1.7171765391076694,0.020115855572053858
466,II-VI,M_i_neut,Ga,CdTe,2.160693,1.947255491645334,0.01702177563270042
467,II-VI,M_i_neut,P,CdTe,1.750419,1.5538132356663727,0.025157769861504236
468,III-V,M_A,Ta,AlAs,2.240702,2.046806570591053,0.06861320509179203
469,II-VI,M_i_B,Mg,CdTe,2.230063,2.150959275231749,0.026425775499807208
470,II-VI,M_B,Hg,CdTe,1.621135,1.615178096712676,0.03833951260341487
471,II-VI,M_i_neut,Mn,CdTe,2.0247,1.9992060211180775,0.01665505864535293
472,II-VI,M_i_B,Mn,CdTe,2.202383,2.004664863256216,0.01482672974138912
473,III-V,M_i_neut,Se,GaSb,0.725999,0.7710238938148063,0.05811868876270006
474,II-VI,M_A,Cl,CdTe,1.4601819999999999,1.6129690199224793,0.03599296912379522
475,II-VI,M_i_neut,K,CdTe,2.243639,2.2307406606343054,0.022650542957279703
476,II-VI,M_i_neut,Tl,ZnTe,2.5580580000000004,2.4118732342139206,0.046376369066175385
477,II-VI,M_B,Ge,CdTe,0.749626,1.677758681354988,0.02741932505159052
478,II-VI,M_A,Nb,CdTe,2.034328,1.972911681588706,0.011575500543514831
479,IV-IV,M_i_B,Pt,SiSn,0.819728,0.8525104982869195,0.0469509021579963
480,II-VI,M_i_B,Cr,CdTe,2.132415,2.0397609474123053,0.01538983035058528
481,II-VI,M_i_neut,Tl,CdTe,2.22895,2.1268846492480433,0.02549992612706399
482,II-VI,M_i_A,Te,CdTe,1.359988,1.9053572771160332,0.01841227659027615
483,II-VI,M_A,Ru,CdTe,1.634019,1.828018398809379,0.02485230071140191
484,II-VI,M_i_A,O,ZnO,1.754702,2.4054749212015123,0.06226853800350768
485,IV-IV,M_A,Hf,Ge,0.748167,0.6309896815956075,0.04190638289836963
486,II-VI,M_i_A,As,CdTe,1.570928,1.8489032478688476,0.019964379662611262
487,II-VI,M_B,Ag,CdTe,1.788877,1.6836887243400092,0.02245553536344788
488,II-VI,M_i_B,Ni,CdTe,1.998577,1.8767845964740406,0.01740854243621231
489,II-VI,M_i_B,Au,ZnSe,2.85269,2.6872930418878695,0.03372403842592226
490,II-VI,M_i_neut,O,CdO,1.5600690000000002,1.4423569200581248,0.049712282877006284
491,II-VI,M_i_B,Pt,CdTe,1.7782759999999997,1.9691108347711754,0.024921994058996907
492,II-VI,M_A,Zr,CdTe,2.11922,2.1507772232167524,0.015411059563505122
493,II-VI,M_i_neut,Co,CdSe,2.558497,2.095322555117911,0.020516987756589743
494,IV-IV,M_B,Ca,SiSn,0.46425200000000005,0.7859118850035683,0.040917052957372406
495,II-VI,M_i_neut,Zn,CdTe,2.0816169999999996,2.0669623923101907,0.018595749273090947
496,IV-IV,M_i_A,W,Si,1.215999,1.0909621412599257,0.026928849888815568
497,II-VI,M_A,S,CdTe,1.10723,1.2380392399450277,0.041963935435291214
498,IV-IV,M_i_A,Sr,SiSn,1.25504,1.0949668000536483,0.03747111310405583
499,III-V,M_i_neut,Sc,GaAs,1.543762,1.4057710764901465,0.05160161552889735
500,II-VI,M_i_B,In,CdTe,2.305966,2.0986627144257755,0.020123601766219187
501,IV-IV,M_i_neut,Tl,GeSn,0.881885,0.9344774313262226,0.03146889417927327
502,II-VI,M_i_neut,Cd,CdTe,2.136543,2.126341041784079,0.018404204621888798
503,II-VI,M_i_B,Ti,ZnTe,2.315482,2.339500179500246,0.032678557800644444
504,II-VI,M_A,Br,CdTe,1.604909,1.6371332643112921,0.03584271068038957
505,II-VI,M_i_B,Cd,CdSe,2.291182,2.358516508498396,0.027579170970793918
506,IV-IV,M_A,Li,Si,0.7044189999999999,0.8972102434647018,0.06288885639861123
507,II-VI,M_A,Sn,ZnS,3.8786629999999995,3.518255517386856,0.042857486386696786
508,III-V,M_B,Au,BAs,1.656037,1.5969731801431266,0.0637771943695164
509,III-V,M_i_A,O,InSb,0.13148900000000002,0.633881788632015,0.14381180056423687
510,IV-IV,M_i_neut,Fe,SiC,2.159709,2.930789563686932,0.022071041117697622
511,II-VI,M_B,Ge,ZnTe,0.7621859999999999,1.8466741926264674,0.04182509132873878
512,II-VI,M_i_neut,O,CdTe,0.485166,1.3078919245958704,0.04882732299310294
513,II-VI,M_i_A,Cd,CdSe,2.311489,2.3336244398076977,0.027911080505287927
514,II-VI,M_i_A,Au,ZnSe,2.933948,2.7024207680287566,0.028771393346988715
515,II-VI,M_i_neut,Te,CdTe,1.700511,1.905055844584479,0.019428689050746767
516,II-VI,M_i_B,Br,CdTe,1.92662,1.841546731865341,0.03529771095579188
517,II-VI,M_i_A,S,CdTe,0.810571,1.3946036470467873,0.03256616790143242
518,II-VI,M_i_neut,As,CdTe,1.867361,1.849111308953853,0.019100485538889416
519,IV-IV,M_A,Os,GeSn,0.373714,0.35616897357744887,0.039711814627354784
520,IV-IV,M_i_neut,K,GeSn,0.896216,0.9202597193193534,0.03893780032011735
521,II-VI,M_A,I,CdTe,1.7764220000000002,1.8061237616326182,0.025865213876875
522,II-VI,M_i_A,Se,CdTe,1.034873,1.6596752262152712,0.023430683490212285
523,II-VI,M_i_A,Se,CdSe,1.372501,1.8465408500200624,0.0314495389834197
524,III-V,M_i_A,Rb,GaSb,1.182818,1.1466959476787841,0.06574703703092483
525,II-VI,M_i_A,O,CdTe,0.33471300000000004,1.2965242406248165,0.03249185903963383
526,IV-IV,M_B,Y,SiSn,0.877108,0.6792592241519438,0.04568350091567673
527,II-VI,M_i_A,Rb,CdTe,2.236657,2.304494832934684,0.025806525849886502
528,II-VI,M_A,Ir,CdTe,1.469015,1.7879517628814738,0.0336077449518089
529,IV-IV,M_A,Rb,Sn,0.614784,0.2827831103524765,0.04581274315285262
530,II-VI,M_A,B,CdO,1.833967,1.7887123262854694,0.043382173291345215
531,II-VI,M_i_neut,S,CdTe,1.319074,1.3972586124897657,0.03133104823399453
532,IV-IV,M_i_A,K,Ge,0.9859629999999999,0.9676052730957391,0.036668613373170754
533,IV-IV,M_i_B,Co,GeSn,0.759983,0.5974399862696432,0.02373572096274386
534,III-V,M_B,V,BP,1.778286,1.8935644307382282,0.0654740999159532
535,II-VI,M_B,N,CdTe,1.469542,1.1955380982019839,0.040831774551821236
536,III-V,M_A,Hf,AlP,2.54917,2.508053931078415,0.06493178652897971
537,II-VI,M_i_neut,Se,CdSe,1.793162,1.8496038649018487,0.03419222002250855
538,II-VI,M_i_neut,Se,CdTe,1.502311,1.6606125844789381,0.023362621876053966
539,II-VI,M_A,Se,CdS,2.333304,2.214244503292101,0.04666997616628873
540,II-VI,M_i_A,In,CdTe,2.159146,2.0884953735218765,0.015292466101203307
541,IV-IV,M_i_neut,Ag,Si,1.361897,1.272672136624269,0.03084125494158261
542,II-VI,M_B,Ni,ZnSe,2.456721,2.420501071191159,0.049272368530120784
543,II-VI,M_i_B,Zn,CdTe,2.049778,2.0747159664124823,0.01665228147695606
544,III-V,M_i_A,Cu,BAs,2.15897,1.8990278157787095,0.047737545114615525
545,II-VI,M_i_B,Cd,CdTe,2.1173919999999997,2.135226076263163,0.018434134185955492
546,IV-IV,M_i_A,P,GeSn,0.5744279999999999,0.47197782510606406,0.03395973844572801
547,IV-IV,M_A,Ga,GeC,2.595097,2.4654620730221084,0.06496837517209705
548,III-V,M_i_neut,Ti,GaP,2.078878,2.1495862276113673,0.049484795742949936
549,IV-IV,M_i_B,In,SiSn,1.217551,1.0174982470332037,0.024716319696952913
550,III-V,M_i_B,Pt,InSb,0.921061,1.0602535663344845,0.04908461194408575
551,II-VI,M_i_neut,Ni,CdTe,1.998576,1.8706187594522619,0.015412117134013555
552,II-VI,M_A,Se,CdTe,1.874711,1.4736731075829352,0.029771779699094524
553,III-V,M_A,Cd,BSb,1.446657,1.7426058938270053,0.04332294961173547
554,II-VI,M_i_B,Ga,CdTe,2.25697,1.9556380248865852,0.01931350081793855
555,II-VI,M_i_B,K,CdTe,2.297516,2.2357158169421187,0.02461148095160592
556,IV-IV,M_B,Li,SiSn,0.16476400000000002,0.5014408176501294,0.04920085543367503
557,II-VI,M_i_B,Cl,CdTe,1.912653,1.7821555695078786,0.03714865378909267
558,III-V,M_i_A,Pb,InAs,1.544873,1.52661892191832,0.022787314086820203
559,II-VI,M_B,Au,CdTe,1.779841,1.4370961257649346,0.04113157654449548
560,II-VI,M_i_B,Tl,CdTe,2.2934360000000003,2.141828928032074,0.03121539052184168
561,II-VI,M_i_A,Cu,CdTe,2.051042,1.9154460737186443,0.01716102299118899
562,III-V,M_A,Hf,GaAs,1.4979149999999999,1.4266443317386597,0.046306093439943505
563,II-VI,M_i_A,Zn,CdTe,2.062764,2.0683473432400725,0.019519352887790213
564,IV-IV,M_i_neut,Sc,SiSn,1.062776,1.0022398690916567,0.03781270675221121
565,II-VI,M_i_neut,Pt,CdTe,2.012648,1.9583668303298984,0.020752018752304174
566,III-V,M_B,Cu,GaP,1.473968,1.6487078283332655,0.0607479244944325
567,II-VI,M_A,La,CdTe,2.252621,2.2266633507498406,0.04073014749240379
568,IV-IV,M_i_A,Be,SiGe,1.216954,1.0949660662032894,0.041324747992044934
569,IV-IV,M_i_A,Mg,SiGe,1.3257510000000001,1.3020560684388858,0.03513496913369887
570,II-VI,M_i_A,Cd,CdTe,2.10379,2.129154034426967,0.01817414259747718
571,II-VI,M_B,Bi,CdTe,1.835043,1.5104734512623117,0.03697947927594223
572,II-VI,M_A,Pt,ZnSe,1.967772,2.6212090295919226,0.04591277425789867
573,II-VI,M_i_A,Ga,CdTe,2.116227,1.9482713958436488,0.01819454314124349
574,II-VI,M_i_neut,Pt,ZnTe,2.178172,2.1635905327046623,0.03878357027127639
575,II-VI,M_A,B,CdTe,1.8963430000000001,1.7112836266864384,0.03838716425950118
576,II-VI,M_i_A,Br,CdTe,1.900764,1.8362355521784017,0.035180052973343943
577,II-VI,M_i_neut,Br,CdTe,1.9410319999999999,1.8300599636650126,0.035867919741597
578,IV-IV,M_i_B,Cr,SiC,2.715114,2.9775324745388674,0.025509952523915982
579,II-VI,M_i_A,Ni,CdO,2.118321,1.8787466249037217,0.03149639994146761
580,III-V,M_i_neut,Se,InSb,0.47137299999999993,0.8748177237975767,0.05519394919678639
581,IV-IV,M_i_A,Be,Si,1.3113709999999998,1.1857441082431701,0.04591413118982619
582,II-VI,M_i_neut,Cl,CdTe,1.910004,1.775289781513895,0.04006007202807381
583,II-VI,M_A,Rh,CdTe,1.449898,1.7901613789981412,0.021830059249624837
584,IV-IV,M_i_B,Al,SiSn,1.156627,1.0344368615442345,0.02955937779061198
585,III-V,M_B,Se,BP,2.2104060000000003,1.9089044430086943,0.0655503487911116
586,III-V,M_i_neut,F,AlSb,3.3588769999999997,2.0422038962099647,0.10607416590972052
587,IV-IV,M_i_neut,Rh,Sn,0.326751,0.4259402046521027,0.03195137620436256
588,IV-IV,M_B,Y,GeSn,0.41841999999999996,0.6154269165012387,0.051858997156437464
589,III-V,M_i_neut,Zn,GaAs,1.577183,1.457372444965685,0.03498654482681216
590,II-VI,M_i_A,K,CdSe,2.621136,2.461557632678315,0.031118890172291552
591,IV-IV,M_i_A,Si,Sn,0.564706,0.5881600125352313,0.033275850974839365
592,II-VI,M_A,B,ZnSe,2.802891,2.4226579305325298,0.07466897622569804
593,IV-IV,M_i_neut,Bi,Sn,0.687918,0.7664660815422835,0.033212792039588074
594,III-V,M_B,Zn,InAs,0.755877,1.1930183470741482,0.036857973103644553
595,II-VI,M_i_neut,Hg,CdTe,2.127165,2.17033613287403,0.026742125997928815
596,IV-IV,M_i_neut,Sn,Sn,0.5478069999999999,0.6883660283590863,0.031841228354893496
597,IV-IV,M_i_A,Co,Sn,0.503077,0.42762916821901786,0.03138160454067198
598,III-V,M_B,F,InP,1.617291,1.343996211119443,0.08031740236506009
599,II-VI,M_A,Se,CdSe,1.9350470000000002,1.6660306932827786,0.037749805065506715
600,II-VI,M_A,Cs,CdTe,1.998127,2.1149490321763316,0.04166134893984001
601,II-VI,M_A,Tc,CdTe,1.7676020000000001,1.6602926670356233,0.02263656266706792
602,III-V,M_i_A,Li,InN,2.369284,1.8952408865615176,0.06309008291782546
603,IV-IV,M_i_neut,Pt,Ge,0.8468479999999999,0.8308100302218403,0.0352153395100047
604,II-VI,M_i_B,Pd,ZnSe,2.8697939999999997,2.5879931441774793,0.02914020115135481
605,II-VI,M_A,Rb,CdO,1.4829700000000001,2.2457443023696424,0.03494225587581485
606,III-V,M_A,Se,GaSb,1.023635,0.8286726785364011,0.06043048327990633
607,IV-IV,M_A,Tl,Si,1.1091799999999998,1.1968168287604048,0.046440945331394534
608,II-VI,M_i_B,Fe,ZnSe,2.83115,2.6977182642136492,0.029269633490648157
609,II-VI,M_i_B,Cu,CdTe,2.060731,1.9150044718640804,0.01827384227993408
610,II-VI,M_A,Ta,CdTe,2.0995939999999997,2.010489943275245,0.027531690392666557
611,II-VI,M_i_B,Ag,ZnTe,2.415926,2.172973285388025,0.030964942084460576
612,II-VI,M_A,As,ZnSe,2.958217,2.4194626161891533,0.04354722430402115
613,III-V,M_B,S,AlSb,1.560057,0.9921829717757215,0.09320636881102504
614,II-VI,M_A,Te,CdTe,1.984675,1.6915905008502488,0.022170090887644277
615,II-VI,M_i_A,K,CdTe,2.205584,2.231296425200706,0.021634736401294888
616,II-VI,M_i_A,Tl,CdTe,2.166784,2.127989909693623,0.025705706658230413
617,II-VI,M_A,P,CdTe,1.9771869999999998,1.396330485928866,0.03131879378729178
618,II-VI,M_A,Pt,CdTe,1.1527020000000001,1.7808110283015033,0.026945190401579687
619,III-V,M_i_neut,Be,InN,2.3376040000000002,2.2135210250540425,0.06355070014268518
620,II-VI,M_B,F,CdTe,1.815639,1.5020267714290036,0.0693369834308556
621,II-VI,M_i_neut,Cu,CdTe,2.1081060000000003,1.9108857737413314,0.020324477156781387
622,II-VI,M_i_A,Au,CdSe,2.229717,2.163152363643735,0.02593165871805748
623,III-V,M_i_B,Ag,GaAs,1.612594,1.4689144776245306,0.04072675785046578
624,IV-IV,M_A,S,Ge,0.777856,0.5031220745336445,0.03699969397270164
