,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
318,IV-IV,M_i_B,K,SiGe,4.201773,3.862024755949167,0.16322751593945922
319,II-VI,M_i_neut,Be,CdTe,3.3939999999999997,2.447963329006846,0.11517476926976958
320,IV-IV,M_i_B,Hf,GeSn,3.989793,4.2967166624598025,0.15309948594319076
321,IV-IV,M_i_A,Zr,SiGe,4.126623,4.446781702918262,0.15696195946863573
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.238547382930621,0.19455047264856032
323,III-V,M_i_A,Rh,AlP,4.370868,4.262166348242673,0.20296172351670946
324,III-V,M_i_A,Tc,GaAs,3.588685,4.637150823002141,0.17626511535014602
325,II-VI,M_i_B,Fe,CdTe,2.699,2.028785226857319,0.07009084316652699
326,III-V,M_B,Tl,AlAs,3.061966,1.1508821931626576,0.23590544552191106
327,II-VI,M_A,S,CdS,6.666434,5.123885589036758,0.12106808242315423
328,II-VI,M_B,Ga,CdTe,2.157,2.329428519008097,0.1033909766417225
329,IV-IV,M_i_B,V,SiC,3.712846,7.058578743582333,0.20311447468250116
330,IV-IV,M_A,O,Si,4.056335,0.9176590683418342,0.3399298940776435
331,IV-IV,M_i_neut,K,SiSn,4.864369,3.5758403688231413,0.1595530263803019
332,II-VI,M_B,Cu,CdTe,3.3710000000000004,2.2935730257900837,0.11556821023967004
333,II-VI,M_B,Cd,CdTe,2.1390000000000002,1.907211483776221,0.12853904323067852
334,II-VI,M_B,In,CdTe,2.792,2.4809618221783767,0.09608780915572854
335,II-VI,M_i_neut,Bi,CdTe,3.429,3.5797355450817703,0.10340068082353529
336,II-VI,M_i_A,Be,CdTe,3.31,2.447697706507951,0.1244813557700601
337,II-VI,M_i_B,Pb,CdTe,3.062,3.2713678313190755,0.11812409347429799
338,IV-IV,M_i_A,Tc,SiSn,3.6643220000000003,3.0338906565908665,0.17296178357790837
339,III-V,M_i_neut,Li,AlN,2.6927779999999997,4.107220381047516,0.3115492150282878
340,II-VI,M_i_A,Co,CdTe,2.57,2.215720921923308,0.06633359293396966
341,IV-IV,M_i_B,Ge,SiGe,3.939014,3.7299585617851987,0.09512348475585972
342,III-V,M_i_A,W,AlSb,4.9381900000000005,5.53380662869922,0.22199571997676507
343,II-VI,M_A,N,CdTe,5.083,4.584242174304134,0.1938318636674908
344,II-VI,M_i_B,Pd,ZnS,3.222827,3.84542041416082,0.13148323529902178
345,II-VI,M_i_neut,S,CdS,5.273183,5.307799694142171,0.10570379608128253
346,II-VI,M_i_neut,Rb,CdTe,3.1060000000000003,3.5458171709350026,0.0885275816647262
347,II-VI,M_A,O,CdTe,5.596,4.588307170058809,0.16568316087140675
348,II-VI,M_i_B,Sn,CdTe,3.168,3.391385791516508,0.07028181323021125
349,II-VI,M_i_B,Co,CdTe,2.477,2.249627960039976,0.07230521671294443
350,II-VI,M_i_neut,Sn,CdTe,3.155,3.3026477272752564,0.07045760569639636
351,II-VI,M_B,Pb,CdTe,2.004,0.9638956105610881,0.1567669893383198
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,2.896339318700344,0.15839011422481883
353,II-VI,M_i_A,Cl,ZnSe,4.7853330000000005,4.69070138834956,0.10585800185414285
354,II-VI,M_A,La,ZnO,2.231621,2.884383934612471,0.21341529274602936
355,II-VI,M_i_B,P,CdTe,4.146,4.229436222612303,0.0800999705593301
356,III-V,M_i_neut,Y,InSb,3.5700309999999997,3.9299170263901813,0.1642374996264624
357,II-VI,M_i_neut,Cs,CdTe,2.9160000000000004,3.7360957578641774,0.12901314556687776
358,II-VI,M_i_neut,Ir,CdTe,3.515,3.6412013797666143,0.08774012682207773
359,III-V,M_i_neut,Ba,InAs,3.033867,3.408088558544793,0.19298515185094553
360,II-VI,M_i_A,Cs,CdTe,2.8989999999999996,3.6578290366274047,0.1567323512820759
361,IV-IV,M_A,Be,SnC,3.071617,5.10662500402224,0.48168457758902267
362,III-V,M_A,Rb,InP,3.774511,3.874664640157762,0.23692688788045005
363,IV-IV,M_i_neut,Rb,GeSn,3.937272,3.858174728510227,0.19555858808831791
364,IV-IV,M_i_B,Zr,GeSn,3.706325,3.7712664571803294,0.12394853339088811
365,III-V,M_B,Pd,AlP,3.2030689999999997,2.0454016038353253,0.2772677424722038
366,II-VI,M_i_B,Si,CdTe,3.806,3.5573389069422605,0.08304635184079683
367,II-VI,M_i_A,P,ZnTe,4.2622599999999995,4.658023025592056,0.11627496314094087
368,II-VI,M_A,W,CdTe,4.735,5.171470865662744,0.1251599646907142
369,II-VI,M_i_A,Si,CdTe,3.784,3.523797948025179,0.09023189437914347
370,II-VI,M_B,Tl,CdTe,2.359,1.8579875103717949,0.18574106579817867
371,IV-IV,M_i_A,Mo,SiSn,3.485148,3.299209347508423,0.15363743079425293
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,4.821644658433881,0.07281333592186437
373,II-VI,M_i_B,Ca,CdTe,2.8160000000000003,2.719581624851997,0.09869884403013733
374,II-VI,M_A,Hf,ZnTe,3.145241,2.3722888026656395,0.1658146114664296
375,II-VI,M_i_neut,Mg,CdTe,3.1889999999999996,2.4427949449980626,0.11645577673975878
376,II-VI,M_i_B,I,CdTe,4.231,4.478032689444928,0.07184750334749097
377,II-VI,M_A,Re,CdTe,4.7,3.9152576611871988,0.10820764016154452
378,IV-IV,M_i_neut,Ru,SiSn,3.4078470000000003,3.451408571481447,0.16074611646731846
379,IV-IV,M_i_A,Sn,Ge,3.737711,4.062348643194945,0.17454070949769446
380,II-VI,M_i_A,Sr,CdTe,2.78,3.300979205336566,0.11436020085533212
381,II-VI,M_i_B,O,CdTe,4.422,3.0871602410218246,0.12939868091373902
382,IV-IV,M_B,Cl,GeSn,3.795554,4.681863785984368,0.22678212222687238
383,II-VI,M_i_neut,In,CdTe,3.4139999999999997,3.054500242755335,0.08035564627891961
384,II-VI,M_i_neut,P,CdSe,3.734378,4.1799821669886,0.10250834042920091
385,II-VI,M_i_B,Be,CdTe,2.975,2.4390755501380035,0.12564435976510271
386,II-VI,M_i_neut,Fe,CdTe,2.303,1.9830017554565473,0.08387133022602941
387,IV-IV,M_A,Sr,GeSn,3.80559,3.4042019230898513,0.235812253242966
388,II-VI,M_i_neut,F,ZnO,5.300539,6.465157295715739,0.1608790832457068
389,II-VI,M_A,F,CdTe,5.079,4.6533792157187595,0.14889493252386723
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,2.7636533294096735,0.16716091126291832
391,IV-IV,M_A,Co,SiGe,3.458103,0.5830087236726469,0.18494554443992253
392,II-VI,M_i_neut,Li,CdS,1.5866200000000001,1.927139445749305,0.1034427021722733
393,IV-IV,M_i_neut,Si,SiGe,3.687325,4.321016397261483,0.10859567899056914
394,II-VI,M_i_A,Mn,CdTe,2.49,1.9835311762143288,0.12068204414517769
395,IV-IV,M_A,Hf,SiGe,3.428728,3.717321935478516,0.25224049343830146
396,II-VI,M_i_A,Hf,CdTe,3.614,4.830326305951689,0.06445591333407606
397,III-V,M_B,Li,InAs,2.90212,0.36771918256697284,0.2956926153687889
398,II-VI,M_i_neut,Si,CdTe,3.611,3.530935234442244,0.0856514884336072
399,IV-IV,M_i_A,Cl,Si,3.609683,4.605211956160666,0.296931921650095
400,II-VI,M_i_A,Ni,CdTe,3.1630000000000003,2.012183259120325,0.06697028775285753
401,II-VI,M_i_B,Al,CdTe,2.443,2.7035067909935706,0.0760233430550551
402,II-VI,M_i_A,Pb,CdTe,2.638,3.1344076935619163,0.1132486347063316
403,IV-IV,M_A,Ca,SiGe,3.674119,3.650244680336813,0.31270234738332425
404,III-V,M_i_A,Zr,InSb,3.041588,3.6533824189082376,0.1858404954633726
405,IV-IV,M_i_A,Tc,SiGe,3.470046,3.877355491111363,0.14741376191748393
406,II-VI,M_i_B,Te,CdTe,4.513999999999999,3.9944486357387383,0.07493652116024932
407,II-VI,M_i_A,Sn,CdTe,2.8080000000000003,3.3006041988929504,0.07223199047610755
408,IV-IV,M_i_neut,I,Sn,3.554494,3.7369119385569207,0.22730150743777117
409,II-VI,M_i_B,As,CdTe,4.046,3.6978327968749425,0.07439385535442584
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,3.3027858022622993,0.17851708438711691
411,III-V,M_i_B,Pt,GaAs,3.805564,4.437511500254961,0.14402679071159177
412,II-VI,M_i_B,S,CdTe,4.482,4.2100496086590145,0.09365380930381113
413,II-VI,M_i_B,Cl,CdSe,4.1629309999999995,3.897816518942102,0.08745085602803977
414,III-V,M_i_neut,Na,AlSb,3.3243440000000004,2.791982946197053,0.16519774452230596
415,II-VI,M_i_A,Al,CdTe,2.371,2.661255386337699,0.07513191710524142
416,II-VI,M_i_neut,Co,CdTe,2.084,2.187036668334346,0.06862229345063321
417,II-VI,M_i_neut,Hg,ZnSe,3.082651,3.897880357896109,0.12142644827564612
418,II-VI,M_i_A,Ca,CdTe,2.5469999999999997,2.6503235668952536,0.09196771073840455
419,II-VI,M_B,Pt,CdTe,2.182,3.015099346763936,0.10876346657403356
420,II-VI,M_i_B,Mg,CdO,1.450407,2.562118168354638,0.21889485134414044
421,II-VI,M_i_A,Mg,CdTe,2.9010000000000002,2.440661869919721,0.11935478899722327
422,II-VI,M_i_A,Cr,CdTe,2.065,2.1464716602971494,0.06533294360393081
423,II-VI,M_B,Sn,CdTe,1.7690000000000001,1.939521404630397,0.08307786722124125
424,II-VI,M_A,Os,ZnTe,4.565462,4.914878905446827,0.20780448786631175
425,II-VI,M_i_A,P,CdTe,3.747,4.217855054727062,0.07976728644225493
426,II-VI,M_i_B,Se,CdTe,4.391,3.782339114142091,0.0556117542025275
427,II-VI,M_i_B,Rb,CdTe,2.576,3.560472730200613,0.09409223131047584
428,II-VI,M_A,Mo,ZnTe,4.152243,2.8781112657304275,0.1373774312545992
429,II-VI,M_i_A,Pt,CdTe,3.077,3.067413312978201,0.10468553988931717
430,II-VI,M_i_B,Ge,CdTe,3.123,3.0126425944944577,0.04906191408727818
431,II-VI,M_A,Ru,CdSe,3.426153,3.2664750626283023,0.10282038482295813
432,III-V,M_B,Ru,GaSb,3.8535510000000004,3.0516978797094643,0.1853799327146379
433,II-VI,M_i_neut,Cd,CdSe,2.147385,2.2098171577100234,0.06622926870987618
434,II-VI,M_i_neut,I,CdTe,3.87,4.435069195161892,0.07150298651799969
435,II-VI,M_i_A,Ge,CdTe,3.071,2.9803641888838333,0.05352243077248984
436,II-VI,M_B,Si,CdTe,2.435,2.688503406171793,0.09453526917303329
437,II-VI,M_i_neut,Cr,CdTe,1.9780000000000002,2.1477267026106532,0.08413000159885431
438,II-VI,M_i_B,Se,CdSe,4.6343309999999995,4.186783741127665,0.08248880703680898
439,IV-IV,M_i_neut,Ru,GeSn,3.287093,3.745136568859354,0.13531464539008428
440,IV-IV,M_A,Y,Ge,3.3618069999999998,2.415408749447946,0.20864328233387552
441,II-VI,M_i_A,I,CdTe,3.8110000000000004,4.363498161943604,0.07644586587979205
442,II-VI,M_A,Ru,ZnSe,4.797187999999999,3.3139671976336897,0.169765193575685
443,II-VI,M_i_neut,Ge,CdTe,3.017,2.9366497120141273,0.05798868095453599
444,II-VI,M_B,Pd,CdTe,2.388,3.489453386379897,0.13221116235178357
445,II-VI,M_A,Os,CdTe,4.274,5.147879919272944,0.09524340320071652
446,II-VI,M_A,Mo,CdTe,3.513,3.3284853595308364,0.11328309462994486
447,II-VI,M_i_neut,Ga,CdTe,2.36,2.6028597162038105,0.08008242434325875
448,II-VI,M_i_neut,P,CdTe,3.602,4.234998474987594,0.08442052533571581
449,III-V,M_A,Ta,AlAs,4.155157,3.9737364708932987,0.30746215093302254
450,II-VI,M_i_B,Mg,CdTe,2.7319999999999998,2.449281609923877,0.12363803192730095
451,II-VI,M_B,Hg,CdTe,2.367,1.7539372359451222,0.18549593669687184
452,II-VI,M_i_neut,Mn,CdTe,2.144,1.9620708041534232,0.11647915973322355
453,II-VI,M_i_B,Mn,CdTe,2.142,2.008176950517682,0.12179103192060482
454,III-V,M_i_neut,Se,GaSb,3.614697,4.076334234864525,0.1459260677703045
455,II-VI,M_A,Cl,CdTe,4.694,5.177590174568393,0.148966642999985
456,II-VI,M_i_neut,K,CdTe,2.533,2.6552354968950818,0.10297226598539526
457,II-VI,M_i_neut,Tl,ZnTe,2.781252,3.5415543656839263,0.14341748158643539
458,II-VI,M_B,Ge,CdTe,1.994,2.0595418386228297,0.08277041302959857
459,II-VI,M_A,Nb,CdTe,2.654,2.7109320849403558,0.10771792717912626
460,IV-IV,M_i_B,Pt,SiSn,4.3328,2.9745260171997776,0.18162925286888132
461,II-VI,M_i_B,Cr,CdTe,1.83,2.190119660883851,0.07983609893468327
462,II-VI,M_i_neut,Tl,CdTe,2.738,2.6407534536440584,0.09564472780143808
463,II-VI,M_i_A,Te,CdTe,4.159,3.943771882577414,0.09484350122573136
464,II-VI,M_A,Ru,CdTe,3.139,3.350088041339127,0.1067698191762883
465,II-VI,M_i_A,O,ZnO,6.456946,6.161461450248536,0.17804946364727742
466,IV-IV,M_A,Hf,Ge,3.190334,3.0603038562638987,0.2310910834197004
467,II-VI,M_i_A,As,CdTe,3.6830000000000003,3.6631688401820397,0.0771803209954918
468,II-VI,M_B,Ag,CdTe,2.484,2.621688302953469,0.1416540535256247
469,II-VI,M_i_B,Ni,CdTe,2.745,2.049556093185341,0.06342747484422534
470,II-VI,M_i_B,Au,ZnSe,3.589525,3.264729621371715,0.1087347648327321
471,II-VI,M_i_neut,O,CdO,5.210194,4.522875215573574,0.16406938396694348
472,II-VI,M_i_B,Pt,CdTe,2.8080000000000003,3.189848964662718,0.08426640932997675
473,II-VI,M_A,Zr,CdTe,2.094,1.9910471584320102,0.07133747101996663
474,II-VI,M_i_neut,Co,CdSe,2.293972,2.2361604011221474,0.05672509933263434
475,IV-IV,M_B,Ca,SiSn,4.538626,1.092628756853512,0.28754788517423024
476,II-VI,M_i_neut,Zn,CdTe,2.211,1.8446803540977648,0.07508040167813368
477,IV-IV,M_i_A,W,Si,3.148873,4.66982250541705,0.30027109353401227
478,II-VI,M_A,S,CdTe,5.043,4.177135720236764,0.1456003018493699
479,IV-IV,M_i_A,Sr,SiSn,4.472933,4.5476067418728805,0.17633302719018754
480,III-V,M_i_neut,Sc,GaAs,2.425089,2.8435615105306473,0.19579361061972314
481,II-VI,M_i_B,In,CdTe,2.842,3.1433940834192233,0.08772886131397632
482,IV-IV,M_i_neut,Tl,GeSn,3.132533,3.0256380756638834,0.1736750091606622
483,II-VI,M_i_neut,Cd,CdTe,2.178,2.216171763215355,0.075184945150486
484,II-VI,M_i_B,Ti,ZnTe,1.77682,2.8939914207701203,0.11560047502341049
485,II-VI,M_A,Br,CdTe,4.532,5.1739942951343325,0.15375765302541614
486,II-VI,M_i_B,Cd,CdSe,1.83939,2.296718855785115,0.07205276547526607
487,IV-IV,M_A,Li,Si,3.083728,3.5973355808712504,0.3273638567586229
488,II-VI,M_A,Sn,ZnS,2.612925,2.832475564860967,0.14876262507819032
489,III-V,M_B,Au,BAs,2.99713,4.925310616678095,0.3713805233861665
490,III-V,M_i_A,O,InSb,3.256997,1.6551138074110479,0.21084311740849232
491,IV-IV,M_i_neut,Fe,SiC,3.480406,5.850155752777951,0.22482599262748074
492,II-VI,M_B,Ge,ZnTe,1.5407799999999998,2.017485693935675,0.11989423321952261
493,II-VI,M_i_neut,O,CdTe,3.745,3.0749069523996213,0.12886147008943355
494,II-VI,M_i_A,Cd,CdSe,1.7946330000000001,2.185762811842347,0.06514671966196865
495,II-VI,M_i_A,Au,ZnSe,3.461649,3.23186260678787,0.12301672155259102
496,II-VI,M_i_neut,Te,CdTe,3.9930000000000003,3.9117324932882545,0.08858079351390968
497,II-VI,M_i_B,Br,CdTe,3.513,3.4216813045023478,0.10449107240986281
498,II-VI,M_i_A,S,CdTe,3.986,4.176147934736063,0.08468394748122934
499,II-VI,M_i_neut,As,CdTe,3.53,3.6144352750715654,0.07221683883525962
500,IV-IV,M_A,Os,GeSn,2.8532830000000002,2.283940690753947,0.27067666759009523
501,IV-IV,M_i_neut,K,GeSn,3.1275619999999997,2.941297323547432,0.16057529692199998
502,II-VI,M_A,I,CdTe,4.436,4.537803946991514,0.14838346047227946
503,II-VI,M_i_A,Se,CdTe,3.95,3.711741808736994,0.07931772120835151
504,II-VI,M_i_A,Se,CdSe,4.25249,4.104373307642597,0.09020683629819955
505,III-V,M_i_A,Rb,GaSb,2.741339,3.59180964939888,0.2815130643224033
506,II-VI,M_i_A,O,CdTe,3.6639999999999997,3.06330816712738,0.14071329831526258
507,IV-IV,M_B,Y,SiSn,3.942791,1.357396628036788,0.2585324411730286
508,II-VI,M_i_A,Rb,CdTe,2.07,3.43328377184137,0.10282096674047594
509,II-VI,M_A,Ir,CdTe,3.5260000000000002,3.953747261197998,0.09846289068675276
510,IV-IV,M_A,Rb,Sn,2.905567,1.5809468868622183,0.33757916145328176
511,II-VI,M_A,B,CdO,1.8839849999999998,2.3836302242881913,0.2225177816016229
512,II-VI,M_i_neut,S,CdTe,3.8489999999999998,4.200225305605658,0.08072595184110991
513,IV-IV,M_i_A,K,Ge,2.888969,3.2137336061369446,0.17789395121361018
514,IV-IV,M_i_B,Co,GeSn,2.766082,1.9768911667162214,0.1378334569146388
515,III-V,M_B,V,BP,2.44623,3.5250947394558407,0.3295026822642184
516,II-VI,M_B,N,CdTe,2.086,2.9788931446325058,0.16867740047824492
517,III-V,M_i_neut,Li,GaN,1.9394349999999998,3.7082183207218717,0.2986221926013447
518,III-V,M_A,Hf,AlP,2.9206630000000002,3.9208329414485403,0.21568297452811466
519,II-VI,M_i_neut,Se,CdSe,4.123703,4.145018894125203,0.09377854266535536
520,II-VI,M_i_neut,Se,CdTe,3.8139999999999996,3.717970004934152,0.06420136606083417
521,II-VI,M_A,Se,CdS,5.4148879999999995,4.656743544269584,0.09224761867568272
522,II-VI,M_i_A,In,CdTe,2.553,3.01312359278444,0.08302950534731533
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.2734102419915496,0.255130328248125
524,II-VI,M_B,Ni,ZnSe,0.915118,2.8320950020930113,0.12568589297856303
525,II-VI,M_i_B,Zn,CdTe,1.8869999999999998,1.8911939008220806,0.07418928844240266
526,III-V,M_i_A,Cu,BAs,2.827323,5.411648622157897,0.1986350807661112
527,II-VI,M_i_B,Cd,CdTe,1.871,2.340834200908236,0.07613204865393078
528,IV-IV,M_i_A,P,GeSn,2.89297,2.6859141922148075,0.19180012516343534
529,IV-IV,M_A,Ga,GeC,0.8417309999999999,3.9400414852826473,0.24882134379670937
530,III-V,M_i_neut,Ti,GaP,1.9048599999999998,3.7951046255436416,0.20478889968277014
531,IV-IV,M_i_B,In,SiSn,3.936836,3.760818539034689,0.1365739678361455
532,III-V,M_i_B,Pt,InSb,2.769104,2.974993198241728,0.12322450995181262
533,II-VI,M_i_neut,Ni,CdTe,2.295,1.99081146602832,0.05527763379956294
534,II-VI,M_A,Se,CdTe,4.609,3.9633656350052946,0.10804041531684534
535,III-V,M_A,Cd,BSb,3.2059900000000003,2.998204922913516,0.30879686067442363
536,II-VI,M_i_B,Ga,CdTe,1.742,2.6595087563794,0.08060319517070139
537,II-VI,M_i_B,K,CdTe,1.96,2.6847084204934797,0.10509900054016656
538,IV-IV,M_B,Li,SiSn,3.819722,2.813998677500181,0.256027871953894
539,II-VI,M_i_B,Cl,CdTe,3.1319999999999997,3.329034413155435,0.10308494987130257
540,III-V,M_i_A,Pb,InAs,2.6664220000000003,3.781993315389157,0.1928879229967188
541,II-VI,M_B,Au,CdTe,2.562,2.083385246794748,0.1720960076317796
542,II-VI,M_i_B,Tl,CdTe,2.178,2.829017162721585,0.10462909596425267
543,II-VI,M_i_A,Cu,CdTe,2.932,1.814417026879515,0.0924389769675857
544,III-V,M_A,Hf,GaAs,2.587166,3.6657671598197616,0.22259374356642508
545,II-VI,M_i_A,Zn,CdTe,1.6740000000000002,1.8639495315432337,0.0765005697980775
546,IV-IV,M_i_neut,Sc,SiSn,2.694643,3.0024375872143123,0.12670141274130825
547,II-VI,M_i_neut,Pt,CdTe,2.251,2.956003911647118,0.09745700643019566
548,III-V,M_B,Cu,GaP,1.7221090000000001,1.3948752465544847,0.216947313100917
549,II-VI,M_A,La,CdTe,1.8419999999999999,1.4506152745770595,0.1498611299995088
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.5436900421119093,0.15949941393782213
551,IV-IV,M_i_A,Mg,SiGe,2.632718,2.7301366481385054,0.16476031763068893
552,II-VI,M_i_A,Cd,CdTe,1.635,2.2351350407082196,0.08700880114621704
553,II-VI,M_B,Bi,CdTe,1.038,0.4995178468412173,0.1703395765938777
554,II-VI,M_A,Pt,ZnSe,4.7564779999999995,3.894350219614971,0.17502007813947623
555,II-VI,M_i_A,Ga,CdTe,1.617,2.619888743215795,0.0810434924941746
556,II-VI,M_i_neut,Pt,ZnTe,2.903403,3.1523470100281705,0.12536899393774523
557,II-VI,M_A,B,CdTe,3.478,2.840723026975624,0.13932953472744353
558,II-VI,M_i_A,Br,CdTe,2.9989999999999997,3.385166628650046,0.11504505310376559
559,II-VI,M_i_neut,Br,CdTe,2.998,3.3592409576791176,0.11466984329453418
560,IV-IV,M_i_B,Cr,SiC,2.929965,6.123862633268269,0.20474227756386823
561,II-VI,M_i_A,Ni,CdO,0.677798,2.413007774186231,0.12531371946457195
562,III-V,M_i_neut,Se,InSb,2.796793,3.1201578747162544,0.12085456959871864
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.1975254482438604,0.22759540205284035
564,II-VI,M_i_neut,Cl,CdTe,2.966,3.3030907324985,0.10259116817279768
565,II-VI,M_A,Rh,CdTe,2.0180000000000002,2.4688596301267958,0.0935195522943867
566,IV-IV,M_i_B,Al,SiSn,2.473005,3.2341242039607137,0.11274328370463849
567,III-V,M_B,Se,BP,1.701285,6.9491188606699055,0.3058349914488412
568,III-V,M_i_neut,F,AlSb,2.5851319999999998,2.132531211540986,0.20214105272459926
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.351696599022374,0.17824505474579594
570,IV-IV,M_B,Y,GeSn,2.41792,1.2035035811199817,0.28556562619014786
571,III-V,M_i_neut,Zn,GaAs,1.952663,2.3793212627161524,0.1203709061345066
572,II-VI,M_i_A,K,CdSe,1.429719,2.8316448396427076,0.11652218212257454
573,IV-IV,M_i_A,Si,Sn,2.435457,1.7387963595904985,0.1882837620933229
574,II-VI,M_A,B,ZnSe,3.841822,2.0718978435975317,0.1831825196052508
575,IV-IV,M_i_neut,Bi,Sn,2.430181,2.526867643301005,0.1909693163884268
576,III-V,M_B,Zn,InAs,1.428767,0.22017769800223014,0.2632669659322458
577,II-VI,M_i_neut,Hg,CdTe,2.425,2.602382267074521,0.08639067084540207
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.8794116356971107,0.19650881494045733
579,IV-IV,M_i_A,Co,Sn,2.391907,1.9492407321721223,0.1894759260301211
580,III-V,M_B,F,InP,2.078237,3.608083333613364,0.24914324108348654
581,II-VI,M_A,Se,CdSe,4.9117690000000005,4.1468522708085045,0.08004384893870974
582,II-VI,M_A,Cs,CdTe,2.392,2.1879984254864246,0.16484938587006695
583,II-VI,M_A,Tc,CdTe,3.3110000000000004,2.8142852114010593,0.12307178947352831
584,III-V,M_i_A,Li,InN,1.202582,2.5711062885221216,0.4251609153470821
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,3.7175356677650613,0.18272687796412565
586,II-VI,M_i_B,Pd,ZnSe,2.893349,3.217012842470833,0.1107162696511623
587,II-VI,M_A,Rb,CdO,2.177906,2.5777285517701594,0.19033258843902132
588,III-V,M_A,Se,GaSb,3.010075,1.7169159543801609,0.24430505835390193
589,IV-IV,M_A,Tl,Si,2.324786,3.2015683437931033,0.31256843572177584
590,II-VI,M_i_B,Fe,ZnSe,1.277557,2.3303374433053685,0.08898606646735487
591,II-VI,M_i_B,Cu,CdTe,2.5980000000000003,1.8483730930954034,0.09378929806793201
592,II-VI,M_A,Ta,CdTe,3.261,3.8786868924313227,0.10229383795637466
593,II-VI,M_i_B,Ag,ZnTe,2.3509029999999997,2.4891287040505468,0.12242355766357305
594,II-VI,M_A,As,ZnSe,4.162729,4.06220266434649,0.16391846158396864
595,III-V,M_B,S,AlSb,2.1745520000000003,3.6334803827968614,0.236432793512072
596,II-VI,M_A,Te,CdTe,4.189,3.214232147674374,0.14528390863327573
597,II-VI,M_i_A,K,CdTe,1.557,2.621330828854011,0.09225379549651087
598,II-VI,M_i_A,Tl,CdTe,1.804,2.669640338641384,0.09539712409381573
599,II-VI,M_A,P,CdTe,3.5069999999999997,3.4937752386321024,0.10725244834334319
600,II-VI,M_A,Pt,CdTe,2.841,3.8005137121058086,0.10028190587180631
601,II-VI,M_B,F,CdTe,1.758,1.6815057852532724,0.20404713549825207
602,II-VI,M_i_neut,Cu,CdTe,2.498,1.7781139511311452,0.09420509520023061
603,II-VI,M_i_A,Au,CdSe,2.531715,2.470257984160423,0.09086312742658838
604,III-V,M_i_B,Ag,GaAs,2.267798,3.038224009108569,0.13921550628592141
605,IV-IV,M_A,S,Ge,2.194137,-0.3815938519659846,0.27956217119354615
606,III-V,M_i_A,Tl,InAs,2.165323,2.9201079655898488,0.20549410693102754
607,IV-IV,M_A,Ir,GeSn,2.204673,0.9415144542488167,0.21241853062293597
608,II-VI,M_i_B,F,CdTe,2.613,2.013051719823585,0.12080819601041493
609,IV-IV,M_B,Rh,SiSn,3.230599,2.329514054979519,0.28984818021900777
610,II-VI,M_i_neut,F,CdTe,2.605,2.0014377558414815,0.10844695090407966
611,II-VI,M_i_neut,Na,CdTe,1.501,2.3540032562768727,0.12233705086058448
612,II-VI,M_A,Y,CdTe,1.123,2.1446097356206337,0.12380661455369557
613,II-VI,M_i_A,Pd,CdTe,2.099,2.92874999184147,0.08640461331119402
614,II-VI,M_i_B,Pd,CdSe,2.136402,2.948588298145192,0.08057552347869319
615,II-VI,M_i_B,Hg,CdTe,2.108,2.784091086724662,0.08465628497331847
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,1.254490353166418,0.16729955169547794
617,II-VI,M_i_B,Au,CdTe,2.9160000000000004,2.3176485618418035,0.10769824309604555
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.6637032972248469,0.16857029747486826
619,II-VI,M_i_A,Au,CdTe,2.904,2.1650385079895864,0.12699870810772618
620,II-VI,M_A,Rb,CdTe,2.123,1.958901492489582,0.15993897399432455
621,IV-IV,M_B,Ag,SiGe,2.1319060000000003,2.666264390053507,0.21749999327562683
622,II-VI,M_i_A,Fe,CdSe,0.9859620000000001,1.9778323654396481,0.07029968824238945
623,II-VI,M_i_A,Cl,CdTe,2.479,3.293444493047488,0.10250467992896749
624,IV-IV,M_i_A,Mg,Ge,1.975628,2.297694577116181,0.1558761378486987
625,II-VI,M_A,Ti,CdTe,1.234,1.2334948562732708,0.04786142410428998
626,II-VI,M_i_neut,Au,CdTe,2.8110000000000004,2.07641072886373,0.10164841504306715
627,II-VI,M_i_B,Pd,CdTe,1.942,3.020637700254486,0.08218585103351203
628,III-V,M_A,Al,BAs,1.9202240000000002,1.797068121769507,0.22733914001627673
629,III-V,M_i_A,F,GaAs,2.123956,2.2073922445318686,0.2572436893994912
630,IV-IV,M_i_neut,Pd,SiGe,1.750773,3.2836300546150126,0.17630354565239761
631,II-VI,M_i_neut,F,ZnSe,2.751563,3.4248784616960735,0.1548353210693194
632,II-VI,M_A,Sc,CdTe,1.355,1.7726371192532728,0.12735781579234495
633,II-VI,M_B,Br,ZnSe,0.915358,2.2897763425466557,0.1723623079261996
634,II-VI,M_i_A,Ag,CdTe,2.042,2.1631364320087294,0.09748116355030122
