,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
321,IV-IV,M_i_A,Zr,SiGe,4.101589,5.049330321665753,0.17757765226007025
322,IV-IV,M_i_neut,As,Si,4.098501000000001,4.272934797645579,0.1979370831154474
323,III-V,M_i_A,Rh,AlP,4.095368,4.528267385225135,0.16091313846696717
324,III-V,M_i_A,Tc,GaAs,4.082185,4.165706452499746,0.178605900884098
325,II-VI,M_i_B,Fe,CdTe,4.08,3.4166981329896573,0.07420062775806971
326,III-V,M_B,Tl,AlAs,4.069448,5.370109384143563,0.3267266733934165
327,II-VI,M_A,S,CdS,4.064148,3.255979434452995,0.09305279953984343
328,II-VI,M_B,Ga,CdTe,4.064,3.8813233099939053,0.12363719571831835
329,IV-IV,M_i_B,V,SiC,4.060727,7.0005738043106405,0.24727810061339994
330,IV-IV,M_A,O,Si,4.053368,0.8310373331335936,0.2585542388498662
331,IV-IV,M_i_neut,K,SiSn,4.046309,3.449735162718176,0.2245527598695428
332,II-VI,M_B,Cu,CdTe,4.039,3.4416327623546707,0.12473468444360677
333,II-VI,M_B,Cd,CdTe,4.0360000000000005,3.238908933085476,0.1401225092361737
334,II-VI,M_B,In,CdTe,4.031000000000001,4.147567091573883,0.10569433271436407
335,II-VI,M_i_neut,Bi,CdTe,4.026,3.443994318379066,0.10733389148847763
336,II-VI,M_i_A,Be,CdTe,4.02,3.8947782958949007,0.1384710098492798
337,II-VI,M_i_B,Pb,CdTe,4.011,3.711704532088549,0.11750979278150687
338,IV-IV,M_i_A,Tc,SiSn,4.0073419999999995,3.580499659913646,0.13017417565138056
339,III-V,M_i_neut,Li,AlN,4.0007779999999995,4.128041570639587,0.47873481671419127
340,II-VI,M_i_A,Co,CdTe,4.0,3.3137999103621993,0.07103367154609226
341,IV-IV,M_i_B,Ge,SiGe,3.995049,3.719166157317711,0.1450929607013235
342,III-V,M_i_A,W,AlSb,3.97819,4.620529262962412,0.2345304198283252
343,II-VI,M_A,N,CdTe,3.977,2.2998268604949077,0.21723036493245262
344,II-VI,M_i_B,Pd,ZnS,3.9728269999999997,6.422774827710223,0.17635268997983874
345,II-VI,M_i_neut,S,CdS,3.9720400000000002,4.023734890329719,0.08276784719514335
346,II-VI,M_i_neut,Rb,CdTe,3.972,4.112571277338551,0.1342831778372293
347,II-VI,M_A,O,CdTe,3.952,1.8238898108135515,0.16314921606443303
348,II-VI,M_i_B,Sn,CdTe,3.917,4.255634930930265,0.11326255714858045
349,II-VI,M_i_B,Co,CdTe,3.907,3.177685795506779,0.07053813566113937
350,II-VI,M_i_neut,Sn,CdTe,3.905,4.022378713279525,0.11570866634265321
351,II-VI,M_B,Pb,CdTe,3.9019999999999997,3.4996599597241547,0.1625362747154798
352,IV-IV,M_i_neut,Na,Ge,3.8829580000000004,3.1159886457265236,0.25362545336140846
353,II-VI,M_i_A,Cl,ZnSe,3.880492,2.7419185334535587,0.21100121058305776
354,II-VI,M_A,La,ZnO,3.8606,5.705374498322575,0.3062213747867079
355,II-VI,M_i_B,P,CdTe,3.853,3.2726771122442697,0.09836567170911642
356,III-V,M_i_neut,Y,InSb,3.850203,4.202359418553945,0.3239242302388551
357,II-VI,M_i_neut,Cs,CdTe,3.847,4.781451300296503,0.16813999606909555
358,II-VI,M_i_neut,Ir,CdTe,3.846,3.2506698111875374,0.08887304958045625
359,III-V,M_i_neut,Ba,InAs,3.8418669999999997,3.2422924142501657,0.35246354424499715
360,II-VI,M_i_A,Cs,CdTe,3.83,4.631208718335481,0.18157540608657569
361,IV-IV,M_A,Be,SnC,3.825482,6.5978619348997425,0.4197948520430674
362,III-V,M_A,Rb,InP,3.8248629999999997,3.79144699747327,0.49478919393284343
363,IV-IV,M_i_neut,Rb,GeSn,3.8242849999999997,4.628692450652612,0.20189879760819796
364,IV-IV,M_i_B,Zr,GeSn,3.8189839999999995,3.465707224402517,0.15706735892664092
365,III-V,M_B,Pd,AlP,3.816551,3.944820165974666,0.2889369393343484
366,II-VI,M_i_B,Si,CdTe,3.806,3.802803266341847,0.1069758400336775
367,II-VI,M_i_A,P,ZnTe,3.80226,4.232805745811263,0.12360410421961386
368,II-VI,M_A,W,CdTe,3.787,3.4914690747683963,0.15122201654098236
369,II-VI,M_i_A,Si,CdTe,3.784,3.951805787698622,0.11126926470068292
370,II-VI,M_B,Tl,CdTe,3.782,4.451893020157381,0.2244845112559893
371,IV-IV,M_i_A,Mo,SiSn,3.7781279999999997,4.8643334943143826,0.15519914359602427
372,II-VI,M_i_neut,Hf,CdTe,3.7769999999999997,5.7208526775606146,0.1532037232194177
373,II-VI,M_i_B,Ca,CdTe,3.765,3.966917185348648,0.10746207774005215
374,II-VI,M_A,Hf,ZnTe,3.7614019999999995,2.6176831399625278,0.19996557924306227
375,II-VI,M_i_neut,Mg,CdTe,3.761,3.2016243847445596,0.11864385023593131
376,II-VI,M_i_B,I,CdTe,3.7569999999999997,3.987471974430872,0.0886661786135311
377,II-VI,M_A,Re,CdTe,3.752,3.466505607950716,0.12044189091656166
378,IV-IV,M_i_neut,Ru,SiSn,3.750867,3.602945469489746,0.17006780865006724
379,IV-IV,M_i_A,Sn,Ge,3.737711,3.878677206193958,0.18694333428274906
380,II-VI,M_i_A,Sr,CdTe,3.7289999999999996,4.752685376380869,0.09520960292293862
381,II-VI,M_i_B,O,CdTe,3.727,2.5804097621230615,0.14107353200728207
382,IV-IV,M_B,Cl,GeSn,3.71106,1.7877882830101264,0.3018323433110642
383,II-VI,M_i_neut,In,CdTe,3.7039999999999997,3.741928482778859,0.07307908007697572
384,II-VI,M_i_neut,P,CdSe,3.699378,3.6323497837014798,0.09563714943622953
385,II-VI,M_i_B,Be,CdTe,3.685,3.800993965428572,0.127168593551958
386,II-VI,M_i_neut,Fe,CdTe,3.6839999999999997,3.6018341769861366,0.08241975216770211
387,IV-IV,M_A,Sr,GeSn,3.676603,4.92904679897155,0.2757132135325638
388,II-VI,M_i_neut,F,ZnO,3.67156,4.01582652767887,0.3048266116313304
389,II-VI,M_A,F,CdTe,3.657,1.7032745830424312,0.2137011210953895
390,IV-IV,M_i_A,Mo,Sn,3.6551980000000004,3.272007163141585,0.25219950983721257
391,IV-IV,M_A,Co,SiGe,3.650172,-0.22861369159369507,0.23833266543216383
392,II-VI,M_i_neut,Li,CdS,3.6356919999999997,3.406542914737139,0.1687435812776311
393,IV-IV,M_i_neut,Si,SiGe,3.6312900000000004,3.7066803459127913,0.13172466434295393
394,II-VI,M_i_A,Mn,CdTe,3.627,2.854578779352039,0.08379520321389422
395,IV-IV,M_A,Hf,SiGe,3.620797,3.3530654442208574,0.2324253040125762
396,II-VI,M_i_A,Hf,CdTe,3.614,5.650628880089891,0.12503472916342837
397,III-V,M_B,Li,InAs,3.6126199999999997,1.6514206123149298,0.3993610378804617
398,II-VI,M_i_neut,Si,CdTe,3.611,3.973409367862074,0.097230696556687
399,IV-IV,M_i_A,Cl,Si,3.609683,4.591500223157383,0.32993831519936406
400,II-VI,M_i_A,Ni,CdTe,3.597,3.0075592748280036,0.07707441069192654
401,II-VI,M_i_B,Al,CdTe,3.588,3.832628802346494,0.11370357467512471
402,II-VI,M_i_A,Pb,CdTe,3.5869999999999997,3.4109765791467956,0.09352881014253343
403,IV-IV,M_A,Ca,SiGe,3.5780839999999996,4.738947152283876,0.32833290106370977
404,III-V,M_i_A,Zr,InSb,3.56676,4.991105854714841,0.23159066951817228
405,IV-IV,M_i_A,Tc,SiGe,3.5660809999999996,3.6542705497516366,0.1380387076866275
406,II-VI,M_i_B,Te,CdTe,3.5660000000000003,3.761931813896659,0.07774695727063835
407,II-VI,M_i_A,Sn,CdTe,3.557,4.0350119109003035,0.10190862506313715
408,IV-IV,M_i_neut,I,Sn,3.554494,3.613553615956441,0.3159432759079391
409,II-VI,M_i_B,As,CdTe,3.545,3.47994962119558,0.08487319460781499
410,IV-IV,M_i_neut,Hg,SiGe,3.5398050000000003,4.019796198628684,0.15807089752388664
411,III-V,M_i_B,Pt,GaAs,3.538564,3.2384647035688645,0.20857214318826917
412,II-VI,M_i_B,S,CdTe,3.534,2.7575355157161106,0.09396058624894957
413,II-VI,M_i_B,Cl,CdSe,3.5246730000000004,3.3163538107977373,0.10201605384676803
414,III-V,M_i_neut,Na,AlSb,3.5178260000000003,1.8946945501334505,0.3147197099053381
415,II-VI,M_i_A,Al,CdTe,3.517,4.001913555730309,0.1017155207870624
416,II-VI,M_i_neut,Co,CdTe,3.514,3.2948220876147625,0.07419302541813912
417,II-VI,M_i_neut,Hg,ZnSe,3.502651,4.303725591099434,0.15872816873222975
418,II-VI,M_i_A,Ca,CdTe,3.4960000000000004,4.2732465063863145,0.09584357743740102
419,II-VI,M_B,Pt,CdTe,3.492,4.1345426393394975,0.1325602872548431
420,II-VI,M_i_B,Mg,CdO,3.4876199999999997,4.434789222168201,0.2270241089624591
421,II-VI,M_i_A,Mg,CdTe,3.4730000000000003,3.1707245097044727,0.11474621842680204
422,II-VI,M_i_A,Cr,CdTe,3.47,3.7781142904864047,0.08085792070911267
423,II-VI,M_B,Sn,CdTe,3.466,3.727243151607131,0.13514407328887015
424,II-VI,M_A,Os,ZnTe,3.459622,2.9314880903517304,0.19262883503846182
425,II-VI,M_i_A,P,CdTe,3.4539999999999997,3.4762441723480455,0.09318160653957758
426,II-VI,M_i_B,Se,CdTe,3.443,3.1159565550004467,0.09319914470851193
427,II-VI,M_i_B,Rb,CdTe,3.4419999999999997,3.9243245451682185,0.1312523975311584
428,II-VI,M_A,Mo,ZnTe,3.4414029999999998,2.853841199607177,0.178673801297001
429,II-VI,M_i_A,Pt,CdTe,3.4389999999999996,2.518606154551298,0.08130288045754445
430,II-VI,M_i_B,Ge,CdTe,3.437,3.988256437506805,0.08388362112504613
431,II-VI,M_A,Ru,CdSe,3.4306370000000004,2.9629972293772715,0.0937815511594546
432,III-V,M_B,Ru,GaSb,3.426342,2.5673160365866003,0.3315165443518768
433,II-VI,M_i_neut,Cd,CdSe,3.401385,3.00414070222453,0.0642252167559991
434,II-VI,M_i_neut,I,CdTe,3.3960000000000004,3.807555632844111,0.10507312223649218
435,II-VI,M_i_A,Ge,CdTe,3.384,4.005795748928012,0.08252791391160073
436,II-VI,M_B,Si,CdTe,3.384,4.054961549400151,0.13416160782476186
437,II-VI,M_i_neut,Cr,CdTe,3.383,3.78432394465261,0.08699667284807058
438,II-VI,M_i_B,Se,CdSe,3.380331,3.3125125240503537,0.06838486041655073
439,IV-IV,M_i_neut,Ru,GeSn,3.3715870000000003,3.147354271222361,0.1335225546862993
440,IV-IV,M_A,Y,Ge,3.3637699999999997,4.783076142607963,0.29050915886514656
441,II-VI,M_i_A,I,CdTe,3.3369999999999997,3.785305823530024,0.11470833233262022
442,II-VI,M_A,Ru,ZnSe,3.3305059999999997,3.3729058695232212,0.16302487408065938
443,II-VI,M_i_neut,Ge,CdTe,3.33,3.9708588859991196,0.08509025178012092
444,II-VI,M_B,Pd,CdTe,3.327,4.929032249842069,0.12079146539682935
445,II-VI,M_A,Os,CdTe,3.326,2.7940639906246325,0.13466969861142497
446,II-VI,M_A,Mo,CdTe,3.318,3.332910351820857,0.0807688183103091
447,II-VI,M_i_neut,Ga,CdTe,3.318,3.667236144734718,0.09823298871741058
448,II-VI,M_i_neut,P,CdTe,3.3089999999999997,3.4849221042705048,0.09080423658454367
449,III-V,M_A,Ta,AlAs,3.307675,3.574324367271488,0.21124142579068209
450,II-VI,M_i_B,Mg,CdTe,3.304,2.9134177490776714,0.10747232798956997
451,II-VI,M_B,Hg,CdTe,3.293,3.1350803176126565,0.16710867527759035
452,II-VI,M_i_neut,Mn,CdTe,3.281,2.8704594629043476,0.08327301695870568
453,II-VI,M_i_B,Mn,CdTe,3.279,2.6275294027118004,0.08990733079390453
454,III-V,M_i_neut,Se,GaSb,3.273906,2.951370433181667,0.14071150553536593
455,II-VI,M_A,Cl,CdTe,3.272,3.2930348590350165,0.12254644919076202
456,II-VI,M_i_neut,K,CdTe,3.267,3.3766184119392504,0.09712441479872465
457,II-VI,M_i_neut,Tl,ZnTe,3.258752,4.579025040057422,0.1812771883747826
458,II-VI,M_B,Ge,CdTe,3.2560000000000002,3.7636566556511957,0.1369394509640261
459,II-VI,M_A,Nb,CdTe,3.245,3.067385673864669,0.10311428958068625
460,IV-IV,M_i_B,Pt,SiSn,3.243739,2.8849219136030366,0.185683279389338
461,II-VI,M_i_B,Cr,CdTe,3.235,3.49505211688396,0.08523269748452146
462,II-VI,M_i_neut,Tl,CdTe,3.2119999999999997,2.9608071622643295,0.10484074887339381
463,II-VI,M_i_A,Te,CdTe,3.21,3.5099429203762966,0.1005369054204731
464,II-VI,M_A,Ru,CdTe,3.2,2.6313200791584292,0.10002124327430974
465,II-VI,M_i_A,O,ZnO,3.198988,4.383806385267901,0.20774400630485798
466,IV-IV,M_A,Hf,Ge,3.192296,3.1554937815402138,0.30703181015836895
467,II-VI,M_i_A,As,CdTe,3.1830000000000003,3.5079357206513677,0.08401003804862724
468,II-VI,M_B,Ag,CdTe,3.182,3.0872477531883256,0.12894976573420158
469,II-VI,M_i_B,Ni,CdTe,3.179,2.87483009575483,0.05984002314088506
470,II-VI,M_i_B,Au,ZnSe,3.175525,2.7576133012197745,0.19064018278024408
471,II-VI,M_i_neut,O,CdO,3.172981,4.044178484489082,0.20080443639035575
472,II-VI,M_i_B,Pt,CdTe,3.1689999999999996,2.6627355809418574,0.11668093211966225
473,II-VI,M_A,Zr,CdTe,3.167,2.6775099122703425,0.11087933877069907
474,II-VI,M_i_neut,Co,CdSe,3.166972,3.7736697419928262,0.0740673468936992
475,IV-IV,M_B,Ca,SiSn,3.166545,2.2223280806913954,0.27764228267048313
476,II-VI,M_i_neut,Zn,CdTe,3.16,2.573829949148183,0.07310544315809112
477,IV-IV,M_i_A,W,Si,3.148873,5.5712084951319705,0.24572634010004374
478,II-VI,M_A,S,CdTe,3.147,2.314251521134363,0.09563821216544559
479,IV-IV,M_i_A,Sr,SiSn,3.140852,4.739179838629501,0.17270344629857065
480,III-V,M_i_neut,Sc,GaAs,3.132614,3.6181634912098417,0.23989276768744475
481,II-VI,M_i_B,In,CdTe,3.1319999999999997,3.922176826075186,0.0817971484069758
482,IV-IV,M_i_neut,Tl,GeSn,3.1284509999999996,3.0945746029630246,0.19472864855141472
483,II-VI,M_i_neut,Cd,CdTe,3.127,2.7245558502051725,0.06901431916539959
484,II-VI,M_i_B,Ti,ZnTe,3.11282,4.979241872146299,0.13237166991202862
485,II-VI,M_A,Br,CdTe,3.11,3.1944005134541493,0.13958900482145903
486,II-VI,M_i_B,Cd,CdSe,3.0933900000000003,2.998041199917883,0.06529014337222287
487,IV-IV,M_A,Li,Si,3.080761,2.1850340416207326,0.417665786193136
488,II-VI,M_A,Sn,ZnS,3.073085,3.8920709297079212,0.16894628683690482
489,III-V,M_B,Au,BAs,3.0712610000000002,5.009784460536802,0.4965623825666001
490,III-V,M_i_A,O,InSb,3.070215,2.157840599642473,0.18110602417507954
491,IV-IV,M_i_neut,Fe,SiC,3.062948,6.337090416295775,0.26548587213808605
492,II-VI,M_B,Ge,ZnTe,3.0506189999999997,3.9514494762207506,0.2184387750596273
493,II-VI,M_i_neut,O,CdTe,3.05,2.7027882259583422,0.13942573131139022
494,II-VI,M_i_A,Cd,CdSe,3.048633,3.0052960574888714,0.059693270385423165
495,II-VI,M_i_A,Au,ZnSe,3.0476490000000003,2.399175417985411,0.1603550768994738
496,II-VI,M_i_neut,Te,CdTe,3.0439999999999996,3.488272472941785,0.08752074384795835
497,II-VI,M_i_B,Br,CdTe,3.0389999999999997,3.0366120273322954,0.1282177139131479
498,II-VI,M_i_A,S,CdTe,3.0380000000000003,2.937594381521514,0.10756148768017952
499,II-VI,M_i_neut,As,CdTe,3.03,3.458793779913859,0.07796230375154321
500,IV-IV,M_A,Os,GeSn,3.0222700000000002,2.5504644685662945,0.2596866145782344
501,IV-IV,M_i_neut,K,GeSn,3.014904,3.6523939153463694,0.17265554833310415
502,II-VI,M_A,I,CdTe,3.014,2.5657958143636534,0.15860786038626945
503,II-VI,M_i_A,Se,CdTe,3.002,3.1094138740884563,0.11007016671828469
504,II-VI,M_i_A,Se,CdSe,2.9984900000000003,3.3623434465953976,0.0893913967445734
505,III-V,M_i_A,Rb,GaSb,2.992339,5.1959225338245005,0.3749868294092558
506,II-VI,M_i_A,O,CdTe,2.969,2.6781967843754595,0.14016280502999745
507,IV-IV,M_B,Y,SiSn,2.947731,2.7399983550941878,0.308353603444404
508,II-VI,M_i_A,Rb,CdTe,2.9360000000000004,3.9938673406707204,0.11843977332660041
509,II-VI,M_A,Ir,CdTe,2.91,1.9996450383833442,0.11554894386970867
510,IV-IV,M_A,Rb,Sn,2.902829,1.042422810711884,0.3841645296720191
511,II-VI,M_A,B,CdO,2.902592,4.281792205688627,0.2510663533829402
512,II-VI,M_i_neut,S,CdTe,2.9010000000000002,2.988355611728865,0.1035243580574901
513,IV-IV,M_i_A,K,Ge,2.888969,4.565503041012621,0.23272889888803133
514,IV-IV,M_i_B,Co,GeSn,2.87874,1.4821601794366148,0.1129276251024752
515,III-V,M_B,V,BP,2.878037,5.446614576278115,0.3889728542787429
516,II-VI,M_B,N,CdTe,2.877,3.6703107943034823,0.155680738929615
517,III-V,M_i_neut,Li,GaN,2.875435,4.510588723478283,0.44664202390439794
518,III-V,M_A,Hf,AlP,2.871682,3.2384498501645522,0.25264107795135426
519,II-VI,M_i_neut,Se,CdSe,2.869703,3.3668481376793005,0.0864535472332467
520,II-VI,M_i_neut,Se,CdTe,2.866,3.0699057764054003,0.08721326170925421
521,II-VI,M_A,Se,CdS,2.859745,3.2606465395459794,0.14957547651235187
522,II-VI,M_i_A,In,CdTe,2.844,3.7420716410106563,0.08443648759181838
523,IV-IV,M_i_neut,Ag,Si,2.838545,3.280062412771129,0.22242086665673
524,II-VI,M_B,Ni,ZnSe,2.8368,5.320978986094703,0.1849249839382391
525,II-VI,M_i_B,Zn,CdTe,2.8360000000000003,2.5299389210317207,0.07506927476584543
526,III-V,M_i_A,Cu,BAs,2.827323,5.40078976393504,0.2259863072786879
527,II-VI,M_i_B,Cd,CdTe,2.82,2.8961730123282727,0.06661085750755498
528,IV-IV,M_i_A,P,GeSn,2.8178650000000003,2.251484074521481,0.19338163093762736
529,IV-IV,M_A,Ga,GeC,2.802405,4.325824783290358,0.36022603082209687
530,III-V,M_i_neut,Ti,GaP,2.7999970000000003,4.661684739804169,0.22891887509404227
531,IV-IV,M_i_B,In,SiSn,2.794755,4.077183516821039,0.16402936401915538
532,III-V,M_i_B,Pt,InSb,2.793104,3.605072418210459,0.17480846169327544
533,II-VI,M_i_neut,Ni,CdTe,2.7289999999999996,2.9631880779590536,0.0671263550503383
534,II-VI,M_A,Se,CdTe,2.713,2.556795088785095,0.11169796773725248
535,III-V,M_A,Cd,BSb,2.706978,4.0177588289286605,0.4529384100855167
536,II-VI,M_i_B,Ga,CdTe,2.7,3.636984646776392,0.10677165362955725
537,II-VI,M_i_B,K,CdTe,2.693,3.0256175327412995,0.1071994436928545
538,IV-IV,M_B,Li,SiSn,2.670661,0.26082930403684695,0.33700714255916436
539,II-VI,M_i_B,Cl,CdTe,2.658,3.0423625427602357,0.13856172264610062
540,III-V,M_i_A,Pb,InAs,2.6544220000000003,4.3750651799928,0.1317014897431433
541,II-VI,M_B,Au,CdTe,2.653,2.76966908565115,0.15211138716486317
542,II-VI,M_i_B,Tl,CdTe,2.653,3.2332054453121635,0.09602717065805201
543,II-VI,M_i_A,Cu,CdTe,2.6510000000000002,2.1881528823877163,0.08960240411318682
544,III-V,M_A,Hf,GaAs,2.63364,2.920171386166973,0.23668144142311048
545,II-VI,M_i_A,Zn,CdTe,2.623,2.625679728951427,0.077132124723868
546,IV-IV,M_i_neut,Sc,SiSn,2.620623,3.6905071165353776,0.20422968995991717
547,II-VI,M_i_neut,Pt,CdTe,2.613,2.3977308670195994,0.08348250124811223
548,III-V,M_B,Cu,GaP,2.612246,1.7995592157442701,0.2129691265734442
549,II-VI,M_A,La,CdTe,2.6,2.2225696384045004,0.13858669680259758
550,IV-IV,M_i_A,Be,SiGe,2.588412,1.5820106240930838,0.2623796059095294
551,IV-IV,M_i_A,Mg,SiGe,2.5847,2.684497651264761,0.23758808285662264
552,II-VI,M_i_A,Cd,CdTe,2.5839999999999996,2.7803480591022005,0.07046639500441998
553,II-VI,M_B,Bi,CdTe,2.583,2.3654646527592,0.2532399887662363
554,II-VI,M_A,Pt,ZnSe,2.582796,2.234181371265449,0.21557504402314306
555,II-VI,M_i_A,Ga,CdTe,2.575,3.6779453683763457,0.09830634632903983
556,II-VI,M_i_neut,Pt,ZnTe,2.563403,2.388573246832833,0.18019444473038787
557,II-VI,M_A,B,CdTe,2.53,3.1291255981454036,0.14996819903116204
558,II-VI,M_i_A,Br,CdTe,2.525,3.055502300307342,0.12098891727534486
559,II-VI,M_i_neut,Br,CdTe,2.524,3.029666550033981,0.14922208040370205
560,IV-IV,M_i_B,Cr,SiC,2.521298,6.4080336694605124,0.2689009665948158
561,II-VI,M_i_A,Ni,CdO,2.520131,5.8035630798603135,0.17918938840418747
562,III-V,M_i_neut,Se,InSb,2.5166209999999998,2.8916322025911327,0.14840907790545457
563,IV-IV,M_i_A,Be,Si,2.4923319999999998,1.5460186311586857,0.2625040376726792
564,II-VI,M_i_neut,Cl,CdTe,2.492,3.2564618573319124,0.1293408017555527
565,II-VI,M_A,Rh,CdTe,2.488,2.1136021165796723,0.10663137887032433
566,IV-IV,M_i_B,Al,SiSn,2.473005,2.622787951983777,0.1533859895695628
567,III-V,M_B,Se,BP,2.4670919999999996,5.414194744788688,0.3917184098206684
568,III-V,M_i_neut,F,AlSb,2.464983,2.272849755789378,0.2666624797429258
569,IV-IV,M_i_neut,Rh,Sn,2.451419,2.068166380315926,0.24734421297026965
570,IV-IV,M_B,Y,GeSn,2.442148,1.05918814013737,0.2907443879787827
571,III-V,M_i_neut,Zn,GaAs,2.438663,2.258328199356574,0.1510825707058753
572,II-VI,M_i_A,K,CdSe,2.435477,3.703594120498341,0.09052057621734025
573,IV-IV,M_i_A,Si,Sn,2.435457,2.465387678484814,0.18803581110159917
574,II-VI,M_A,B,ZnSe,2.43414,3.360716511976147,0.19192260995885702
575,IV-IV,M_i_neut,Bi,Sn,2.430181,2.892022919537695,0.21572864717250176
576,III-V,M_B,Zn,InAs,2.424643,0.4721956441163872,0.18122675627369514
577,II-VI,M_i_neut,Hg,CdTe,2.401,1.9144709953713217,0.08505604050864399
578,IV-IV,M_i_neut,Sn,Sn,2.3987119999999997,2.620847287116885,0.22475477539640654
579,IV-IV,M_i_A,Co,Sn,2.391907,0.9523547419676897,0.18473124262286064
580,III-V,M_B,F,InP,2.383003,2.9696978066945747,0.23297319930193364
581,II-VI,M_A,Se,CdSe,2.381253,2.7208221093339136,0.1251605886167126
582,II-VI,M_A,Cs,CdTe,2.375,1.126299121592852,0.18403819780343128
583,II-VI,M_A,Tc,CdTe,2.363,2.1527800694838457,0.08377301771914394
584,III-V,M_i_A,Li,InN,2.358582,5.025916262834299,0.6571850388840927
585,IV-IV,M_i_neut,Pt,Ge,2.3507990000000003,2.9808227802610636,0.18600741217985534
586,II-VI,M_i_B,Pd,ZnSe,2.350349,5.205153329786995,0.13080635324222203
587,II-VI,M_A,Rb,CdO,2.3473,2.915261916905301,0.20440015765268407
588,III-V,M_A,Se,GaSb,2.328494,1.4868693259370815,0.208559541914181
589,IV-IV,M_A,Tl,Si,2.321819,2.57988433703528,0.22962662867311862
590,II-VI,M_i_B,Fe,ZnSe,2.321557,4.533862113756935,0.14414487599022435
591,II-VI,M_i_B,Cu,CdTe,2.3169999999999997,2.11376917285643,0.0758236691521043
592,II-VI,M_A,Ta,CdTe,2.313,3.368127225285064,0.12015821556059475
593,II-VI,M_i_B,Ag,ZnTe,2.308903,2.8076476741166045,0.16590712937518412
594,II-VI,M_A,As,ZnSe,2.298047,3.233467615742579,0.15665799122990362
595,III-V,M_B,S,AlSb,2.2947,3.0262411737795123,0.24809033248560633
596,II-VI,M_A,Te,CdTe,2.292,1.7242863301077,0.12575469108626422
597,II-VI,M_i_A,K,CdTe,2.29,3.32032151454667,0.09554184056703521
598,II-VI,M_i_A,Tl,CdTe,2.278,2.997956784660305,0.0979337814383908
599,II-VI,M_A,P,CdTe,2.266,1.9935803506048753,0.10657860497470807
600,II-VI,M_A,Pt,CdTe,2.254,1.3159570541406402,0.1430515874746485
601,II-VI,M_B,F,CdTe,2.233,1.7624017156735299,0.22331673703844498
602,II-VI,M_i_neut,Cu,CdTe,2.217,2.1261569690834383,0.08250823010448013
603,II-VI,M_i_A,Au,CdSe,2.209715,1.888699193651918,0.07887380438319311
604,III-V,M_i_B,Ag,GaAs,2.197298,2.9925483289352144,0.15319737659205626
605,IV-IV,M_A,S,Ge,2.1961,-0.11442152050895302,0.2903064582043174
606,III-V,M_i_A,Tl,InAs,2.165323,3.381724496578964,0.15920738239528576
607,IV-IV,M_A,Ir,GeSn,2.146002,2.147999355918332,0.27954046130808896
608,II-VI,M_i_B,F,CdTe,2.1390000000000002,1.7305949100585003,0.17572445698892902
609,IV-IV,M_B,Rh,SiSn,2.1315180000000002,2.626686396902403,0.1941549315895758
610,II-VI,M_i_neut,F,CdTe,2.131,1.8710004322254465,0.15488404951722226
611,II-VI,M_i_neut,Na,CdTe,2.122,2.6055390835315606,0.11168360127861796
612,II-VI,M_A,Y,CdTe,2.113,2.602197765282578,0.09268983025649538
613,II-VI,M_i_A,Pd,CdTe,2.09,3.2424776269516378,0.08306324172382806
614,II-VI,M_i_B,Pd,CdSe,2.089402,3.543346946902415,0.08748097729833042
615,II-VI,M_i_B,Hg,CdTe,2.084,2.169574148041932,0.10548799578650439
616,IV-IV,M_i_neut,Ge,Sn,2.0824759999999998,2.010486686640006,0.17959548287967864
617,II-VI,M_i_B,Au,CdTe,2.0580000000000003,1.3233045497601732,0.1159064051717394
618,IV-IV,M_i_neut,Zn,Ge,2.0532150000000002,1.8910536790768462,0.1327425681371593
619,II-VI,M_i_A,Au,CdTe,2.0469999999999997,1.2060132659553955,0.08723061789196893
620,II-VI,M_A,Rb,CdTe,2.041,1.1162892477338748,0.12433757779047692
621,IV-IV,M_B,Ag,SiGe,2.035872,2.3632593586912467,0.16060865104588584
622,II-VI,M_i_A,Fe,CdSe,2.029962,4.009988199441054,0.07478188375227192
623,II-VI,M_i_A,Cl,CdTe,2.005,3.2371135776772944,0.14417218048923755
624,IV-IV,M_i_A,Mg,Ge,1.975628,1.4547487702293438,0.2699772254593677
625,II-VI,M_A,Ti,CdTe,1.962,1.8500180454164536,0.08417570119742859
626,II-VI,M_i_neut,Au,CdTe,1.954,1.0475452588012009,0.09278539575694095
627,II-VI,M_i_B,Pd,CdTe,1.933,3.20158809277268,0.08053146529224321
628,III-V,M_A,Al,BAs,1.9202240000000002,4.307668270301362,0.3508622102267484
629,III-V,M_i_A,F,GaAs,1.8881139999999998,3.5909961582363676,0.2067553878410474
630,IV-IV,M_i_neut,Pd,SiGe,1.8468080000000002,2.619330046941612,0.14960980690104572
631,II-VI,M_i_neut,F,ZnSe,1.8467220000000002,1.2589688969549602,0.18372271790565295
632,II-VI,M_A,Sc,CdTe,1.83,2.0540681186858842,0.12302979603447549
633,II-VI,M_B,Br,ZnSe,1.8201990000000001,0.744056502158173,0.2264512530930159
634,II-VI,M_i_A,Ag,CdTe,1.791,1.835101668007479,0.10440148945274431
635,II-VI,M_A,Ni,CdTe,1.768,0.9868139787976238,0.09939093415289237
636,II-VI,M_i_neut,Ag,CdTe,1.765,1.7934927812399664,0.09913009853020431
637,IV-IV,M_i_A,F,GeSn,1.7633869999999998,1.650790972884169,0.27341619629564423
