,Type,Site,Impurity,AB,(+2/+1)_DFT,train_mean,train_std
308,II-VI,M_i_A,V,CdTe,0.676433,0.5153208174101576,0.019579969067773723
309,II-VI,M_i_B,Sr,CdSe,1.022044,1.1530828156429824,0.03358502501653871
310,II-VI,M_i_B,V,CdTe,0.702453,0.5316298244478604,0.022354805685955645
311,IV-IV,M_A,Na,GeSn,-0.191588,-0.1812131786668416,0.06999536388913564
312,II-VI,M_i_neut,Tc,CdTe,0.396549,0.4332423261540114,0.023506394015367665
313,IV-IV,M_A,Os,SiC,-0.194599,-0.5857925799609591,0.04695656972206758
314,IV-IV,M_i_B,As,SiSn,0.050245,0.10165804946856963,0.02511621031135063
315,III-V,M_B,Hg,BSb,-0.667543,-0.5175052117747978,0.044591196743670965
316,II-VI,M_i_neut,Pb,CdTe,0.7434350000000001,0.41962143075961816,0.02088801566481014
317,III-V,M_i_A,La,AlSb,0.666837,0.679597092796476,0.05189695228456374
318,II-VI,M_i_A,N,CdTe,-0.471689,-0.35810801170214823,0.0388038337841736
319,II-VI,M_i_B,Sr,CdTe,1.147617,1.021722842830289,0.03766300723351808
320,II-VI,M_B,Ge,CdSe,-0.26885,0.08394442964144576,0.0372983925549885
321,II-VI,M_i_A,Ba,CdTe,1.117284,0.862136894588071,0.04118977299772171
322,II-VI,M_i_neut,V,CdTe,0.632821,0.5204911189906946,0.020521419256171382
323,IV-IV,M_B,I,SiGe,0.137759,-0.02134464984554651,0.041415440465706985
324,III-V,M_i_neut,Ru,AlAs,-0.087575,0.2519797041718708,0.020039500841391025
325,II-VI,M_A,Ba,ZnS,-0.473812,0.6963532149353983,0.05766676383295029
326,II-VI,M_i_neut,Al,CdTe,0.797241,0.3438633930402508,0.02210558061896518
327,II-VI,M_i_A,Fe,CdTe,0.121928,0.508280585659368,0.01825565581100286
328,III-V,M_i_A,Cl,AlAs,-0.45405,0.2185032418862896,0.04911428387586123
329,II-VI,M_i_B,Be,ZnTe,0.984655,1.1128189811162361,0.04769994462726611
330,II-VI,M_B,Zn,ZnTe,0.64236,0.3225967052587575,0.02348747158344378
331,III-V,M_B,O,AlAs,-0.5826979999999999,-0.3270691439386861,0.05340788500960527
332,II-VI,M_i_A,S,CdS,-0.3032,0.34715171488582647,0.03361979705917991
333,II-VI,M_i_A,Bi,CdTe,0.865251,0.5498608890901944,0.0245924721429655
334,IV-IV,M_i_neut,Tl,SiSn,-0.208112,-0.1510874456044915,0.033117443992146466
335,III-V,M_i_A,Ir,GaSb,-0.193454,-0.13034522131084625,0.03393326947644739
336,II-VI,M_A,Bi,ZnS,-0.561779,0.19261465451763926,0.034436472949874876
337,IV-IV,M_i_B,K,SiGe,-0.283092,0.0058792159787239995,0.05643309481554321
338,II-VI,M_i_neut,Be,CdTe,1.0688520000000001,0.5184473249098973,0.03212205249402126
339,IV-IV,M_i_B,Hf,GeSn,0.260139,0.17479148146578152,0.026073110510924386
340,IV-IV,M_i_A,Zr,SiGe,0.14014400000000002,0.15903889455839454,0.02683051277390665
341,IV-IV,M_i_neut,As,Si,-0.337325,0.05977164136871336,0.03605877732085718
342,III-V,M_i_A,Rh,AlP,0.038396,0.4694921006685749,0.03199343609835284
343,III-V,M_i_A,Tc,GaAs,-0.29594299999999996,0.0886019144456818,0.0346091936398986
344,II-VI,M_i_B,Fe,CdTe,0.42006899999999997,0.5268837133021119,0.018341173949014744
345,III-V,M_B,Tl,AlAs,0.21781999999999999,-0.15944492507928748,0.03927712932391463
346,II-VI,M_A,S,CdS,0.433191,0.16212972647978793,0.03505844586168148
347,II-VI,M_B,Ga,CdTe,0.069225,0.0037193532328149274,0.024894282146607678
348,IV-IV,M_i_B,V,SiC,0.651275,0.6382920691267839,0.03022134348048326
349,IV-IV,M_A,O,Si,-0.609916,-0.8580386515932945,0.05065936538374654
350,IV-IV,M_i_neut,K,SiSn,-0.205249,-0.11457533409651757,0.05588174555211175
351,II-VI,M_B,Cu,CdTe,-0.502077,-0.37382415695533,0.03516633600917804
352,II-VI,M_B,Cd,CdTe,0.771103,0.1968917937473101,0.020534461072365083
353,II-VI,M_B,In,CdTe,0.292601,0.11932910376791159,0.019563263466576927
354,II-VI,M_i_neut,Bi,CdTe,0.454215,0.5774094869733112,0.0244630204221486
355,III-V,M_A,Cr,BSb,-0.456296,-0.416412588957205,0.05324166879684972
356,II-VI,M_i_A,Be,CdTe,0.209222,0.5104903426002119,0.031320413064474736
357,II-VI,M_i_B,Pb,CdTe,1.109086,0.4506342817094371,0.019239480096141817
358,IV-IV,M_i_A,Tc,SiSn,-0.24700300000000003,-0.1960997975250659,0.02858271909219938
359,II-VI,M_i_A,Co,CdTe,-0.330203,0.21022838837925278,0.01597944417050591
360,IV-IV,M_i_B,Ge,SiGe,0.296725,0.15361061466851283,0.021179365896381263
361,III-V,M_i_A,W,AlSb,-0.051703,0.07885063592768163,0.0400375828187226
362,II-VI,M_A,N,CdTe,-0.718108,-0.6540053243644935,0.039693222955486794
363,II-VI,M_i_B,Pd,ZnS,-0.48657,0.6923205114357212,0.03180120849246902
364,II-VI,M_i_neut,S,CdS,0.803221,0.34789359131257924,0.032432784329435096
365,II-VI,M_i_neut,Rb,CdTe,-0.23824099999999998,0.001928429491728308,0.045260363452113296
366,II-VI,M_A,O,CdTe,-0.5109319999999999,-0.8957512909047889,0.041723924733805526
367,II-VI,M_i_B,Sn,CdTe,1.080336,0.4911672393462764,0.014064794302731613
368,II-VI,M_i_B,Co,CdTe,0.411492,0.22847081369033112,0.015254231936758672
369,II-VI,M_i_neut,Sn,CdTe,1.0775620000000001,0.47186618041761913,0.014911771318216548
370,II-VI,M_B,Pb,CdTe,-0.13936400000000002,-0.014884074990532936,0.025380734071878894
371,IV-IV,M_i_neut,Na,Ge,-0.240202,-0.31325727488034694,0.08205434501628293
372,II-VI,M_i_A,Cl,ZnSe,-0.5160100000000001,-0.4159959873277401,0.04303023723098381
373,II-VI,M_A,La,ZnO,-0.7334689999999999,0.08602688106295274,0.05415670188143017
374,II-VI,M_i_B,P,CdTe,0.564652,0.293600505256432,0.02241733349949153
375,III-V,M_i_neut,Y,InSb,0.58155,0.44149539293536133,0.02776710289372881
376,II-VI,M_i_neut,Cs,CdTe,-0.22399699999999997,-0.020597489295291916,0.054883077176725005
377,II-VI,M_i_neut,Ir,CdTe,0.007209999999999999,0.16026593311479123,0.02533229080146845
378,III-V,M_i_neut,Ba,InAs,0.6408689999999999,0.4160333879606709,0.042209097444051054
379,II-VI,M_i_A,Cs,CdTe,-0.248356,-0.034277045819586766,0.053216361256089514
380,IV-IV,M_A,Be,SnC,-0.811423,-0.2775606459349943,0.04539792818107312
381,III-V,M_A,Rb,InP,-0.21775500000000003,0.05295311364069989,0.06797471752750411
382,IV-IV,M_i_neut,Rb,GeSn,-0.011652,-0.11156426194931149,0.044537268777504926
383,IV-IV,M_i_B,Zr,GeSn,0.19609300000000002,0.13663339299705085,0.02664210499066392
384,III-V,M_B,Pd,AlP,-0.586266,0.02585050803788924,0.04181823936112347
385,II-VI,M_i_B,Si,CdTe,0.9487120000000001,0.27353645766829143,0.02495800862309981
386,II-VI,M_i_A,P,ZnTe,0.156063,0.43407974828247264,0.01919627560060158
387,II-VI,M_A,W,CdTe,0.48576800000000003,0.02186947247813062,0.02775717880367369
388,II-VI,M_i_A,Si,CdTe,0.9137370000000001,0.2621156272598655,0.026234475058029054
389,II-VI,M_B,Tl,CdTe,0.47841000000000006,0.03792082354842928,0.028247052065954088
390,IV-IV,M_i_A,Mo,SiSn,-0.144539,-0.18103482468732052,0.026949644210485634
391,II-VI,M_i_neut,Hf,CdTe,0.984008,0.8017592608235656,0.022063873190754618
392,II-VI,M_i_B,Ca,CdTe,1.09018,0.8390653482965937,0.027159258720523435
393,II-VI,M_A,Hf,ZnTe,0.7117140000000001,0.36699587610535245,0.03803277265062623
394,II-VI,M_i_neut,Mg,CdTe,1.047531,0.7181130387118989,0.025746511438820417
395,II-VI,M_i_B,I,CdTe,-0.188737,-0.09342830310370613,0.023346688744299925
396,II-VI,M_A,Re,CdTe,0.44094099999999997,0.37996417731314774,0.0279374091789841
397,IV-IV,M_i_neut,Ru,SiSn,-0.333246,-0.19920353496801885,0.025196767279432954
398,IV-IV,M_i_A,Sn,Ge,0.039419,0.20517519984840904,0.021152161128664027
399,II-VI,M_i_A,Sr,CdTe,1.099113,0.9986890371685725,0.03640011728630266
400,II-VI,M_i_B,O,CdTe,-0.413312,-0.5435995833191589,0.03639714633997996
401,IV-IV,M_B,Cl,GeSn,-0.29073499999999997,-0.7774000975038042,0.04966395561449221
402,II-VI,M_i_neut,In,CdTe,0.20863600000000002,0.5584248104579984,0.0172358445680517
403,II-VI,M_i_neut,P,CdSe,0.301527,0.43446471999146097,0.025302551594627888
404,II-VI,M_i_B,Be,CdTe,0.996348,0.5164609373238291,0.03465138407916866
405,II-VI,M_i_neut,Fe,CdTe,0.329624,0.5172084857052501,0.017763683073806512
406,IV-IV,M_A,Sr,GeSn,0.148208,0.08587475450810335,0.04112233695476424
407,II-VI,M_i_neut,F,ZnO,0.160923,-0.5831255149716845,0.0684759066260807
408,II-VI,M_A,F,CdTe,-0.530087,-0.9871054395064013,0.07404050488901229
409,IV-IV,M_i_A,Mo,Sn,-0.197161,-0.015039420001974557,0.028036654714669876
410,IV-IV,M_A,Co,SiGe,-0.679967,-0.8159468949342088,0.033722435483774175
411,II-VI,M_i_neut,Li,CdS,-0.45393500000000003,0.16772586140576187,0.06537815416270798
412,IV-IV,M_i_neut,Si,SiGe,0.21148499999999998,0.1522061774612522,0.021599328765123677
413,II-VI,M_i_A,Mn,CdTe,0.787445,0.4630639323991318,0.01903011045426917
414,IV-IV,M_A,Hf,SiGe,-0.594888,-0.5991603227467287,0.03442676229776953
415,II-VI,M_i_A,Hf,CdTe,0.9305110000000001,0.7832827661350803,0.01942286031528817
416,III-V,M_B,Li,InAs,0.257289,-0.4713854038156585,0.08680145969643402
417,II-VI,M_i_neut,Si,CdTe,0.176921,0.26370530407140125,0.02703278888018315
418,IV-IV,M_i_A,Cl,Si,-0.445254,0.037587473627558855,0.04387205864885721
419,II-VI,M_i_A,Ni,CdTe,-0.20614200000000002,0.11656627219326306,0.019371177502583412
420,II-VI,M_i_B,Al,CdTe,0.476171,0.34750891995392413,0.01987661456096318
421,II-VI,M_i_A,Pb,CdTe,1.07466,0.3901082704292228,0.019596828448627028
422,IV-IV,M_A,Ca,SiGe,-0.112321,-0.010282617530811108,0.03838892407175141
423,III-V,M_i_A,Zr,InSb,0.23740999999999998,0.16244553151579696,0.024399242692502827
424,IV-IV,M_i_A,Tc,SiGe,-0.324346,-0.08751000190437405,0.026417257401721093
425,II-VI,M_i_B,Te,CdTe,0.21499899999999997,0.24360378722597353,0.019330584822660455
426,II-VI,M_i_A,Sn,CdTe,1.0268899999999999,0.4564191211098329,0.013863993812545545
427,IV-IV,M_i_neut,I,Sn,-0.089068,-0.143202654836957,0.03924835117159679
428,II-VI,M_i_B,As,CdTe,0.7351479999999999,0.3592391244261307,0.014054362898314207
429,IV-IV,M_i_neut,Hg,SiGe,-0.204492,0.08923444960246855,0.03742809055130295
430,III-V,M_i_B,Pt,GaAs,-0.423041,-0.0005106754701005737,0.034280506052486615
431,II-VI,M_i_B,S,CdTe,-0.250341,-0.09974006496445355,0.031024004460616445
432,II-VI,M_i_B,Cl,CdSe,-0.35506,-0.1387783558543539,0.025866084915325917
433,III-V,M_i_neut,Na,AlSb,-0.286308,-0.18801216809966065,0.09015266640353244
434,II-VI,M_i_A,Al,CdTe,-0.15883699999999998,0.33718539368576583,0.02007951101642817
435,II-VI,M_i_neut,Co,CdTe,0.154861,0.220353961733472,0.01628539184070763
436,II-VI,M_i_neut,Hg,ZnSe,0.453812,0.7891416013060165,0.024961599895304522
437,II-VI,M_i_A,Ca,CdTe,1.088822,0.830363868125253,0.024474545875202237
438,II-VI,M_B,Pt,CdTe,-0.551478,-0.3368206522095115,0.02996087993364909
439,II-VI,M_i_B,Mg,CdO,0.26345,0.8457094126409477,0.04455115629830816
440,II-VI,M_i_A,Mg,CdTe,0.925182,0.7145198763072361,0.025692884919320546
441,II-VI,M_i_A,Cr,CdTe,-0.029301999999999998,0.46645539744319303,0.018603438818817042
442,II-VI,M_B,Sn,CdTe,-0.272305,-0.030715729345438324,0.01829873066403039
443,II-VI,M_A,Os,ZnTe,0.043804,-0.21262062915755,0.04369774256384773
444,II-VI,M_i_A,P,CdTe,0.070309,0.28360363083447837,0.021653197968869744
445,II-VI,M_i_B,Se,CdTe,-0.089768,0.054847188878287254,0.017871078527741793
446,II-VI,M_i_B,Rb,CdTe,-0.271728,0.009977304359076304,0.04558955218462875
447,II-VI,M_A,Mo,ZnTe,0.22287300000000002,-0.09833532671917247,0.036237388041462766
448,II-VI,M_i_A,Pt,CdTe,-0.264241,0.1002687444491365,0.026538552885088187
449,II-VI,M_i_B,Ge,CdTe,1.042659,0.34597549967953434,0.01844408609884441
450,II-VI,M_A,Ru,CdSe,0.221435,-0.16109303528714194,0.025057714872714285
451,III-V,M_B,Ru,GaSb,-0.593845,-0.42639103915772525,0.029004281101791877
452,II-VI,M_i_neut,Cd,CdSe,0.877749,0.6598817378170952,0.021493341812504504
453,II-VI,M_i_neut,I,CdTe,0.033344,-0.1098333668996034,0.025575103711672858
454,II-VI,M_i_A,Ge,CdTe,0.932572,0.3260557893384146,0.01785645987654414
455,II-VI,M_B,Si,CdTe,-0.45626099999999997,-0.2211959899108728,0.029421021564914898
456,II-VI,M_i_neut,Cr,CdTe,-0.12576800000000002,0.47183900762635317,0.01790093143813649
457,II-VI,M_i_B,Se,CdSe,0.064844,0.20134821434860606,0.01606606635622581
458,IV-IV,M_i_neut,Ru,GeSn,-0.182953,-0.1729747835569992,0.02083447130366492
459,IV-IV,M_A,Y,Ge,-0.37468,-0.26053944959142833,0.03791278710687762
460,II-VI,M_i_A,I,CdTe,-0.184023,-0.1310768877365523,0.0239709982592476
461,II-VI,M_A,Ru,ZnSe,0.09688,-0.2062268441140481,0.038148559691649125
462,II-VI,M_i_neut,Ge,CdTe,0.339735,0.33264863467884154,0.018013880722762343
463,II-VI,M_B,Pd,CdTe,-0.5667399999999999,-0.20720996392573765,0.021582895571454895
464,II-VI,M_A,Os,CdTe,0.12994,-0.10158746488932854,0.020994336128498225
465,II-VI,M_A,Mo,CdTe,0.28391,-0.07389347009569348,0.023891641114931226
466,II-VI,M_i_neut,Ga,CdTe,0.245968,0.4189407136106668,0.016148979273845992
467,II-VI,M_i_neut,P,CdTe,0.08201900000000001,0.2835814787494688,0.022173019871483478
468,III-V,M_A,Ta,AlAs,0.258801,-0.26250864902643045,0.04672511025301509
469,II-VI,M_i_B,Mg,CdTe,1.030263,0.72509672788769,0.02652363038396123
470,II-VI,M_B,Hg,CdTe,0.8512959999999999,0.17195506691192713,0.023842255272735337
471,II-VI,M_i_neut,Mn,CdTe,0.701542,0.47193466206060997,0.02065047245211319
472,II-VI,M_i_B,Mn,CdTe,0.9671069999999999,0.4773267497463677,0.020489275769114912
473,III-V,M_i_neut,Se,GaSb,0.10191,-0.09723042390141186,0.026584430888198556
474,II-VI,M_A,Cl,CdTe,-0.38965500000000003,-0.6442524003791638,0.03202458615248691
475,II-VI,M_i_neut,K,CdTe,-0.28991100000000003,-0.09986464020942652,0.046233085943304296
476,II-VI,M_i_neut,Tl,ZnTe,-0.292873,0.4827822556633857,0.028988440860193643
477,II-VI,M_B,Ge,CdTe,-0.410708,-0.15245335875337238,0.02375819007080359
478,II-VI,M_A,Nb,CdTe,-0.015472,0.08907881807116366,0.02221037379190767
479,IV-IV,M_i_B,Pt,SiSn,-0.470735,0.008983354738884486,0.03803664837781858
480,II-VI,M_i_B,Cr,CdTe,-0.046537,0.48136594660142035,0.019210787222524582
481,II-VI,M_i_neut,Tl,CdTe,-0.14541400000000002,0.3986079244584001,0.023197283780723128
482,II-VI,M_i_A,Te,CdTe,0.071342,0.20887870998526234,0.01880935980280247
483,II-VI,M_A,Ru,CdTe,-0.045637,-0.3056129560100599,0.022558948652044455
484,II-VI,M_i_A,O,ZnO,-0.740165,-0.45989947530296443,0.06486198209536657
485,IV-IV,M_A,Hf,Ge,-0.5435439999999999,-0.5030988484437116,0.03757690797077302
486,II-VI,M_i_A,As,CdTe,0.325023,0.33685459270061224,0.015725252624765602
487,II-VI,M_B,Ag,CdTe,-0.484183,-0.40107029371514996,0.03473406837301421
488,II-VI,M_i_B,Ni,CdTe,-0.08909199999999999,0.13414002660938643,0.01816329732007437
489,II-VI,M_i_B,Au,ZnSe,-0.434025,-0.14693623112071666,0.03922124306955679
490,II-VI,M_i_neut,O,CdO,-0.444679,-0.34137723400046205,0.0444697786303958
491,II-VI,M_i_B,Pt,CdTe,-0.19096,0.15264872957040004,0.024513194758499997
492,II-VI,M_A,Zr,CdTe,0.600264,0.174970709113811,0.025387865367704352
493,II-VI,M_i_neut,Co,CdSe,-0.354667,0.3601426938196477,0.018343031148772778
494,IV-IV,M_B,Ca,SiSn,-0.381936,-0.5371185250040886,0.04336820424199991
495,II-VI,M_i_neut,Zn,CdTe,1.00843,0.43944190723434245,0.017121080221669832
496,IV-IV,M_i_A,W,Si,-0.20764699999999997,-0.25595377158354904,0.03862956419172028
497,II-VI,M_A,S,CdTe,-1.530045,-0.2958449139613094,0.029845258426088126
498,IV-IV,M_i_A,Sr,SiSn,0.27862600000000004,0.2623192610078708,0.035008275762202376
499,III-V,M_i_neut,Sc,GaAs,0.7546010000000001,0.5188136014239519,0.03458996695579561
500,II-VI,M_i_B,In,CdTe,0.184071,0.5760466179393596,0.019066694582387318
501,IV-IV,M_i_neut,Tl,GeSn,0.359298,-0.07007550661583392,0.02943005447269135
502,II-VI,M_i_neut,Cd,CdTe,0.759624,0.5221684826088131,0.01960007700105194
503,II-VI,M_i_B,Ti,ZnTe,0.979826,0.9174531901395371,0.03380725637826577
504,II-VI,M_A,Br,CdTe,-0.790354,-0.45187579245876275,0.026887605843148896
505,II-VI,M_i_B,Cd,CdSe,0.9509860000000001,0.6646511838608788,0.0213000213957809
506,IV-IV,M_A,Li,Si,-0.32551599999999997,-0.1384606381821535,0.07063778276807085
507,II-VI,M_A,Sn,ZnS,0.6140329999999999,0.30457426338008786,0.03718557585947186
508,III-V,M_B,Au,BAs,-0.331987,-0.5312222111536371,0.046848033675568404
509,III-V,M_i_A,O,InSb,-0.46819799999999995,-0.5485898987757729,0.05436373407472453
510,IV-IV,M_i_neut,Fe,SiC,0.09185,0.6181680542512001,0.033714418256217474
511,II-VI,M_B,Ge,ZnTe,-0.479473,-0.08140490687149007,0.028430594639092192
512,II-VI,M_i_neut,O,CdTe,-0.479494,-0.5480916560296238,0.03682775435168568
513,II-VI,M_i_A,Cd,CdSe,0.762993,0.6467568311754001,0.021015434818318603
514,II-VI,M_i_A,Au,ZnSe,-0.46138900000000005,-0.1899749780825131,0.036527317801558254
515,II-VI,M_i_neut,Te,CdTe,0.630445,0.22545864942501126,0.01979795705450409
516,II-VI,M_i_B,Br,CdTe,-0.310994,-0.09982417256728442,0.029252602876907594
517,II-VI,M_i_A,S,CdTe,-0.38043699999999997,-0.10942781601071809,0.03074023158424736
518,II-VI,M_i_neut,As,CdTe,0.049163,0.3456881082212204,0.015663109011571797
519,IV-IV,M_A,Os,GeSn,-0.432095,-0.9356010049931923,0.045098712405248036
520,IV-IV,M_i_neut,K,GeSn,-0.056697000000000004,-0.20608944759477735,0.04257107874057126
521,II-VI,M_A,I,CdTe,-0.230496,-0.3299292988041094,0.023188991972862286
522,II-VI,M_i_A,Se,CdTe,-0.271466,0.030841571086413812,0.018452421912256982
523,II-VI,M_i_A,Se,CdSe,-0.151831,0.18676393809753702,0.016562396501800573
524,III-V,M_i_A,Rb,GaSb,-0.175394,-0.3022207118333652,0.0445118140897497
525,II-VI,M_i_A,O,CdTe,-0.49910299999999996,-0.5530280306931374,0.038808111908732415
526,IV-IV,M_B,Y,SiSn,-0.534239,-0.5282873807639822,0.03377416571333838
527,II-VI,M_i_A,Rb,CdTe,-0.298361,-0.010093508091199199,0.04692638231522743
528,II-VI,M_A,Ir,CdTe,-0.179732,-0.2884762456253414,0.022200939656026125
529,IV-IV,M_A,Rb,Sn,-0.108204,-0.48855801133504445,0.06008974883559712
530,II-VI,M_A,B,CdO,-0.842406,-0.3597142674499755,0.036796173634493605
531,II-VI,M_i_neut,S,CdTe,0.371442,-0.09975598483812802,0.02723472507194849
532,IV-IV,M_i_A,K,Ge,-0.209542,-0.13968370307223082,0.05063685593439972
533,IV-IV,M_i_B,Co,GeSn,-0.149056,-0.17828466483259856,0.02208466828798996
534,III-V,M_B,V,BP,-1.015514,-0.3942988640195374,0.04679885695851657
535,II-VI,M_B,N,CdTe,-0.643199,-0.5804535091561829,0.03584737602451626
536,III-V,M_A,Hf,AlP,-0.5544,0.11528439891025266,0.04689079201545052
537,II-VI,M_i_neut,Se,CdSe,0.70204,0.19844473591107215,0.01744840072584683
538,II-VI,M_i_neut,Se,CdTe,0.418813,0.044980354714893936,0.015613369462598779
539,II-VI,M_A,Se,CdS,0.614618,0.11782656171324431,0.027087896504941204
540,II-VI,M_i_A,In,CdTe,-0.230634,0.5428171766946376,0.016834493798315402
541,IV-IV,M_i_neut,Ag,Si,-0.268472,-0.3239325660074633,0.04530276655251778
542,II-VI,M_B,Ni,ZnSe,-0.669704,-0.23826250669441845,0.06643159142743983
543,II-VI,M_i_B,Zn,CdTe,0.6851470000000001,0.44496646552120345,0.01783654182749339
544,III-V,M_i_A,Cu,BAs,-0.5512560000000001,-0.5795417017338643,0.04523286276099308
545,II-VI,M_i_B,Cd,CdTe,0.8096909999999999,0.5398898799143904,0.019374927333126898
546,IV-IV,M_i_A,P,GeSn,-0.099202,0.12149837343357528,0.024572419557604638
547,IV-IV,M_A,Ga,GeC,-0.9050540000000001,-0.18757553539729446,0.04421658104783167
548,III-V,M_i_neut,Ti,GaP,0.6819029999999999,0.734847486338683,0.043780973537409056
549,IV-IV,M_i_B,In,SiSn,-0.208054,0.03229165824227,0.0282929955690572
550,III-V,M_i_B,Pt,InSb,-0.27119899999999997,0.033350600270582585,0.029464938799571107
551,II-VI,M_i_neut,Ni,CdTe,-0.176924,0.12274931692604414,0.017156117274792174
552,II-VI,M_A,Se,CdTe,0.157633,-0.3079380277067599,0.022009922137037542
553,III-V,M_A,Cd,BSb,-0.259083,-0.07326443913522544,0.06394311656729026
554,II-VI,M_i_B,Ga,CdTe,-0.08441900000000001,0.4291115736215264,0.01672838708266299
555,II-VI,M_i_B,K,CdTe,-0.374829,-0.0965998074715373,0.0447789101046978
556,IV-IV,M_B,Li,SiSn,-0.6825640000000001,-0.506066958943196,0.0943221809102182
557,II-VI,M_i_B,Cl,CdTe,-0.337623,-0.29844704617391404,0.026637950690766556
558,III-V,M_i_A,Pb,InAs,0.6130359999999999,0.14096292943699665,0.028609304702266664
559,II-VI,M_B,Au,CdTe,-0.47929399999999994,-0.49471387486443585,0.038718475314267455
560,II-VI,M_i_B,Tl,CdTe,-0.250873,0.4266619571333363,0.021113598236345503
561,II-VI,M_i_A,Cu,CdTe,-0.414896,-0.1615912812502108,0.0281053262802996
562,III-V,M_A,Hf,GaAs,-0.524927,0.10025384990837853,0.04849046538405972
563,II-VI,M_i_A,Zn,CdTe,0.06776,0.4242268635655816,0.018041602043144592
564,IV-IV,M_i_neut,Sc,SiSn,0.7290979999999999,0.20280688624787363,0.030379228793521607
565,II-VI,M_i_neut,Pt,CdTe,-0.245525,0.12091125013120232,0.02280614765702867
566,III-V,M_B,Cu,GaP,0.257878,-0.2576801461421209,0.041323301810650734
567,II-VI,M_A,La,CdTe,-0.415365,0.005944182950351021,0.030376304348017497
568,IV-IV,M_i_A,Be,SiGe,-0.078585,-0.011555116319328498,0.04291807488132612
569,IV-IV,M_i_A,Mg,SiGe,0.265588,0.07035801919727043,0.03602399263582612
570,II-VI,M_i_A,Cd,CdTe,0.42955,0.5063117271340123,0.01876748151166488
571,II-VI,M_B,Bi,CdTe,-0.35073699999999997,0.021385303894909603,0.026636836075856832
572,II-VI,M_A,Pt,ZnSe,-0.444263,-0.420791481656331,0.04407173385191211
573,II-VI,M_i_A,Ga,CdTe,-0.376463,0.4073239157887185,0.015873706786807093
574,II-VI,M_i_neut,Pt,ZnTe,-0.307336,-0.011860993114749536,0.0368359251395703
575,II-VI,M_A,B,CdTe,-0.631655,-0.5063247252869598,0.038765751874353126
576,II-VI,M_i_A,Br,CdTe,-0.360256,-0.12006481825996924,0.033562146409328704
577,II-VI,M_i_neut,Br,CdTe,-0.342287,-0.1095302307899931,0.030299135187229157
578,IV-IV,M_i_B,Cr,SiC,0.19434200000000001,0.6419793125321442,0.03473916160110533
579,II-VI,M_i_A,Ni,CdO,0.250904,0.2707631954073737,0.03310205850649258
580,III-V,M_i_neut,Se,InSb,0.14771900000000002,-0.05815843553112493,0.026928224861328436
581,IV-IV,M_i_A,Be,Si,0.026257,-0.13278283928267873,0.043265402218388246
582,II-VI,M_i_neut,Cl,CdTe,-0.34544,-0.3032172886518363,0.024515118574377583
583,II-VI,M_A,Rh,CdTe,-0.29540500000000003,-0.45235805740041857,0.023406428731348995
584,IV-IV,M_i_B,Al,SiSn,-0.260326,-0.05105537835064642,0.036417411296705324
585,III-V,M_B,Se,BP,-0.6950149999999999,-0.23488262634084323,0.04343352875916587
586,III-V,M_i_neut,F,AlSb,1.2685879999999998,0.1002887204892684,0.05741237633848791
587,IV-IV,M_i_neut,Rh,Sn,-0.29399899999999995,-0.047011025481166924,0.02473886129343767
588,IV-IV,M_B,Y,GeSn,-0.351704,-0.4664388181920991,0.03586133630610302
589,III-V,M_i_neut,Zn,GaAs,0.073282,0.16891446766037815,0.028753011318245383
590,II-VI,M_i_A,K,CdSe,-0.31796599999999997,0.04421038971149416,0.04282679590593635
591,IV-IV,M_i_A,Si,Sn,-0.151661,0.016633981930679803,0.024412831920501067
592,II-VI,M_A,B,ZnSe,-0.7663439999999999,-0.27322401587813916,0.053629981994930895
593,IV-IV,M_i_neut,Bi,Sn,-0.146721,0.26603428084200254,0.025881688884122553
594,III-V,M_B,Zn,InAs,0.049507,-0.40897340356579176,0.030036809573001696
595,II-VI,M_i_neut,Hg,CdTe,0.499461,0.4840786634543427,0.02443544885257232
596,IV-IV,M_i_neut,Sn,Sn,-0.145043,0.17010297414075923,0.023439510451736877
597,IV-IV,M_i_A,Co,Sn,-0.291769,-0.09806485970803021,0.022924054775059835
598,III-V,M_B,F,InP,0.481525,-0.47451283812180656,0.08107619749610072
599,II-VI,M_A,Se,CdSe,0.360479,-0.15886004842396492,0.023623736461394398
600,II-VI,M_A,Cs,CdTe,-0.207596,-0.4524343355469515,0.05533317798701359
601,II-VI,M_A,Tc,CdTe,0.160854,0.14487326659145988,0.0319518853081526
602,III-V,M_i_A,Li,InN,-0.41926499999999994,0.16136640879205003,0.07938815618064124
603,IV-IV,M_i_neut,Pt,Ge,-0.29096900000000003,0.0127697366517082,0.03837184993643841
604,II-VI,M_i_B,Pd,ZnSe,-0.402659,0.44195749638342985,0.024406765957704878
605,II-VI,M_A,Rb,CdO,-0.485649,-0.27656078496641995,0.048878924593730534
606,III-V,M_A,Se,GaSb,-0.297863,-0.3236139772172226,0.04882048449412146
607,IV-IV,M_A,Tl,Si,-0.338834,-0.8831521739394856,0.032905939527358874
608,II-VI,M_i_B,Fe,ZnSe,0.5291170000000001,0.883699957671112,0.02541971639921707
609,II-VI,M_i_B,Cu,CdTe,-0.397744,-0.14367443505637872,0.02486946143757312
610,II-VI,M_A,Ta,CdTe,0.257261,0.30122459279227776,0.026998311420129234
611,II-VI,M_i_B,Ag,ZnTe,-0.367782,-0.16959794458402155,0.02975907007816191
