,Type,Site,Impurity,AB,(+3/+2)_DFT,train_mean,train_std
303,II-VI,M_i_neut,Cd,CdO,-0.793917,-0.7897931235826201,0.030023248077228695
304,II-VI,M_A,Sb,CdTe,-0.695925,-0.7530634132815417,0.031248348121166173
305,II-VI,M_i_neut,N,CdTe,-0.054029999999999995,-0.5187773735019796,0.06926881785226141
306,II-VI,M_i_B,Hf,CdTe,1.13315,0.45862596036035785,0.027216568967117865
307,III-V,M_i_B,La,GaSb,0.13553800000000002,0.277751913654737,0.050292989898324876
308,II-VI,M_i_A,V,CdTe,-0.658704,-0.22008961296304097,0.02443817903209323
309,II-VI,M_i_B,Sr,CdSe,-0.616125,-0.229130032935113,0.025583471225139893
310,II-VI,M_i_B,V,CdTe,0.275885,-0.2057747260079656,0.023707984958473233
311,IV-IV,M_A,Na,GeSn,-0.333073,-0.3815642283697658,0.04633678390523952
312,II-VI,M_i_neut,Tc,CdTe,-0.500592,-0.29855008624687746,0.028099138931045282
313,IV-IV,M_A,Os,SiC,-1.2141680000000001,-1.4797365781401486,0.044065740681639105
314,IV-IV,M_i_B,As,SiSn,-0.350625,-0.1424300079921857,0.02971580974312549
315,III-V,M_B,Hg,BSb,-1.1319290000000002,-0.7744712548515496,0.04546715929725923
316,II-VI,M_i_neut,Pb,CdTe,-0.536068,-0.2884926408064935,0.027004439286908752
317,III-V,M_i_A,La,AlSb,0.282103,0.04024738577436705,0.06533385779122348
318,II-VI,M_i_A,N,CdTe,-0.745136,-0.5316174315105442,0.06142933342243987
319,II-VI,M_i_B,Sr,CdTe,-0.561947,-0.2602531469602052,0.02254342053030353
320,II-VI,M_B,Ge,CdSe,-0.553362,-0.6191308664120254,0.01847843095639545
321,II-VI,M_i_A,Ba,CdTe,-0.516524,-0.17880548672988045,0.027730019747685845
322,II-VI,M_i_neut,V,CdTe,0.167101,-0.20902355977704185,0.02370118350549662
323,IV-IV,M_B,I,SiGe,-0.306184,-0.0032231138445404624,0.05314677516518872
324,III-V,M_i_neut,Ru,AlAs,-0.45773100000000005,-0.6460225224593897,0.025143629332584405
325,II-VI,M_A,Ba,ZnS,-0.9262799999999999,-0.9701559704082354,0.05895471518955336
326,II-VI,M_i_neut,Al,CdTe,0.797241,0.12934006252524433,0.036820370381493
327,II-VI,M_i_A,Fe,CdTe,-0.603262,-0.38002728136225167,0.022627475670035185
328,III-V,M_i_A,Cl,AlAs,-0.72546,-0.4841995826510656,0.04018575736238987
329,II-VI,M_i_B,Be,ZnTe,-0.695597,-0.8310981614245099,0.035936212075587
330,II-VI,M_B,Zn,ZnTe,-0.764949,-0.9638398758220725,0.030331648829733483
331,III-V,M_B,O,AlAs,-0.980612,-0.761474086286569,0.0540996238340014
332,II-VI,M_i_A,S,CdS,-0.590583,-0.33351031955875216,0.038411408220280066
333,II-VI,M_i_A,Bi,CdTe,0.568032,-0.06921252255574992,0.032422048401313026
334,IV-IV,M_i_neut,Tl,SiSn,-0.626814,-0.5600653855991876,0.034287373838865584
335,III-V,M_i_A,Ir,GaSb,-0.50634,-0.4588256683445996,0.025012291871859892
336,II-VI,M_A,Bi,ZnS,-1.073561,-0.942189902357733,0.05070484433908329
337,IV-IV,M_i_B,K,SiGe,-0.739625,-0.5493206936587345,0.03716548102246522
338,II-VI,M_i_neut,Be,CdTe,-0.6348600000000001,-0.7195603931490883,0.03491676095508115
339,IV-IV,M_i_B,Hf,GeSn,0.0121,0.05902599424699153,0.03367330387360784
340,IV-IV,M_i_A,Zr,SiGe,-0.165908,-0.1318144300157119,0.024785553757177364
341,IV-IV,M_i_neut,As,Si,-0.851784,-0.2543835523732041,0.029333571876928956
342,III-V,M_i_A,Rh,AlP,-0.47722,-0.6006070358231723,0.023469572740113593
343,III-V,M_i_A,Tc,GaAs,-0.589576,-0.453022646259236,0.031499883336355235
344,II-VI,M_i_B,Fe,CdTe,-0.22475,-0.3566450030673917,0.021535518774139548
345,III-V,M_B,Tl,AlAs,0.046301999999999996,0.06826653546720243,0.07275189162660457
346,II-VI,M_A,S,CdS,-0.827609,-0.5746575471645758,0.030700824281624496
347,II-VI,M_B,Ga,CdTe,0.15958,-0.5039645508438343,0.021428938880035213
348,IV-IV,M_i_B,V,SiC,-0.00018899999999999999,-0.3849112686347688,0.02431432533230471
349,IV-IV,M_A,O,Si,-0.9650860000000001,-1.034998251946769,0.0459903029294693
350,IV-IV,M_i_neut,K,SiSn,-0.5808810000000001,-0.6115922024638802,0.037859714059615864
351,II-VI,M_B,Cu,CdTe,-0.797656,-0.7925847368012114,0.025344655547033162
352,II-VI,M_B,Cd,CdTe,-0.653399,-0.71676452588883,0.02215732189349356
353,II-VI,M_B,In,CdTe,0.22801,-0.38590814621985364,0.02809694080052916
354,II-VI,M_i_neut,Bi,CdTe,-0.575055,-0.04490292070450974,0.03650397997996213
355,III-V,M_A,Cr,BSb,-1.6419689999999998,-1.3249433123211172,0.056607791929416444
356,II-VI,M_i_A,Be,CdTe,-0.663311,-0.7163559899052739,0.031078314941927216
357,II-VI,M_i_B,Pb,CdTe,-0.54252,-0.258508786711699,0.027464251634187295
358,IV-IV,M_i_A,Tc,SiSn,-0.5418310000000001,-0.8219724662842646,0.03723058651641643
359,II-VI,M_i_A,Co,CdTe,-0.686707,-0.5470052688421708,0.0391942405981145
360,IV-IV,M_i_B,Ge,SiGe,-0.532626,-0.5229297811635114,0.021331467504330983
361,III-V,M_i_A,W,AlSb,-0.43149799999999994,-0.5098579522557086,0.04808787835389448
362,II-VI,M_A,N,CdTe,-1.022504,-1.1332112979224054,0.037955185642059276
363,II-VI,M_i_B,Pd,ZnS,-1.022448,-0.7952908302997156,0.02832314911373925
364,II-VI,M_i_neut,S,CdS,-0.677763,-0.3395254815344495,0.033964134559363035
365,II-VI,M_i_neut,Rb,CdTe,-0.5397069999999999,-0.6432828844652895,0.03999513076679199
366,II-VI,M_A,O,CdTe,-0.821305,-1.0208305701070952,0.03543931134841075
367,II-VI,M_i_B,Sn,CdTe,-0.564447,-0.14943419723783719,0.02710591696365525
368,II-VI,M_i_B,Co,CdTe,-0.683261,-0.5319033433148335,0.033482754594631424
369,II-VI,M_i_neut,Sn,CdTe,-0.608499,-0.17220957498334938,0.02567095446340274
370,II-VI,M_B,Pb,CdTe,-0.368834,-0.24773043068964898,0.03727833443362337
371,IV-IV,M_i_neut,Na,Ge,-0.626467,-0.515765422772948,0.045250004039801894
372,II-VI,M_i_A,Cl,ZnSe,-0.8860020000000001,-0.8399119946260456,0.02757314843764357
373,II-VI,M_A,La,ZnO,-1.276055,-0.366869209844762,0.05027580969306914
374,II-VI,M_i_B,P,CdTe,0.40541,-0.35903191507921456,0.024803586258832576
375,III-V,M_i_neut,Y,InSb,0.148198,0.3438642066043653,0.03833903579704452
376,II-VI,M_i_neut,Cs,CdTe,-0.5399609999999999,-0.38836523049998267,0.04743775504890138
377,II-VI,M_i_neut,Ir,CdTe,-0.17461300000000002,-0.12629166904347247,0.025538100289381176
378,III-V,M_i_neut,Ba,InAs,-0.336225,-0.05865796411629802,0.030745471448141205
379,II-VI,M_i_A,Cs,CdTe,-0.5612560000000001,-0.4115331397066117,0.04853605328363867
380,IV-IV,M_A,Be,SnC,-1.175298,-1.3431561667669463,0.06150719283362465
381,III-V,M_A,Rb,InP,-0.462945,-0.14762012352975012,0.05279762249583248
382,IV-IV,M_i_neut,Rb,GeSn,-0.263549,-0.7081078750719769,0.03815561453479648
383,IV-IV,M_i_B,Zr,GeSn,-0.040132,-0.010116061402236785,0.028521849090088463
384,III-V,M_B,Pd,AlP,-0.9958889999999999,-0.8879992238118188,0.03222385319172992
385,II-VI,M_i_B,Si,CdTe,-0.648179,-0.6792111749294912,0.04207373888235407
386,II-VI,M_i_A,P,ZnTe,-0.12340699999999999,-0.47472974308998744,0.032283831444280243
387,II-VI,M_A,W,CdTe,-0.51939,-0.3668043711303307,0.029807330726003677
388,II-VI,M_i_A,Si,CdTe,-0.637524,-0.6976935797047464,0.041192962660711104
389,II-VI,M_B,Tl,CdTe,0.45312700000000006,0.09509427388122338,0.07042154233487313
390,IV-IV,M_i_A,Mo,SiSn,-0.380424,-0.6631224670409942,0.031109865513191746
391,II-VI,M_i_neut,Hf,CdTe,0.974356,0.44768528113116324,0.027466785110789215
392,II-VI,M_i_B,Ca,CdTe,-0.563718,-0.22947559840148068,0.028379089733245804
393,II-VI,M_A,Hf,ZnTe,-0.748131,-0.5200739539402358,0.033633399250338994
394,II-VI,M_i_neut,Mg,CdTe,-0.5900989999999999,-0.6244285854943026,0.026803770179352097
395,II-VI,M_i_B,I,CdTe,-0.508323,-0.5127697947053151,0.02785697256097398
396,II-VI,M_A,Re,CdTe,-0.370303,-0.35554182865819284,0.035998826729555275
397,IV-IV,M_i_neut,Ru,SiSn,-0.645311,-0.7067924195642479,0.02848087789220364
398,IV-IV,M_i_A,Sn,Ge,-0.327513,-0.3413287342647992,0.02247301567826582
399,II-VI,M_i_A,Sr,CdTe,-0.562824,-0.2896113811336414,0.02464974383387194
400,II-VI,M_i_B,O,CdTe,-0.7297520000000001,-0.6570535430347982,0.032295154558684064
401,IV-IV,M_B,Cl,GeSn,-0.29073499999999997,-0.37350134395213075,0.045207086182589326
402,II-VI,M_i_neut,In,CdTe,-0.196731,-0.15479294071063787,0.030077589696612703
403,II-VI,M_i_neut,P,CdSe,-0.590071,-0.39480290727035977,0.02659123960980596
404,II-VI,M_i_B,Be,CdTe,-0.6189520000000001,-0.7195261503283501,0.0329289853802746
405,II-VI,M_i_neut,Fe,CdTe,-0.737855,-0.36877517445843855,0.023001062361370152
406,IV-IV,M_A,Sr,GeSn,-0.18818,-0.44744545541144465,0.04159253966783898
407,II-VI,M_i_neut,F,ZnO,-1.450012,-1.6287725275844551,0.054242218509952346
408,II-VI,M_A,F,CdTe,-0.804534,-0.8428631884058893,0.05442993905096236
409,IV-IV,M_i_A,Mo,Sn,-0.535326,-0.3324653868147621,0.027575593228049828
410,IV-IV,M_A,Co,SiGe,-0.9063459999999999,-1.131709618763213,0.04325371640345715
411,II-VI,M_i_neut,Li,CdS,-0.795733,-0.4662374431337236,0.02821023793266094
412,IV-IV,M_i_neut,Si,SiGe,-0.566704,-0.43644924057510154,0.022565225009261773
413,II-VI,M_i_A,Mn,CdTe,-0.651566,-0.7456002911534384,0.0218653596321848
414,IV-IV,M_A,Hf,SiGe,-0.845469,-0.896766737930123,0.03232817887898334
415,II-VI,M_i_A,Hf,CdTe,0.505779,0.411235097458895,0.031429258466144014
416,III-V,M_B,Li,InAs,-0.15850999999999998,-0.451412379637099,0.04310043065697115
417,II-VI,M_i_neut,Si,CdTe,-0.29720100000000005,-0.6849326645875532,0.03984963909435711
418,IV-IV,M_i_A,Cl,Si,-0.749659,-0.5721258818335692,0.04594826527273024
419,II-VI,M_i_A,Ni,CdTe,-0.631207,-0.5963299112110952,0.016503848060955142
420,II-VI,M_i_B,Al,CdTe,0.584505,0.1348289285008297,0.03626326120477348
421,II-VI,M_i_A,Pb,CdTe,-0.552423,-0.3252718599897941,0.023856576314595132
422,IV-IV,M_A,Ca,SiGe,-0.610117,-0.5742674575696386,0.03408587951143361
423,III-V,M_i_A,Zr,InSb,-0.003783,0.2161063361525993,0.029413661181626558
424,IV-IV,M_i_A,Tc,SiGe,-0.640204,-0.7997190605544027,0.029385146442209242
425,II-VI,M_i_B,Te,CdTe,0.059516,-0.29925119265880235,0.026003831029062736
426,II-VI,M_i_A,Sn,CdTe,-0.580408,-0.19193605700772903,0.026365307694681178
427,IV-IV,M_i_neut,I,Sn,-0.27331500000000003,-0.28650261814586636,0.03889496822917527
428,II-VI,M_i_B,As,CdTe,0.38306799999999996,-0.13360281964873405,0.02175187825706971
429,IV-IV,M_i_neut,Hg,SiGe,-0.516131,-0.6319023198811726,0.02918825867046197
430,III-V,M_i_B,Pt,GaAs,-0.656626,-0.5243733108314079,0.028951356390598974
431,II-VI,M_i_B,S,CdTe,-0.41313999999999995,-0.3252610014046527,0.03038279181212773
432,II-VI,M_i_B,Cl,CdSe,-0.6803239999999999,-0.6844435867370355,0.024818610490138244
433,III-V,M_i_neut,Na,AlSb,-0.651463,-0.622459487554169,0.051459536870376237
434,II-VI,M_i_A,Al,CdTe,-0.5127430000000001,0.11267780819182885,0.03713028507345382
435,II-VI,M_i_neut,Co,CdTe,-0.647594,-0.5396181339213605,0.03343279793438181
436,II-VI,M_i_neut,Hg,ZnSe,-0.784034,-0.7264155273952059,0.03004909950512965
437,II-VI,M_i_A,Ca,CdTe,-0.590208,-0.24514077132572157,0.023833930987634228
438,II-VI,M_B,Pt,CdTe,-0.809181,-0.7304026715729923,0.036681350320849175
439,II-VI,M_i_B,Mg,CdO,-0.846852,-0.8123939734301606,0.04548751973971509
440,II-VI,M_i_A,Mg,CdTe,-0.644104,-0.6288357382532415,0.023742585523742914
441,II-VI,M_i_A,Cr,CdTe,-0.609548,-0.26490560796308654,0.021729998090072204
442,II-VI,M_B,Sn,CdTe,-0.5095529999999999,-0.6654125475030024,0.018542302365004038
443,II-VI,M_A,Os,ZnTe,-0.8320649999999999,-0.8526803968924653,0.02868103043690989
444,II-VI,M_i_A,P,CdTe,0.047741000000000006,-0.3748383940984008,0.025586722134099685
445,II-VI,M_i_B,Se,CdTe,-0.102091,-0.31320985214636665,0.02405666150599706
446,II-VI,M_i_B,Rb,CdTe,-0.5827720000000001,-0.6274182897909834,0.04437609909322744
447,II-VI,M_A,Mo,ZnTe,-0.83605,-0.7081312131151443,0.044236292784038934
448,II-VI,M_i_A,Pt,CdTe,-0.61795,-0.3276054206495064,0.02478559050387168
449,II-VI,M_i_B,Ge,CdTe,-0.610977,-0.27643444919277427,0.02756424178453769
450,II-VI,M_A,Ru,CdSe,-0.787199,-0.7605211039538717,0.029004332259613685
451,III-V,M_B,Ru,GaSb,-0.822783,-0.9946770078849425,0.031360908101250105
452,II-VI,M_i_neut,Cd,CdSe,-0.6642279999999999,-0.5938508009871052,0.014109545885973176
453,II-VI,M_i_neut,I,CdTe,-0.307867,-0.5558225778601654,0.026918271265235938
454,II-VI,M_i_A,Ge,CdTe,-0.660226,-0.30872192474002086,0.027470586450801474
455,II-VI,M_B,Si,CdTe,-0.769999,-0.755800443757872,0.027005918734575248
456,II-VI,M_i_neut,Cr,CdTe,-0.603179,-0.25840699701716885,0.02070515100357835
457,II-VI,M_i_B,Se,CdSe,-0.024571,-0.3483777524651923,0.025079620769195874
458,IV-IV,M_i_neut,Ru,GeSn,-0.3845,-0.6034210430127851,0.024192247254531677
459,IV-IV,M_A,Y,Ge,-0.507452,-0.23247776516463298,0.049458315720141685
460,II-VI,M_i_A,I,CdTe,-0.564376,-0.5863100051440596,0.026758561952915434
461,II-VI,M_A,Ru,ZnSe,-1.048938,-0.8817985107537801,0.036262437163243705
462,II-VI,M_i_neut,Ge,CdTe,-0.6252800000000001,-0.3025055142342275,0.02497751485013863
463,II-VI,M_B,Pd,CdTe,-0.850418,-0.819217710639532,0.02444149872798736
464,II-VI,M_A,Os,CdTe,-0.782166,-0.5885458436633701,0.03359408670653793
465,II-VI,M_A,Mo,CdTe,-0.7106939999999999,-0.5407777977967376,0.031974002128168304
466,II-VI,M_i_neut,Ga,CdTe,0.245968,-0.1819034887894272,0.032367656456192204
467,II-VI,M_i_neut,P,CdTe,-0.724735,-0.3783224488989724,0.023540832434508475
468,III-V,M_A,Ta,AlAs,-0.818447,-0.7053995314854881,0.04693027353912891
469,II-VI,M_i_B,Mg,CdTe,-0.636239,-0.618434260062678,0.02404194054442428
470,II-VI,M_B,Hg,CdTe,-0.641781,-0.5114488620326775,0.03375188075028758
471,II-VI,M_i_neut,Mn,CdTe,-0.714974,-0.7379082039360829,0.021212746793794562
472,II-VI,M_i_B,Mn,CdTe,-0.669408,-0.7311204704243537,0.022060366683675198
473,III-V,M_i_neut,Se,GaSb,-0.36639299999999997,-0.40136965139106345,0.020869062900858992
474,II-VI,M_A,Cl,CdTe,-0.7062689999999999,-0.8359151048624571,0.025590758975727153
475,II-VI,M_i_neut,K,CdTe,-0.6058899999999999,-0.45716925306888434,0.03451955243940825
476,II-VI,M_i_neut,Tl,ZnTe,-0.670194,-0.5960072727584433,0.031074579944843448
477,II-VI,M_B,Ge,CdTe,-0.660709,-0.8108798905520406,0.015812874924174002
478,II-VI,M_A,Nb,CdTe,-0.19204300000000002,-0.4382061752523505,0.028973750502058467
479,IV-IV,M_i_B,Pt,SiSn,-0.690157,-0.5754286467885019,0.03366560436319531
480,II-VI,M_i_B,Cr,CdTe,-0.45110200000000006,-0.2510044761152501,0.024006083013670798
481,II-VI,M_i_neut,Tl,CdTe,-0.513126,-0.4442722452995348,0.031064026782110277
482,II-VI,M_i_A,Te,CdTe,-0.109056,-0.35613879748095484,0.024117371335297136
483,II-VI,M_A,Ru,CdTe,-0.857583,-0.824766353077587,0.029813793251862935
484,II-VI,M_i_A,O,ZnO,-1.322406,-1.3408750582681674,0.041376221885628
485,IV-IV,M_A,Hf,Ge,-0.72677,-0.64810834899345,0.034793707707855136
486,II-VI,M_i_A,As,CdTe,0.185388,-0.17138720174145847,0.027446091233700672
487,II-VI,M_B,Ag,CdTe,-0.77875,-0.5877672529814004,0.032047413130443535
488,II-VI,M_i_B,Ni,CdTe,-0.6011479999999999,-0.5710521185877215,0.017238024813682987
489,II-VI,M_i_B,Au,ZnSe,-0.8952709999999999,-0.7665769432731012,0.03502573967610879
490,II-VI,M_i_neut,O,CdO,-0.444679,-1.1857983776969538,0.035995705545230954
491,II-VI,M_i_B,Pt,CdTe,-0.591069,-0.28540291948805124,0.02405212153088018
492,II-VI,M_A,Zr,CdTe,-0.750581,-0.3923317258189706,0.02699024776835268
493,II-VI,M_i_neut,Co,CdSe,-0.704282,-0.5386015432351069,0.029221166950272198
494,IV-IV,M_B,Ca,SiSn,-0.699819,-0.807686501022399,0.03759174239954221
495,II-VI,M_i_neut,Zn,CdTe,-0.633899,-0.6654336218517234,0.019883843737535833
496,IV-IV,M_i_A,W,Si,-0.517744,-0.47321643654570333,0.025041330752291258
497,II-VI,M_A,S,CdTe,-0.7075600000000001,-0.6780155595065868,0.023830401296815868
498,IV-IV,M_i_A,Sr,SiSn,-0.457108,-0.5631826037954056,0.02785767681627009
499,III-V,M_i_neut,Sc,GaAs,0.276607,0.4389260704733336,0.058822889397956456
500,II-VI,M_i_B,In,CdTe,0.090272,-0.13073704491804347,0.02771296676024416
501,IV-IV,M_i_neut,Tl,GeSn,0.359298,-0.4697985055783794,0.03253425321299513
502,II-VI,M_i_neut,Cd,CdTe,-0.642526,-0.5585583185011751,0.014022315619301083
503,II-VI,M_i_B,Ti,ZnTe,0.16333,-0.04322802073115431,0.02796477103234874
504,II-VI,M_A,Br,CdTe,-0.67305,-0.7480002791277538,0.028047104857603904
505,II-VI,M_i_B,Cd,CdSe,-0.645774,-0.5760568371270929,0.014008368487678136
506,IV-IV,M_A,Li,Si,-0.7022729999999999,-0.6627580012435967,0.052671743671821786
507,II-VI,M_A,Sn,ZnS,-1.1204,-0.8913344627570664,0.0328404694477955
508,III-V,M_B,Au,BAs,-1.297636,-1.1543404701644813,0.03401140495499331
509,III-V,M_i_A,O,InSb,-0.6584180000000001,-0.40065083720162614,0.04390286037900976
510,IV-IV,M_i_neut,Fe,SiC,-1.369632,-0.6482000075087253,0.030999109175842907
511,II-VI,M_B,Ge,ZnTe,-0.821415,-0.9182186761317016,0.02155966563615842
512,II-VI,M_i_neut,O,CdTe,-0.797347,-0.6632185436948344,0.0338939231101136
513,II-VI,M_i_A,Cd,CdSe,-0.6477430000000001,-0.6079525003279012,0.013377543337255845
514,II-VI,M_i_A,Au,ZnSe,-0.852733,-0.8118664491260681,0.029790154996793522
515,II-VI,M_i_neut,Te,CdTe,-0.558366,-0.3397361592751646,0.022062004974327237
516,II-VI,M_i_B,Br,CdTe,-0.611649,-0.4137004960539338,0.02674272279850341
517,II-VI,M_i_A,S,CdTe,-0.693032,-0.3497494035832168,0.02704519560671345
518,II-VI,M_i_neut,As,CdTe,-0.561008,-0.1648088814555746,0.026299838925042868
519,IV-IV,M_A,Os,GeSn,-0.605306,-0.9286716908492398,0.038109022469610065
520,IV-IV,M_i_neut,K,GeSn,-0.34037399999999995,-0.5389734249535159,0.04667402178687006
521,II-VI,M_A,I,CdTe,-0.9802,-0.812688952522383,0.0305666643010333
522,II-VI,M_i_A,Se,CdTe,-0.513231,-0.35857615479450217,0.02284822160353159
523,II-VI,M_i_A,Se,CdSe,-0.346792,-0.38114762233772437,0.026364070380731592
524,III-V,M_i_A,Rb,GaSb,-0.48044899999999996,-0.5400352334852696,0.04145365145849035
525,II-VI,M_i_A,O,CdTe,-0.774099,-0.6663881662846609,0.03373131741018417
526,IV-IV,M_B,Y,SiSn,-0.747868,-0.67707067242886,0.04854948760774289
527,II-VI,M_i_A,Rb,CdTe,-0.6059220000000001,-0.661825021253672,0.0403913725019499
528,II-VI,M_A,Ir,CdTe,-0.569721,-0.633475752723488,0.03084527812999288
529,IV-IV,M_A,Rb,Sn,-0.316118,0.14754460119372212,0.0699653909287318
530,II-VI,M_A,B,CdO,-1.225014,-0.9399000470072654,0.053998076639097205
531,II-VI,M_i_neut,S,CdTe,-0.613559,-0.3477172183928244,0.0275857005586929
532,IV-IV,M_i_A,K,Ge,-0.580873,-0.4681012470342715,0.0330546428870733
533,IV-IV,M_i_B,Co,GeSn,-0.446967,-0.6079952359819952,0.025421167804687905
534,III-V,M_B,V,BP,-1.434585,-1.0822027305620174,0.039749096575111456
535,II-VI,M_B,N,CdTe,-0.944026,-1.0258194867707033,0.04472906544287672
536,III-V,M_A,Hf,AlP,-0.9735729999999999,-0.7835632830043879,0.05325532032959841
537,II-VI,M_i_neut,Se,CdSe,-0.6279060000000001,-0.3759363909377496,0.024754856929407265
538,II-VI,M_i_neut,Se,CdTe,-0.530748,-0.34778205635382664,0.024946967876871087
539,II-VI,M_A,Se,CdS,-0.7991510000000001,-0.6395829855302896,0.026500173085043825
540,II-VI,M_i_A,In,CdTe,-0.610783,-0.17488275899175182,0.02977702543182917
541,IV-IV,M_i_neut,Ag,Si,-0.747624,-0.7312291842709011,0.02357403270413645
542,II-VI,M_B,Ni,ZnSe,-1.035896,-0.8955710407982739,0.047087369210998375
543,II-VI,M_i_B,Zn,CdTe,-0.633821,-0.6441640310291545,0.021240899742154075
544,III-V,M_i_A,Cu,BAs,-1.2596049999999999,-1.0954008121705079,0.028401123879688874
545,II-VI,M_i_B,Cd,CdTe,-0.596073,-0.5322435701654941,0.013094586028275826
546,IV-IV,M_i_A,P,GeSn,-0.294693,-0.3540818798740717,0.03397815626980656
547,IV-IV,M_A,Ga,GeC,-1.456408,-1.3154035743520796,0.07154941762029277
548,III-V,M_i_neut,Ti,GaP,0.21376900000000001,-0.007919644300834425,0.03451015195214738
549,IV-IV,M_i_B,In,SiSn,-0.534084,-0.318934697628681,0.03590777812655502
550,III-V,M_i_B,Pt,InSb,-0.45328900000000005,-0.3593671140254154,0.029832200914686142
551,II-VI,M_i_neut,Ni,CdTe,-0.672513,-0.5876337967790765,0.01622878384542694
552,II-VI,M_A,Se,CdTe,-0.721934,-0.6653936974151409,0.014248271389381043
553,III-V,M_A,Cd,BSb,-0.5673520000000001,-0.8285427164926059,0.058655624099005106
554,II-VI,M_i_B,Ga,CdTe,0.009437000000000001,-0.16038880102317235,0.03201446977543911
555,II-VI,M_i_B,K,CdTe,-0.626351,-0.45198637904441286,0.03248281613985762
556,IV-IV,M_B,Li,SiSn,-0.874217,-0.6933527585994893,0.04698673726103927
557,II-VI,M_i_B,Cl,CdTe,-0.654626,-0.5448734724441003,0.0227686123880981
558,III-V,M_i_A,Pb,InAs,-0.332306,-0.2768597443067855,0.02811109693928837
559,II-VI,M_B,Au,CdTe,-0.7761100000000001,-0.6529710602817731,0.04024605103788923
560,II-VI,M_i_B,Tl,CdTe,-0.542371,-0.41762064234749385,0.02985912356298928
561,II-VI,M_i_A,Cu,CdTe,-0.738958,-0.5975352470854325,0.022247410622989423
562,III-V,M_A,Hf,GaAs,-0.832153,-0.46367099741526374,0.034071503314769644
563,II-VI,M_i_A,Zn,CdTe,-0.655457,-0.678616628392129,0.023811114899788145
564,IV-IV,M_i_neut,Sc,SiSn,-0.077059,0.2627107110828637,0.05427218261635607
565,II-VI,M_i_neut,Pt,CdTe,-0.577491,-0.30048876869724384,0.026712015806054364
566,III-V,M_B,Cu,GaP,-0.8254370000000001,-0.7713580854989216,0.03176958355073906
567,II-VI,M_A,La,CdTe,-0.709002,-0.3841526667783832,0.03041234616263281
568,IV-IV,M_i_A,Be,SiGe,-0.59439,-0.9905297185133317,0.025257882325111045
569,IV-IV,M_i_A,Mg,SiGe,-0.553037,-0.8551169505013799,0.02581402118262286
570,II-VI,M_i_A,Cd,CdTe,-0.623599,-0.5764589964889341,0.013604646178710048
571,II-VI,M_B,Bi,CdTe,-0.679199,-0.208680488011263,0.03646846317294836
572,II-VI,M_A,Pt,ZnSe,-0.907343,-1.1661383596197379,0.03706917032504355
573,II-VI,M_i_A,Ga,CdTe,-0.698313,-0.19761156701775887,0.030932844129196023
574,II-VI,M_i_neut,Pt,ZnTe,-0.74552,-0.4388420336450826,0.023571357426280783
575,II-VI,M_A,B,CdTe,-0.948893,-1.0998330344365062,0.0465284052290651
576,II-VI,M_i_A,Br,CdTe,-0.662561,-0.46150445049512356,0.028645352368067242
577,II-VI,M_i_neut,Br,CdTe,-0.6210479999999999,-0.44686179002157883,0.028019818477799097
578,IV-IV,M_i_B,Cr,SiC,-0.480799,-0.4639089181365298,0.03432343425990819
579,II-VI,M_i_A,Ni,CdO,-0.843116,-0.6636734930321011,0.027291155073154785
580,III-V,M_i_neut,Se,InSb,-0.367514,-0.24937781295420564,0.024251274455745882
581,IV-IV,M_i_A,Be,Si,-0.626434,-0.9963117279620277,0.02976605981882133
582,II-VI,M_i_neut,Cl,CdTe,-0.654257,-0.5568040360412742,0.025600402850866993
583,II-VI,M_A,Rh,CdTe,-0.708125,-0.9156676559086738,0.02495398366609038
584,IV-IV,M_i_B,Al,SiSn,-0.559754,-0.07533880033351488,0.028675759666682826
585,III-V,M_B,Se,BP,-1.436297,-0.7348196219964158,0.038546037461925
586,III-V,M_i_neut,F,AlSb,0.981406,-0.2327939479074769,0.03845275200383806
587,IV-IV,M_i_neut,Rh,Sn,-0.571364,-0.4458327971135123,0.027263280930226477
588,IV-IV,M_B,Y,GeSn,-0.519092,-0.5987688532369209,0.046999733299436075
589,III-V,M_i_neut,Zn,GaAs,-0.600911,-0.7214401994741848,0.022908515844686055
590,II-VI,M_i_A,K,CdSe,-0.636563,-0.4328882916222617,0.030604295073322952
591,IV-IV,M_i_A,Si,Sn,-0.34765300000000005,-0.5238579084149704,0.05137512295057794
592,II-VI,M_A,B,ZnSe,-1.192503,-1.3214227208379588,0.05018193258897888
593,IV-IV,M_i_neut,Bi,Sn,-0.44559,0.03981686575284438,0.04582739668917913
594,III-V,M_B,Zn,InAs,-0.120678,-0.5743665374884086,0.02490886911462473
595,II-VI,M_i_neut,Hg,CdTe,-0.592819,-0.5229003933239976,0.030001325361464926
596,IV-IV,M_i_neut,Sn,Sn,-0.373109,-0.15043519353301507,0.025927106387179346
597,IV-IV,M_i_A,Co,Sn,-0.528615,-0.4682862037837305,0.030841643330307932
598,III-V,M_B,F,InP,-0.5761069999999999,-0.6934536700904463,0.05657936669861608
599,II-VI,M_A,Se,CdSe,-0.759981,-0.6735346022148623,0.017874053320699575
600,II-VI,M_A,Cs,CdTe,-0.42688999999999994,-0.7006384745781825,0.05253455009621481
601,II-VI,M_A,Tc,CdTe,-0.540808,-0.6446946794073446,0.030836717782063764
602,III-V,M_i_A,Li,InN,-0.805227,-0.618667465050158,0.059796321575986855
